CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-01009;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-01009;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;71
S-01009;PT;PARTIDO DA TERRA;0
S-01009;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-01009;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01009;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01009;UPyD;UNION PROGRESO Y DEMOCRACIA;7
S-01009;VOX;VOX;1
S-01010;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01010;ALTER;ALTERNATIVA REPUBLICANA;0
S-01010;BLANCS;BLANCS;9
S-01010;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-01010;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;73
S-01010;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;34
S-01010;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;3
S-01010;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01010;EB;ESCONS EN BLANC;9
S-01010;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;2
S-01010;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;90
S-01010;EU      ;EXTREMADURA UNIDA                       ;0
S-01010;FAC;FORO DE CIUDADANOS;0
S-01010;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01010;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;72
S-01010;IFEM;INICIATIVA FEMINISTA;2
S-01010;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01010;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;1
S-01010;LEM;LA ESPAÑA EN MARCHA;0
S-01010;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01010;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;1
S-01010;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01010;NULS;NULS;3
S-01010;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01010;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-01010;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-01010;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01010;PH      ;PARTIDO HUMANISTA                       ;0
S-01010;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-01010;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01010;PODEMOS;PODEMOS-PODEM;36
S-01010;PP      ;PARTIDO POPULAR                         ;74
S-01010;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01010;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;1
S-01010;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;89
S-01010;PT;PARTIDO DA TERRA;0
S-01010;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-01010;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01010;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01010;UPyD;UNION PROGRESO Y DEMOCRACIA;12
S-01010;VOX;VOX;0
S-01011;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01011;ALTER;ALTERNATIVA REPUBLICANA;0
S-01011;BLANCS;BLANCS;4
S-01011;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-01011;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;23
S-01011;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;36
S-01011;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;1
S-01011;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01011;EB;ESCONS EN BLANC;4
S-01011;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-01011;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;38
S-01011;EU      ;EXTREMADURA UNIDA                       ;0
S-01011;FAC;FORO DE CIUDADANOS;0
S-01011;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01011;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;66
S-01011;IFEM;INICIATIVA FEMINISTA;0
S-01011;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01011;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01011;LEM;LA ESPAÑA EN MARCHA;1
S-01011;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01011;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-01011;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-01011;NULS;NULS;3
S-01011;PA      ;PARTIDO ANDALUCISTA                     ;1
S-01011;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;10
S-01011;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;3
S-01011;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;0
S-01011;PH      ;PARTIDO HUMANISTA                       ;0
S-01011;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-01011;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01011;PODEMOS;PODEMOS-PODEM;28
S-01011;PP      ;PARTIDO POPULAR                         ;29
S-01011;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01011;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;0
S-01011;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;100
S-01011;PT;PARTIDO DA TERRA;1
S-01011;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-01011;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01011;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;1
S-01011;UPyD;UNION PROGRESO Y DEMOCRACIA;9
S-01011;VOX;VOX;0
S-01012;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01012;ALTER;ALTERNATIVA REPUBLICANA;3
S-01012;BLANCS;BLANCS;4
S-01012;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-01012;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;21
S-01012;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;24
S-01012;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-01012;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01012;EB;ESCONS EN BLANC;1
S-01012;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;2
S-01012;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;38
S-01012;EU      ;EXTREMADURA UNIDA                       ;1
S-01012;FAC;FORO DE CIUDADANOS;0
S-01012;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01012;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;40
S-01012;IFEM;INICIATIVA FEMINISTA;0
S-01012;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01012;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01012;LEM;LA ESPAÑA EN MARCHA;0
S-01012;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01012;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;5
S-01012;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01012;NULS;NULS;1
S-01012;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01012;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;11
S-01012;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-01012;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-01012;PH      ;PARTIDO HUMANISTA                       ;0
S-01012;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;1
S-01012;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01012;PODEMOS;PODEMOS-PODEM;32
S-01012;PP      ;PARTIDO POPULAR                         ;34
S-01012;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01012;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-01012;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;80
S-01012;PT;PARTIDO DA TERRA;0
S-01012;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-01012;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;1
S-01012;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01012;UPyD;UNION PROGRESO Y DEMOCRACIA;9
S-01012;VOX;VOX;1
S-01013;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);1
S-01013;ALTER;ALTERNATIVA REPUBLICANA;0
S-01013;BLANCS;BLANCS;7
S-01013;CILUS;CIUDADANOS LIBRES UNIDOS;1
S-01013;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;59
S-01013;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;31
S-01013;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-01013;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01013;EB;ESCONS EN BLANC;2
S-01013;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;3
S-01013;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;104
S-01013;EU      ;EXTREMADURA UNIDA                       ;1
S-01013;FAC;FORO DE CIUDADANOS;0
S-01013;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-01013;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;69
S-01013;IFEM;INICIATIVA FEMINISTA;0
S-01013;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01013;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01013;LEM;LA ESPAÑA EN MARCHA;0
S-01013;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01013;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;4
S-01013;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01013;NULS;NULS;6
S-01013;PA      ;PARTIDO ANDALUCISTA                     ;1
S-01013;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7
S-01013;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;2
S-01013;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-01013;PH      ;PARTIDO HUMANISTA                       ;0
S-01013;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;2
S-01013;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01013;PODEMOS;PODEMOS-PODEM;33
S-01013;PP      ;PARTIDO POPULAR                         ;52
S-01013;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-01013;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;3
S-01013;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;87
S-01013;PT;PARTIDO DA TERRA;1
S-01013;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-01013;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01013;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01013;UPyD;UNION PROGRESO Y DEMOCRACIA;13
S-01013;VOX;VOX;1
S-01014;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-01014;ALTER;ALTERNATIVA REPUBLICANA;0
S-01014;BLANCS;BLANCS;10
S-01014;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-01014;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;63
S-01014;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;53
S-01014;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-01014;DN      ;DEMOCRACIA NACIONAL                     ;0
S-01014;EB;ESCONS EN BLANC;5
S-01014;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;1
S-01014;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;98
S-01014;EU      ;EXTREMADURA UNIDA                       ;2
S-01014;FAC;FORO DE CIUDADANOS;0
S-01014;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-01014;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;73
S-01014;IFEM;INICIATIVA FEMINISTA;2
S-01014;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-01014;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-01014;LEM;LA ESPAÑA EN MARCHA;0
S-01014;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-01014;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;8
S-01014;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-01014;NULS;NULS;4
S-01014;PA      ;PARTIDO ANDALUCISTA                     ;0
S-01014;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-01014;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;4
S-01014;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-01014;PH      ;PARTIDO HUMANISTA                       ;0
S-01014;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;3
S-01014;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-01014;PODEMOS;PODEMOS-PODEM;35
S-01014;PP      ;PARTIDO POPULAR                         ;39
S-01014;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-01014;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-01014;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;107
S-01014;PT;PARTIDO DA TERRA;0
S-01014;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-01014;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-01014;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-01014;UPyD;UNION PROGRESO Y DEMOCRACIA;8
S-01014;VOX;VOX;0
S-02001;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-02001;ALTER;ALTERNATIVA REPUBLICANA;0
S-02001;BLANCS;BLANCS;10
S-02001;CILUS;CIUDADANOS LIBRES UNIDOS;4
S-02001;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;99
S-02001;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;103
S-02001;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;2
S-02001;DN      ;DEMOCRACIA NACIONAL                     ;0
S-02001;EB;ESCONS EN BLANC;11
S-02001;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;4
S-02001;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;170
S-02001;EU      ;EXTREMADURA UNIDA                       ;1
S-02001;FAC;FORO DE CIUDADANOS;0
S-02001;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-02001;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;146
S-02001;IFEM;INICIATIVA FEMINISTA;2
S-02001;IMPULSO SOCIAL;IMPULSO SOCIAL;1
S-02001;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;1
S-02001;LEM;LA ESPAÑA EN MARCHA;2
S-02001;MCR;MOVIMIENTO CORRIENTE ROJA;1
S-02001;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;7
S-02001;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;1
S-02001;NULS;NULS;8
S-02001;PA      ;PARTIDO ANDALUCISTA                     ;0
S-02001;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;11
S-02001;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;18
S-02001;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;2
S-02001;PH      ;PARTIDO HUMANISTA                       ;0
S-02001;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;8
S-02001;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-02001;PODEMOS;PODEMOS-PODEM;84
S-02001;PP      ;PARTIDO POPULAR                         ;78
S-02001;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-02001;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;6
S-02001;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;165
S-02001;PT;PARTIDO DA TERRA;2
S-02001;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-02001;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-02001;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-02001;UPyD;UNION PROGRESO Y DEMOCRACIA;20
S-02001;VOX;VOX;0
S-02002;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-02002;ALTER;ALTERNATIVA REPUBLICANA;0
S-02002;BLANCS;BLANCS;34
S-02002;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-02002;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;85
S-02002;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;85
S-02002;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;3
S-02002;DN      ;DEMOCRACIA NACIONAL                     ;0
S-02002;EB;ESCONS EN BLANC;11
S-02002;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;2
S-02002;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;143
S-02002;EU      ;EXTREMADURA UNIDA                       ;3
S-02002;FAC;FORO DE CIUDADANOS;0
S-02002;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;0
S-02002;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;100
S-02002;IFEM;INICIATIVA FEMINISTA;3
S-02002;IMPULSO SOCIAL;IMPULSO SOCIAL;1
S-02002;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-02002;LEM;LA ESPAÑA EN MARCHA;2
S-02002;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-02002;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;13
S-02002;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;3
S-02002;NULS;NULS;1
S-02002;PA      ;PARTIDO ANDALUCISTA                     ;1
S-02002;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;13
S-02002;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-02002;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;1
S-02002;PH      ;PARTIDO HUMANISTA                       ;0
S-02002;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;7
S-02002;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-02002;PODEMOS;PODEMOS-PODEM;52
S-02002;PP      ;PARTIDO POPULAR                         ;102
S-02002;PREPAL;SALAMANCA-ZAMORA-LEON            ;1
S-02002;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;5
S-02002;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;177
S-02002;PT;PARTIDO DA TERRA;0
S-02002;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;0
S-02002;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-02002;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-02002;UPyD;UNION PROGRESO Y DEMOCRACIA;24
S-02002;VOX;VOX;2
S-03001;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);0
S-03001;ALTER;ALTERNATIVA REPUBLICANA;0
S-03001;BLANCS;BLANCS;11
S-03001;CILUS;CIUDADANOS LIBRES UNIDOS;0
S-03001;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;25
S-03001;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;35
S-03001;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-03001;DN      ;DEMOCRACIA NACIONAL                     ;2
S-03001;EB;ESCONS EN BLANC;5
S-03001;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03001;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;47
S-03001;EU      ;EXTREMADURA UNIDA                       ;0
S-03001;FAC;FORO DE CIUDADANOS;0
S-03001;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;2
S-03001;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;58
S-03001;IFEM;INICIATIVA FEMINISTA;1
S-03001;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03001;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03001;LEM;LA ESPAÑA EN MARCHA;1
S-03001;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03001;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;5
S-03001;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03001;NULS;NULS;2
S-03001;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03001;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7
S-03001;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;1
S-03001;PCPE      ;PARTIDO COMUNISTA PUEBLOS DE ESPAÑA     ;3
S-03001;PH      ;PARTIDO HUMANISTA                       ;0
S-03001;PIRATA.CAT;PIRATAS DE CATALUNYA-CONFEDERACIÓN PIRATA-EUROPEAN PIRATES;0
S-03001;P-LIB;PARTIDO DE LA LIBERTAD INDIVIDUAL;0
S-03001;PODEMOS;PODEMOS-PODEM;45
S-03001;PP      ;PARTIDO POPULAR                         ;46
S-03001;PREPAL;SALAMANCA-ZAMORA-LEON            ;0
S-03001;PRIMAVERA EU;EQUO-COMPROMÍS-SIEX-PUM+J-PARTICIPA;2
S-03001;PSC-PSOE  ;PARTIT DELS SOCIALISTES DE CATALUNYA    ;111
S-03001;PT;PARTIDO DA TERRA;0
S-03001;RECORTES CERO;AGRUPACIÓN DE ELECTORES RECORTES CERO;1
S-03001;RRUE;PER LA REPÚBLICA, PER LA RUPTURA AMB LA UNIÓ EUROPEA;0
S-03001;SAIn;SOLIRADIDAD Y AUTOGESTION INTERNACIONALISTA;0
S-03001;UPyD;UNION PROGRESO Y DEMOCRACIA;14
S-03001;VOX;VOX;1
S-03002;ACNV-BAR-PRAO;PROYECTO EUROPA (ACNV-BAR-PRAO-REPO-UNIO);2
S-03002;ALTER;ALTERNATIVA REPUBLICANA;0
S-03002;BLANCS;BLANCS;10
S-03002;CILUS;CIUDADANOS LIBRES UNIDOS;2
S-03002;CIU;CONVERGENCIA I UNIO - COALICIO PER EUROPA;13
S-03002;C S;CIUTADANS-PARTIDO DE LA CIUDADANIA;30
S-03002;DISCAPACITADOS;AGRUPACIÓN DE ELECTORES DISCAPACITADOS Y ENFERMEDADES RARAS;0
S-03002;DN      ;DEMOCRACIA NACIONAL                     ;1
S-03002;EB;ESCONS EN BLANC;1
S-03002;EH-BILDU-BNG;ELS POBLES DECIDEIXEN ;0
S-03002;ERC-NECat-EPDD;ESQUERRA REPUBLICANA-NOVA ESQUERRA CATALANA-CATALUNYA.Sí;17
S-03002;EU      ;EXTREMADURA UNIDA                       ;0
S-03002;FAC;FORO DE CIUDADANOS;1
S-03002;FE-JONS   ;FALANGE ESPAÑOLA DE LAS JONS            ;1
S-03002;ICV-EUIA  ;INICIATIVA CATALUNYA VERDS-ESQUERRA UNIDA ALTERNATIVA;48
S-03002;IFEM;INICIATIVA FEMINISTA;1
S-03002;IMPULSO SOCIAL;IMPULSO SOCIAL;0
S-03002;IPEX-PREX-CREX;EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX;0
S-03002;LEM;LA ESPAÑA EN MARCHA;0
S-03002;MCR;MOVIMIENTO CORRIENTE ROJA;0
S-03002;MOVIMIENTO RED;MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOV.RED;0
S-03002;MSR    ;MOVIMIENTO SOCIAL REPUBLICANO           ;0
S-03002;NULS;NULS;1
S-03002;PA      ;PARTIDO ANDALUCISTA                     ;0
S-03002;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;12
S-03002;PARTIDO-X;PARTIDO X, PARTIDO DEL FUTURO;0
