CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;NRE_VEHICLES;MARCA
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1001;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1004;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1005;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1010;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1010;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1010;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1012;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1019;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1020;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1020;2;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1020;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1023;1;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1023;6;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1023;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1025;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1025;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1027;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1028;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1030;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1036;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1040;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1041;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1044;4;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1044;4;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1044;1;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1045;1;Mitsubishi     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1045;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1050;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1050;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1050;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1050;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1060;1;Isuzu          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1060;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1060;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1063;4;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1065;1;Mitsubishi     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1065;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1070;3;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1070;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1075;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1075;3;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1075;3;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1075;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1080;2;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1080;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1080;1;Mitsubishi     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1090;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1092;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1092;3;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1095;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1095;1;Mercedes       
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1100;4;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1105;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1105;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1107;2;Land Rover     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1110;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1110;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1110;1;Mitsubishi     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1113;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1122;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1125;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1125;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1125;1;Daewoo         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1130;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1130;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1130;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1135;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1135;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1135;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1135;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1135;3;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1137;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1140;3;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1140;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1144;2;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1145;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1145;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1145;2;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1146;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1149;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1150;1;Land Rover     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1155;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1155;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1155;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1156;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1160;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1160;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1170;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1175;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1177;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1180;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1182;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1185;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1190;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1195;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1195;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1200;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1200;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1200;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1201;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1204;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1210;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1210;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1210;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1210;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1211;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1212;1;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1212;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1212;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1213;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1215;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1215;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1216;2;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1219;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1220;1;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1220;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1225;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1227;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1230;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1232;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1235;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1235;1;Dodge          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1236;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1240;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1248;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1250;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1250;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1250;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1256;1;Daf            
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1260;1;Mahindra       
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1260;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1260;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1262;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1265;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1268;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1269;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1270;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1270;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1270;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1275;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1275;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1275;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1280;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1290;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1296;1;Piaggio        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1296;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1298;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1300;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1310;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1313;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1315;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1324;1;Mercedes       
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1324;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1325;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1330;2;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1330;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1330;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1330;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1331;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1335;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1340;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1340;1;Leyland        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1355;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1360;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1374;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1374;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1375;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1375;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1375;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1376;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1385;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1389;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1390;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1390;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1390;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1400;1;Pegaso         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1413;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1415;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1415;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1417;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1420;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1420;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1420;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1425;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1425;2;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1425;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1426;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1429;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1429;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1430;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1435;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1440;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1440;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1440;2;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1444;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1445;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1450;4;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1450;5;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1452;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1453;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1455;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1455;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1460;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1460;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1461;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1469;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1469;3;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1470;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1473;1;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1474;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1480;2;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1480;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1480;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1482;2;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1485;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1494;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1495;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1495;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1495;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1496;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1500;1;Desconegut     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1500;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1500;1;Sive           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1505;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1505;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1505;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1505;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1505;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1507;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1509;1;Kia            
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1512;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1515;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1515;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1520;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1520;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1521;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1522;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1525;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1525;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1525;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1525;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1530;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1536;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1540;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1540;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1540;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1550;1;Iveco          
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1550;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1551;2;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1555;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1555;3;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1560;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1562;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1563;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1563;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1563;1;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1573;2;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1575;1;Fiat           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1575;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1575;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1579;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1579;2;Opel           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1580;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1580;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1585;2;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1591;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1594;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1605;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1605;1;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1605;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1606;3;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1607;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1609;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1610;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1615;1;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1630;2;Citroen        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1630;2;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1637;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1638;2;Volkswagen     
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1640;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1640;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1650;1;Mercedes-Benz  
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1650;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1652;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1655;1;Renault        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1657;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1660;1;Ebro           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1660;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1675;2;Peugeot        
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1680;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1690;1;Ebro           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1691;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1742;3;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1753;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1795;2;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1803;1;Ford           
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1804;1;Nissan         
SF;Camions;De 1.000 a 2.999 kg de càrrega;-;-;-;-;1810;1;Pegaso         
