CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;NRE_VEHICLES;MARCA
SF;Motocicletes;De 250 fins a 500 cc;-;-;343;-;-;1;Cagiva         
SF;Motocicletes;De 250 fins a 500 cc;-;-;344;-;-;1;Morini         
SF;Motocicletes;De 250 fins a 500 cc;-;-;346;-;-;1;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;347;-;-;6;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;347;-;-;3;Bultaco        
SF;Motocicletes;De 250 fins a 500 cc;-;-;349;-;-;1;Beta           
SF;Motocicletes;De 250 fins a 500 cc;-;-;349;-;-;2;Montesa        
SF;Motocicletes;De 250 fins a 500 cc;-;-;350;-;-;1;Bultaco        
SF;Motocicletes;De 250 fins a 500 cc;-;-;350;-;-;3;Montesa        
SF;Motocicletes;De 250 fins a 500 cc;-;-;363;-;-;3;Bultaco        
SF;Motocicletes;De 250 fins a 500 cc;-;-;385;-;-;8;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;393;-;-;1;Husaberg       
SF;Motocicletes;De 250 fins a 500 cc;-;-;394;-;-;2;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;395;-;-;7;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;398;-;-;7;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;398;-;-;1;K.T.M.         
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;2;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;1;Peugeot        
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;2;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;1;Kymco          
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;2;Piaggio        
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;1;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;399;-;-;10;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;400;-;-;10;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;400;-;-;4;Aixam          
SF;Motocicletes;De 250 fins a 500 cc;-;-;400;-;-;1;Mega           
SF;Motocicletes;De 250 fins a 500 cc;-;-;420;-;-;1;Bmw            
SF;Motocicletes;De 250 fins a 500 cc;-;-;423;-;-;1;Sanglas        
SF;Motocicletes;De 250 fins a 500 cc;-;-;436;-;-;1;Merlin         
SF;Motocicletes;De 250 fins a 500 cc;-;-;447;-;-;1;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;448;-;-;2;K.T.M.         
SF;Motocicletes;De 250 fins a 500 cc;-;-;448;-;-;1;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;449;-;-;1;Bmw            
SF;Motocicletes;De 250 fins a 500 cc;-;-;449;-;-;1;K.T.M.         
SF;Motocicletes;De 250 fins a 500 cc;-;-;449;-;-;2;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;449;-;-;1;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;449;-;-;1;Gas-Gas        
SF;Motocicletes;De 250 fins a 500 cc;-;-;459;-;-;5;Piaggio        
SF;Motocicletes;De 250 fins a 500 cc;-;-;459;-;-;2;Aprilia        
SF;Motocicletes;De 250 fins a 500 cc;-;-;471;-;-;5;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;473;-;-;1;Bmw            
SF;Motocicletes;De 250 fins a 500 cc;-;-;485;-;-;1;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;486;-;-;18;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;487;-;-;21;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;488;-;-;1;Suzuki         
SF;Motocicletes;De 250 fins a 500 cc;-;-;490;-;-;1;Guzzi          
SF;Motocicletes;De 250 fins a 500 cc;-;-;493;-;-;1;Piaggio        
SF;Motocicletes;De 250 fins a 500 cc;-;-;493;-;-;1;Peugeot        
SF;Motocicletes;De 250 fins a 500 cc;-;-;493;-;-;1;Bmw            
SF;Motocicletes;De 250 fins a 500 cc;-;-;494;-;-;2;Bmw            
SF;Motocicletes;De 250 fins a 500 cc;-;-;496;-;-;1;Bsa            
SF;Motocicletes;De 250 fins a 500 cc;-;-;496;-;-;1;Ducati         
SF;Motocicletes;De 250 fins a 500 cc;-;-;498;-;-;2;Kymco          
SF;Motocicletes;De 250 fins a 500 cc;-;-;498;-;-;8;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;498;-;-;2;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;499;-;-;32;Yamaha         
SF;Motocicletes;De 250 fins a 500 cc;-;-;499;-;-;3;Kawasaki       
SF;Motocicletes;De 250 fins a 500 cc;-;-;499;-;-;20;Honda          
SF;Motocicletes;De 250 fins a 500 cc;-;-;500;-;-;1;Chatenet       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;1000;-;-;1;K.T.M.         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;505;-;-;1;Microcar       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;505;-;-;1;Ligier         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;510;-;-;1;K.T.M.         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;510;-;-;1;Ktm            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;530;-;-;5;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;535;-;-;2;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;554;-;-;1;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;582;-;-;4;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;583;-;-;6;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;591;-;-;4;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;592;-;-;1;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;595;-;-;12;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;598;-;-;6;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;598;-;-;9;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;599;-;-;4;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;599;-;-;51;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;599;-;-;32;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;599;-;-;22;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;600;-;-;17;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;600;-;-;1;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;600;-;-;33;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;600;-;-;3;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;600;-;-;1;Husqvarna      
SF;Motocicletes;De 500 fins a 1000 cc;-;-;618;-;-;1;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;636;-;-;6;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;638;-;-;3;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;640;-;-;3;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;643;-;-;1;Guzzi          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;644;-;-;2;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;644;-;-;10;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;645;-;-;1;Cagiva         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;645;-;-;23;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;647;-;-;2;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;647;-;-;10;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;647;-;-;4;Hyosung        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;649;-;-;1;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;649;-;-;20;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;649;-;-;7;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;650;-;-;3;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;652;-;-;24;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;653;-;-;1;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;654;-;-;1;K.T.M.         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;656;-;-;13;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;660;-;-;11;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;670;-;-;1;Desconegut     
SF;Motocicletes;De 500 fins a 1000 cc;-;-;670;-;-;8;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;675;-;-;6;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;678;-;-;2;Hyosung        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;680;-;-;2;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;689;-;-;1;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;695;-;-;4;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;696;-;-;7;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;738;-;-;2;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;739;-;-;2;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;740;-;-;13;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;742;-;-;6;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;745;-;-;10;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;747;-;-;1;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;747;-;-;1;Piaggio        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;747;-;-;2;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;748;-;-;6;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;748;-;-;14;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;748;-;-;6;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;748;-;-;3;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;748;-;-;1;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;749;-;-;3;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;749;-;-;7;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;750;-;-;1;Benelli        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;750;-;-;5;Aprilia        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;779;-;-;2;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;782;-;-;5;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;790;-;-;1;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;797;-;-;2;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;798;-;-;17;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;799;-;-;1;Bombardier     
SF;Motocicletes;De 500 fins a 1000 cc;-;-;800;-;-;1;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;803;-;-;3;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;805;-;-;5;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;806;-;-;3;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;839;-;-;1;Gilera         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;848;-;-;6;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;849;-;-;1;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;865;-;-;7;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;869;-;-;2;Harley         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;883;-;-;11;Harley         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;885;-;-;1;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;892;-;-;1;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;893;-;-;1;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;897;-;-;1;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;899;-;-;1;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;903;-;-;3;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;908;-;-;1;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;916;-;-;2;Ducati         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;929;-;-;2;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;937;-;-;1;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;942;-;-;1;K.T.M.         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;953;-;-;2;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;954;-;-;2;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;955;-;-;2;Triumph        
SF;Motocicletes;De 500 fins a 1000 cc;-;-;979;-;-;2;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;980;-;-;1;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;987;-;-;7;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;988;-;-;3;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;996;-;-;1;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;996;-;-;1;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;996;-;-;1;Cagiva         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;998;-;-;2;Kawasaki       
SF;Motocicletes;De 500 fins a 1000 cc;-;-;998;-;-;6;Yamaha         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;998;-;-;15;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;999;-;-;1;Bmw            
SF;Motocicletes;De 500 fins a 1000 cc;-;-;999;-;-;3;Honda          
SF;Motocicletes;De 500 fins a 1000 cc;-;-;999;-;-;2;Suzuki         
SF;Motocicletes;De 500 fins a 1000 cc;-;-;999;-;-;1;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;1;-;-;1;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;1;-;-;1;Kymco          
SF;Motocicletes;Fins a 125 cc;-;-;100;-;-;1;Montesa        
SF;Motocicletes;Fins a 125 cc;-;-;100;-;-;2;Guzzi          
SF;Motocicletes;Fins a 125 cc;-;-;101;-;-;1;Bultaco        
SF;Motocicletes;Fins a 125 cc;-;-;101;-;-;3;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;101;-;-;1;S.Y.M.         
SF;Motocicletes;Fins a 125 cc;-;-;101;-;-;68;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;102;-;-;7;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;108;-;-;24;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;110;-;-;1;Guzzi          
SF;Motocicletes;Fins a 125 cc;-;-;113;-;-;1;Suzuki         
SF;Motocicletes;Fins a 125 cc;-;-;118;-;-;1;Masai          
SF;Motocicletes;Fins a 125 cc;-;-;118;-;-;1;Bultaco        
SF;Motocicletes;Fins a 125 cc;-;-;121;-;-;50;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;122;-;-;1;Morini         
SF;Motocicletes;Fins a 125 cc;-;-;122;-;-;1;Polini         
SF;Motocicletes;Fins a 125 cc;-;-;123;-;-;2;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;123;-;-;4;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;123;-;-;1;Lambretta      
SF;Motocicletes;Fins a 125 cc;-;-;123;-;-;1;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;61;S.Y.M.         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;3;Tgb            
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Leonart        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;2;Husqvarna      
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Bultaco        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;8;Derbi          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Kawasaki       
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;3;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;4;Montesa        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;42;Kymco          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;4;Peugeot        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;4;Cagiva         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Sky            
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;69;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;19;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;29;Daelim         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;19;Suzuki         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Csr            
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Motor Hispania 
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;2;Znen           
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Qingqi         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;3;Rieju          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;6;Gilera         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Benelli        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;96;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;5;S.Y.M          
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Scorpa         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;25;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;K.T.M.         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;6;Hyosung        
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Iso Gt         
SF;Motocicletes;Fins a 125 cc;-;-;124;-;-;1;Ducati         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Csr            
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;23;Peugeot        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Mac            
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;S.Y.M          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Cf             
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;573;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;M.B.K.         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Aiyumo         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Husqvarna      
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Giantco        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;49;Kymco          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Erider         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;4;S.Y.M.         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Dadyw          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Zhongyu        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Samada         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;27;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Bmw            
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;3;Keeway         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Leonart        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;K.T.M.         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;4;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Mash           
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Sumco          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Lambretta      
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;6;Daelim         
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Xingyue        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;4;Montesa        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;5;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Italjet        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;1;Ktm            
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;3;Hyosung        
SF;Motocicletes;Fins a 125 cc;-;-;125;-;-;63;Suzuki         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;3;Daelim         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;75;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Trueba         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;M.B.K.         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Chatenet       
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;9;S.Y.M.         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;42;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Qingqi         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;22;Kymco          
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;9;Rieju          
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Azel           
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Hyosung        
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;2;Vespino        
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;15;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;13;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;30;Peugeot        
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Yiying         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Aixam          
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Guzzi          
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Shineray       
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Zongshen       
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;I-Moto         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;3;Gilera         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Motor Hispania 
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;2;Keeway         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;1;Adly           
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;2;Suzuki         
SF;Motocicletes;Fins a 125 cc;-;-;49;-;-;15;Derbi          
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Microcar       
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;3;Kymco          
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;S.Y.M          
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Haotian        
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Daelim         
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Peugeot        
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Vectris        
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;1;Ligier         
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;2;Aprilia        
SF;Motocicletes;Fins a 125 cc;-;-;50;-;-;2;Rieju          
SF;Motocicletes;Fins a 125 cc;-;-;65;-;-;2;M.B.K.         
SF;Motocicletes;Fins a 125 cc;-;-;71;-;-;1;Puch           
SF;Motocicletes;Fins a 125 cc;-;-;71;-;-;1;Derbi          
SF;Motocicletes;Fins a 125 cc;-;-;71;-;-;1;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;72;-;-;13;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;73;-;-;2;Suzuki         
SF;Motocicletes;Fins a 125 cc;-;-;73;-;-;4;Puch           
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;1;Rieju          
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;1;Guzzi          
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;80;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;3;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;24;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;10;Montesa        
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;3;Bultaco        
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;1;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;74;-;-;6;Derbi          
SF;Motocicletes;Fins a 125 cc;-;-;75;-;-;7;Vespa          
SF;Motocicletes;Fins a 125 cc;-;-;75;-;-;4;Montesa        
SF;Motocicletes;Fins a 125 cc;-;-;79;-;-;1;Peugeot        
SF;Motocicletes;Fins a 125 cc;-;-;79;-;-;1;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;79;-;-;2;M.B.K.         
SF;Motocicletes;Fins a 125 cc;-;-;82;-;-;2;Yamaha         
SF;Motocicletes;Fins a 125 cc;-;-;89;-;-;14;Honda          
SF;Motocicletes;Fins a 125 cc;-;-;96;-;-;1;Piaggio        
SF;Motocicletes;Fins a 125 cc;-;-;98;-;-;1;Guzzi          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;1;2;S.M.           
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;10;1;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;4;Sterckeman     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;2;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;4;Roller         
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;2;Fendt          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;1;Lmc            
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;1;Adria          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;2;Moncayo        
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;4;Knaus          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;1;Caravelair     
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;1;Atlantic Fortun
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;13;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;100;1;Niftylift      
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;110;1;Hobby          
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;110;5;Burstner       
SF;Remolcs;De menys de 750 kg de càrrega;-;-;-;-;120;3;Caravelair     
