X,Y,OBJECTID,ANY_,MES,POBLACIÓ,CONSULTA,CANAL_D_EN,ARXIU
2.283930911722794,42.002654941449819,324,2013,octubre,Manlleu,Interna,Presencial,històric
2.283930911722794,42.002654941449819,325,2013,novembre,Manlleu,Interna,Telefònic,històric
2.283930911722794,42.002654941449819,326,2013,desembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,327,2013,desembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,328,2013,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,329,2013,novembre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,330,2013,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,331,2013,octubre,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,332,2013,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,333,2013,juliol,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,334,2013,desembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,335,2013,novembre,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,336,2013,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,337,2013,novembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,338,2013,setembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,339,2013,setembre,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,340,2013,setembre,Manlleu,Interna,Presencial,administratiu
2.283930911722794,42.002654941449819,341,2013,juny,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,342,2013,maig,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,343,2013,abril,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,344,2013,març,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,345,2013,març,Manlleu,Interna,Correu,administratiu
2.283930911722794,42.002654941449819,346,2013,febrer,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,347,2013,març,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,348,2013,març,Manlleu,Externa,Correu,històric
2.283930911722794,42.002654941449819,349,2013,febrer,Manlleu,Interna,Correu,històric
2.283930911722794,42.002654941449819,350,2013,març,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,351,2013,febrer,Manlleu,Externa,Correu,administratiu
2.283930911722794,42.002654941449819,352,2013,febrer,Manlleu,Externa,Telefònic,històric
2.283930911722794,42.002654941449819,353,2013,febrer,Manlleu,Externa,Presencial,administratiu
2.283930911722794,42.002654941449819,354,2013,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,355,2013,gener,Manlleu,Externa,Presencial,històric
2.283930911722794,42.002654941449819,356,2013,gener,Manlleu,Externa,Correu,històric
2.314276811402436,41.990252374229151,357,2013,setembre,Masies de Roda,Externa,Presencial,històric
-2.956314735675082,35.272924567440029,358,2010,octubre,Melilla,Externa,Correu,històric
2.208030828639506,41.541039692843917,359,2014,novembre,Mollet,Externa,Presencial,històric
2.208018489380775,41.541032361300928,360,2014,novembre,Mollet,Externa,Presencial,històric
1.162209540108839,41.376458310354671,361,2010,juny,Montblanc,Externa,Correu,històric
1.16228988183458,41.376489534419463,362,2009,novembre,Montblanc,Externa,Correu,històric
-71.59114148931728,19.363087748259048,363,2009,abril,República Dominicana,Externa,Telefònic,històric
2.1909647471612,42.200594455515976,364,2009,desembre,Ripoll,Externa,Correu,històric
2.3128797757271,41.984530604397392,365,2014,gener,Roda de Ter,Externa,Presencial,històric
2.3128797757271,41.984530604397392,366,2010,octubre,Roda de Ter,Externa,Presencial,històric
2.3128797757271,41.984530604397392,367,2011,setembre,Roda de Ter,Externa,Correu,històric
2.3128797757271,41.984530604397392,368,2011,març,Roda de Ter,Externa,Presencial,històric
2.3128797757271,41.984530604397392,369,2011,gener,Roda de Ter,Externa,Correu,històric
2.3128797757271,41.984530604397392,370,2013,octubre,Roda de Ter,Externa,Presencial,històric
2.3128797757271,41.984530604397392,371,2013,octubre,Roda de Ter,Externa,Correu,històric
2.034407882987594,41.489656399577079,372,2014,març,Rubi,Externa,Correu,històric
2.465450992851499,42.024640997296217,373,2013,març,Rupit,Externa,Correu,històric
2.17585821920268,41.981956694735267,374,2013,gener,Sant Bartomeu del grau,Externa,Presencial,administratiu
2.088942332047131,41.46926443167817,375,2014,octubre,Sant Cugat del Valles,Externa,Presencial,administratiu
2.088942332047131,41.46926443167817,376,2010,octubre,Sant Cugat del Valles,Externa,Presencial,administratiu
2.088942332047131,41.46926443167817,377,2013,novembre,Sant Cugat del Valles,Externa,Correu,administratiu
2.238134137378351,42.017230083324726,378,2014,juny,Sant Hipòlit de Voltregà,Externa,Presencial,històric
2.238134137378351,42.017230083324726,379,2011,juliol,Sant Hipòlit de Voltregà,Externa,Correu,històric
2.322358186852398,41.926058024450015,380,2010,desembre,Sant Julià Vilatorta,Externa,Telefònic,històric
2.250278044886063,41.763397461592042,381,2010,abril,Sant Martí de Centelles,Externa,Presencial,històric
2.250274864849971,41.76339861877679,382,2010,octubre,Sant Martí de Centelles,Externa,Presencial,històric
2.250278044886063,41.763397461592042,383,2009,desembre,Sant Martí de Centelles,Externa,Presencial,històric
2.294797146300229,42.073494744524965,384,2010,novembre,Sant Pere de Torelló,Externa,Telefònic,històric
2.216356563813051,42.101246312199507,385,2010,maig,Sant Quirza de Besora,Externa,Presencial,històric
2.216358788041697,42.101245385743475,386,2013,gener,Sant Quirze de Besora,Externa,Correu,històric
2.081161736808784,41.533434831168165,387,2012,octubre,Sant Quirze del Vallés,Externa,Correu,històric
2.512628935928448,41.582352425358387,388,2014,octubre,Sant Vicenç de Montalt,Externa,Presencial,administratiu
2.284424356308358,41.836304229046576,389,2013,maig,Seva,Externa,Presencial,administratiu
2.017109887045661,41.556587776197638,390,2012,juliol,Terrassa,Externa,Presencial,administratiu
2.017109887045661,41.556587776197638,391,2012,març,Terrassa,Externa,Presencial,administratiu
2.266119942719362,42.046789827084723,392,2011,juliol,Torelló,Externa,Telefònic,històric
2.266119942719362,42.046789827084723,393,2011,juliol,Torelló,Externa,Telefònic,històric
2.266119942719362,42.046789827084723,394,2011,octubre,Torelló,Externa,Telefònic,històric
2.266119942719362,42.046789827084723,395,2014,juliol,Torelló,Externa,Telefònic,històric
2.266119942719362,42.046789827084723,396,2014,setembre,Torelló,Externa,Presencial,administratiu
2.266119942719362,42.046789827084723,397,2014,novembre,Torelló,Externa,Correu,històric
2.266119942719362,42.046789827084723,398,2011,novembre,Torelló,Externa,Presencial,administratiu
2.266119942719362,42.046789827084723,399,2012,octubre,Torelló,Externa,Correu,històric
2.266119942719362,42.046789827084723,400,2012,juliol,Torelló,Externa,Presencial,històric
2.266119942719362,42.046789827084723,401,2012,gener,Torelló,Externa,Presencial,administratiu
2.266119942719362,42.046789827084723,402,2013,novembre,Torelló,Externa,Presencial,històric
1.398426000610201,41.144903571067864,403,2009,novembre,Torredenbarra,Externa,Telefònic,històric
-0.378710521397268,39.472365479848698,404,2011,novembre,Valencia,Externa,Correu,històric
2.255639465386173,41.93223333083408,405,2011,abril,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,406,2011,octubre,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,407,2012,juny,Vic,Externa,Telefònic,històric
2.255639465386173,41.93223333083408,408,2014,febrer,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,409,2014,febrer,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,410,2014,maig,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,411,2014,juliol,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,412,2014,agost,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,413,2014,setembre,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,414,2014,setembre,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,415,2014,novembre,Vic,Externa,Telefònic,històric
2.255639465386173,41.93223333083408,416,2014,abril,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,417,2014,febrer,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,418,2014,gener,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,419,2009,gener,Vic,Externa,Telefònic,històric
2.255639465386173,41.93223333083408,420,2009,juny,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,421,2009,juny,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,422,2009,juliol,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,423,2009,octubre,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,424,2009,octubre,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,425,2010,febrer,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,426,2010,abril,Vic,Externa,Correu,administratiu
2.255639465386173,41.93223333083408,427,2011,maig,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,428,2011,març,Vic,Externa,Correu,històric
2.255639465386173,41.93223333083408,429,2012,abril,Vic,Externa,Presencial,administratiu
2.255639465386173,41.93223333083408,430,2013,novembre,Vic,Externa,Presencial,històric
2.255639465386173,41.93223333083408,431,2013,novembre,Vic,Externa,Telefònic,històric
2.214987026466864,41.430213676618962,432,2014,novembre,Sant Adrià de Besos,Externa,Telefònic,administratiu
2.283656294045512,42.001098494374588,433,2014,novembre,Manlleu,Interna,Correu,històric
2.283613378829442,41.999938420875267,434,2014,novembre,Manlleu,Interna,Presencial,administratiu
2.290292078980689,41.999252732102214,435,2014,novembre,Manlleu,Externa,Telefònic,administratiu
2.283439661721472,42.000147860090578,436,2014,novembre,Manlleu,Externa,Presencial,administratiu
2.284498507743501,42.001070589407384,437,2014,novembre,manlleu,Interna,Presencial,administratiu
2.285614306954542,42.001835987227089,438,2014,desembre,Manlleu,Interna,Presencial,històric
1.844648216917718,42.104484517299895,439,2014,desembre,Berga,Externa,Correu,històric
2.286472613970832,42.001772204593991,440,2014,desembre,Manlleu,Interna,Presencial,administratiu
2.283726032057648,41.999689557618268,441,2014,desembre,Manlleu,Interna,Presencial,històric
2.155155390043306,41.388974346475663,442,2014,desembre,Barcelona,Externa,Presencial,administratiu
2.26159624344249,42.048403965626832,443,2014,desembre,Torelló,Externa,Correu,administratiu
2.285399729975894,42.001132675789854,444,2014,desembre,Manlleu,Interna,Telefònic,històric
2.282223995003681,42.002376441441371,445,2014,desembre,Manlleu,Interna,Presencial,històric
2.258289227776357,41.934528273578337,446,2014,desembre,Vic,Externa,Presencial,històric
2.285893256308128,42.00076591905372,447,2014,desembre,Manlleu,Interna,Telefònic,administratiu
2.28220253694648,42.001977801320159,448,2014,desembre,Manlleu,Interna,Correu,històric
2.283232505725381,42.001945910082675,449,2014,desembre,Manlleu,Interna,Correu,administratiu
2.237783554567352,42.015730771706586,450,2014,desembre,Sant Hipòlit de Voltregà,Externa,Telefònic,administratiu
2.28224545216255,42.001563212651043,451,2014,desembre,Manlleu,Externa,Presencial,administratiu
2.2627334998124,42.047910008814476,452,2014,desembre,Torelló,Externa,Presencial,administratiu
2.282717521335948,42.001403754597298,453,2014,desembre,Manlleu,Interna,Presencial,administratiu
2.282374198709091,42.001244296811485,454,2014,desembre,Manlleu,Interna,Correu,històric
-0.384856269955103,39.473667602145383,455,2014,desembre,Valencia,Externa,Correu,històric
2.285549933681271,42.003412894468525,456,2014,desembre,Manlleu,Externa,Presencial,històric
2.283790404432588,42.004688506094425,457,2014,desembre,Manlleu,Externa,Telefònic,històric
2.285077865406205,42.0007978115502,458,2014,desembre,Manlleu,Interna,Telefònic,administratiu
2.285120780622275,42.000638351578303,459,2015,gener,Manlleu,Interna,Correu,històric
2.285163695838345,42.000287538367111,460,2015,gener,Manlleu,Interna,Correu,històric
2.283103759178874,42.003572347487285,461,2015,gener,Manlleu,Interna,Telefònic,administratiu
2.285635764113411,42.003317222865988,462,2015,gener,Manlleu,Interna,Telefònic,administratiu
2.287094885951308,42.003221550452039,463,2015,gener,Manlleu,Interna,Presencial,administratiu
2.281430061260627,42.003540457049013,464,2015,gener,Manlleu,Externa,Presencial,administratiu
2.286022002854668,42.003093987899732,465,2015,gener,Manlleu,Interna,Telefònic,administratiu
2.284477050584631,42.004050703478342,466,2015,gener,Manlleu,Interna,Presencial,administratiu
2.287566955124706,42.001595104080337,467,2015,gener,Manlleu,Interna,Telefònic,administratiu
2.280571754244304,42.002041583747172,468,2015,febrer,Manlleu,Interna,Correu,administratiu
2.26422100751498,42.048235286001699,469,2015,febrer,Torelló,Externa,Correu,administratiu
2.280657584676444,42.001371863072102,470,2015,febrer,Manlleu,Externa,Telefònic,històric
2.279327209385087,41.999585906810061,471,2015,gener,Manlleu,Interna,Correu,històric
-8.542643010881102,42.876530367069833,472,2015,febrer,Santiago de Compostela,Externa,Correu,històric
2.247966899747272,41.451621180746898,473,2015,febrer,Badalona,Externa,Correu,històric
2.285120780622275,42.002998315150165,474,2015,febrer,Manlleu,Interna,Correu,administratiu
2.282374198709091,42.001052946273447,475,2015,març,Manlleu,Externa,Presencial,administratiu
2.28220253694648,42.000702135347979,476,2015,març,Manlleu,Interna,Presencial,administratiu
2.281902129535694,42.0005745677447,477,2015,març,Manlleu,Interna,Correu,històric
2.277481848805933,41.999872938684895,478,2015,març,Manlleu,Interna,Correu,històric
2.405897968014986,42.040842420436107,479,2015,març,Cantonigrós,Externa,Presencial,històric
2.296321685253757,42.006059759767794,480,2015,març,Manlleu,Externa,Presencial,administratiu
2.285034949291838,41.999904831628939,481,2015,març,Manlleu,Interna,Presencial,administratiu
2.239307048780189,42.016304689158204,482,2015,març,Sant Hipòlit de Voltregà,Externa,Presencial,històric
2.287137801167378,42.001180512917692,483,2015,març,Manlleu,Interna,Telefònic,administratiu
2.281558806908837,41.997895580987965,484,2015,març,Manlleu,Externa,Correu,històric
2.140533401670923,41.405627177568945,485,2015,març,Barcelona,Externa,Correu,històric
2.277911002763259,42.00185023560681,486,2015,març,Manlleu,Externa,Presencial,administratiu
2.134868576980242,41.388887008491949,487,2015,abril,Barcelona,Externa,Correu,històric
2.282116706514341,42.000255646282483,488,2015,abril,Manlleu,Interna,Presencial,administratiu
2.279541785465403,42.001722670305227,489,2015,abril,Manlleu,Interna,Presencial,administratiu
2.284777457995418,41.999617799230357,490,2015,juny,Manlleu,Externa,Telefònic,històric
2.286794478540521,42.0007978115502,491,2015,abril,Manlleu,Interna,Presencial,administratiu
2.286622817676242,42.000319430435773,492,2015,abril,Manlleu,Interna,Presencial,administratiu
2.289669807000246,41.999458336969013,493,2015,abril,Manlleu,Interna,Presencial,històric
2.285077865406205,42.002647515617596,494,2015,abril,Manlleu,Interna,Presencial,administratiu
2.214254129654127,41.673699840547997,495,2015,abril,Bigues i Riells,Externa,Correu,administratiu
1.986934010601523,41.455861927127735,496,2015,abril,Sant Andreu de la Barca,Externa,Correu,administratiu
2.283017928746734,42.000287538367111,497,2015,abril,Manlleu,Interna,Presencial,històric
2.285077865406205,42.002488060281166,498,2015,abril,Manlleu,Interna,Presencial,administratiu
2.277884538394968,41.999605573793353,499,2015,maig,Manlleu,Externa,Presencial,històric
2.272648865864987,41.99947800399174,500,2015,maig,Manlleu,Externa,Presencial,històric
2.143860771364756,41.365909474634549,501,2015,maig,Barcelona,Externa,Presencial,administratiu
2.284450585318043,41.999796928683807,502,2015,maig,Manlleu,Interna,Presencial,administratiu
2.404893569780665,42.041532575054632,503,2015,maig,Cantonigros,Externa,Correu,històric
2.285652214961223,41.998266074115641,504,2015,maig,Manlleu,Externa,Correu,històric
2.406508259164507,42.041201907701883,505,2015,maig,Cantonigrós,Externa,Correu,administratiu
2.282304818226433,42.00011585244507,506,2015,maig,Manlleu,Interna,Telefònic,administratiu
2.282776887399796,41.999892606247073,507,2015,maig,Manlleu,Interna,Presencial,administratiu
2.282691056967657,41.998266074115641,508,2015,maig,Manlleu,Externa,Correu,històric
2.253949771167679,41.929806907718657,509,2015,maig,Vic,Externa,Presencial,administratiu
2.283077294810583,41.999733144006775,510,2015,juny,Manlleu,Interna,Correu,administratiu
2.136055221826139,41.382594915717291,511,2015,juny,Barcelona,Externa,Correu,històric
2.582586817019223,41.588438374592002,512,2015,juny,Canet de Mar,Externa,Correu,administratiu
2.27944753063255,42.001552255288203,513,2015,juny,Manlleu,Externa,Correu,històric
2.281918580383506,41.999924498513664,514,2015,juny,Manlleu,Externa,Presencial,històric
2.294192369009926,42.000881261749008,515,2015,juny,Manlleu,Externa,Presencial,administratiu
2.28466516229669,42.002316379628887,516,2015,juny,Manlleu,Interna,Presencial,administratiu
2.284150177907256,41.99931854071248,517,2015,juny,Manlleu,Externa,Presencial,administratiu
1.963467970814761,41.281965749655114,518,2015,juny,Castelldefels,Externa,Correu,històric
2.284407670101973,42.001136396137703,519,2015,juny,Manlleu,Interna,Presencial,administratiu
2.286253029782797,42.0003390978599,520,2015,juny,Manlleu,Interna,Telefònic,administratiu
2.329740911963204,48.875664588755143,521,2015,juny,París,Externa,Presencial,històric
2.406824759893628,42.041405088672413,522,2015,juny,Cantonigrós,Externa,Presencial,administratiu
2.281575257756616,41.999796928683807,523,2015,juny,Manlleu,Externa,Presencial,històric
2.262489924318084,41.928529795858445,524,2015,juliol,Vic,Externa,Presencial,administratiu
2.285437638880873,41.99788335522009,525,2015,juliol,Manlleu,Externa,Presencial,històric
2.291274125334132,42.003049872446439,526,2015,juliol,Manlleu,Externa,Presencial,històric
2.250059737204037,41.461310835461319,527,2015,juliol,Badalona,Externa,Correu,històric
2.28359227920005,41.99931854071248,528,2015,juliol,Manlleu,Externa,Correu,administratiu
2.280845696388536,42.005505415699965,529,2015,juliol,Manlleu,Externa,Presencial,administratiu
2.281532342540546,42.003145544450973,530,2015,juliol,Manlleu,Interna,Correu,administratiu
2.280674035524256,42.001104504478512,531,2015,juliol,Manlleu,Interna,Correu,administratiu
2.287282998561698,42.002954199630473,532,2015,juliol,Manlleu,Interna,Correu,històric
2.16195968095949,41.633220752542137,533,2015,juliol,Caldes de Montbui,Externa,Correu,administratiu
2.287969643815411,42.000913153520088,534,2015,juliol,Manlleu,Interna,Correu,històric
-76.537597834707526,40.884730380437276,535,2015,juliol,New York,Externa,Correu,administratiu
2.280845696388536,42.000881261749008,536,2015,juliol,Manlleu,Interna,Presencial,històric
2.22938900215483,41.850891765278178,537,2015,juliol,Tona,Externa,Telefònic,administratiu
2.280845696388536,42.000785586339852,538,2015,juliol,Manlleu,Interna,Presencial,administratiu
2.280407818891495,41.838356207541899,539,2015,agost,Seva,Externa,Presencial,històric
2.261417041221411,41.928686436290967,540,2015,agost,Vic,Externa,Presencial,històric
2.28239064955687,41.999666359153018,541,2015,agost,Manlleu,Interna,Telefònic,administratiu
1.122212121253694,42.628680121727577,542,2015,agost,Esterri d'Àneu,Externa,Correu,històric
2.289342935221168,42.002153924134618,543,2015,agost,Manlleu,Externa,Presencial,històric
2.109530750873576,41.546863300990303,544,2015,setembre,Sabadell,Externa,Presencial,administratiu
2.287583405972484,42.006363428203592,545,2015,setembre,Manlleu,Externa,Presencial,administratiu
2.282176072578223,42.005885088933418,546,2015,setembre,Manlleu,Externa,Presencial,administratiu
2.286596353307984,41.999985282901136,547,2015,setembre,Manlleu,Interna,Presencial,administratiu
2.287969643815411,42.000304205050803,548,2015,setembre,Manlleu,Interna,Presencial,administratiu
2.287154252015191,41.999570681249629,549,2015,setembre,Manlleu,Interna,Presencial,administratiu
2.28457933186455,41.999092291577377,550,2015,setembre,Manlleu,Interna,Presencial,històric
2.29540155438296,42.073630422221171,551,2015,setembre,Sant Pere de Torelló,Externa,Telefònic,històric
2.289643342631988,41.999124184245062,552,2015,setembre,Manlleu,Interna,Correu,administratiu
2.280287797681329,42.000367989822998,553,2015,setembre,Manlleu,Externa,Presencial,administratiu
2.289085443026451,41.999251755423593,554,2015,setembre,Manlleu,Interna,Correu,històric
2.283182079695213,42.003479256841338,555,2015,setembre,Manlleu,Interna,Correu,administratiu
2.286253029782797,41.999921498412903,556,2015,octubre,Manlleu,Interna,Presencial,administratiu
2.283088023390018,42.000152717379223,557,2015,octubre,Manlleu,Externa,Presencial,administratiu
2.127209618122943,41.397338040155581,558,2015,octubre,Barcelona,Externa,Telefònic,administratiu
2.283860499974201,42.000005215457136,559,2015,octubre,Manlleu,Externa,Presencial,administratiu
2.283667381052755,42.001041707109238,560,2015,octubre,Manlleu,Interna,Correu,històric
2.241418490346509,41.933347758880309,561,2015,octubre,Vic,Externa,Correu,històric
2.284257466396563,41.99986169997986,562,2015,octubre,Manlleu,Externa,Correu,administratiu
2.284455950056909,41.999921498412903,563,2015,octubre,Manlleu,Interna,Correu,administratiu
2.111099309970971,41.540911537971802,564,2015,octubre,Sabadell,Externa,Presencial,administratiu
2.284348661567603,41.999845754166621,565,2015,octubre,Manlleu,Interna,Presencial,administratiu
2.311525445960342,41.98295582884694,566,2015,octubre,Roda de Ter,Externa,Presencial,històric
2.283077294810583,42.000096905935486,567,2015,octubre,Manlleu,Interna,Presencial,administratiu
2.291445787096742,41.999538788805708,568,2015,octubre,Manlleu,Interna,Correu,administratiu
2.284337932988134,41.999817847982492,569,2015,octubre,Manlleu,Interna,Presencial,administratiu
2.283726389587126,42.000938059171091,570,2015,octubre,Manlleu,Interna,Correu,administratiu
2.367264311237055,41.517074166553847,571,2015,octubre,Vilassar de dalt,Externa,Telefònic,històric
0.824031924205871,41.551395320262536,572,2015,octubre,Juneda,Externa,Telefònic,històric
2.283377702221403,41.999969336451272,573,2015,novembre,Manlleu,Interna,Telefònic,administratiu
2.284718806990525,42.000041094442757,574,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.09337774849112,41.322962844216939,575,2015,novembre,El Prat de Llobregat,Externa,Telefònic,administratiu
2.284616882341754,41.999929471310509,576,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.284490819062977,41.999909538730783,577,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.279116369397999,42.004914095840952,578,2015,novembre,Manlleu,Externa,Telefònic,històric
2.285835089495171,41.685072256690169,579,2015,novembre,La Garriga,Externa,Correu,administratiu
2.283980855357655,41.999921498412903,580,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.283841866220276,41.999937268633893,581,2015,novembre,Manlleu,Interna,Telefònic,administratiu
1.974069143992869,41.446733275636547,582,2015,novembre,Sant Andreu de la Barca,Externa,Correu,administratiu
2.283812220019266,41.999900689298919,583,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.283914143769707,41.999837780590937,584,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.284117992168918,41.999762036245009,585,2015,novembre,Manlleu,Interna,Telefònic,administratiu
2.283967788463542,41.999762036245009,586,2015,novembre,Manlleu,Interna,Correu,administratiu
2.283822948598701,41.999873659670982,587,2015,novembre,Manlleu,Interna,Presencial,administratiu
2.138871282138365,41.371682014731668,588,2015,novembre,Barcelona,Externa,Presencial,històric
2.278616781234218,42.002024365448825,589,2015,novembre,Manlleu,Externa,Correu,administratiu
2.284042890316247,41.99965041262324,590,2015,desembre,Manlleu,Interna,Presencial,administratiu
2.283892686610837,41.999610547282721,591,2015,desembre,Manlleu,Interna,Presencial,administratiu
2.32781761085505,41.925315540852424,592,2015,desembre,Sant Julià de Vilatorta,Externa,Presencial,administratiu
2.283806441157038,41.999846750195935,593,2015,desembre,Manlleu,Interna,Correu,administratiu
2.057762561323543,41.477806305858728,594,2015,desembre,Sant Cugat del vallés,Externa,Presencial,administratiu
2.187154815971472,41.430803778985087,595,2015,desembre,Barcelona,Externa,Telefònic,administratiu
-0.420301077255994,39.507568671119657,596,2015,desembre,València,Externa,Correu,històric
2.292368466487972,42.001324746390132,597,2015,desembre,Manlleu,Externa,Presencial,històric
2.283109481447218,42.000519476982099,598,2015,desembre,Manlleu,Interna,Correu,administratiu
2.274708802524458,41.999865696112458,599,2015,desembre,Manlleu,Externa,Presencial,administratiu
2.291746194507529,42.001978521614824,600,2016,gener,Manlleu,Externa,Correu,administratiu
2.283651287734421,41.99988163257462,601,2016,gener,Manlleu,Externa,Presencial,històric
2.283957058985776,42.000017175121279,602,2016,gener,Manlleu,Interna,Correu,administratiu
2.283839041917001,41.999821834771708,603,2016,gener,Manlleu,Interna,Presencial,històric
2.283997292730744,41.999883625967236,604,2016,gener,Manlleu,Interna,Presencial,administratiu
2.284726853200527,42.00409527349683,605,2016,febrer,Manlleu,Externa,Presencial,administratiu
2.28390333524023,41.999939960979958,606,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.284112627430052,41.999954213789728,607,2016,febrer,Manlleu,Interna,Presencial,històric
2.283908779929138,41.999919505021424,608,2016,febrer,Manlleu,Interna,Presencial,administratiu
-3.92364014592127,38.976269942211481,609,2016,febrer,Ciudad Real,Externa,Telefònic,històric
2.241152120101811,41.930908733203651,610,2016,febrer,Vic,Externa,Presencial,administratiu
2.283088023390018,42.000049067325435,611,2016,febrer,Manlleu,Interna,Telefònic,administratiu
2.284077758423984,41.999909538730783,612,2016,febrer,Manlleu,Interna,Correu,històric
2.284042890316247,41.999865686766377,613,2016,febrer,Manlleu,Interna,Presencial,històric
2.329748958173206,48.875803950638954,614,2016,febrer,París,Externa,Presencial,administratiu
2.283875922251004,41.9999145215425,615,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.283877934477236,41.999900569134631,616,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.283851111681169,41.999989269679865,617,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.283949012775774,41.999923491804267,618,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.279155905151988,42.004318504950014,619,2016,febrer,Manlleu,Externa,Presencial,administratiu
2.319078546446247,41.98566734386187,620,2016,febrer,Roda de Ter,Externa,Correu,administratiu
2.283867110676375,41.999888467921714,621,2016,febrer,Manlleu,Interna,Presencial,administratiu
-3.534511746291382,40.424730677867878,622,2016,febrer,Sant Fernando de Henares,Externa,Telefònic,administratiu
2.142536298903127,41.381338226452876,623,2016,febrer,Barcelona,Externa,Telefònic,històric
2.283813561203965,41.999871417270782,624,2016,febrer,Manlleu,Interna,Correu,administratiu
2.28384138921485,41.999897080364583,625,2016,febrer,Manlleu,Interna,Presencial,administratiu
2.283810543762949,41.999894837965215,626,2016,febrer,Manlleu,Interna,Presencial,històric
2.283730005306143,42.00103747206137,627,2016,febrer,Manlleu,Interna,Correu,administratiu
2.279644066745356,41.999331487196855,628,2016,març,Manlleu,Externa,Presencial,administratiu
2.283844406655901,42.001029747637709,629,2016,març,Manlleu,Interna,Presencial,administratiu
2.283850776609586,41.999959370168433,630,2016,març,Manlleu,Externa,Telefònic,administratiu
2.283927554718574,41.999913524846711,631,2016,març,Manlleu,Interna,Presencial,administratiu
2.284026796997913,42.001049680534116,632,2016,març,Manlleu,Interna,Presencial,administratiu
2.285180146686157,42.007224428224738,633,2016,març,Manlleu,Externa,Correu,administratiu
2.403240538503842,41.639933663500344,634,2016,març,Llinars del Vallés,Externa,Correu,administratiu
2.166748823419656,41.633202378664166,635,2016,març,Caldes de Montbui,Externa,Correu,administratiu
2.293859774962504,42.005869144629649,636,2016,març,Manlleu,Externa,Presencial,administratiu
2.190989827225631,41.390083256592739,637,2016,març,Barcelona,Externa,Correu,administratiu
2.242872195343242,41.941014109723277,638,2016,març,Gurb,Externa,Correu,històric
-77.024846827794704,-12.049900138699371,639,2016,abril,Lima,Externa,Correu,administratiu
2.283978075071838,41.999875653063896,640,2016,abril,Manlleu,Interna,Presencial,administratiu
1.700335315506468,41.348879259820535,641,2016,abril,Vilafranca del Panedés,Externa,Correu,administratiu
