X,Y,OBJECTID,Data_incor,Mes,Expedient,Sexe,Edat,Municipi,Franja_eda,Barri
2.285257447021733,42.007417612907787,1,2016-04-14T00:00:00.000Z,abril,S,Dona,16,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,2,2016-02-04T00:00:00.000Z,febrer,S,Dona,16,Manlleu,16 a 24 anys,Erm
2.283686186496929,41.998779363903637,3,2016-01-12T00:00:00.000Z,gener,S,Home,17,Manlleu,16 a 24 anys,Baix Vila
2.285257447021733,42.007417612907787,4,2016-01-21T00:00:00.000Z,gener,S,Home,17,Manlleu,16 a 24 anys,Erm
2.288249379291947,41.999993287439544,5,2016-03-31T00:00:00.000Z,març,S,Home,17,Manlleu,16 a 24 anys,Cavalleria
2.288249379291947,41.999993287439544,6,2016-05-26T00:00:00.000Z,maig,S,Dona,17,Manlleu,16 a 24 anys,Cavalleria
2.288249379291947,41.999993287439544,7,2016-02-01T00:00:00.000Z,febrer,S,Dona,17,Manlleu,16 a 24 anys,Cavalleria
2.285257447021733,42.007417612907787,8,2016-01-11T00:00:00.000Z,gener,S,Home,17,Manlleu,16 a 24 anys,Erm
2.272945362689204,42.001253277311783,9,2016-01-21T00:00:00.000Z,gener,S,Home,17,Manlleu,16 a 24 anys,Gràcia
2.283686186496929,41.998779363903637,10,2016-07-25T00:00:00.000Z,juliol,S,Home,17,Manlleu,16 a 24 anys,Baix Vila
2.285257447021733,42.007417612907787,11,2016-06-15T00:00:00.000Z,juny,S,Home,17,Manlleu,16 a 24 anys,Erm
2.279067203396399,42.004731733241947,12,2016-09-22T00:00:00.000Z,setembre,S,Dona,17,Manlleu,16 a 24 anys,Vilamirosa
2.279067203396399,42.004731733241947,13,2016-09-15T00:00:00.000Z,setembre,S,Home,17,Manlleu,16 a 24 anys,Vilamirosa
2.272945362689204,42.001253277311783,14,2016-09-29T00:00:00.000Z,setembre,S,Home,17,Manlleu,16 a 24 anys,Gràcia
2.291805414789052,42.009255988666311,15,2016-08-25T00:00:00.000Z,agost,S,Home,17,Manlleu,16 a 24 anys,La Coromina
2.285257447021733,42.007417612907787,16,2016-09-22T00:00:00.000Z,setembre,S,Dona,17,Manlleu,16 a 24 anys,Erm
2.279067203396399,42.004731733241947,17,2016-02-17T00:00:00.000Z,febrer,S,Home,18,Manlleu,16 a 24 anys,Vilamirosa
2.285257447021733,42.007417612907787,18,2016-02-15T00:00:00.000Z,febrer,S,Dona,18,Manlleu,16 a 24 anys,Erm
2.283973794150638,42.001041486165164,19,2016-10-03T00:00:00.000Z,octubre,S,Dona,17,Manlleu,16 a 24 anys,Dalt Vila
2.279067203396399,42.004731733241947,20,2016-11-24T00:00:00.000Z,novembre,S,Home,17,Manlleu,16 a 24 anys,Vilamirosa
2.285257447021733,42.007417612907787,21,2016-02-05T00:00:00.000Z,febrer,S,Home,18,Manlleu,16 a 24 anys,Erm
2.283686186496929,41.998779363903637,22,2016-02-22T00:00:00.000Z,febrer,S,Dona,18,Manlleu,16 a 24 anys,Baix Vila
2.285257447021733,42.007417612907787,23,2016-02-24T00:00:00.000Z,febrer,S,Home,18,Manlleu,16 a 24 anys,Erm
2.272945362689204,42.001253277311783,24,2016-06-07T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Gràcia
2.283686186496929,41.998779363903637,25,2016-04-26T00:00:00.000Z,abril,S,Home,18,Manlleu,16 a 24 anys,Baix Vila
2.272945362689204,42.001253277311783,26,2016-03-10T00:00:00.000Z,març,S,Home,18,Manlleu,16 a 24 anys,Gràcia
2.288864333846581,42.003979788014355,27,2016-06-07T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,El Puig
2.285257447021733,42.007417612907787,28,2016-06-09T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Erm
2.291805414789052,42.009255988666311,29,2016-06-07T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,La Coromina
2.272945362689204,42.001253277311783,30,2016-06-09T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Gràcia
2.285257447021733,42.007417612907787,31,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Erm
2.288864333846581,42.003979788014355,32,2016-06-07T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,El Puig
2.279067203396399,42.004731733241947,33,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Vilamirosa
2.285257447021733,42.007417612907787,34,2016-06-09T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,35,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Erm
2.283686186496929,41.998779363903637,36,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Baix Vila
2.291805414789052,42.009255988666311,37,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,La Coromina
2.279067203396399,42.004731733241947,38,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Vilamirosa
2.283973794150638,42.001041486165164,39,2016-06-09T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Dalt Vila
2.285257447021733,42.007417612907787,40,2016-06-14T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Erm
2.279067203396399,42.004731733241947,41,2016-06-09T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,Vilamirosa
2.288864333846581,42.003979788014355,42,2016-06-16T00:00:00.000Z,juny,S,Dona,18,Manlleu,16 a 24 anys,El Puig
2.285257447021733,42.007417612907787,43,2016-06-14T00:00:00.000Z,juny,S,Home,18,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,44,2016-07-11T00:00:00.000Z,juliol,S,Dona,18,Manlleu,16 a 24 anys,Erm
2.283686186496929,41.998779363903637,45,2016-07-20T00:00:00.000Z,juliol,S,Dona,18,Manlleu,16 a 24 anys,Baix Vila
2.291805414789052,42.009255988666311,46,2016-10-20T00:00:00.000Z,octubre,S,Home,18,Manlleu,16 a 24 anys,La Coromina
2.288864333846581,42.003979788014355,47,2016-07-21T00:00:00.000Z,juliol,S,Dona,18,Manlleu,16 a 24 anys,El Puig
2.288249379291947,41.999993287439544,48,2016-11-24T00:00:00.000Z,novembre,S,Home,18,Manlleu,16 a 24 anys,Cavalleria
2.282097921590838,42.002046867599432,49,2016-11-21T00:00:00.000Z,novembre,S,Dona,18,Manlleu,16 a 24 anys,Nou
2.285257447021733,42.007417612907787,50,2016-07-25T00:00:00.000Z,juliol,S,Home,18,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,51,2016-12-01T00:00:00.000Z,desembre,S,Home,18,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,52,2016-01-04T00:00:00.000Z,gener,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,53,2016-01-29T00:00:00.000Z,gener,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,54,2016-01-19T00:00:00.000Z,gener,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,55,2016-02-11T00:00:00.000Z,febrer,S,Home,19,Manlleu,16 a 24 anys,Erm
2.288864333846581,42.003979788014355,56,2016-02-17T00:00:00.000Z,febrer,S,Dona,19,Manlleu,16 a 24 anys,El Puig
2.288864333846581,42.003979788014355,57,2016-03-01T00:00:00.000Z,març,S,Home,19,Manlleu,16 a 24 anys,El Puig
2.279067203396399,42.004731733241947,58,2016-12-14T00:00:00.000Z,desembre,S,Home,18,Manlleu,16 a 24 anys,Vilamirosa
2.285257447021733,42.007417612907787,59,2016-03-01T00:00:00.000Z,març,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,60,2016-03-21T00:00:00.000Z,març,S,Home,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,61,2016-04-25T00:00:00.000Z,abril,S,Home,19,Manlleu,16 a 24 anys,Erm
2.285257447021733,42.007417612907787,62,2016-05-24T00:00:00.000Z,maig,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.283973794150638,42.001041486165164,63,2016-05-19T00:00:00.000Z,maig,S,Dona,19,Manlleu,16 a 24 anys,Dalt Vila
2.285257447021733,42.007417612907787,64,2016-06-06T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,Erm
2.272945362689204,42.001253277311783,65,2016-06-02T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,Gràcia
2.29735487280312,41.996745153904243,66,2016-05-23T00:00:00.000Z,maig,S,Home,19,Manlleu,16 a 24 anys,disseminats
2.288864333846581,42.003979788014355,67,2016-06-10T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,El Puig
2.272945362689204,42.001253277311783,68,2016-06-14T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,Gràcia
2.283686186496929,41.998779363903637,69,2016-08-11T00:00:00.000Z,agost,S,Home,19,Manlleu,16 a 24 anys,Baix Vila
2.288864333846581,42.003979788014355,70,2016-06-15T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,El Puig
2.272945362689204,42.001253277311783,71,2016-07-14T00:00:00.000Z,juliol,S,Home,19,Manlleu,16 a 24 anys,Gràcia
2.284636627170748,41.9957537720855,72,2016-06-29T00:00:00.000Z,juny,S,Home,19,Manlleu,16 a 24 anys,Vista Alegre
2.272945362689204,42.001253277311783,73,2016-09-19T00:00:00.000Z,setembre,S,Dona,19,Manlleu,16 a 24 anys,Gràcia
2.288864333846581,42.003979788014355,74,2016-09-26T00:00:00.000Z,setembre,S,Home,19,Manlleu,16 a 24 anys,El Puig
2.283973794150638,42.001041486165164,75,2016-09-22T00:00:00.000Z,setembre,S,Dona,19,Manlleu,16 a 24 anys,Dalt Vila
2.285257447021733,42.007417612907787,76,2016-11-23T00:00:00.000Z,novembre,S,Dona,19,Manlleu,16 a 24 anys,Erm
2.29373360322073,42.001613054857437,77,2016-09-22T00:00:00.000Z,setembre,S,Home,19,Manlleu,16 a 24 anys,La Salut
2.284636627170748,41.9957537720855,78,2016-09-26T00:00:00.000Z,setembre,S,Dona,19,Manlleu,16 a 24 anys,Vista Alegre
2.279067203396399,42.004731733241947,79,2016-03-11T00:00:00.000Z,març,S,Dona,20,Manlleu,16 a 24 anys,Vilamirosa
2.285257447021733,42.007417612907787,80,2016-02-15T00:00:00.000Z,febrer,S,Dona,20,Manlleu,16 a 24 anys,Erm
2.279067203396399,42.004731733241947,81,2016-04-14T00:00:00.000Z,abril,S,Home,20,Manlleu,16 a 24 anys,Vilamirosa
2.288864333846581,42.003979788014355,82,2016-05-19T00:00:00.000Z,maig,S,Home,20,Manlleu,16 a 24 anys,El Puig
2.288249379291947,41.999993287439544,83,2016-02-17T00:00:00.000Z,febrer,S,Dona,20,Manlleu,16 a 24 anys,Cavalleria
