OBJECTID,Campanya,Provincia,Comarca,Municipi,ID_MUN,Grup,Cultiu,Seca_Regad,HA,Shape__Area,Shape__Length
216,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.4575,1.58485293e-06,0.005710648363815
217,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.5902,3.903694404e-06,0.010702545529423
218,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2711,2.94814774e-07,0.002809431302586
219,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.488,5.30892421e-07,0.003382048734729
220,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,6.6467,7.227003555e-06,0.01558834086846
221,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3742,4.06906442e-07,0.003826225434347
222,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0151,1.6406951e-08,0.00069906318936
223,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,6.2032,6.745053732e-06,0.011031753045133
224,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.7163,7.78856779e-07,0.004277418962766
225,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,5.7099,6.20833887e-06,0.017236852474135
226,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0132,1.4331641e-08,0.000707709622819
227,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3966,4.31232622e-07,0.002773656843056
228,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.443,4.81730807e-07,0.003222506320208
229,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.7793,8.47446342e-07,0.003734428128372
230,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0209,2.2685785e-08,0.001262107707809
231,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2715,2.94950068e-07,0.002323006598945
232,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1618,1.75604874e-07,0.00282810873626
233,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.8708,2.034331569e-06,0.006466055743549
234,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.4574,1.584767485e-06,0.005229586783286
235,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.337,3.66643885e-07,0.003821551426013
236,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.0204,1.109657908e-06,0.011958093409581
237,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1704,1.8505252e-07,0.002223999091325
238,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.9025,3.156411826e-06,0.00845392121335
239,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4882,5.30941745e-07,0.003091256899461
240,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.2762,1.387827916e-06,0.006649203502605
241,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1829,1.98850704e-07,0.001804369359813
242,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.7555,1.908958983e-06,0.006827898406188
243,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1278,1.39024564e-07,0.001808199295403
244,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.5747,6.25031813e-07,0.003236238444772
245,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2881,3.13264273e-07,0.002460326771233
246,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.468,1.596482462e-06,0.005437528316004
247,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.1466,4.509795579e-06,0.009568685446594
248,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.3183,3.608988242e-06,0.01019869419598
249,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1676,1.82250379e-07,0.002024641424582
250,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3822,4.15404977e-07,0.003798613282615
251,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.364,3.95893495e-07,0.002484126035331
252,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.6319,1.774729652e-06,0.00566030226965
253,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.7949,1.949959611e-06,0.005867199345266
254,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.7267,1.87789876e-06,0.0078675693987
255,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.2575,2.455080157e-06,0.007595804038652
256,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0851,9.2517769e-08,0.004696832253662
257,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4133,4.49439887e-07,0.00303640230042
258,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0577,6.2800106e-08,0.002624821941989
259,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.5369,4.934009219e-06,0.01021091490203
260,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.8495,4.187773274e-06,0.014751910997478
261,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1665,1.81019774e-07,0.003545578947997
262,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.404,2.614409546e-06,0.008861455374392
263,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0294,3.1980364e-08,0.001379118945443
264,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.6074,1.748089066e-06,0.005246501931054
265,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.8687,3.122686891e-06,0.009623586109474
266,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.5689,6.18412608e-07,0.003246782160566
267,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.9518,1.03603215e-06,0.005301312330255
268,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.6819,5.091483441e-06,0.016912653566827
269,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.3093,1.423932219e-06,0.007374026402546
270,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.6001,6.52626961e-07,0.005523321130648
271,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1695,1.84400167e-07,0.001916212114935
272,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0552,6.00401e-08,0.002811409855305
273,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.0667,1.160075629e-06,0.008915839003689
274,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0473,5.1468051e-08,0.001154061718309
275,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2163,2.35270431e-07,0.002244296085805
276,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.6143,6.68204702e-07,0.003417098390034
277,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3491,3.79694917e-07,0.003115608194614
278,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4075,4.43216973e-07,0.002725489654656
279,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2075,2.25689064e-07,0.002067422277176
280,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3816,4.14993227e-07,0.002585694834027
281,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0673,7.3178732e-08,0.001071097718677
282,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1129,1.22737228e-07,0.001488991379319
283,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,11.4759,1.2481843904e-05,0.022188882248813
284,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.29,3.15402138e-07,0.00277712220563
285,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4427,4.81558204e-07,0.003752378810474
286,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.0664,2.247381707e-06,0.007459436482964
287,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.4339,3.734724019e-06,0.011447207689507
288,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.1215,1.21982121e-06,0.005517748504052
289,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.18,1.95740617e-07,0.00237145184048
290,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.4629,2.678686639e-06,0.007492560289362
291,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.8561,3.106337727e-06,0.010873335343936
292,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.8,4.133281212e-06,0.011353250438642
293,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.371,1.491237093e-06,0.00710400032622
294,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2464,2.67944618e-07,0.002136460981903
295,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.8207,1.980398961e-06,0.011621234708953
296,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.2348,1.343033401e-06,0.004357839247777
297,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3856,4.19398902e-07,0.002659322867595
298,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2086,2.26857754e-07,0.002390733246235
299,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.1587,1.260294263e-06,0.00846273765088
300,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2809,3.05505165e-07,0.002256841023626
301,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.7341,7.97758811e-07,0.004019767122525
302,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4056,4.41153655e-07,0.004500257507839
303,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2909,3.16425679e-07,0.002331342428249
304,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.4011,1.524173227e-06,0.007310351867273
305,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.6175,1.759287691e-06,0.005739843243527
306,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.3023,1.416479095e-06,0.005187661052668
307,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.3845,1.505923108e-06,0.005911814313523
308,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.7479,8.13449594e-07,0.003613147926985
309,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1768,1.92349032e-07,0.002637730859614
310,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.7654,5.182704947e-06,0.017842260513742
311,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.5985,6.50956989e-07,0.004669228265861
312,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.2567,1.366878359e-06,0.005972530164998
313,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.063,1.156226062e-06,0.004560658985935
314,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0414,4.4873439e-08,0.002080111691668
315,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.7689,3.01126849e-06,0.015327241122361
316,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.124,1.34900548e-07,0.001570307741323
317,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4403,4.78825259e-07,0.003674755109471
318,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.3097,1.424561199e-06,0.005647351005401
319,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.7114,4.036786489e-06,0.010894145770929
320,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4052,4.40766088e-07,0.002925708767975
321,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.4321,2.64533108e-06,0.012100447699298
322,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,6.7889,7.384197896e-06,0.011069189750824
323,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.6057,2.834260916e-06,0.009600015784754
324,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.6008,3.91668288e-06,0.021963688349275
325,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.8218,8.93539773e-07,0.003814551524338
326,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1408,1.53175088e-07,0.003911934628906
327,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,7.9885,8.688624849e-06,0.02052255111168
328,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1231,1.33900046e-07,0.001437293178895
329,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.8643,9.40034039e-07,0.003896999336711
330,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1082,1.17692887e-07,0.001416039108186
331,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.6755,7.34760991e-07,0.005678487958935
332,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.6213,6.75795081e-07,0.003588501479854
333,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,7.2746,7.912880173e-06,0.022045175134286
334,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.1395,1.23978341e-06,0.009482432518421
335,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.4414,4.80190392e-07,0.003539649312256
336,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.7394,8.04279677e-07,0.004065364747828
337,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.974,5.410560835e-06,0.013453039041388
338,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.6602,7.18169624e-07,0.003437554865025
339,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.8535,3.104122188e-06,0.008072535281418
340,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.9188,9.99432537e-07,0.004684594633956
341,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3993,4.34354043e-07,0.003134597761459
342,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.0799,1.174706322e-06,0.004650144963429
343,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.2338,4.605478878e-06,0.012906454289174
344,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.292,1.40549542e-06,0.00559576908316
345,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.5764,6.26967164e-07,0.003389398211628
346,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.3971,1.519726362e-06,0.008434570624602
347,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.153,2.342120888e-06,0.012780322184175
348,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3297,3.58649323e-07,0.002882060368293
349,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3321,3.6128842e-07,0.003813298703272
350,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,3.1174,3.390555032e-06,0.00764135712611
351,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.8598,9.35711507e-07,0.007146843835906
352,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.1287,1.228024814e-06,0.004406066186749
353,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.3866,2.596244545e-06,0.010809356290727
354,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,4.9055,5.336040011e-06,0.015892898066013
355,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3972,4.32123013e-07,0.004047271106413
356,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.192,2.08892758e-07,0.00294528804143
357,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0919,1.00017568e-07,0.001431954166877
358,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.298,1.412042637e-06,0.007156050642433
359,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1536,1.67070711e-07,0.002101962942375
360,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,2.2213,2.416683757e-06,0.012493454414484
361,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.3743,4.07229422e-07,0.002819151433334
362,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2347,2.55342056e-07,0.002479738133927
363,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.8567,9.32089723e-07,0.006051949161066
364,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,1.5441,1.67991891e-06,0.007754450706098
365,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.1913,2.08108083e-07,0.001884389948993
366,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.8669,9.43181695e-07,0.00394103360558
367,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.0652,7.0886924e-08,0.001556256564884
368,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,ORDI,S,0.2436,2.65038105e-07,0.002193989059711
369,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,1.3358,1.452351432e-06,0.006553676270233
370,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,0.4747,5.16124209e-07,0.003357810341302
371,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,0.6596,7.17440478e-07,0.003797057659876
372,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,0.7203,7.8379678e-07,0.006401072687416
373,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,0.9478,1.031007035e-06,0.004266676517025
374,2016,Barcelona,Osona,MANLLEU,08111,CEREALS D'ESTIU,SORGO,S,8.3196,9.073644117e-06,0.024168579292973
375,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,3.1221,3.394318999e-06,0.011772916589678
376,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.1857,2.0192974e-07,0.002409188164092
377,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.7299,7.93223101e-07,0.005117652695491
378,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.3104,3.37520629e-07,0.003054595206947
379,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,2.627,2.856512307e-06,0.009016056776733
380,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.8792,9.55971307e-07,0.004383559306921
381,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,1.2145,1.321081761e-06,0.005212903853274
382,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.3657,3.98317301e-07,0.004221573668884
383,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,0.0578,6.2892038e-08,0.001477867279082
384,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,CIVADA,S,2.1647,2.355205299e-06,0.007614184655637
385,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,1.5988,1.738240362e-06,0.006065734616448
386,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,0.2019,2.1954686e-07,0.002069634819692
387,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,1.7036,1.852199032e-06,0.00617304797811
388,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,0.3479,3.78231589e-07,0.002527244176389
389,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,1.4901,1.619973459e-06,0.006127332299074
390,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,1.3201,1.435657466e-06,0.008166976124569
391,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,8.8676,9.644269442e-06,0.02749443885145
392,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,1.4942,1.624213835e-06,0.010585629851577
393,2016,Barcelona,Osona,MANLLEU,08111,CEREALS,TRITICALE,S,0.7245,7.88067621e-07,0.00389824658012
394,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,S,3.7663,4.094699023e-06,0.009356407040584
395,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,S,0.4954,5.38650669e-07,0.003519404001619
396,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,S,0.2996,3.25987788e-07,0.003227716696103
397,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,1.2427,1.350977495e-06,0.006050337316225
398,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,0.0217,2.3621064e-08,0.000939226939552
399,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,3.0883,3.358223595e-06,0.014357594911039
400,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,0.5251,5.70937795e-07,0.004077853183771
401,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,0.0862,9.3802678e-08,0.001766107274977
402,2016,Barcelona,Osona,MANLLEU,08111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,S,0.1762,1.91784366e-07,0.003023450435238
403,2016,Barcelona,Osona,MANLLEU,08111,OLEAGINOSES,COLZA,S,1.5245,1.65783371e-06,0.006222444650927
404,2016,Barcelona,Osona,MANLLEU,08111,OLEAGINOSES,COLZA,S,0.3371,3.66588505e-07,0.003061518712227
405,2016,Barcelona,Osona,MANLLEU,08111,OLEAGINOSES,COLZA,S,3.7349,4.061337312e-06,0.010762525871375
406,2016,Barcelona,Osona,MANLLEU,08111,PROTEAGINOSES,PRSOLS,S,0.0764,8.2933488e-08,0.002055568565141
407,2016,Barcelona,Osona,MANLLEU,08111,PROTEAGINOSES,PRSOLS,S,3.6708,3.992581151e-06,0.007728670149531
408,2016,Barcelona,Osona,MANLLEU,08111,PROTEAGINOSES,PRSOLS,S,0.1175,1.27195864e-07,0.001903338826972
409,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.3605,3.91966607e-07,0.003038048018025
410,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,1.94,2.109308542e-06,0.006276986028528
411,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.1603,1.743223e-07,0.00185066593998
412,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,1.127,1.22527712e-06,0.008597615769795
413,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,1.2622,1.372564912e-06,0.005374963791197
414,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,1.0668,1.160090621e-06,0.007290387524935
415,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.2036,2.21671669e-07,0.002254924020974
416,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.6606,7.18368783e-07,0.0040820473377
417,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.2003,2.17776827e-07,0.001941014374788
418,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.5986,6.50651006e-07,0.00337160007699
419,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,0.6203,6.74652483e-07,0.003538587970867
420,2016,Barcelona,Osona,MANLLEU,08111,LLEGUMINOSES,VECES,S,1.3886,1.510656484e-06,0.005007635958919
421,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2074,2.25575793e-07,0.002122516432943
422,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.3821,1.502823741e-06,0.005055067339763
423,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.584,6.35002728e-07,0.003406765406489
424,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2728,2.96582134e-07,0.00250387117346
425,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.1443,1.56960226e-07,0.003353050750641
426,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.4302,4.67801761e-07,0.002920551405992
427,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.3355,3.64900211e-07,0.002825287605229
428,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.8088,8.79596092e-07,0.004280857824526
429,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.1393,1.23889335e-06,0.008439033133403
430,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,2.0562,2.236387823e-06,0.007319564923936
431,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.3509,1.469372838e-06,0.005954242086685
432,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2053,2.23307332e-07,0.002378928397187
433,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,2.0314,2.209691531e-06,0.006321135764151
434,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2922,3.18167049e-07,0.002354777446271
435,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.3411,3.71118983e-07,0.002549444617917
436,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.5036,1.63557039e-06,0.005539279997714
437,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.4655,1.594114194e-06,0.005926084087232
438,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,1.1147,1.213307165e-06,0.010907821757261
439,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.2028,2.20603568e-07,0.002229762250719
440,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.0776,8.4379637e-08,0.001116894152194
441,2016,Barcelona,Osona,MANLLEU,08111,FARRATGERES,ALFALS,S,0.5251,5.71186881e-07,0.00346932685247
