X,Y,OBJECTID,Mes,Dia,GlobalID,Any1,CreationDate,Creator,EditDate,Editor
2.27109550015981,42.006170864993621,8,gener,2015-01-07T23:00:00.000Z,8b94442a-27f9-47ab-8240-9094f830e8bf,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.295957001275548,42.008109702254615,9,febrer,2015-02-11T23:00:00.000Z,23c277bd-a8be-40a7-a1c3-9fdc37b17f4a,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.308342239963518,42.009382610242938,10,abril,2015-04-08T22:00:00.000Z,7c5aefdd-5886-44c3-b804-f4ead4c088a2,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.281412604398322,41.993619914466464,12,abril,2015-04-16T22:00:00.000Z,08c2199b-cf17-43eb-aa2a-6648c7ca9996,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.277704713024423,42.016453002714918,13,maig,2015-05-21T22:00:00.000Z,cdaac623-5db4-4100-a791-eaba65dbbaa6,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.286622519068955,41.992280288196234,14,maig,2015-05-26T22:00:00.000Z,e33f560d-8b46-4a5b-bcf4-1ba4bb010a92,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.263418188641389,42.000566378399569,15,maig,2015-05-26T22:00:00.000Z,2b420e3d-361d-4028-a579-87f076fa67fe,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.263143530700192,42.004737719323984,16,juny,2015-06-08T22:00:00.000Z,1918e50d-a57c-45f4-a97e-23d4dcb95009,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.279502857828779,41.987119277405995,17,juliol,2015-07-22T22:00:00.000Z,db6d4154-a738-4cf4-99ba-975b5792af41,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.294465294944872,42.009499838982322,27,setembre,2015-09-18T08:14:22.839Z,ca30e4a2-81a0-457b-99bf-02f4a0fece54,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.287356479600628,41.992637435005996,30,octubre,2015-10-20T08:50:32.911Z,975cb4b1-5b1a-447b-98bd-219148e1c18c,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.260900079720363,41.995991321284173,31,novembre,2015-11-10T07:18:05.863Z,589c8f84-6d6d-4b93-bc52-2bc6ab934294,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.293773499999961,42.000917699999285,32,novembre,2015-11-24T08:04:18.702Z,be62e370-c53b-45b6-a47b-9a4786215a4d,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.285569299999962,42.002298799999281,33,novembre,2015-11-25T07:28:10.681Z,05c27d79-5558-4b4f-8d56-419a42acbe37,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.293771499999962,42.000871799999281,34,novembre,2015-11-27T08:09:41.597Z,e1546c1e-f3aa-4093-b31a-7d870921aa0b,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.278499,42.005200899999281,35,desembre,2015-12-02T06:36:36.352Z,ac99f06c-8822-47fa-98c3-2975f3ea96d1,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.283820499999961,42.005292099999281,36,desembre,2015-12-03T08:25:18.686Z,fdb8804a-c899-478a-89f5-f3ac8d31f8d8,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291829499999961,42.00964799999926,37,desembre,2015-12-03T08:40:58.604Z,479bb31f-f3a2-48f3-9f3a-b25fd51ae5ee,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.29272,42.000270999999287,38,desembre,2015-12-03T09:00:07.255Z,4de16da5-24ee-4dd2-9819-24bf07f4cc40,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.301828799999961,42.009320799999244,39,desembre,2015-12-17T08:11:48.706Z,fa04b4b9-1569-440b-98d5-a2a26db66544,2015,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.280355,41.989273999999263,40,gener,2016-01-07T09:12:50.599Z,889140f8-476c-41c7-b97b-6df6970a14f7,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.279796699999961,41.989368399999258,41,gener,2016-01-07T09:12:50.599Z,f166efd4-9427-4026-ace8-82ae01023e37,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.286304199999961,41.99284129999927,42,gener,2016-01-07T09:12:50.599Z,96ab7c0c-241e-488e-980a-d1a48939f7d9,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291486199999961,42.009653399999259,43,gener,2016-01-08T08:17:09.033Z,7b32cb5e-4ae2-4ab0-a89f-8b960e5de097,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.269658399999962,41.997975099999273,44,gener,2016-01-08T15:53:36.277Z,fe72dc43-90ff-4846-8537-51b05ece9660,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.285497599999961,42.002014399999283,45,gener,2016-01-20T07:37:49.691Z,ebe33ab6-2373-46c6-9b3a-0d8a0545e40f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.269575399999962,41.998054899999275,46,febrer,2016-02-04T09:27:54.592Z,c94ff16d-ad67-4dbf-8585-3d18b84f18aa,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.268585499999961,41.998774399999277,47,febrer,2016-02-04T10:16:23.957Z,824e8d0b-eda1-4a6a-92b3-1fa277668676,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.268601599999962,41.999026499999282,48,febrer,2016-02-04T10:19:14.587Z,0c45a3e2-7e86-455c-8388-1d0d7695a98f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.2632584309012,42.003668706383337,49,febrer,2016-02-04T15:14:35.169Z,e134313c-be73-4275-b8cb-0544816b4b9d,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.262918670199842,42.003693138874723,50,febrer,2016-02-04T15:14:35.169Z,a3db543f-4c15-426a-8093-8e0bc43dfdfc,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.309923699999961,42.008333799999278,51,febrer,2016-02-04T15:14:35.169Z,5950dcad-95b7-4367-84c0-5e736e31b935,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.310492299999961,42.00770079999927,52,febrer,2016-02-04T16:25:05.429Z,c4dc1b8d-08a7-41cb-8ff0-ff20b8a03948,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.310125199999961,42.007394899999262,53,febrer,2016-02-04T16:25:05.429Z,d3f4e11d-597f-4907-bab4-8950e97fdf92,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.268274399999962,41.99917129999929,54,febrer,2016-02-05T09:12:20.624Z,75451cb1-2e70-46f2-af61-3acb5202cca8,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.278367799999962,42.007612899999266,55,febrer,2016-02-05T15:08:16.176Z,bc150080-36f8-4ac6-b560-95d00855db1e,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.288675299999961,42.008553699999268,56,febrer,2016-02-11T08:12:22.446Z,9973e150-10e1-42e6-aba6-c8c93c52e40c,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.269269728016216,42.001125940124169,57,febrer,2016-02-16T07:42:05.834Z,39635796-f3d8-483f-b385-5081bfebee77,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.282796766979807,42.00408864456606,58,febrer,2016-02-17T07:01:48.106Z,0feb3024-2ae2-4e9f-9993-af93e37f4fa5,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.284566099999962,42.004498199999276,59,febrer,2016-02-17T07:14:41.863Z,0c9c1e8c-3900-4dfe-ab5e-e62b14bb9f11,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291271599999961,42.009674899999247,60,febrer,2016-02-18T07:57:16.828Z,a8062514-cde4-4646-b65a-44203163573f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291427199999961,42.009749999999258,61,febrer,2016-02-19T08:27:04.119Z,3b968da8-add3-46d3-ac40-22e9b4a012ad,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.3157709,42.013773299999251,62,febrer,2016-02-20T08:55:42.892Z,7aca1904-2c65-4fd8-b5c0-354720e8471f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.308598699999961,42.018874799999224,63,febrer,2016-02-20T08:55:42.892Z,4965ef23-bbfe-4238-b7d1-75d00fbaf175,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.3082393,42.018880199999217,64,febrer,2016-02-20T08:55:42.892Z,6c17a889-6124-4679-9b85-3d66e5bb1d0f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291347899999961,42.009852099999264,1062,març,2016-03-01T08:45:41.795Z,51c1002f-d48a-4c41-87b3-79045be74a2e,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.281846399999962,41.98795969999923,1063,març,2016-03-03T10:10:26.855Z,80905c97-c6fe-4f2e-876c-7a65e81678fd,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.280866599999961,41.988350399999248,1064,març,2016-03-02T23:00:00.000Z,6cd7e0c3-888c-4685-afb0-75084cef223d,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.280950499999961,41.988399599999255,1065,març,2016-03-03T10:25:33.641Z,700057ef-46ee-4ac7-9621-58f4f71267ee,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.291073199999961,42.009621199999259,1066,març,2016-03-04T08:04:13.991Z,995983c1-d217-4dda-a179-436ba67ed46c,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.293551499999961,42.010028899999263,1067,març,2016-03-08T08:36:39.915Z,5027ab2b-7cb7-4a2d-bb03-5c82c22b716f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.284394499999961,41.995727399999275,1068,març,2016-03-09T05:40:48.934Z,3de167c2-da45-419f-a92c-fb2ca9a654c9,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.280269199999962,42.001220499999299,1069,març,2016-03-09T06:02:21.310Z,8629556b-f4cd-4a91-a22d-3f0265e5b8a5,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.294317199999961,42.006086999999283,1070,març,2016-03-15T07:03:50.975Z,69578b17-4f34-4197-81da-e6571bce0d8f,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.281279850181706,42.001490059630981,1071,març,2016-03-15T07:29:02.510Z,0e9cd11e-9f3e-4dc2-8d82-f597c0da94e3,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.283541499999961,42.005131199999283,1072,març,2016-03-16T07:31:27.411Z,d85e71c9-6c36-44d3-a33d-89dc00429014,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.268843837850852,42.001058291618477,1073,març,2016-03-16T23:00:00.000Z,4ae9ab28-1557-422a-a680-ec3fbf8a5fc6,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.298351539073374,42.008755584837196,1074,març,2016-03-19T08:10:06.719Z,74d4e786-7706-4daa-9317-0cbe4f37fe16,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.277966699999962,41.99703409999929,1075,març,2016-03-23T06:21:50.374Z,1276901f-24a4-4b90-a384-3bec45f213c0,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.285299699999961,42.006395899999262,2074,març,2016-03-29T06:00:01.911Z,df390e44-5341-4e52-a81e-51ddfb5be63e,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
2.285047399999961,42.006177699999284,2075,març,2016-03-29T10:20:21.392Z,89181de1-a63e-47f3-802b-074b1647d45b,2016,2017-02-13T15:52:12.474Z,tubauma,2017-02-13T15:52:12.474Z,tubauma
