"AÑO","TITULO","FECHA_ELECCIONES","DISTRITO","SECCION","MESA","PARTIDO","NUM_VOTOS","PORCENTAJE"
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Electores",766,100
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Abstenciones",290,37.85900783289817232375979112271540469974
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Votantes",476,62.14099216710182767624020887728459530026
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Blancos",1,.2100840336134453781512605042016806722689
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Validos",476,100
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","Nulos",0,0
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","PP",318,66.80672268907563025210084033613445378151
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","PSOE",67,14.07563025210084033613445378151260504202
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","PAS",9,1.89075630252100840336134453781512605042
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"A","CDS",9,1.89075630252100840336134453781512605042
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Electores",674,100
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Abstenciones",236,35.01483679525222551928783382789317507418
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Votantes",438,64.98516320474777448071216617210682492582
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Blancos",4,.9132420091324200913242009132420091324201
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Validos",438,100
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","Nulos",0,0
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","PP",300,68.49315068493150684931506849315068493151
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","PSOE",63,14.38356164383561643835616438356164383562
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","PAS",6,1.36986301369863013698630136986301369863
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,1,"B","CDS",11,2.51141552511415525114155251141552511416
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Electores",648,100
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Abstenciones",204,31.48148148148148148148148148148148148148
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Votantes",444,68.51851851851851851851851851851851851852
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Blancos",6,1.35135135135135135135135135135135135135
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Validos",441,99.32432432432432432432432432432432432432
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","Nulos",3,.6756756756756756756756756756756756756757
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","PP",327,73.64864864864864864864864864864864864865
1994,"Elecciones al Parlamento Europeo","12-JUN-94",1,2,"A","PSOE",56,12.61261261261261261261261261261261261261
