Estación,Título,latitud,longitud,Fecha Solar (UTC),SO2,NO,NO2,CO,PM10,O3,dd,vv,TMP,HR,PRB,RS,LL,BEN,TOL,MXIL,PM25
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T19:00:00","4","5","8","","","65","167","2.57","23.1","82","1009","43","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T18:00:00","4","5","7","","","65","166","2.63","23.9","80","1009","176","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T17:00:00","4","4","6","","","60","164","2.58","23.1","88","1010","237","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T16:00:00","4","4","7","","","63","158","2.27","24.1","81","1010","357","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T15:00:00","5","3","7","","","68","157","2.1","25.7","72","1009","704","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T14:00:00","5","3","11","","","63","158","1.55","25.1","73","1009","534","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T13:00:00","5","3","15","","","57","95","0.88","24.6","75","1010","403","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T12:00:00","5","4","16","","","52","237","0.57","23.7","77","1010","240","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T11:00:00","5","3","14","","","52","6","0.85","24.8","73","1010","558","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T10:00:00","5","6","16","","","36","237","0.43","23.6","76","1010","476","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T09:00:00","5","6","12","","","23","308","0.5","21.6","88","1010","392","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T08:00:00","4","8","12","","","15","334","0.67","18.8","100","1010","280","0","","","","26"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T07:00:00","4","9","19","","","8","334","0.3","17.1","100","1009","85","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T06:00:00","4","15","21","","","4","323","0.1","16.6","100","1009","5","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T05:00:00","4","14","20","","","3","248","0.17","16.6","100","1009","3","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T04:00:00","4","3","13","","","10","223","0.3","16.8","100","1010","3","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T03:00:00","4","6","17","","","8","241","0.25","17.1","100","1010","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T02:00:00","4","9","25","","","4","294","0.15","17.6","100","1010","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T01:00:00","4","8","29","","","4","297","0.15","18.3","100","1011","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-26T00:00:00","4","10","33","","","3","246","0.2","18.7","100","1011","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T23:00:00","4","6","35","","","6","294","0.05","19.4","99","1012","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T22:00:00","4","4","40","","","10","315","0.05","20.3","93","1012","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T21:00:00","4","2","36","","","21","196","0.4","21.1","89","1012","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T20:00:00","4","1","21","","","42","184","0.82","22.2","82","1011","4","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T19:00:00","4","3","14","","","53","183","0.57","23.9","75","1011","51","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T18:00:00","4","3","10","","","61","172","1.17","24.9","71","1011","204","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T17:00:00","4","3","11","","","67","170","1.4","25.4","67","1011","338","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T16:00:00","4","3","9","","","71","161","1.45","25.8","64","1011","469","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T15:00:00","4","3","9","","","66","21","1.3","26.3","64","1011","533","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T14:00:00","4","2","10","","","59","8","1","25.5","70","1011","562","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T13:00:00","4","2","11","","","52","5","0.9","24.9","73","1012","491","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T12:00:00","4","2","13","","","45","14","0.8","24.1","75","1012","475","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T11:00:00","4","3","21","","","35","193","0.35","23.4","79","1012","338","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T10:00:00","4","6","27","","","28","239","0.43","22.5","84","1012","238","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T09:00:00","4","19","35","","","10","352","0.4","21.7","89","1012","216","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T08:00:00","4","15","37","","","11","320","0.1","20.7","93","1012","83","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T07:00:00","4","29","43","","","4","285","0","20.1","96","1012","26","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T06:00:00","4","6","30","","","12","174","1.1","19.8","98","1012","5","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T05:00:00","4","4","26","","","9","248","0.1","19.4","100","1012","3","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T04:00:00","4","2","14","","","12","230","0.37","18.8","100","1012","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T03:00:00","3","1","10","","","17","248","0.05","18.8","100","1012","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T02:00:00","3","2","11","","","17","198","0.3","18.8","100","1012","3","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T01:00:00","3","3","9","","","29","247","0.1","19","100","1013","3","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-25T00:00:00","4","1","8","","","42","199","0.7","19.8","97","1013","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T23:00:00","3","1","14","","","33","296","0","19.7","97","1013","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T22:00:00","3","3","14","","","36","180","0.65","19.9","96","1014","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T21:00:00","4","1","13","","","40","178","1.4","20.3","95","1014","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T20:00:00","3","2","15","","","40","185","0.7","20.3","97","1014","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T19:00:00","4","3","13","","","47","8","1","20.6","97","1013","21","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T18:00:00","3","2","12","","","50","164","1.13","20.9","96","1013","50","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T17:00:00","4","2","9","","","54","177","1.3","20.8","96","1013","88","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T16:00:00","3","3","11","","","51","167","0.75","21.1","94","1014","108","0","","","","4"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T15:00:00","4","2","10","","","51","3","0.9","21.2","92","1013","98","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T14:00:00","4","4","9","","","53","160","1.33","21","96","1013","146","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T13:00:00","4","4","9","","","49","13","1.35","20.5","99","1013","165","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T12:00:00","4","2","9","","","50","162","1.55","21.4","93","1013","204","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T11:00:00","4","2","8","","","48","19","1.3","21.5","91","1013","206","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T10:00:00","4","2","9","","","47","158","1.3","21.5","93","1013","322","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T09:00:00","4","2","10","","","44","159","1","21","96","1013","208","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T08:00:00","4","2","11","","","37","163","0.93","20.5","100","1012","131","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T07:00:00","4","3","17","","","31","177","0.67","20.1","100","1012","35","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T06:00:00","4","1","13","","","34","188","0.37","20","100","1012","5","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T05:00:00","4","1","7","","","40","182","0.52","20.2","99","1012","3","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T04:00:00","4","1","5","","","44","177","0.77","20.2","99","1012","3","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T03:00:00","3","1","4","","","46","177","0.6","20.3","97","1013","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T02:00:00","3","2","4","","","46","174","0.6","20.4","96","1013","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T01:00:00","3","2","5","","","48","176","0.8","20.5","96","1013","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-24T00:00:00","4","2","5","","","51","172","1.07","20.5","95","1013","3","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T23:00:00","4","2","6","","","52","168","1.45","20.5","94","1014","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T22:00:00","4","3","9","","","51","5","0.95","20.8","92","1014","3","0","","","","9"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T21:00:00","4","3","10","","","52","172","1.33","20.9","91","1014","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T20:00:00","4","4","13","","","51","164","1.6","21.2","88","1014","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T19:00:00","4","5","11","","","50","165","1.95","21.6","85","1013","21","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T18:00:00","4","5","10","","","52","167","2.6","21.9","83","1013","77","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T17:00:00","4","4","9","","","52","166","2.03","22.4","81","1013","154","0","","","","3"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T16:00:00","4","4","9","","","52","164","1.95","22.5","81","1013","215","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T15:00:00","4","2","8","","","52","165","2.05","22.7","80","1013","275","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T14:00:00","4","2","8","","","50","152","1.7","23.3","75","1014","319","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T13:00:00","4","2","10","","","50","161","1.38","23.2","78","1014","348","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T12:00:00","5","2","16","","","48","181","0.7","22.8","82","1015","248","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T11:00:00","5","5","22","","","30","319","0.35","22.2","83","1015","197","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T10:00:00","5","6","23","","","27","331","0.85","21.3","87","1015","221","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T09:00:00","6","15","37","","","18","301","0.13","20.9","93","1015","185","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T08:00:00","7","25","42","","","7","179","0.8","19.3","99","1014","90","0","","","","27"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T07:00:00","6","60","38","","","3","243","0","17.9","100","1014","46","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T06:00:00","7","64","34","","","2","294","0.15","17","100","1014","6","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T05:00:00","6","8","24","","","9","315","0.5","17.3","100","1013","3","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T04:00:00","5","3","18","","","12","2","0.6","16.9","100","1013","3","0","","","","5"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T03:00:00","5","3","17","","","13","245","0.1","16.9","100","1014","3","0","","","","2"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T02:00:00","6","4","23","","","11","309","0","17.6","100","1014","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T01:00:00","5","3","20","","","15","234","0.33","17.5","100","1015","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-23T00:00:00","5","3","25","","","12","232","0.47","17.8","99","1015","3","0","","","","7"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T23:00:00","6","4","35","","","12","241","0.23","18.7","96","1015","3","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T22:00:00","8","6","42","","","12","246","0.33","19.6","93","1015","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T21:00:00","14","3","20","","","48","6","1.5","20.5","89","1015","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T20:00:00","20","4","24","","","48","4","1.23","21.3","82","1015","5","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T19:00:00","8","6","22","","","55","8","1.53","23.4","74","1014","52","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T18:00:00","11","6","17","","","67","14","1.3","25.3","65","1014","230","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T17:00:00","20","7","20","","","74","7","1.8","26","54","1013","431","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T16:00:00","14","8","16","","","75","4","1.57","26","62","1014","595","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T15:00:00","23","9","18","","","75","6","2.1","25.3","64","1014","735","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T14:00:00","14","8","12","","","80","15","3.13","25","65","1014","773","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T13:00:00","8","6","9","","","83","18","3.25","24.8","66","1014","678","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T12:00:00","17","7","14","","","82","16","2.55","24.8","68","1013","677","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T11:00:00","22","7","16","","","77","18","2.5","24.1","73","1013","705","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T10:00:00","31","8","24","","","64","14","2.05","23.1","79","1013","593","0","","","","24"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T09:00:00","25","7","25","","","59","9","1.6","21.7","88","1013","311","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T08:00:00","21","3","29","","","59","10","1.9","20.8","93","1012","95","0","","","","18"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T07:00:00","14","20","75","","","28","182","0.8","21","89","1012","80","0","","","","26"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T06:00:00","7","19","60","","","41","299","0.2","21.1","84","1011","6","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T05:00:00","9","1","20","","","77","318","0.77","22","79","1010","3","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T04:00:00","11","1","19","","","62","355","1.4","23.4","73","1010","3","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T03:00:00","10","1","23","","","36","337","0.6","22.7","80","1010","3","0","","","","6"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T02:00:00","13","1","30","","","34","341","0.9","22.4","83","1009","3","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T01:00:00","14","1","51","","","23","292","0.05","21.4","87","1009","3","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-22T00:00:00","13","2","63","","","18","351","0.8","21.4","89","1009","3","0","","","","21"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T23:00:00","6","7","63","","","10","294","0","21.2","90","1009","3","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T22:00:00","6","3","49","","","35","359","0.5","21.8","88","1009","3","0","","","","17"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T21:00:00","4","3","28","","","70","91","0.98","21.4","89","1009","3","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T20:00:00","5","3","30","","","73","357","1.4","21.8","88","1008","5","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T19:00:00","4","4","22","","","84","181","1.52","24.3","76","1008","53","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T18:00:00","5","5","23","","","93","4","1.35","29","57","1008","239","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T17:00:00","5","6","22","","","94","179","0.75","30.5","51","1009","436","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T16:00:00","5","6","15","","","96","179","0.6","30.2","51","1009","614","0","","","","15"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T15:00:00","5","7","13","","","99","123","0.67","30.3","49","1009","750","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T14:00:00","5","9","14","","","95","17","1.05","29.5","50","1010","774","0","","","","13"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T12:00:00","7","4","17","","","71","5","0.87","27.5","53","1012","661","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T11:00:00","7","4","19","","","61","159","1","26.3","58","1012","720","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T10:00:00","6","9","25","","","40","238","0.57","24.4","69","1013","692","0","","","","16"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T09:00:00","6","22","32","","","27","336","0.23","22.8","77","1013","533","0","","","","19"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T08:00:00","6","41","35","","","10","308","0.03","21.1","91","1013","344","0","","","","34"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T07:00:00","7","124","47","","","3","289","0","18.1","100","1014","157","0","","","","12"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T06:00:00","6","73","38","","","2","300","0","15.7","100","1014","10","0","","","","8"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T05:00:00","4","32","31","","","3","249","0.05","15.7","100","1014","3","0","","","","10"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T04:00:00","4","10","23","","","10","246","0.05","16.4","100","1015","3","0","","","","11"
"10","Estación de Montevil","43.517315","-5.672499","2017-08-21T03:00:00","3","3","16","","","17","313","0.2","16.5","100","1015","3","0","","","","10"
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-28T03:00:00","14","2","13","0.71","","33","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-28T02:00:00","13","3","16","0.63","19","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-28T01:00:00","13","3","17","0.63","12","34","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-28T00:00:00","11","5","19","0.63","12","39","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T23:00:00","9","6","21","0.64","15","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T22:00:00","7","5","18","0.68","15","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T21:00:00","6","15","48","0.98","45","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T20:00:00","3","17","57","1.12","35","9","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T19:00:00","2","13","54","1.25","55","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T18:00:00","2","11","49","0.86","27","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T17:00:00","2","17","54","0.81","27","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T16:00:00","2","19","43","0.89","30","33","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T15:00:00","8","12","26","0.77","10","44","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T14:00:00","9","23","41","1.23","35","15","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T13:00:00","10","27","45","1.24","43","12","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T12:00:00","11","21","40","0.99","35","14","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T11:00:00","13","18","37","0.91","30","15","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T10:00:00","14","11","25","0.88","24","18","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T09:00:00","16","5","15","0.71","24","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T08:00:00","16","7","19","1.3","29","20","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T07:00:00","16","6","18","0.82","20","7","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T06:00:00","14","7","24","0.86","39","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T05:00:00","16","7","22","1","31","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T04:00:00","15","7","24","0.92","27","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T03:00:00","14","5","17","0.82","17","16","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T02:00:00","13","3","15","0.66","14","22","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T01:00:00","13","7","21","0.77","22","25","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-27T00:00:00","11","5","16","0.67","15","33","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T23:00:00","10","4","13","0.68","11","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T22:00:00","9","3","10","0.67","12","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T21:00:00","9","6","18","0.7","20","40","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T20:00:00","7","8","21","0.71","16","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T19:00:00","5","8","21","0.72","11","42","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T18:00:00","4","5","14","0.7","13","45","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T17:00:00","4","7","12","0.69","12","46","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T16:00:00","4","6","12","0.7","17","51","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T15:00:00","4","4","7","0.69","11","60","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T14:00:00","6","7","15","0.72","19","56","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T13:00:00","6","13","29","0.8","21","38","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T12:00:00","7","19","30","0.81","23","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T11:00:00","10","24","32","0.86","20","24","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T10:00:00","13","22","29","0.86","21","20","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T09:00:00","15","14","21","0.75","15","17","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T08:00:00","15","12","17","0.82","18","9","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T07:00:00","14","13","21","1.03","16","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T06:00:00","14","14","22","1.13","17","3","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T05:00:00","14","5","15","0.71","14","13","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T04:00:00","13","4","17","0.78","23","8","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T03:00:00","14","3","15","0.82","22","9","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T02:00:00","14","9","27","0.99","31","2","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T01:00:00","14","9","30","0.98","27","4","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-26T00:00:00","14","6","29","0.92","20","7","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T23:00:00","13","8","33","0.82","24","5","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T22:00:00","12","5","20","0.71","10","27","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T21:00:00","10","8","25","0.74","19","31","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T20:00:00","7","10","29","0.77","14","34","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T19:00:00","5","10","27","0.75","19","37","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T18:00:00","5","9","23","0.74","18","46","","","","","","","","","","",""
"3","Estación Avenida Hermanos Felgueroso","43.535061","-5.658123","2017-08-25T17:00:00","3","9","17","0.72","19","52","","","","","","","","","","",""
