"AÑO","TITULO","FECHA_ELECCIONES","DISTRITO","SECCION","MESA","PARTIDO","NUM_VOTOS","PORCENTAJE"
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Electores",953,100
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Abstenciones",264,27.70199370409233997901364113326337880378
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Votantes",689,72.29800629590766002098635886673662119622
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Blancos",8,1.16110304789550072568940493468795355588
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Validos",682,98.98403483309143686502177068214804063861
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","Nulos",7,1.01596516690856313497822931785195936139
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","PSOE",96,13.93323657474600870827285921625544267054
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","PP",234,33.96226415094339622641509433962264150943
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","CDS",87,12.62699564586357039187227866473149492017
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"A","PAS",8,1.16110304789550072568940493468795355588
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Electores",866,100
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Abstenciones",247,28.5219399538106235565819861431870669746
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Votantes",619,71.4780600461893764434180138568129330254
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Blancos",11,1.77705977382875605815831987075928917609
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Validos",608,98.22294022617124394184168012924071082391
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","Nulos",11,1.77705977382875605815831987075928917609
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","PSOE",86,13.89337641357027463651050080775444264943
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","PP",212,34.24878836833602584814216478190630048465
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","CDS",82,13.24717285945072697899838449111470113086
1987,"Elecciones Autonómicas","10-JUN-87",1,1,"B","PAS",6,.9693053311793214862681744749596122778675
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Electores",814,100
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Abstenciones",210,25.7985257985257985257985257985257985258
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Votantes",604,74.2014742014742014742014742014742014742
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Blancos",4,.662251655629139072847682119205298013245
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Validos",600,99.33774834437086092715231788079470198675
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","Nulos",4,.662251655629139072847682119205298013245
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","PSOE",73,12.08609271523178807947019867549668874172
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","PP",221,36.58940397350993377483443708609271523179
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","CDS",77,12.74834437086092715231788079470198675497
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"A","PAS",4,.662251655629139072847682119205298013245
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Electores",775,100
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Abstenciones",205,26.4516129032258064516129032258064516129
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Votantes",570,73.5483870967741935483870967741935483871
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Blancos",6,1.05263157894736842105263157894736842105
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Validos",567,99.47368421052631578947368421052631578947
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","Nulos",3,.5263157894736842105263157894736842105263
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","PSOE",88,15.43859649122807017543859649122807017544
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","PP",201,35.26315789473684210526315789473684210526
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","CDS",60,10.52631578947368421052631578947368421053
1987,"Elecciones Autonómicas","10-JUN-87",1,2,"B","PAS",7,1.22807017543859649122807017543859649123
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Electores",1137,100
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Abstenciones",322,28.32014072119613016710642040457343887423
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Votantes",815,71.67985927880386983289357959542656112577
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Blancos",4,.4907975460122699386503067484662576687117
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Validos",808,99.14110429447852760736196319018404907975
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","Nulos",7,.8588957055214723926380368098159509202454
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","PSOE",153,18.77300613496932515337423312883435582822
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","PP",206,25.27607361963190184049079754601226993865
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","CDS",140,17.17791411042944785276073619631901840491
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"A","PAS",13,1.59509202453987730061349693251533742331
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Electores",954,100
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Abstenciones",268,28.09224318658280922431865828092243186583
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Votantes",686,71.90775681341719077568134171907756813417
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Blancos",6,.874635568513119533527696793002915451895
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Validos",676,98.54227405247813411078717201166180758017
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","Nulos",10,1.45772594752186588921282798833819241983
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","PSOE",140,20.40816326530612244897959183673469387755
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","PP",191,27.84256559766763848396501457725947521866
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","CDS",99,14.43148688046647230320699708454810495627
1987,"Elecciones Autonómicas","10-JUN-87",1,3,"B","PAS",6,.874635568513119533527696793002915451895
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Electores",1448,100
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Abstenciones",343,23.68784530386740331491712707182320441989
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Votantes",1105,76.31215469613259668508287292817679558011
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Blancos",13,1.17647058823529411764705882352941176471
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Validos",1098,99.36651583710407239819004524886877828054
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","Nulos",7,.633484162895927601809954751131221719457
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","PSOE",121,10.95022624434389140271493212669683257919
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","PP",412,37.28506787330316742081447963800904977376
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","CDS",126,11.40271493212669683257918552036199095023
1987,"Elecciones Autonómicas","10-JUN-87",1,4,"U","PAS",10,.9049773755656108597285067873303167420814
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Electores",858,100
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Abstenciones",244,28.43822843822843822843822843822843822844
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Votantes",614,71.56177156177156177156177156177156177156
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Blancos",6,.9771986970684039087947882736156351791531
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Validos",610,99.34853420195439739413680781758957654723
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","Nulos",4,.6514657980456026058631921824104234527687
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","PSOE",79,12.86644951140065146579804560260586319218
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","PP",208,33.87622149837133550488599348534201954397
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","CDS",92,14.98371335504885993485342019543973941368
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"A","PAS",5,.8143322475570032573289902280130293159609
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Electores",755,100
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Abstenciones",199,26.35761589403973509933774834437086092715
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Votantes",556,73.64238410596026490066225165562913907285
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Blancos",4,.7194244604316546762589928057553956834532
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Validos",555,99.82014388489208633093525179856115107914
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","Nulos",1,.1798561151079136690647482014388489208633
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","PSOE",93,16.72661870503597122302158273381294964029
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","PP",208,37.41007194244604316546762589928057553957
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","CDS",50,8.99280575539568345323741007194244604317
1987,"Elecciones Autonómicas","10-JUN-87",1,5,"B","PAS",6,1.07913669064748201438848920863309352518
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Electores",1495,100
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Abstenciones",396,26.48829431438127090301003344481605351171
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Votantes",1099,73.51170568561872909698996655518394648829
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Blancos",12,1.0919017288444040036396724294813466788
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Validos",1090,99.1810737033666969972702456778889899909
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","Nulos",9,.8189262966333030027297543221110100090992
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","PSOE",135,12.28389444949954504094631483166515013649
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","PP",378,34.39490445859872611464968152866242038217
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","CDS",145,13.19381255686988171064604185623293903549
1987,"Elecciones Autonómicas","10-JUN-87",1,6,"U","PAS",17,1.5468607825295723384895359417652411283
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Electores",1193,100
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Abstenciones",346,29.00251466890192791282481139983235540654
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Votantes",847,70.99748533109807208717518860016764459346
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Blancos",3,.3541912632821723730814639905548996458087
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Validos",843,99.52774498229043683589138134592680047226
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","Nulos",4,.472255017709563164108618654073199527745
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","PSOE",100,11.80637544273907910271546635182998819362
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","PP",342,40.3778040141676505312868949232585596222
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","CDS",120,14.16765053128689492325855962219598583235
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"A","PAS",8,.94451003541912632821723730814639905549
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Electores",983,100
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Abstenciones",273,27.77212614445574771108850457782299084435
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Votantes",710,72.22787385554425228891149542217700915565
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Blancos",6,.8450704225352112676056338028169014084507
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Validos",709,99.85915492957746478873239436619718309859
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","Nulos",1,.1408450704225352112676056338028169014085
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","PSOE",63,8.87323943661971830985915492957746478873
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","PP",292,41.12676056338028169014084507042253521127
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","CDS",106,14.9295774647887323943661971830985915493
1987,"Elecciones Autonómicas","10-JUN-87",1,7,"B","PAS",9,1.26760563380281690140845070422535211268
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Electores",1222,100
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Abstenciones",289,23.64975450081833060556464811783960720131
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Votantes",933,76.35024549918166939443535188216039279869
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Blancos",12,1.28617363344051446945337620578778135048
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Validos",929,99.57127545551982851018220793140407288317
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","Nulos",4,.4287245444801714898177920685959271168274
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","PSOE",95,10.18220793140407288317256162915326902465
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","PP",365,39.1211146838156484458735262593783494105
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","CDS",104,11.14683815648445873526259378349410503751
1987,"Elecciones Autonómicas","10-JUN-87",1,8,"U","PAS",11,1.17899249732047159699892818863879957128
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Electores",1011,100
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Abstenciones",238,23.54104846686449060336300692383778437191
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Votantes",773,76.45895153313550939663699307616221562809
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Blancos",6,.7761966364812419146183699870633893919793
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Validos",766,99.09443725743855109961190168175937904269
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","Nulos",7,.9055627425614489003880983182406209573092
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","PSOE",166,21.47477360931435963777490297542043984476
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","PP",168,21.73350582147477360931435963777490297542
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","CDS",109,14.10090556274256144890038809831824062096
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"A","PAS",11,1.42302716688227684346701164294954721863
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Electores",861,100
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Abstenciones",195,22.64808362369337979094076655052264808362
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Votantes",666,77.35191637630662020905923344947735191638
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Blancos",7,1.05105105105105105105105105105105105105
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Validos",664,99.6996996996996996996996996996996996997
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","Nulos",2,.3003003003003003003003003003003003003003
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","PSOE",121,18.16816816816816816816816816816816816817
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","PP",139,20.87087087087087087087087087087087087087
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","CDS",113,16.96696696696696696696696696696696696697
1987,"Elecciones Autonómicas","10-JUN-87",1,9,"B","PAS",13,1.95195195195195195195195195195195195195
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Electores",1396,100
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Abstenciones",373,26.71919770773638968481375358166189111748
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Votantes",1023,73.28080229226361031518624641833810888252
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Blancos",9,.8797653958944281524926686217008797653959
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Validos",1018,99.51124144672531769305962854349951124145
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","Nulos",5,.4887585532746823069403714565004887585533
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","PSOE",154,15.05376344086021505376344086021505376344
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","PP",321,31.37829912023460410557184750733137829912
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","CDS",158,15.44477028347996089931573802541544477028
1987,"Elecciones Autonómicas","10-JUN-87",1,10,"U","PAS",15,1.46627565982404692082111436950146627566
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Electores",730,100
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Abstenciones",146,20
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Votantes",584,80
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Blancos",2,.3424657534246575342465753424657534246575
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Validos",582,99.65753424657534246575342465753424657534
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","Nulos",2,.3424657534246575342465753424657534246575
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","PSOE",122,20.89041095890410958904109589041095890411
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","PP",115,19.69178082191780821917808219178082191781
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","CDS",75,12.84246575342465753424657534246575342466
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"A","PAS",8,1.36986301369863013698630136986301369863
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Electores",772,100
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Abstenciones",166,21.50259067357512953367875647668393782383
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Votantes",606,78.49740932642487046632124352331606217617
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Blancos",6,.9900990099009900990099009900990099009901
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Validos",600,99.00990099009900990099009900990099009901
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","Nulos",6,.9900990099009900990099009900990099009901
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","PSOE",132,21.78217821782178217821782178217821782178
1987,"Elecciones Autonómicas","10-JUN-87",1,11,"B","PP",113,18.64686468646864686468646864686468646865
