url,identificador,locale,send,nombre,telefono,fax,correo-electronico,web,horario,descripcion,direccion,localizacion,categorias
"http://www.gijon.es/directorios/show/5844-ciudad-de-la-innovacion","5844","es","fecha-actualizacion2014-01-22 12:04:36 +0100","Ciudad de la Innovación","Ciudad de la innovación"
