"AÑO","TITULO","FECHA_ELECCIONES","DISTRITO","SECCION","MESA","PARTIDO","NUM_VOTOS","PORCENTAJE"
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Electores",737,100
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Abstenciones",322,43.69063772048846675712347354138398914518
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Votantes",415,56.30936227951153324287652645861601085482
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Blancos",7,1.68674698795180722891566265060240963855
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Validos",413,99.5180722891566265060240963855421686747
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","Nulos",2,.4819277108433734939759036144578313253012
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","PSOE",73,17.59036144578313253012048192771084337349
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","PP",251,60.4819277108433734939759036144578313253
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","CDS",21,5.06024096385542168674698795180722891566
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"A","PAS",15,3.61445783132530120481927710843373493976
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Electores",678,100
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Abstenciones",285,42.03539823008849557522123893805309734513
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Votantes",393,57.96460176991150442477876106194690265487
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Blancos",3,.7633587786259541984732824427480916030534
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Validos",390,99.23664122137404580152671755725190839695
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","Nulos",3,.7633587786259541984732824427480916030534
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","PSOE",78,19.84732824427480916030534351145038167939
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","PP",241,61.32315521628498727735368956743002544529
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","CDS",21,5.34351145038167938931297709923664122137
1991,"Elecciones Autonómicas","26-MAY-91",1,1,"B","PAS",8,2.03562340966921119592875318066157760814
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Electores",630,100
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Abstenciones",246,39.04761904761904761904761904761904761905
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Votantes",384,60.95238095238095238095238095238095238095
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Blancos",12,3.125
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Validos",382,99.47916666666666666666666666666666666667
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","Nulos",2,.5208333333333333333333333333333333333333
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","PSOE",65,16.92708333333333333333333333333333333333
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","PP",240,62.5
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","CDS",12,3.125
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"A","PAS",8,2.08333333333333333333333333333333333333
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Electores",601,100
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Abstenciones",247,41.09816971713810316139767054908485856905
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Votantes",354,58.90183028286189683860232945091514143095
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Blancos",7,1.97740112994350282485875706214689265537
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Validos",351,99.15254237288135593220338983050847457627
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","Nulos",3,.8474576271186440677966101694915254237288
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","PSOE",81,22.88135593220338983050847457627118644068
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","PP",203,57.34463276836158192090395480225988700565
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","CDS",20,5.64971751412429378531073446327683615819
1991,"Elecciones Autonómicas","26-MAY-91",1,2,"B","PAS",6,1.69491525423728813559322033898305084746
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Electores",899,100
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Abstenciones",334,37.15239154616240266963292547274749721913
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Votantes",565,62.84760845383759733036707452725250278087
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Blancos",14,2.47787610619469026548672566371681415929
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Validos",560,99.11504424778761061946902654867256637168
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","Nulos",5,.8849557522123893805309734513274336283186
1991,"Elecciones Autonómicas","26-MAY-91",1,3,"A","PSOE",141,24.95575221238938053097345132743362831858
