ID_CALLE,TIPO,CALLE,NUMERO,LONGITUD,LATITUD,TITULO
"5628","CALLE","PUERTO DE LEITARIEGOS","38","-5.67696456","43.532745132","CALLE PUERTO DE LEITARIEGOS 38"
"4884","CALLE","MUNILLA","10","-5.677517702","43.527768735","CALLE MUNILLA 10"
"2856","AVDA","CONSTITUCION","138","-5.67703064","43.527756315","AVDA CONSTITUCION 138"
"3114","CALLE","GAMBOA","9","-5.679018495","43.528655249","CALLE GAMBOA 9"
"1578","CALLE","CAMPONA LA","1","-5.679685999","43.529233842","CALLE CAMPONA LA 1"
"746","CALLE","DOCTOR AVELINO GONZALEZ","3","-5.68053631","43.529295452","CALLE DOCTOR AVELINO GONZALEZ 3"
"3996","CALLE","JOVE Y HEVIA","18","-5.678686821","43.528023787","CALLE JOVE Y HEVIA 18"
"8616","CALLE","ZUMALACARREGUI","14","-5.683998912","43.54094483","CALLE ZUMALACARREGUI 14"
"4614","TRVA","MAR","8","-5.682288932","43.540769439","TRVA MAR 8"
"3336","GRUP","RESIDENCIAL SANTAOLAYA","5","-5.68659491","43.53961448","GRUP RESIDENCIAL SANTAOLAYA 5"
"4464","CALLE","LEPANTO","17","-5.686806441","43.5391858","CALLE LEPANTO 17"
"8598","CALLE","ZARAGOZA","5","-5.685963503","43.539253339","CALLE ZARAGOZA 5"
"3684","CALLE","INDEPENDENCIA","14","-5.684739268","43.539728599","CALLE INDEPENDENCIA 14"
"4872","CALLE","MOSTOLES","9","-5.68458208","43.539971071","CALLE MOSTOLES 9"
"942","CALLE","BAILEN","5","-5.685188408","43.539168331","CALLE BAILEN 5"
"2748","CMNO","FABRICA DE LOZA","9","-5.682914116","43.539802265","CMNO FABRICA DE LOZA 9"
"2748","CMNO","FABRICA DE LOZA","16","-5.684052249","43.539288531","CMNO FABRICA DE LOZA 16"
"5160","CALLE","PAVIA","7","-5.682178819","43.539467493","CALLE PAVIA 7"
"4848","AVDA","MOREDA","17","-5.680835772","43.539461568","AVDA MOREDA 17"
"8544","CALLE","VICENTE JOVE","15","-5.679321676","43.539733244","CALLE VICENTE JOVE 15"
"8544","CALLE","VICENTE JOVE","26","-5.680258338","43.539922952","CALLE VICENTE JOVE 26"
"8556","CALLE","CORTES DE CADIZ","4","-5.684636447","43.538243537","CALLE CORTES DE CADIZ 4"
"8624","CALLE","SENDA DEL ARCEDIANO","4","-5.685358649","43.536795342","CALLE SENDA DEL ARCEDIANO 4"
"8632","CALLE","DESFILADERO DE LOS ARRUDOS","14","-5.680910662","43.536993619","CALLE DESFILADERO DE LOS ARRUDOS 14"
"8640","CALLE","FOCES DEL PINO","2","-5.681398707","43.537243094","CALLE FOCES DEL PINO 2"
"8622","CALLE","RUTA DEL ALBA","12","-5.682122049","43.536614312","CALLE RUTA DEL ALBA 12"
"8626","CALLE","DESFILADERO DE LA HERMIDA","3","-5.68111912","43.537323927","CALLE DESFILADERO DE LA HERMIDA 3"
"7590","CMNO","CLAVELES (SOMIO)","603","-5.618537061","43.529086886","CMNO CLAVELES (SOMIO) 603"
"7500","CMNO","AMAPOLAS (SOMIO)","65","-5.618144259","43.527742515","CMNO AMAPOLAS (SOMIO) 65"
"7524","CMNO","AZALEAS (SOMIO)","152","-5.616368088","43.529204588","CMNO AZALEAS (SOMIO) 152"
"7524","CMNO","AZALEAS (SOMIO)","192","-5.615963846","43.529047014","CMNO AZALEAS (SOMIO) 192"
"7524","CMNO","AZALEAS (SOMIO)","58","-5.617097257","43.529846091","CMNO AZALEAS (SOMIO) 58"
"9010","CALLE","JOSE IGNACIO PRIETO ARRIZUBEITIA","128","-5.615836825","43.527594068","CALLE JOSE IGNACIO PRIETO ARRIZUBEITIA 128"
"7500","CMNO","AMAPOLAS (SOMIO)","116","-5.617416121","43.527850567","CMNO AMAPOLAS (SOMIO) 116"
"8054","CMNO","PRIMULAS (SOMIO)","101","-5.61436525","43.530279689","CMNO PRIMULAS (SOMIO) 101"
"7524","CMNO","AZALEAS (SOMIO)","375","-5.613739298","43.528756699","CMNO AZALEAS (SOMIO) 375"
"7524","CMNO","AZALEAS (SOMIO)","419","-5.613264892","43.528816873","CMNO AZALEAS (SOMIO) 419"
"7524","CMNO","AZALEAS (SOMIO)","417","-5.613349546","43.528850069","CMNO AZALEAS (SOMIO) 417"
"7704","CMNO","JAZMINES (SOMIO)","228","-5.616481169","43.531752034","CMNO JAZMINES (SOMIO) 228"
"7704","CMNO","JAZMINES (SOMIO)","240","-5.616363189","43.531744148","CMNO JAZMINES (SOMIO) 240"
"7704","CMNO","JAZMINES (SOMIO)","250","-5.616242932","43.531733981","CMNO JAZMINES (SOMIO) 250"
"7704","CMNO","JAZMINES (SOMIO)","320","-5.615510297","43.531419614","CMNO JAZMINES (SOMIO) 320"
"7704","CMNO","JAZMINES (SOMIO)","338","-5.615358578","43.531308298","CMNO JAZMINES (SOMIO) 338"
"7524","CMNO","AZALEAS (SOMIO)","99","-5.616676803","43.52963828","CMNO AZALEAS (SOMIO) 99"
"7590","CMNO","CLAVELES (SOMIO)","423","-5.617596009","43.530472771","CMNO CLAVELES (SOMIO) 423"
"7944","CMNO","VIOLETAS (SOMIO)","81","-5.616961204","43.531144226","CMNO VIOLETAS (SOMIO) 81"
"7944","CMNO","VIOLETAS (SOMIO)","35","-5.616761652","43.531530592","CMNO VIOLETAS (SOMIO) 35"
"7524","CMNO","AZALEAS (SOMIO)","109","-5.616604103","43.529584265","CMNO AZALEAS (SOMIO) 109"
"8008","CMNO","ANEMONAS (SOMIO)","9","-5.616239159","43.52939978","CMNO ANEMONAS (SOMIO) 9"
"8008","CMNO","ANEMONAS (SOMIO)","25","-5.616045837","43.529487536","CMNO ANEMONAS (SOMIO) 25"
"8008","CMNO","ANEMONAS (SOMIO)","37","-5.61585992","43.529527078","CMNO ANEMONAS (SOMIO) 37"
"8008","CMNO","ANEMONAS (SOMIO)","59","-5.615618063","43.52951784","CMNO ANEMONAS (SOMIO) 59"
"8018","CMNO","CAMPANILLAS (SOMIO)","164","-5.615420255","43.529775752","CMNO CAMPANILLAS (SOMIO) 164"
"8018","CMNO","CAMPANILLAS (SOMIO)","140","-5.615387686","43.529935504","CMNO CAMPANILLAS (SOMIO) 140"
"8018","CMNO","CAMPANILLAS (SOMIO)","104","-5.615332115","43.530241832","CMNO CAMPANILLAS (SOMIO) 104"
"8018","CMNO","CAMPANILLAS (SOMIO)","42","-5.615235813","43.530818539","CMNO CAMPANILLAS (SOMIO) 42"
"8054","CMNO","PRIMULAS (SOMIO)","320","-5.613774128","43.52838718","CMNO PRIMULAS (SOMIO) 320"
"9020","CALLE","POETA BASILIO FERNANDEZ LOPEZ","77","-5.614368555","43.528189949","CALLE POETA BASILIO FERNANDEZ LOPEZ 77"
"7542","CMNO","CABUEÑES (SOMIO)","699","-5.613178232","43.531440579","CMNO CABUEÑES (SOMIO) 699"
"7536","CMNO","BERBORA (SOMIO)","122","-5.611896699","43.531317763","CMNO BERBORA (SOMIO) 122"
"7536","CMNO","BERBORA (SOMIO)","192","-5.610999041","43.531405772","CMNO BERBORA (SOMIO) 192"
"7536","CMNO","BERBORA (SOMIO)","290","-5.609845606","43.531180235","CMNO BERBORA (SOMIO) 290"
"7536","CMNO","BERBORA (SOMIO)","340","-5.609079861","43.530992141","CMNO BERBORA (SOMIO) 340"
"7482","CMNO","AGAPANTOS (SOMIO)","252","-5.606445476","43.530165171","CMNO AGAPANTOS (SOMIO) 252"
"7482","CMNO","AGAPANTOS (SOMIO)","392","-5.607509692","43.529328299","CMNO AGAPANTOS (SOMIO) 392"
"7482","CMNO","AGAPANTOS (SOMIO)","608","-5.609923706","43.529129699","CMNO AGAPANTOS (SOMIO) 608"
"7482","CMNO","AGAPANTOS (SOMIO)","620","-5.610166046","43.529236224","CMNO AGAPANTOS (SOMIO) 620"
"7542","CMNO","CABUEÑES (SOMIO)","1041","-5.611340997","43.529283946","CMNO CABUEÑES (SOMIO) 1041"
"7542","CMNO","CABUEÑES (SOMIO)","919","-5.612444436","43.529465169","CMNO CABUEÑES (SOMIO) 919"
"7542","CMNO","CABUEÑES (SOMIO)","971","-5.612197388","43.529249469","CMNO CABUEÑES (SOMIO) 971"
"7542","CMNO","CABUEÑES (SOMIO)","777","-5.612810044","43.530741007","CMNO CABUEÑES (SOMIO) 777"
"7482","CMNO","AGAPANTOS (SOMIO)","378","-5.60732352","43.529428654","CMNO AGAPANTOS (SOMIO) 378"
"7542","CMNO","CABUEÑES (SOMIO)","1017","-5.611597895","43.529303393","CMNO CABUEÑES (SOMIO) 1017"
"7542","CMNO","CABUEÑES (SOMIO)","851","-5.612610281","43.530154451","CMNO CABUEÑES (SOMIO) 851"
"7482","CMNO","AGAPANTOS (SOMIO)","520","-5.608970607","43.52916562","CMNO AGAPANTOS (SOMIO) 520"
"7536","CMNO","BERBORA (SOMIO)","504","-5.607214384","43.530907374","CMNO BERBORA (SOMIO) 504"
"7536","CMNO","BERBORA (SOMIO)","502","-5.607315605","43.53088224","CMNO BERBORA (SOMIO) 502"
"7542","CMNO","CABUEÑES (SOMIO)","1028","-5.611526021","43.529153467","CMNO CABUEÑES (SOMIO) 1028"
"7542","CMNO","CABUEÑES (SOMIO)","1088","-5.610803126","43.528972255","CMNO CABUEÑES (SOMIO) 1088"
"7542","CMNO","CABUEÑES (SOMIO)","1122","-5.610427289","43.528937156","CMNO CABUEÑES (SOMIO) 1122"
"7542","CMNO","CABUEÑES (SOMIO)","1098","-5.610627364","43.528993649","CMNO CABUEÑES (SOMIO) 1098"
"8071","CMNO","CALENDULAS (SOMIO)","361","-5.609722625","43.52848513","CMNO CALENDULAS (SOMIO) 361"
"7542","CMNO","CABUEÑES (SOMIO)","1184","-5.609771508","43.528632918","CMNO CABUEÑES (SOMIO) 1184"
"8071","CMNO","CALENDULAS (SOMIO)","309","-5.610177658","43.528189343","CMNO CALENDULAS (SOMIO) 309"
"7602","CMNO","CRISANTEMOS (SOMIO)","69","-5.612790052","43.528531842","CMNO CRISANTEMOS (SOMIO) 69"
"7542","CMNO","CABUEÑES (SOMIO)","1066","-5.61114341","43.529079286","CMNO CABUEÑES (SOMIO) 1066"
"8071","CMNO","CALENDULAS (SOMIO)","77","-5.612564335","43.527556169","CMNO CALENDULAS (SOMIO) 77"
"7602","CMNO","CRISANTEMOS (SOMIO)","245","-5.61346531","43.527016146","CMNO CRISANTEMOS (SOMIO) 245"
"8696","CALLE","RAMON GONZALEZ FERNANDEZ","2","-5.692684514","43.54158271","CALLE RAMON GONZALEZ FERNANDEZ 2"
"6510","CALLE","RIO CARES","3","-5.664351426","43.519563785","CALLE RIO CARES 3"
"3606","CALLE","HERNAN CORTES","34","-5.70527308","43.539985108","CALLE HERNAN CORTES 34"
"6452","CALLE","RAMON ARECES","12","-5.675080863","43.522406373","CALLE RAMON ARECES 12"
"2970","CALLE","FRAY CEFERINO GONZALEZ","39","-5.662236659","43.53348327","CALLE FRAY CEFERINO GONZALEZ 39"
"4434","CALLE","LEON XIII","13","-5.659347396","43.533197717","CALLE LEON XIII 13"
"5340","CTRA","AS-248 (GIJON-POLA DE SIERO)","41","-5.65568854","43.5245855","CTRA AS-248 (GIJON-POLA DE SIERO) 41"
"5022","CALLE","NUMA GUILHOU","15","-5.666427015","43.541645396","CALLE NUMA GUILHOU 15"
"3070","CALLE","ALBUQUERQUE","1","-5.648073688","43.527771924","CALLE ALBUQUERQUE 1"
"7410","CALLE","SOCORRO","26","-5.698166082","43.533142396","CALLE SOCORRO 26"
"5034","CTRA","OBISPO","108","-5.66355248","43.516383154","CTRA OBISPO 108"
"5664","CALLE","PUERTO DE SOMIEDO","6","-5.674897651","43.532924455","CALLE PUERTO DE SOMIEDO 6"
"5664","CALLE","PUERTO DE SOMIEDO","10","-5.675212718","43.53265561","CALLE PUERTO DE SOMIEDO 10"
"6452","CALLE","RAMON ARECES","24","-5.672855911","43.521077828","CALLE RAMON ARECES 24"
"5628","CALLE","PUERTO DE LEITARIEGOS","13","-5.675006686","43.533154316","CALLE PUERTO DE LEITARIEGOS 13"
"2228","CALLE","CUETO","8","-5.694904814","43.540564135","CALLE CUETO 8"
"5544","AVDA","PRINCIPE DE ASTURIAS","13","-5.691163876","43.537200404","AVDA PRINCIPE DE ASTURIAS 13"
"3588","CALLE","PINTOR MAROLA","10","-5.64630015","43.535748727","CALLE PINTOR MAROLA 10"
"6864","CALLE","SAN FELIX","18","-5.665960345","43.523884782","CALLE SAN FELIX 18"
"61206","PLAZA","SARA SUAREZ SOLIS","10","-5.673757727","43.521180466","PLAZA SARA SUAREZ SOLIS 10"
"5262","CALLE","PILAR","16","-5.668330657","43.523347768","CALLE PILAR 16"
"1644","CTRA","CARBONERA","41","-5.668264173","43.522200298","CTRA CARBONERA 41"
"5628","CALLE","PUERTO DE LEITARIEGOS","15","-5.675183875","43.533077867","CALLE PUERTO DE LEITARIEGOS 15"
"5664","CALLE","PUERTO DE SOMIEDO","8","-5.675048433","43.532794062","CALLE PUERTO DE SOMIEDO 8"
"6440","CALLE","RAFAEL ALBERTI","100 D","-5.688584374","43.521451013","CALLE RAFAEL ALBERTI 100 D"
"2502","AVDA","EDUARDO CASTRO","157","-5.699571862","43.54841616","AVDA EDUARDO CASTRO 157"
"8544","CALLE","VICENTE JOVE","33","-5.680709937","43.539852941","CALLE VICENTE JOVE 33"
"52174","CALLE","GIJON-VERIÑA","15","-5.713218059","43.529284462","CALLE GIJON-VERIÑA 15"
"7686","CMNO","HAYAS (SOMIO)","622","-5.61867967","43.543712569","CMNO HAYAS (SOMIO) 622"
"8626","CALLE","DESFILADERO DE LA HERMIDA","2","-5.680859215","43.537446444","CALLE DESFILADERO DE LA HERMIDA 2"
"2208","CALLE","CRUZ, LA","2","-5.686607508","43.540597975","CALLE CRUZ, LA 2"
"8014","TRVA","ARENAS (SOMIO)","107","-5.628940128","43.545208198","TRVA ARENAS (SOMIO) 107"
"8001","CMNO","ABLANO (SOMIO)","31","-5.592651064","43.539110191","CMNO ABLANO (SOMIO) 31"
"4736","PLAZA","MEDICO FELIX PRIETO","2","-5.701717433","43.541246769","PLAZA MEDICO FELIX PRIETO 2"
"4736","PLAZA","MEDICO FELIX PRIETO","1","-5.701749225","43.54139872","PLAZA MEDICO FELIX PRIETO 1"
"4736","PLAZA","MEDICO FELIX PRIETO","5","-5.702285028","43.541322995","PLAZA MEDICO FELIX PRIETO 5"
"4736","PLAZA","MEDICO FELIX PRIETO","7","-5.702612803","43.540718332","PLAZA MEDICO FELIX PRIETO 7"
"4736","PLAZA","MEDICO FELIX PRIETO","8","-5.702556784","43.540582647","PLAZA MEDICO FELIX PRIETO 8"
"4736","PLAZA","MEDICO FELIX PRIETO","9","-5.702273204","43.54054449","PLAZA MEDICO FELIX PRIETO 9"
"4736","PLAZA","MEDICO FELIX PRIETO","10","-5.702257725","43.540449065","PLAZA MEDICO FELIX PRIETO 10"
"4736","PLAZA","MEDICO FELIX PRIETO","11","-5.702120226","43.540558102","PLAZA MEDICO FELIX PRIETO 11"
"4736","PLAZA","MEDICO FELIX PRIETO","13","-5.701733186","43.540602189","PLAZA MEDICO FELIX PRIETO 13"
"4736","PLAZA","MEDICO FELIX PRIETO","16","-5.70156167","43.540526121","PLAZA MEDICO FELIX PRIETO 16"
"4736","PLAZA","MEDICO FELIX PRIETO","15","-5.701582664","43.540626727","PLAZA MEDICO FELIX PRIETO 15"
"2250","CALLE","FRANCISCO FERRER Y GUARDIA","7","-5.655776537","43.530798624","CALLE FRANCISCO FERRER Y GUARDIA 7"
"2700","CALLE","EZCURDIA","48","-5.655157541","43.540405619","CALLE EZCURDIA 48"
"5274","CALLE","PINOS","8 A","-5.695399234","43.531283797","CALLE PINOS 8 A"
"4764","CALLE","MENENDEZ VALDES","10","-5.660012235","43.540496685","CALLE MENENDEZ VALDES 10"
"7950","AVDA","DIONISIO CIFUENTES DE","47","-5.622066058","43.536688596","AVDA DIONISIO CIFUENTES DE 47"
"7986","CTRA","SOMIO, DE","2040","-5.621365825","43.536669279","CTRA SOMIO, DE 2040"
"7788","CMNO","MONTEVIENTO (SOMIO)","1267","-5.619008708","43.538175044","CMNO MONTEVIENTO (SOMIO) 1267"
"8486","CALLE","VELAZQUEZ","18","-5.679109665","43.522677716","CALLE VELAZQUEZ 18"
"7986","CTRA","SOMIO, DE","2132","-5.620214867","43.536461861","CTRA SOMIO, DE 2132"
"4050","CALLE","JUAN VALDES CORES","196","-5.622509325","43.535546769","CALLE JUAN VALDES CORES 196"
"4050","CALLE","JUAN VALDES CORES","144","-5.622101079","43.535265092","CALLE JUAN VALDES CORES 144"
"4050","CALLE","JUAN VALDES CORES","58","-5.621148237","43.534747631","CALLE JUAN VALDES CORES 58"
"7602","CMNO","CRISANTEMOS (SOMIO)","191","-5.613399377","43.527741305","CMNO CRISANTEMOS (SOMIO) 191"
"9010","CALLE","JOSE IGNACIO PRIETO ARRIZUBEITIA","131","-5.615596848","43.527589477","CALLE JOSE IGNACIO PRIETO ARRIZUBEITIA 131"
"94103","CALLE","PRADOS (CABUEÑES)","278","-5.609899888","43.52420323","CALLE PRADOS (CABUEÑES) 278"
"7656","CMNO","GERANIOS (SOMIO)","45","-5.610237784","43.534651175","CMNO GERANIOS (SOMIO) 45"
"7986","CTRA","SOMIO, DE","3114","-5.609598117","43.534652127","CTRA SOMIO, DE 3114"
"7536","CMNO","BERBORA (SOMIO)","525","-5.607046914","43.531055283","CMNO BERBORA (SOMIO) 525"
"90312","CMNO","INFANZON (SOMIO)","24","-5.607159137","43.53333025","CMNO INFANZON (SOMIO) 24"
"7536","CMNO","BERBORA (SOMIO)","427","-5.608196317","43.530979854","CMNO BERBORA (SOMIO) 427"
"7536","CMNO","BERBORA (SOMIO)","333","-5.609321962","43.531135732","CMNO BERBORA (SOMIO) 333"
"7536","CMNO","BERBORA (SOMIO)","259","-5.610146651","43.531359916","CMNO BERBORA (SOMIO) 259"
"7536","CMNO","BERBORA (SOMIO)","195","-5.610965065","43.53154409","CMNO BERBORA (SOMIO) 195"
"7536","CMNO","BERBORA (SOMIO)","189","-5.611048607","43.531557793","CMNO BERBORA (SOMIO) 189"
"7536","CMNO","BERBORA (SOMIO)","63","-5.612515008","43.531650587","CMNO BERBORA (SOMIO) 63"
"7536","CMNO","BERBORA (SOMIO)","35","-5.612819518","43.531713151","CMNO BERBORA (SOMIO) 35"
"7542","CMNO","CABUEÑES (SOMIO)","655","-5.613398115","43.531832093","CMNO CABUEÑES (SOMIO) 655"
"7542","CMNO","CABUEÑES (SOMIO)","601","-5.613664101","43.532203339","CMNO CABUEÑES (SOMIO) 601"
"7656","CMNO","GERANIOS (SOMIO)","377","-5.613070465","43.532394336","CMNO GERANIOS (SOMIO) 377"
"7656","CMNO","GERANIOS (SOMIO)","365","-5.612372388","43.532725682","CMNO GERANIOS (SOMIO) 365"
"7656","CMNO","GERANIOS (SOMIO)","277","-5.611996235","43.533083556","CMNO GERANIOS (SOMIO) 277"
"7656","CMNO","GERANIOS (SOMIO)","265","-5.611979076","43.533231564","CMNO GERANIOS (SOMIO) 265"
"7656","CMNO","GERANIOS (SOMIO)","185","-5.611389395","43.533730895","CMNO GERANIOS (SOMIO) 185"
"7656","CMNO","GERANIOS (SOMIO)","149","-5.611110518","43.534067895","CMNO GERANIOS (SOMIO) 149"
"7536","CMNO","BERBORA (SOMIO)","391","-5.608730837","43.531482","CMNO BERBORA (SOMIO) 391"
"7812","CMNO","NOGALES (SOMIO)","225","-5.615484273","43.536964226","CMNO NOGALES (SOMIO) 225"
"7812","CMNO","NOGALES (SOMIO)","399","-5.613482668","43.537612406","CMNO NOGALES (SOMIO) 399"
"7812","CMNO","NOGALES (SOMIO)","215","-5.615646716","43.536892763","CMNO NOGALES (SOMIO) 215"
"7812","CMNO","NOGALES (SOMIO)","115","-5.616706809","43.536796379","CMNO NOGALES (SOMIO) 115"
"7790","CMNO","MORERAS (SOMIO)","60","-5.616866378","43.537261721","CMNO MORERAS (SOMIO) 60"
"7890","CMNO","ROBLES (SOMIO)","402","-5.615915206","43.538057122","CMNO ROBLES (SOMIO) 402"
"7790","CMNO","MORERAS (SOMIO)","74","-5.616914849","43.537406561","CMNO MORERAS (SOMIO) 74"
"7890","CMNO","ROBLES (SOMIO)","360","-5.616721889","43.5377086","CMNO ROBLES (SOMIO) 360"
"7812","CMNO","NOGALES (SOMIO)","219","-5.615565705","43.53697386","CMNO NOGALES (SOMIO) 219"
"7890","CMNO","ROBLES (SOMIO)","456","-5.615396935","43.538449935","CMNO ROBLES (SOMIO) 456"
"7464","CMNO","ACACIAS (SOMIO)","108","-5.613759484","43.538559085","CMNO ACACIAS (SOMIO) 108"
"7464","CMNO","ACACIAS (SOMIO)","132","-5.613475506","43.538526559","CMNO ACACIAS (SOMIO) 132"
"7584","CMNO","CIPRESES (SOMIO)","3","-5.616658326","43.543105388","CMNO CIPRESES (SOMIO) 3"
"7494","CMNO","ALMENDROS (SOMIO)","86","-5.615539817","43.543277156","CMNO ALMENDROS (SOMIO) 86"
"7494","CMNO","ALMENDROS (SOMIO)","132","-5.615051622","43.543195394","CMNO ALMENDROS (SOMIO) 132"
"7494","CMNO","ALMENDROS (SOMIO)","152","-5.614812736","43.543204022","CMNO ALMENDROS (SOMIO) 152"
"7494","CMNO","ALMENDROS (SOMIO)","172","-5.614615917","43.543171035","CMNO ALMENDROS (SOMIO) 172"
"7452","CMNO","ABEDULES (SOMIO)","407","-5.613809295","43.542775417","CMNO ABEDULES (SOMIO) 407"
"7452","CMNO","ABEDULES (SOMIO)","335","-5.613708116","43.542332965","CMNO ABEDULES (SOMIO) 335"
"7452","CMNO","ABEDULES (SOMIO)","211","-5.615090116","43.542036443","CMNO ABEDULES (SOMIO) 211"
"7584","CMNO","CIPRESES (SOMIO)","183","-5.616930886","43.541864183","CMNO CIPRESES (SOMIO) 183"
"7584","CMNO","CIPRESES (SOMIO)","43","-5.617128229","43.542814609","CMNO CIPRESES (SOMIO) 43"
"7452","CMNO","ABEDULES (SOMIO)","205","-5.61518409","43.541962442","CMNO ABEDULES (SOMIO) 205"
"7572","CMNO","CEREZOS (SOMIO)","186","-5.616555003","43.543352035","CMNO CEREZOS (SOMIO) 186"
"7620","CMNO","ENCINAS (SOMIO)","759","-5.616913175","43.543280841","CMNO ENCINAS (SOMIO) 759"
"7620","CMNO","ENCINAS (SOMIO)","773","-5.616686343","43.543304305","CMNO ENCINAS (SOMIO) 773"
"7620","CMNO","ENCINAS (SOMIO)","715","-5.617358102","43.543232267","CMNO ENCINAS (SOMIO) 715"
"7620","CMNO","ENCINAS (SOMIO)","691","-5.61773127","43.543209582","CMNO ENCINAS (SOMIO) 691"
"7620","CMNO","ENCINAS (SOMIO)","629","-5.618345111","43.543196966","CMNO ENCINAS (SOMIO) 629"
"7620","CMNO","ENCINAS (SOMIO)","545","-5.618889162","43.542667907","CMNO ENCINAS (SOMIO) 545"
"7620","CMNO","ENCINAS (SOMIO)","509","-5.618749134","43.542398393","CMNO ENCINAS (SOMIO) 509"
"7620","CMNO","ENCINAS (SOMIO)","479","-5.618612853","43.542123931","CMNO ENCINAS (SOMIO) 479"
"7620","CMNO","ENCINAS (SOMIO)","413","-5.618683413","43.541658342","CMNO ENCINAS (SOMIO) 413"
"7620","CMNO","ENCINAS (SOMIO)","435","-5.618559737","43.541752025","CMNO ENCINAS (SOMIO) 435"
"7620","CMNO","ENCINAS (SOMIO)","361","-5.619288398","43.541303404","CMNO ENCINAS (SOMIO) 361"
"7620","CMNO","ENCINAS (SOMIO)","175","-5.62069313","43.540341177","CMNO ENCINAS (SOMIO) 175"
"7620","CMNO","ENCINAS (SOMIO)","75","-5.621796074","43.540458583","CMNO ENCINAS (SOMIO) 75"
"8023","PQUE","CARBAYERA DE LAVIADA (SOMIO)","57","-5.622546529","43.541089719","PQUE CARBAYERA DE LAVIADA (SOMIO) 57"
"8023","PQUE","CARBAYERA DE LAVIADA (SOMIO)","39","-5.622647014","43.541283334","PQUE CARBAYERA DE LAVIADA (SOMIO) 39"
"8023","PQUE","CARBAYERA DE LAVIADA (SOMIO)","5","-5.622780702","43.541546155","PQUE CARBAYERA DE LAVIADA (SOMIO) 5"
"7686","CMNO","HAYAS (SOMIO)","931","-5.621748843","43.542500842","CMNO HAYAS (SOMIO) 931"
"7686","CMNO","HAYAS (SOMIO)","837","-5.621147512","43.543003398","CMNO HAYAS (SOMIO) 837"
"3052","AVDA","JUSTO DEL CASTILLO Y QUINTANA","9","-5.634460565","43.53348462","AVDA JUSTO DEL CASTILLO Y QUINTANA 9"
"6456","CALLE","RAMON Y CAJAL","17","-5.652980192","43.535223183","CALLE RAMON Y CAJAL 17"
"2416","CALLE","DOLORES IBARRURI","12","-5.683141664","43.525846146","CALLE DOLORES IBARRURI 12"
"2142","CALLE","COROÑA","12","-5.681613785","43.540571819","CALLE COROÑA 12"
"3070","CALLE","ALBUQUERQUE","15","-5.64915946","43.527160538","CALLE ALBUQUERQUE 15"
"6954","CALLE","SAN MATIAS","32","-5.669191494","43.522287089","CALLE SAN MATIAS 32"
"8820","CALLE","JUANIN DE MIERES","8","-5.671052435","43.536407633","CALLE JUANIN DE MIERES 8"
"4609","CALLE","PERIODISTA FRANCISCO CARANTOÑA DUBERT","25 C","-5.656439785","43.530333343","CALLE PERIODISTA FRANCISCO CARANTOÑA DUBERT 25 C"
"2660","CALLE","EULALIA DE LLANOS Y NORIEGA","4","-5.675968427","43.523597799","CALLE EULALIA DE LLANOS Y NORIEGA 4"
"7886","CMNO","QUINTUELES (SOMIO)","1033","-5.598079641","43.534935819","CMNO QUINTUELES (SOMIO) 1033"
"7530","CMNO","BEGONIAS (SOMIO)","255","-5.625508899","43.536242749","CMNO BEGONIAS (SOMIO) 255"
"90102","AVDA","JARDIN BOTANICO, DEL (SOMIO)","536","-5.6317974","43.530127703","AVDA JARDIN BOTANICO, DEL (SOMIO) 536"
"94115","CAMIN","CERRO, DEL (CABUEÑES)","70","-5.600275322","43.530459748","CAMIN CERRO, DEL (CABUEÑES) 70"
"7800","CMNO","NARCISOS (SOMIO)","62","-5.619352598","43.535981735","CMNO NARCISOS (SOMIO) 62"
"7800","CMNO","NARCISOS (SOMIO)","2","-5.619721091","43.536414389","CMNO NARCISOS (SOMIO) 2"
"7698","CMNO","HORTENSIAS (SOMIO)","27","-5.623842446","43.537798936","CMNO HORTENSIAS (SOMIO) 27"
"7986","CTRA","SOMIO, DE","1882","-5.622786618","43.537707318","CTRA SOMIO, DE 1882"
"7950","AVDA","DIONISIO CIFUENTES DE","34","-5.622256571","43.536889357","AVDA DIONISIO CIFUENTES DE 34"
"7950","AVDA","DIONISIO CIFUENTES DE","16","-5.622219283","43.537070359","AVDA DIONISIO CIFUENTES DE 16"
"7950","AVDA","DIONISIO CIFUENTES DE","46","-5.622331329","43.536795001","AVDA DIONISIO CIFUENTES DE 46"
"7950","AVDA","DIONISIO CIFUENTES DE","58","-5.622427461","43.536681833","AVDA DIONISIO CIFUENTES DE 58"
"7950","AVDA","DIONISIO CIFUENTES DE","72","-5.6224761","43.536619626","AVDA DIONISIO CIFUENTES DE 72"
"7950","AVDA","DIONISIO CIFUENTES DE","90","-5.622614595","43.53645166","AVDA DIONISIO CIFUENTES DE 90"
"7950","AVDA","DIONISIO CIFUENTES DE","78","-5.622518356","43.536567479","AVDA DIONISIO CIFUENTES DE 78"
"7950","AVDA","DIONISIO CIFUENTES DE","102","-5.622653295","43.536396281","AVDA DIONISIO CIFUENTES DE 102"
"7950","AVDA","DIONISIO CIFUENTES DE","110","-5.622685567","43.536347659","AVDA DIONISIO CIFUENTES DE 110"
"7950","AVDA","DIONISIO CIFUENTES DE","148","-5.622900925","43.536008091","AVDA DIONISIO CIFUENTES DE 148"
