url,identificador,locale,send,nombre,telefono,fax,correo-electronico,web,horario,descripcion,direccion,localizacion,categorias
"http://www.gijon.es/directorios/show/876-sucursal-el-llano","876","es","fecha-actualizacion2014-01-22 12:02:43 +0100","Sucursal El Llano","C/ Río del Oro (Centro Comercial Los Fresnos)","43.53271 -5.662014","Correos"
