EJERCICIO,OFERTA,DIAS_PAGO_RECIBO,COD_ACTIVIDAD,EDICION,ACTIVIDAD,RESTRINGIDA_ENTIDADES,ACTIVIDAD_DIARIA,PROGRAMA,INICIO,FIN,INICIO_MATRICULACION,FIN_MATRICULACION,TEMA,SUBTEMA,FORMATO,TIPO_DESTINATARIO,GRUPO_TARIFA,TARIFA,CANAL_PUBLICACION,NOTAS_RECIBO,NUM_PLAZAS,SOLICITUDES,CONCEDIDAS,RESERVADAS,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
"2017","KBUÑS17. S4. El trabajador juvenil. El reconocimiento de competencias en el voluntariado","3","S4.2","1","18 a 35 años sin plaza de alojamiento/18-35 años without granted accomodation","0","0","KBUÑS17. S4. El trabajador juvenil","11-OCT-17 04.30.00.000000 PM","15-OCT-17 02.00.00.000000 PM","25-AUG-17 12.00.00.000000 PM","20-SEP-17 11.59.00.000000 PM","Congreso, seminario, jornada, encuentro, feria","","Congreso, seminario, jornada, encuentro, feria","Personas Físicas","","","I","Dispone de 3 días para realizar el pago de la cuota de inscripción. Si no realiza el pago en dicho plazo, se le dará de baja quedando su plaza disponible para otras personas.   MUY IMPORTANTE - Se está apuntando a un seminario de KBUÑS17, que se realiza en horario de mañana. También deberá apuntarse a un taller, que se realizará en horario de tarde. Una vez finalizada la inscripción en el seminario se le remitirá un correo electrónico con la información de los talleres con plazas disponibles, para que elija en cual desea apuntarse. La inscripción en los talleres será igualmente por orden de llegada de solicitudes.   - No olvide que sólo es posible apuntarse a un seminario, pues los seminarios de la mañana son simultáneos. En caso de inscripción en más de uno, se dará prioridad a la inscripción que se haya hecho en primer lugar.","3","1","1","0","","","-#16:30-18:30 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza"
"2017","KBUÑS17. S4. El trabajador juvenil. El reconocimiento de competencias en el voluntariado","3","S4.1","1","18 a 35 años con alojamiento subvencionado/18-35 years with free accomodation","0","0","KBUÑS17. S4. El trabajador juvenil","11-OCT-17 04.30.00.000000 PM","15-OCT-17 02.00.00.000000 PM","25-AUG-17 12.00.00.000000 PM","20-SEP-17 11.59.00.000000 PM","Congreso, seminario, jornada, encuentro, feria","","Congreso, seminario, jornada, encuentro, feria","Personas Físicas","","","I","Dispone de 3 días para realizar el pago de la cuota de inscripción. Si no realiza el pago en dicho plazo, se le dará de baja quedando su plaza disponible para otras personas.   MUY IMPORTANTE - Se está apuntando a un seminario de KBUÑS17, que se realiza en horario de mañana. También deberá apuntarse a un taller, que se realizará en horario de tarde. Una vez finalizada la inscripción en el seminario se le remitirá un correo electrónico con la información de los talleres con plazas disponibles, para que elija en cual desea apuntarse. La inscripción en los talleres será igualmente por orden de llegada de solicitudes.   - No olvide que sólo es posible apuntarse a un seminario, pues los seminarios de la mañana son simultáneos. En caso de inscripción en más de uno, se dará prioridad a la inscripción que se haya hecho en primer lugar.","17","2","2","0","","","-#16:30-18:30 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Taller de danza"
"2017","KBUÑS17. S6. Comunicación 3.0.Marketing para ONG's","3","S6.2","1","18 a 35 años sin plaza de alojamiento/18-35 años without granted accomodation","0","0","KBUÑS17. S6. Comunicación 3.0. Marketing para ONGs","11-OCT-17 04.30.00.000000 PM","15-OCT-17 02.00.00.000000 PM","25-AUG-17 12.00.00.000000 PM","20-SEP-17 11.59.00.000000 PM","Congreso, seminario, jornada, encuentro, feria","","Congreso, seminario, jornada, encuentro, feria","Personas Físicas","","","I","Dispone de 3 días para realizar el pago de la cuota de inscripción. Si no realiza el pago en dicho plazo, se le dará de baja quedando su plaza disponible para otras personas.   MUY IMPORTANTE - Se está apuntando a un seminario de KBUÑS17, que se realiza en horario de mañana. También deberá apuntarse a un taller, que se realizará en horario de tarde. Una vez finalizada la inscripción en el seminario se le remitirá un correo electrónico con la información de los talleres con plazas disponibles, para que elija en cual desea apuntarse. La inscripción en los talleres será igualmente por orden de llegada de solicitudes.   - No olvide que sólo es posible apuntarse a un seminario, pues los seminarios de la mañana son simultáneos. En caso de inscripción en más de uno, se dará prioridad a la inscripción que se haya hecho en primer lugar.","5","0","0","0","","","-#16:30-18:30 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2"
"2017","KBUÑS17. S6. Comunicación 3.0.Marketing para ONG's","3","S6.1","1","18 a 35 años con alojamiento subvencionado/18-35 years with free accomodation","0","0","KBUÑS17. S6. Comunicación 3.0. Marketing para ONGs","11-OCT-17 04.30.00.000000 PM","15-OCT-17 02.00.00.000000 PM","25-AUG-17 12.00.00.000000 PM","20-SEP-17 11.59.00.000000 PM","Congreso, seminario, jornada, encuentro, feria","","Congreso, seminario, jornada, encuentro, feria","Personas Físicas","","","I","Dispone de 3 días para realizar el pago de la cuota de inscripción. Si no realiza el pago en dicho plazo, se le dará de baja quedando su plaza disponible para otras personas.   MUY IMPORTANTE - Se está apuntando a un seminario de KBUÑS17, que se realiza en horario de mañana. También deberá apuntarse a un taller, que se realizará en horario de tarde. Una vez finalizada la inscripción en el seminario se le remitirá un correo electrónico con la información de los talleres con plazas disponibles, para que elija en cual desea apuntarse. La inscripción en los talleres será igualmente por orden de llegada de solicitudes.   - No olvide que sólo es posible apuntarse a un seminario, pues los seminarios de la mañana son simultáneos. En caso de inscripción en más de uno, se dará prioridad a la inscripción que se haya hecho en primer lugar.","12","2","0","0","","","-#16:30-18:30 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2"
"2017","KBUÑS17. S6. Comunicación 3.0.Marketing para ONG's","3","S6.3","1","36 o más años sin plaza de alojamiento/36 years old on without granted accommodation","0","0","KBUÑS17. S6. Comunicación 3.0. Marketing para ONGs","11-OCT-17 04.30.00.000000 PM","15-OCT-17 02.00.00.000000 PM","25-AUG-17 12.00.00.000000 PM","20-SEP-17 11.59.00.000000 PM","Congreso, seminario, jornada, encuentro, feria","","Congreso, seminario, jornada, encuentro, feria","Personas Físicas","","","I","Dispone de 3 días para realizar el pago de la cuota de inscripción. Si no realiza el pago en dicho plazo, se le dará de baja quedando su plaza disponible para otras personas.   MUY IMPORTANTE - Se está apuntando a un seminario de KBUÑS17, que se realiza en horario de mañana. También deberá apuntarse a un taller, que se realizará en horario de tarde. Una vez finalizada la inscripción en el seminario se le remitirá un correo electrónico con la información de los talleres con plazas disponibles, para que elija en cual desea apuntarse. La inscripción en los talleres será igualmente por orden de llegada de solicitudes.   - No olvide que sólo es posible apuntarse a un seminario, pues los seminarios de la mañana son simultáneos. En caso de inscripción en más de uno, se dará prioridad a la inscripción que se haya hecho en primer lugar.","3","0","0","0","","","-#16:30-18:30 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2","10:00-14:00 / Centro de Cultura Antiguo Instituto. CCAI-Aula 2"
"2017","Exposiciones de cuentos 2017","1","EC07","10","Donde viven los monstruos","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC07","12","Donde viven los monstruos","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC07","11","Donde viven los monstruos","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC34","10","África, pequeño chaka","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC34","12","África, pequeño chaka","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC34","11","África, pequeño chaka","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC23","10","El túnel","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC23","11","El túnel","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC23","12","El túnel","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC18","12","¡Papá!","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC18","10","¡Papá!","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC18","11","¡Papá!","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC17","12","Mi papá","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC17","11","Mi papá","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC17","10","Mi papá","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC11","12","Pelos de bruja","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC11","11","Pelos de bruja","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC11","10","Pelos de bruja","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC12","11","Tento (2 cuentos)","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC12","10","Tento (2 cuentos)","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC12","12","Tento (2 cuentos)","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC35","11","Blancanieves","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC35","10","Blancanieves","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC35","12","Blancanieves","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC02","10","El regalo","1","1","Exposiciones de cuentos","01-JUL-18 09.00.00.000000 AM","31-JUL-18 08.00.00.000000 PM","14-JUN-17 03.33.00.000000 PM","30-JUN-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC02","11","El regalo","1","1","Exposiciones de cuentos","01-AUG-18 09.00.00.000000 AM","31-AUG-18 08.00.00.000000 PM","14-JUN-17 03.35.00.000000 PM","31-JUL-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC02","12","El regalo","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
"2017","Exposiciones de cuentos 2017","1","EC38","12","El gran libro de los retratos de animales","1","1","Exposiciones de cuentos","01-SEP-18 09.00.00.000000 AM","30-SEP-18 08.00.00.000000 PM","14-JUN-17 03.36.00.000000 PM","31-AUG-18 11.59.00.000000 PM","Literatura y lengua","","Exposición","Escolares","","","D","","1","0","0","0","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar","09:00-20:00 / Centro Escolar-Centro Escolar"
