DISTRITO,SECCION,MESA,OPCION,VOTOS
01,004,B,PACMA,0
01,004,B,PAIE,0
01,004,B,PC,0
01,004,B,PCPE,0
01,004,B,PFV,0
01,004,B,PH,0
01,004,B,PHA,0
01,004,B,PLC,0
01,004,B,PLEVE,0
01,004,B,PMJ,0
01,004,B,PNF,0
01,004,B,POSI,0
01,004,B,PP,184
01,004,B,PRPL,0
01,004,B,PSAI,0
01,004,B,PSD,0
01,004,B,PSOE,299
01,004,B,PUEE,0
01,004,B,PUL,0
01,004,B,TC,0
01,004,B,UPD,28
01,005,A,AB,0
01,005,A,AE,0
01,005,A,AN,0
01,005,A,BL,7
01,005,A,CBLANCO,0
01,005,A,CDE,0
01,005,A,CDS,0
01,005,A,CPC,0
01,005,A,DN,0
01,005,A,E2000,0
01,005,A,FAU,0
01,005,A,FE,0
01,005,A,FEJ,0
01,005,A,IU,50
01,005,A,LI,0
01,005,A,LOS VERDES,0
01,005,A,LOS VERDES GV,0
01,005,A,OTROS,0
01,005,A,PACMA,0
01,005,A,PAIE,0
01,005,A,PC,0
01,005,A,PCPE,0
01,005,A,PFV,0
01,005,A,PH,0
01,005,A,PHA,0
01,005,A,PLC,0
01,005,A,PLEVE,0
01,005,A,PMJ,0
01,005,A,PNF,0
01,005,A,POSI,0
01,005,A,PP,204
01,005,A,PRPL,0
01,005,A,PSAI,0
01,005,A,PSD,0
01,005,A,PSOE,233
01,005,A,PUEE,0
01,005,A,PUL,0
01,005,A,TC,0
01,005,A,UPD,14
01,005,B,AB,0
01,005,B,AE,0
01,005,B,AN,0
01,005,B,BL,10
01,005,B,CBLANCO,0
01,005,B,CDE,0
01,005,B,CDS,0
01,005,B,CPC,0
01,005,B,DN,0
01,005,B,E2000,0
01,005,B,FAU,0
01,005,B,FE,0
01,005,B,FEJ,0
01,005,B,IU,58
01,005,B,LI,0
01,005,B,LOS VERDES,0
01,005,B,LOS VERDES GV,0
01,005,B,OTROS,0
01,005,B,PACMA,0
01,005,B,PAIE,0
01,005,B,PC,0
01,005,B,PCPE,0
01,005,B,PFV,0
01,005,B,PH,0
01,005,B,PHA,0
01,005,B,PLC,0
01,005,B,PLEVE,0
01,005,B,PMJ,0
01,005,B,PNF,0
01,005,B,POSI,0
01,005,B,PP,228
01,005,B,PRPL,0
01,005,B,PSAI,0
01,005,B,PSD,0
01,005,B,PSOE,232
01,005,B,PUEE,0
01,005,B,PUL,0
01,005,B,TC,0
01,005,B,UPD,31
01,006,A,AB,0
01,006,A,AE,0
01,006,A,AN,0
01,006,A,BL,6
01,006,A,CBLANCO,0
01,006,A,CDE,0
01,006,A,CDS,0
01,006,A,CPC,0
01,006,A,DN,0
01,006,A,E2000,0
01,006,A,FAU,0
01,006,A,FE,0
01,006,A,FEJ,0
01,006,A,IU,54
01,006,A,LI,0
01,006,A,LOS VERDES,0
01,006,A,LOS VERDES GV,0
01,006,A,OTROS,9
01,006,A,PACMA,0
01,006,A,PAIE,0
01,006,A,PC,0
01,006,A,PCPE,0
01,006,A,PFV,0
01,006,A,PH,0
01,006,A,PHA,0
01,006,A,PLC,0
01,006,A,PLEVE,0
01,006,A,PMJ,0
01,006,A,PNF,0
01,006,A,POSI,0
01,006,A,PP,206
01,006,A,PRPL,0
01,006,A,PSAI,0
01,006,A,PSD,0
01,006,A,PSOE,173
01,006,A,PUEE,0
01,006,A,PUL,0
01,006,A,TC,0
01,006,A,UPD,19
01,006,B,AB,0
01,006,B,AE,0
01,006,B,AN,0
01,006,B,BL,5
01,006,B,CBLANCO,0
01,006,B,CDE,0
01,006,B,CDS,0
01,006,B,CPC,0
01,006,B,DN,0
01,006,B,E2000,0
01,006,B,FAU,0
01,006,B,FE,0
01,006,B,FEJ,0
01,006,B,IU,66
01,006,B,LI,0
01,006,B,LOS VERDES,0
01,006,B,LOS VERDES GV,0
01,006,B,OTROS,4
01,006,B,PACMA,0
01,006,B,PAIE,0
01,006,B,PC,0
01,006,B,PCPE,0
01,006,B,PFV,0
01,006,B,PH,0
01,006,B,PHA,0
01,006,B,PLC,0
01,006,B,PLEVE,0
01,006,B,PMJ,0
01,006,B,PNF,0
01,006,B,POSI,0
01,006,B,PP,230
01,006,B,PRPL,0
01,006,B,PSAI,0
01,006,B,PSD,0
01,006,B,PSOE,233
01,006,B,PUEE,0
01,006,B,PUL,0
01,006,B,TC,0
01,006,B,UPD,23
01,006,C,AB,0
01,006,C,AE,0
01,006,C,AN,0
01,006,C,BL,0
01,006,C,CBLANCO,0
01,006,C,CDE,0
01,006,C,CDS,0
01,006,C,CPC,0
01,006,C,DN,0
01,006,C,E2000,0
01,006,C,FAU,0
01,006,C,FE,0
01,006,C,FEJ,0
01,006,C,IU,50
01,006,C,LI,0
01,006,C,LOS VERDES,0
01,006,C,LOS VERDES GV,0
01,006,C,OTROS,6
01,006,C,PACMA,0
01,006,C,PAIE,0
01,006,C,PC,0
01,006,C,PCPE,0
01,006,C,PFV,0
01,006,C,PH,0
01,006,C,PHA,0
01,006,C,PLC,0
01,006,C,PLEVE,0
01,006,C,PMJ,0
01,006,C,PNF,0
01,006,C,POSI,0
01,006,C,PP,224
01,006,C,PRPL,0
01,006,C,PSAI,0
01,006,C,PSD,0
01,006,C,PSOE,204
01,006,C,PUEE,0
01,006,C,PUL,0
01,006,C,TC,0
01,006,C,UPD,27
01,007,A,AB,0
01,007,A,AE,0
01,007,A,AN,0
01,007,A,BL,8
01,007,A,CBLANCO,0
01,007,A,CDE,0
01,007,A,CDS,0
01,007,A,CPC,0
01,007,A,DN,0
01,007,A,E2000,0
01,007,A,FAU,0
01,007,A,FE,0
01,007,A,FEJ,0
01,007,A,IU,104
01,007,A,LI,0
01,007,A,LOS VERDES,0
01,007,A,LOS VERDES GV,0
01,007,A,OTROS,0
01,007,A,PACMA,0
01,007,A,PAIE,0
01,007,A,PC,0
01,007,A,PCPE,0
01,007,A,PFV,0
01,007,A,PH,0
01,007,A,PHA,0
01,007,A,PLC,0
01,007,A,PLEVE,0
01,007,A,PMJ,0
01,007,A,PNF,0
01,007,A,POSI,0
01,007,A,PP,134
01,007,A,PRPL,0
01,007,A,PSAI,0
01,007,A,PSD,0
01,007,A,PSOE,348
01,007,A,PUEE,0
01,007,A,PUL,0
01,007,A,TC,0
01,007,A,UPD,12
01,007,B,AB,0
01,007,B,AE,0
01,007,B,AN,0
01,007,B,BL,6
01,007,B,CBLANCO,0
01,007,B,CDE,0
01,007,B,CDS,0
01,007,B,CPC,0
01,007,B,DN,0
01,007,B,E2000,0
01,007,B,FAU,0
01,007,B,FE,0
01,007,B,FEJ,0
01,007,B,IU,101
01,007,B,LI,0
01,007,B,LOS VERDES,0
01,007,B,LOS VERDES GV,0
01,007,B,OTROS,21
01,007,B,PACMA,0
01,007,B,PAIE,0
01,007,B,PC,0
01,007,B,PCPE,0
01,007,B,PFV,0
01,007,B,PH,0
01,007,B,PHA,0
01,007,B,PLC,0
01,007,B,PLEVE,0
01,007,B,PMJ,0
01,007,B,PNF,0
01,007,B,POSI,0
01,007,B,PP,125
01,007,B,PRPL,0
01,007,B,PSAI,0
01,007,B,PSD,0
01,007,B,PSOE,319
01,007,B,PUEE,0
01,007,B,PUL,0
01,007,B,TC,0
01,007,B,UPD,9
01,008,A,AB,0
01,008,A,AE,0
01,008,A,AN,0
01,008,A,BL,4
01,008,A,CBLANCO,0
01,008,A,CDE,0
01,008,A,CDS,0
01,008,A,CPC,0
01,008,A,DN,0
01,008,A,E2000,0
01,008,A,FAU,0
01,008,A,FE,0
01,008,A,FEJ,0
01,008,A,IU,38
01,008,A,LI,0
01,008,A,LOS VERDES,0
01,008,A,LOS VERDES GV,0
01,008,A,OTROS,0
01,008,A,PACMA,0
01,008,A,PAIE,0
01,008,A,PC,0
01,008,A,PCPE,0
01,008,A,PFV,0
01,008,A,PH,0
01,008,A,PHA,0
01,008,A,PLC,0
01,008,A,PLEVE,0
01,008,A,PMJ,0
01,008,A,PNF,0
01,008,A,POSI,0
01,008,A,PP,190
01,008,A,PRPL,0
01,008,A,PSAI,0
01,008,A,PSD,0
01,008,A,PSOE,214
01,008,A,PUEE,0
01,008,A,PUL,0
01,008,A,TC,0
01,008,A,UPD,17
01,008,B,AB,0
01,008,B,AE,0
01,008,B,AN,0
01,008,B,BL,2
01,008,B,CBLANCO,0
01,008,B,CDE,0
01,008,B,CDS,0
01,008,B,CPC,0
01,008,B,DN,0
01,008,B,E2000,0
01,008,B,FAU,0
01,008,B,FE,0
01,008,B,FEJ,0
01,008,B,IU,71
01,008,B,LI,0
01,008,B,LOS VERDES,0
01,008,B,LOS VERDES GV,0
01,008,B,OTROS,0
01,008,B,PACMA,0
01,008,B,PAIE,0
01,008,B,PC,0
01,008,B,PCPE,0
01,008,B,PFV,0
01,008,B,PH,0
01,008,B,PHA,0
01,008,B,PLC,0
01,008,B,PLEVE,0
01,008,B,PMJ,0
01,008,B,PNF,0
01,008,B,POSI,0
01,008,B,PP,289
01,008,B,PRPL,0
01,008,B,PSAI,0
01,008,B,PSD,0
01,008,B,PSOE,216
01,008,B,PUEE,0
01,008,B,PUL,0
01,008,B,TC,0
01,008,B,UPD,31
01,008,C,AB,0
01,008,C,AE,0
01,008,C,AN,0
01,008,C,BL,6
01,008,C,CBLANCO,0
01,008,C,CDE,0
01,008,C,CDS,0
01,008,C,CPC,0
01,008,C,DN,0
01,008,C,E2000,0
01,008,C,FAU,0
01,008,C,FE,0
01,008,C,FEJ,0
01,008,C,IU,47
01,008,C,LI,0
01,008,C,LOS VERDES,0
01,008,C,LOS VERDES GV,0
01,008,C,OTROS,0
01,008,C,PACMA,0
01,008,C,PAIE,0
01,008,C,PC,0
01,008,C,PCPE,0
01,008,C,PFV,0
01,008,C,PH,0
01,008,C,PHA,0
01,008,C,PLC,0
01,008,C,PLEVE,0
01,008,C,PMJ,0
01,008,C,PNF,0
01,008,C,POSI,0
01,008,C,PP,195
01,008,C,PRPL,0
01,008,C,PSAI,0
01,008,C,PSD,0
01,008,C,PSOE,204
01,008,C,PUEE,0
01,008,C,PUL,0
01,008,C,TC,0
01,008,C,UPD,30
01,009,A,AB,0
01,009,A,AE,0
01,009,A,AN,0
01,009,A,BL,6
01,009,A,CBLANCO,0
01,009,A,CDE,0
01,009,A,CDS,0
01,009,A,CPC,0
01,009,A,DN,0
01,009,A,E2000,0
01,009,A,FAU,0
01,009,A,FE,0
01,009,A,FEJ,0
01,009,A,IU,49
01,009,A,LI,0
01,009,A,LOS VERDES,0
01,009,A,LOS VERDES GV,0
01,009,A,OTROS,0
01,009,A,PACMA,0
01,009,A,PAIE,0
01,009,A,PC,0
01,009,A,PCPE,0
01,009,A,PFV,0
01,009,A,PH,0
01,009,A,PHA,0
01,009,A,PLC,0
01,009,A,PLEVE,0
01,009,A,PMJ,0
01,009,A,PNF,0
01,009,A,POSI,0
01,009,A,PP,177
01,009,A,PRPL,0
01,009,A,PSAI,0
01,009,A,PSD,0
01,009,A,PSOE,215
01,009,A,PUEE,0
01,009,A,PUL,0
01,009,A,TC,0
01,009,A,UPD,17
01,009,B,AB,0
01,009,B,AE,0
01,009,B,AN,0
01,009,B,BL,2
01,009,B,CBLANCO,0
01,009,B,CDE,0
01,009,B,CDS,0
01,009,B,CPC,0
01,009,B,DN,0
01,009,B,E2000,0
01,009,B,FAU,0
01,009,B,FE,0
01,009,B,FEJ,0
01,009,B,IU,43
01,009,B,LI,0
01,009,B,LOS VERDES,0
01,009,B,LOS VERDES GV,0
01,009,B,OTROS,0
01,009,B,PACMA,0
01,009,B,PAIE,0
01,009,B,PC,0
01,009,B,PCPE,0
01,009,B,PFV,0
01,009,B,PH,0
01,009,B,PHA,0
01,009,B,PLC,0
01,009,B,PLEVE,0
01,009,B,PMJ,0
01,009,B,PNF,0
01,009,B,POSI,0
01,009,B,PP,174
01,009,B,PRPL,0
01,009,B,PSAI,0
01,009,B,PSD,0
01,009,B,PSOE,247
01,009,B,PUEE,0
01,009,B,PUL,0
01,009,B,TC,0
01,009,B,UPD,20
01,010,A,AB,0
01,010,A,AE,0
01,010,A,AN,0
01,010,A,BL,2
01,010,A,CBLANCO,0
01,010,A,CDE,0
01,010,A,CDS,0
01,010,A,CPC,0
01,010,A,DN,0
01,010,A,E2000,0
01,010,A,FAU,0
01,010,A,FE,0
01,010,A,FEJ,0
01,010,A,IU,94
01,010,A,LI,0
01,010,A,LOS VERDES,0
01,010,A,LOS VERDES GV,0
01,010,A,OTROS,4
01,010,A,PACMA,0
01,010,A,PAIE,0
01,010,A,PC,0
01,010,A,PCPE,0
01,010,A,PFV,0
01,010,A,PH,0
01,010,A,PHA,0
01,010,A,PLC,0
01,010,A,PLEVE,0
01,010,A,PMJ,0
01,010,A,PNF,0
01,010,A,POSI,0
01,010,A,PP,63
01,010,A,PRPL,0
01,010,A,PSAI,0
01,010,A,PSD,0
01,010,A,PSOE,257
01,010,A,PUEE,0
01,010,A,PUL,0
01,010,A,TC,0
01,010,A,UPD,16
01,010,B,AB,0
01,010,B,AE,0
01,010,B,AN,0
01,010,B,BL,3
01,010,B,CBLANCO,0
01,010,B,CDE,0
01,010,B,CDS,0
01,010,B,CPC,0
01,010,B,DN,0
01,010,B,E2000,0
01,010,B,FAU,0
01,010,B,FE,0
01,010,B,FEJ,0
01,010,B,IU,109
01,010,B,LI,0
01,010,B,LOS VERDES,0
01,010,B,LOS VERDES GV,0
01,010,B,OTROS,6
01,010,B,PACMA,0
01,010,B,PAIE,0
01,010,B,PC,0
01,010,B,PCPE,0
01,010,B,PFV,0
01,010,B,PH,0
01,010,B,PHA,0
01,010,B,PLC,0
01,010,B,PLEVE,0
01,010,B,PMJ,0
01,010,B,PNF,0
01,010,B,POSI,0
01,010,B,PP,94
01,010,B,PRPL,0
01,010,B,PSAI,0
01,010,B,PSD,0
01,010,B,PSOE,267
01,010,B,PUEE,0
01,010,B,PUL,0
01,010,B,TC,0
01,010,B,UPD,16
01,011,U,AB,0
01,011,U,AE,0
01,011,U,AN,0
01,011,U,BL,7
01,011,U,CBLANCO,0
01,011,U,CDE,0
01,011,U,CDS,0
01,011,U,CPC,0
01,011,U,DN,0
01,011,U,E2000,0
01,011,U,FAU,0
01,011,U,FE,0
01,011,U,FEJ,0
01,011,U,IU,88
01,011,U,LI,0
01,011,U,LOS VERDES,0
01,011,U,LOS VERDES GV,0
01,011,U,OTROS,0
01,011,U,PACMA,0
01,011,U,PAIE,0
01,011,U,PC,0
01,011,U,PCPE,0
01,011,U,PFV,0
01,011,U,PH,0
01,011,U,PHA,0
01,011,U,PLC,0
01,011,U,PLEVE,0
01,011,U,PMJ,0
01,011,U,PNF,0
01,011,U,POSI,0
01,011,U,PP,148
01,011,U,PRPL,0
01,011,U,PSAI,0
01,011,U,PSD,0
01,011,U,PSOE,378
01,011,U,PUEE,0
01,011,U,PUL,0
01,011,U,TC,0
01,011,U,UPD,27
01,012,A,AB,0
01,012,A,AE,0
01,012,A,AN,0
01,012,A,BL,5
01,012,A,CBLANCO,0
01,012,A,CDE,0
01,012,A,CDS,0
01,012,A,CPC,0
01,012,A,DN,0
01,012,A,E2000,0
01,012,A,FAU,0
01,012,A,FE,0
01,012,A,FEJ,0
01,012,A,IU,52
01,012,A,LI,0
01,012,A,LOS VERDES,0
01,012,A,LOS VERDES GV,0
01,012,A,OTROS,0
01,012,A,PACMA,0
01,012,A,PAIE,0
01,012,A,PC,0
01,012,A,PCPE,0
01,012,A,PFV,0
01,012,A,PH,0
01,012,A,PHA,0
01,012,A,PLC,0
01,012,A,PLEVE,0
01,012,A,PMJ,0
01,012,A,PNF,0
01,012,A,POSI,0
01,012,A,PP,251
01,012,A,PRPL,0
01,012,A,PSAI,0
01,012,A,PSD,0
01,012,A,PSOE,241
01,012,A,PUEE,0
01,012,A,PUL,0
01,012,A,TC,0
01,012,A,UPD,35
01,012,B,AB,0
01,012,B,AE,0
01,012,B,AN,0
01,012,B,BL,3
01,012,B,CBLANCO,0
01,012,B,CDE,0
01,012,B,CDS,0
01,012,B,CPC,0
01,012,B,DN,0
01,012,B,E2000,0
01,012,B,FAU,0
01,012,B,FE,0
01,012,B,FEJ,0
01,012,B,IU,58
01,012,B,LI,0
01,012,B,LOS VERDES,0
01,012,B,LOS VERDES GV,0
01,012,B,OTROS,0
01,012,B,PACMA,0
01,012,B,PAIE,0
01,012,B,PC,0
01,012,B,PCPE,0
01,012,B,PFV,0
01,012,B,PH,0
01,012,B,PHA,0
01,012,B,PLC,0
01,012,B,PLEVE,0
01,012,B,PMJ,0
01,012,B,PNF,0
01,012,B,POSI,0
01,012,B,PP,220
01,012,B,PRPL,0
01,012,B,PSAI,0
01,012,B,PSD,0
01,012,B,PSOE,253
01,012,B,PUEE,0
01,012,B,PUL,0
01,012,B,TC,0
01,012,B,UPD,29
01,013,A,AB,0
01,013,A,AE,0
01,013,A,AN,0
01,013,A,BL,3
01,013,A,CBLANCO,0
01,013,A,CDE,0
01,013,A,CDS,0
01,013,A,CPC,0
01,013,A,DN,0
01,013,A,E2000,0
01,013,A,FAU,0
01,013,A,FE,0
01,013,A,FEJ,0
01,013,A,IU,44
01,013,A,LI,0
01,013,A,LOS VERDES,0
01,013,A,LOS VERDES GV,0
01,013,A,OTROS,0
01,013,A,PACMA,0
01,013,A,PAIE,0
01,013,A,PC,0
01,013,A,PCPE,0
01,013,A,PFV,0
01,013,A,PH,0
01,013,A,PHA,0
01,013,A,PLC,0
01,013,A,PLEVE,0
01,013,A,PMJ,0
01,013,A,PNF,0
01,013,A,POSI,0
01,013,A,PP,164
01,013,A,PRPL,0
01,013,A,PSAI,0
01,013,A,PSD,0
01,013,A,PSOE,227
01,013,A,PUEE,0
01,013,A,PUL,0
01,013,A,TC,0
01,013,A,UPD,32
01,013,B,AB,0
01,013,B,AE,0
01,013,B,AN,0
01,013,B,BL,6
01,013,B,CBLANCO,0
01,013,B,CDE,0
01,013,B,CDS,0
01,013,B,CPC,0
01,013,B,DN,0
01,013,B,E2000,0
01,013,B,FAU,0
01,013,B,FE,0
01,013,B,FEJ,0
01,013,B,IU,40
01,013,B,LI,0
01,013,B,LOS VERDES,0
01,013,B,LOS VERDES GV,0
01,013,B,OTROS,0
01,013,B,PACMA,0
01,013,B,PAIE,0
01,013,B,PC,0
01,013,B,PCPE,0
01,013,B,PFV,0
01,013,B,PH,0
01,013,B,PHA,0
01,013,B,PLC,0
01,013,B,PLEVE,0
01,013,B,PMJ,0
01,013,B,PNF,0
01,013,B,POSI,0
01,013,B,PP,216
01,013,B,PRPL,0
01,013,B,PSAI,0
01,013,B,PSD,0
01,013,B,PSOE,256
01,013,B,PUEE,0
01,013,B,PUL,0
01,013,B,TC,0
01,013,B,UPD,24
01,014,A,AB,0
01,014,A,AE,0
01,014,A,AN,0
01,014,A,BL,7
01,014,A,CBLANCO,0
01,014,A,CDE,0
01,014,A,CDS,0
01,014,A,CPC,0
01,014,A,DN,0
01,014,A,E2000,0
01,014,A,FAU,0
01,014,A,FE,0
01,014,A,FEJ,0
01,014,A,IU,48
01,014,A,LI,0
01,014,A,LOS VERDES,0
01,014,A,LOS VERDES GV,0
01,014,A,OTROS,0
01,014,A,PACMA,0
01,014,A,PAIE,0
01,014,A,PC,0
01,014,A,PCPE,0
01,014,A,PFV,0
01,014,A,PH,0
01,014,A,PHA,0
01,014,A,PLC,0
01,014,A,PLEVE,0
01,014,A,PMJ,0
01,014,A,PNF,0
01,014,A,POSI,0
01,014,A,PP,189
01,014,A,PRPL,0
01,014,A,PSAI,0
01,014,A,PSD,0
01,014,A,PSOE,237
01,014,A,PUEE,0
01,014,A,PUL,0
01,014,A,TC,0
01,014,A,UPD,22
01,014,B,AB,0
01,014,B,AE,0
01,014,B,AN,0
01,014,B,BL,8
01,014,B,CBLANCO,0
01,014,B,CDE,0
01,014,B,CDS,0
01,014,B,CPC,0
01,014,B,DN,0
01,014,B,E2000,0
01,014,B,FAU,0
01,014,B,FE,0
01,014,B,FEJ,0
01,014,B,IU,64
01,014,B,LI,0
01,014,B,LOS VERDES,0
01,014,B,LOS VERDES GV,0
01,014,B,OTROS,0
01,014,B,PACMA,0
01,014,B,PAIE,0
01,014,B,PC,0
01,014,B,PCPE,0
01,014,B,PFV,0
01,014,B,PH,0
01,014,B,PHA,0
01,014,B,PLC,0
01,014,B,PLEVE,0
01,014,B,PMJ,0
01,014,B,PNF,0
01,014,B,POSI,0
01,014,B,PP,185
01,014,B,PRPL,0
01,014,B,PSAI,0
01,014,B,PSD,0
01,014,B,PSOE,251
01,014,B,PUEE,0
01,014,B,PUL,0
01,014,B,TC,0
