LON,LAT,NOMBRE,DIRECCION,IMAGEN
-3.550017603873241,40.359352692844993,Campo de Fútbol El Vivero,CL Pablo Lima Pro s/n  28523,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_160_1.JPG
-3.546902974114544,40.35135865695608,Campo de Fútbol Santa Ana,"AV de la Técnica 10,  28522",http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_140_1.JPG
-3.51904085082323,40.328761182193503,Campo de Fútbol Casa Grande,AV de Francia s/n  28521,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_777_1.jpg
