LON,LAT,NOMBRE,DIRECCION,IMAGEN
-3.518194821332105,40.325539941338526,Piscina de Verano Casco Antiguo,CL Miralrío s/n  28521,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_620_1.JPG
-3.544938483040359,40.368586129865093,Piscina de Verano Olivar de la Partija,"CL Toledo 21,  28523",http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_621_1.JPG
