LON,LAT,DIRECCION,NOMBRE,IMAGEN
-3.540944282246763,40.356909272567357,"CL Junkal, 4",Colegio Luyferivas,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/3_10919_1.jpg
-3.536823677381771,40.378553066268964,"Av Ocho de Marzo, 1",Ciudad Educativa Municipal Hipatia,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_838_1.jpg
