LON,LAT,DIRECCION,NOMBRE,IMAGEN
-3.548289427318712,40.354391848217695,"Pz. Ecópolis, 1",E.I. Rayuela,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/2_842_1.jpg
-3.532940994501271,40.362034974048441,"Cl. Aloe, 16",E.I Hermanos Grimm,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_202_1.JPG
-3.526684791854966,40.34525955249606,"Av. de José Hierro, 88 B",E.I El Arlequín,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_839_1.JPG
-3.515290116195773,40.335593789153812,"Cl. Federica Montseny, 1B",E.I Patas Arriba,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_442_1.jpg
-3.514639918834653,40.351001334520014,Cl. Fernando Trueba 6 28522,E.I Nanas de la Cebolla,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/1_841_1.jpg
-3.5368975993198,40.37241470773305,"Cl. San Sebastián, 1",E.I Luna Lunera,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_439_1.jpg
-3.517937242963231,40.327949344438515,"Cl. Alcalde Francisco Santero, 4",Casa de Niños el Dragón,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/1_427_1.JPG
-3.551504983405197,40.364126822877928,"Av. de Covibar, 2",E.I Platero,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/2_443_1.JPG
