DISTRITO;SECCION;MESA;OPCION,VOTOS
01,001,A,BL,7
01,001,A,CDR,13
01,001,A,IU-CM,114
01,001,A,LV-GV,3
01,001,A,PP,97
01,001,A,PSOE,91
01,001,A,UCL,19
01,001,B,BL,8
01,001,B,CDR,21
01,001,B,IU-CM,118
01,001,B,LV-GV,2
01,001,B,PP,118
01,001,B,PSOE,104
01,001,B,UCL,8
01,002,A,BL,12
01,002,A,CDR,3
01,002,A,IU-CM,242
01,002,A,LV-GV,7
01,002,A,PP,33
01,002,A,PSOE,110
01,002,A,UCL,6
01,002,B,BL,8
01,002,B,CDR,8
01,002,B,IU-CM,241
01,002,B,LV-GV,7
01,002,B,PP,55
01,002,B,PSOE,125
01,002,B,UCL,10
01,003,A,BL,3
01,003,A,CDR,12
01,003,A,IU-CM,231
01,003,A,LV-GV,5
01,003,A,PP,48
01,003,A,PSOE,91
01,003,A,UCL,1
01,003,B,BL,8
01,003,B,CDR,4
01,003,B,IU-CM,217
01,003,B,LV-GV,2
01,003,B,PP,57
01,003,B,PSOE,104
01,003,B,UCL,0
01,004,A,BL,13
01,004,A,CDR,15
01,004,A,IU-CM,258
01,004,A,LV-GV,9
01,004,A,PP,79
01,004,A,PSOE,113
01,004,A,UCL,6
01,004,B,BL,10
01,004,B,CDR,11
01,004,B,IU-CM,274
01,004,B,LV-GV,9
01,004,B,PP,90
01,004,B,PSOE,121
01,004,B,UCL,3
01,005,A,BL,7
01,005,A,CDR,16
01,005,A,IU-CM,185
01,005,A,LV-GV,1
01,005,A,PP,144
01,005,A,PSOE,76
01,005,A,UCL,2
01,005,B,BL,15
01,005,B,CDR,17
01,005,B,IU-CM,196
01,005,B,LV-GV,12
01,005,B,PP,140
01,005,B,PSOE,117
01,005,B,UCL,3
01,006,A,BL,5
01,006,A,CDR,26
01,006,A,IU-CM,181
01,006,A,LV-GV,4
01,006,A,PP,125
01,006,A,PSOE,61
01,006,A,UCL,7
01,006,B,BL,17
01,006,B,CDR,24
01,006,B,IU-CM,222
01,006,B,LV-GV,5
01,006,B,PP,126
01,006,B,PSOE,90
01,006,B,UCL,9
01,006,C,BL,14
01,006,C,CDR,28
01,006,C,IU-CM,196
01,006,C,LV-GV,4
01,006,C,PP,124
01,006,C,PSOE,66
01,006,C,UCL,3
01,007,A,BL,5
01,007,A,CDR,17
01,007,A,IU-CM,290
01,007,A,LV-GV,3
01,007,A,PP,66
01,007,A,PSOE,141
01,007,A,UCL,2
01,007,B,BL,4
01,007,B,CDR,17
01,007,B,IU-CM,276
01,007,B,LV-GV,9
01,007,B,PP,63
01,007,B,PSOE,143
01,007,B,UCL,0
01,008,A,BL,13
01,008,A,CDR,25
01,008,A,IU-CM,159
01,008,A,LV-GV,4
01,008,A,PP,125
01,008,A,PSOE,77
01,008,A,UCL,4
01,008,B,BL,12
01,008,B,CDR,26
01,008,B,IU-CM,188
01,008,B,LV-GV,5
01,008,B,PP,181
01,008,B,PSOE,101
01,008,B,UCL,4
01,008,C,BL,7
01,008,C,CDR,23
01,008,C,IU-CM,182
01,008,C,LV-GV,7
01,008,C,PP,125
01,008,C,PSOE,79
01,008,C,UCL,2
01,009,A,BL,7
01,009,A,CDR,30
01,009,A,IU-CM,177
01,009,A,LV-GV,10
01,009,A,PP,96
01,009,A,PSOE,98
01,009,A,UCL,3
01,009,B,BL,11
01,009,B,CDR,24
01,009,B,IU-CM,192
01,009,B,LV-GV,9
01,009,B,PP,103
01,009,B,PSOE,97
01,009,B,UCL,0
01,010,A,BL,8
01,010,A,CDR,12
01,010,A,IU-CM,215
01,010,A,LV-GV,9
01,010,A,PP,39
01,010,A,PSOE,112
01,010,A,UCL,2
01,010,B,BL,8
01,010,B,CDR,16
01,010,B,IU-CM,258
01,010,B,LV-GV,6
01,010,B,PP,41
01,010,B,PSOE,118
01,010,B,UCL,5
01,011,U,BL,9
01,011,U,CDR,26
01,011,U,IU-CM,292
01,011,U,LV-GV,13
01,011,U,PP,84
01,011,U,PSOE,143
01,011,U,UCL,5
01,012,A,BL,10
01,012,A,CDR,25
01,012,A,IU-CM,190
01,012,A,LV-GV,5
01,012,A,PP,160
01,012,A,PSOE,113
01,012,A,UCL,17
01,012,B,BL,13
01,012,B,CDR,20
01,012,B,IU-CM,218
01,012,B,LV-GV,8
01,012,B,PP,140
01,012,B,PSOE,103
01,012,B,UCL,4
01,013,A,BL,7
01,013,A,CDR,28
01,013,A,IU-CM,201
01,013,A,LV-GV,2
01,013,A,PP,101
01,013,A,PSOE,93
01,013,A,UCL,1
01,013,B,BL,9
01,013,B,CDR,27
01,013,B,IU-CM,212
01,013,B,LV-GV,4
01,013,B,PP,121
01,013,B,PSOE,96
01,013,B,UCL,2
01,014,A,BL,4
01,014,A,CDR,34
01,014,A,IU-CM,172
01,014,A,LV-GV,4
01,014,A,PP,112
01,014,A,PSOE,95
01,014,A,UCL,2
01,014,B,BL,9
01,014,B,CDR,30
01,014,B,IU-CM,197
01,014,B,LV-GV,11
01,014,B,PP,118
01,014,B,PSOE,86
01,014,B,UCL,1
01,015,A,BL,9
01,015,A,CDR,20
01,015,A,IU-CM,180
01,015,A,LV-GV,5
01,015,A,PP,63
01,015,A,PSOE,85
01,015,A,UCL,1
01,015,B,BL,10
01,015,B,CDR,17
01,015,B,IU-CM,209
01,015,B,LV-GV,5
01,015,B,PP,112
01,015,B,PSOE,108
01,015,B,UCL,6
01,016,A,BL,8
01,016,A,CDR,59
01,016,A,IU-CM,147
01,016,A,LV-GV,3
01,016,A,PP,140
01,016,A,PSOE,85
01,016,A,UCL,3
01,016,B,BL,4
01,016,B,CDR,68
01,016,B,IU-CM,162
01,016,B,LV-GV,7
01,016,B,PP,162
01,016,B,PSOE,82
01,016,B,UCL,3
01,016,C,BL,10
01,016,C,CDR,71
01,016,C,IU-CM,121
01,016,C,LV-GV,2
01,016,C,PP,151
01,016,C,PSOE,78
01,016,C,UCL,2
01,017,A,BL,7
01,017,A,CDR,19
01,017,A,IU-CM,160
01,017,A,LV-GV,4
01,017,A,PP,128
01,017,A,PSOE,91
01,017,A,UCL,7
01,017,B,BL,7
01,017,B,CDR,33
01,017,B,IU-CM,227
01,017,B,LV-GV,7
01,017,B,PP,161
01,017,B,PSOE,124
01,017,B,UCL,2
01,017,C,BL,12
01,017,C,CDR,28
01,017,C,IU-CM,170
01,017,C,LV-GV,4
01,017,C,PP,142
01,017,C,PSOE,81
01,017,C,UCL,3
01,018,A,BL,4
01,018,A,CDR,22
01,018,A,IU-CM,187
01,018,A,LV-GV,5
01,018,A,PP,90
01,018,A,PSOE,92
01,018,A,UCL,1
01,018,B,BL,7
01,018,B,CDR,30
01,018,B,IU-CM,226
01,018,B,LV-GV,2
01,018,B,PP,125
01,018,B,PSOE,109
01,018,B,UCL,5
01,018,C,BL,9
01,018,C,CDR,27
01,018,C,IU-CM,189
01,018,C,LV-GV,3
01,018,C,PP,157
01,018,C,PSOE,81
01,018,C,UCL,4
01,019,A,BL,12
01,019,A,CDR,35
01,019,A,IU-CM,226
01,019,A,LV-GV,4
01,019,A,PP,145
01,019,A,PSOE,96
01,019,A,UCL,5
01,019,B,BL,14
01,019,B,CDR,36
01,019,B,IU-CM,269
01,019,B,LV-GV,5
01,019,B,PP,119
01,019,B,PSOE,126
01,019,B,UCL,1
01,020,A,BL,2
01,020,A,CDR,27
