LON,LAT,NOMBRE,TELEFONO,DIRECCION,BARRIO
-3.521550694111008,40.339288724149107,Centro de Salud 1º de Mayo,91 670 02 57/73,"Av. de Velázquez, 7",Este
-3.533824809749018,40.360312641784958,Centro de Salud Santa Mónica,91 499 06 20,"Cl. Acacias, 120",Centro
-3.549308821709289,40.36445467626379,Centro de Salud La Paz,91 666 17 11/18 12,"Av. del Parque de Asturias, s/n",Oeste
