LON,LAT,DIRECCION,NOMBRE,IMAGEN
-3.532063437341399,40.360833737617597,"Cl. Olivo, s/n.",C.E.I.P Jarama,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/2_409_1.jpg
-3.527803900450027,40.346132878787863,"Av. José Hierro, 86",C.E.I.P José Hierro,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_410_1.JPG
-3.517829693062111,40.349117416244546,"Av. Plilar Miró, 4",C.E.I.P José Iturzueta,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_829_1.jpg
-3.53733558317784,40.373222199934858,"Ps. de las Provincias, s/n",C.E.I.P Rafael Alberti,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_1139_1.jpg
-3.538282374723022,40.365947565258359,"Ps. de la Chopera, 7",C.E.I.P Victoria Kent,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_418_1.JPG
-3.5146812702474,40.335773819989022,"Cl. Federica Montseny, 3",C.E.I.P Dulce Chacón,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_187_1.jpg
-3.55236901660845,40.364404171362821,"Av. Covibar, 3",C.E.I.P El Olivar,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/1_190_1.jpg
-3.552528839145593,40.357799066062981,"Av. Covibar, 1",C.E.I.P El Parque,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/3_407_1.jpg
-3.515883617580898,40.351595387226936,"Cl. Fernando Trueba, 8",C.E.I.P Hans Christian Andersen,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_408_1.jpg
-3.533400141537094,40.353920846665666,"Av. Pablo Iglesias, 65",C.E.I.P José Saramago,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_401_1.JPG
-3.548358257590154,40.357125034661884,"Av. Miguel Hernández, 1",C.E.I.P La Escuela,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/3_411_1.JPG
-3.517374308144951,40.32931989489127,"Cl. Noruega, 1",C.E.I.P Las Cigüeñas,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/0_413_1.jpg
-3.531431849281592,40.371357461677007,"Av. de los Almendros, 198",C.E.I.P Los Almendros,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/3_414_1.jpg
-3.549726648934479,40.371257859306233,"Camino de la Partija, s/n",C.E.I.P Mario Benedetti,http://www.rivasciudad.es/portal/RecursosWeb/IMAGENES/1/2_416_1.jpg
