uri,rdfs_comment,geo_long,geo_lat,om_seccionProcedencia,om_horarioEvento,event_place,om_categoriaEvento,rdfs_label,event_time_intervalStarts,event_time_intervalFinishes,subEvent
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/113," actividades en parques infantiles este veranojuegos libres, actividades de ocio y talleres variados. organiza concejalía de barrios y participación ciudadana.",-6.37817,39.47048,Sin definir,"días 22, 23, 26, 27, 28,29 30 de junio de 11 a 13 horas",http://opendata.caceres.es/recurso/medio-ambiente/parques/Parque/7-parque-de-canovas,Otros,"Actividades en parques infantiles este verano!!! juegos libres, actividades de ocio y talleres variados. organiza concejalía de barrios y participación ciudadana.",2017-06-22T00:00:00Z,2017-06-30T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/183,,-6.370543,39.458937,Cultura,miércoles 4 de octubre a las 20:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Concierto,Programa musical de la banda municipal de cáceres para el concierto del 4 de octubre en la casa cultural rodríguez moñino,2017-10-04T00:00:00Z,2017-10-04T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/14,"programa cultura cerca de tí talleres, exposiciones, conciertos, obras de teatro",-6.370159,39.496473,Cultura,,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/2-casa-de-cultura-mejostilla,Otros,"Programa cultura cerca de tí talleres, exposiciones, conciertos, obras de teatro",2017-02-01T00:00:00Z,2017-02-28T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/3-2,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/barrios/Barrio/47-parque-del-principe,,Llegada meta prueba 10 km,2017-03-12T11:10:00Z,2017-03-12T11:45:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/195,ciclo de otoño: concierto homenaje a la copla de la banda municipal de música de cáceres. en sala clavellinas,-6.37493,39.47286,Cultura,sabado 28 de octubre a las 20:30 horas,,Concierto,Ciclo de otoño: concierto homenaje a la copla de la banda municipal de música de cáceres. en sala clavellinas,2017-10-28T00:00:00Z,2017-10-28T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/40,programación mensual con las distintas actividades culturales organizadas por entidades y asociaciones de la ciudad de cáceres,-6.3798,39.46116,Cultura,,,Otros,Agenda cultural marzo 2017,2017-03-01T00:00:00Z,2017-03-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/54," concierto coro rociero de cáceres el coro ofrecerá al público una muestra de su folklore del que consta su repertorio: sevillanas, fandangos, rumbas, boleros, tanguillos, etc.",-6.370159,39.496473,Cultura,viernes 31 de marzo a las 20:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/2-casa-de-cultura-mejostilla,Concierto," concierto coro rociero de cáceres el coro ofrecerá al público una muestra de su folklore del que consta su repertorio: sevillanas, fandangos, rumbas, boleros, tanguillos, etc.",2017-03-31T00:00:00Z,2017-03-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/104,programación agenda cultural junio 2017. con las distintas actividades artisticas y culturales que van a tener durante todo el mes en la ciudad.,0,0,Cultura,"lunes a viernes de 9:00 a 15:00 h. y de 16,30 a 20:00 h.",,Otros,Programación agenda cultural junio 2017,2017-06-01T00:00:00Z,2017-06-30T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/34,"taller de juegos: juega, crea y diviertete con bolos, fútbol chapa, lanzamiento de aro..y muchos más!!",-6.383671,39.445666,Cultura,jueves día 23 a las 18:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/3-casa-de-cultura-la-canada,Otros,"Taller de juegos: juega, crea y diviertete con bolos, fútbol chapa, lanzamiento de aro..y muchos más!!",2017-02-23T00:00:00Z,2017-02-23T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/13-0,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/barrios/Barrio/11-ciudad-monumental,,Festival de las aves,2017-05-19T14:06:17Z,2017-05-21T14:06:17Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/160,"iii carrera popular kini carrasco, a beneficio de la fundación juegaterapia. domingo 15 de octubre de 2017, a las 11,00 horas",-6.378428,39.470508,Deportes,"a las 11,00 horas en la avda. de españa",http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3048,Deportes,Iii carrera popular kini carrasco,2017-10-15T00:00:00Z,2017-10-15T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/93,"taller infantil de reciclaje los niños podrán hacer torgugas, mariposas, peces...con material reciclado.",-6.370543,39.458937,Cultura,jueves 18 de mayo a las 18:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Otros,"Taller infantil de reciclaje los niños podrán hacer torgugas, mariposas, peces...con material reciclado.",2017-05-18T00:00:00Z,2017-05-18T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/5,el próximo día 20 de enero a las 19:15 se realizará la presentación del libro nortes del escritor salmantino antonio linares,-6.372852,39.475528,Cultura,19:15 de la tarde,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Feria - Congreso - Encuentro,Presentación libro nortes de antonio linares,2017-01-20T00:00:00Z,2017-01-20T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/150,difusión programación mes de agosto 2017,0,0,CULTURA,palacio de la isla: lunes a viernes de 8:00 a 15:00 h.,,Otros,Programación mes de agosto 2017,2017-08-01T00:00:00Z,2017-08-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/3-1,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/barrios/Barrio/47-parque-del-principe,,Llegada meta prueba 5 km,2017-03-12T11:00:00Z,2017-03-12T11:15:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/52,"concierto del coro rociero sabor y solera deleitarán a los asistentes con su amplio y variado repertorio de canciones rocieras entre las que destacan las sevillanas, los tanguillos, los fandangos...",-6.383671,39.445666,Cultura,jueves día 23 de marzo a las 19.30 horas en la cañada,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/3-casa-de-cultura-la-canada,Concierto,"Concierto del coro rociero sabor y solera deleitarán a los asistentes con su amplio y variado repertorio de canciones rocieras entre las que destacan las sevillanas, los tanguillos, los fandangos...",2017-03-23T00:00:00Z,2017-03-23T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/6-2,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda_3048,,Entrega dorsales,2017-04-02T09:00:00Z,2017-04-02T10:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/86, xxxi torneo cáceres patrimonio de la humanidad de esgrima,-6.37156,39.46864,Deportes,,http://opendata.caceres.es/recurso/deporte/instalaciones/InstalacionDeportiva/24-pabellon-juan-serrano-macayo,Deportes,Xxxi torneo cáceres patrimonio de la humanidad de esgrima,2017-05-28T00:00:00Z,2017-05-28T00:00:00Z,http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/86-0
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/6-0,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda_3048,,Salida prueba deportiva,2017-04-02T11:00:00Z,2017-04-02T11:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/180,"tríptico mes de octubre con todos los conciertos, talleres y evento del programa cultura cerca de tí",-6.370543,39.458937,Cultura,todo el mes de octubre,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Otros,"Tríptico mes de octubre con todos los conciertos, talleres y evento del programa cultura cerca de tí",2017-10-02T00:00:00Z,2017-10-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/147,exposición 9131 del colectivo de artistas de conil y el taller del pintor dieto derichs,-6.372852,39.475528,Cultura,del 14 de julio al 11 de agosto,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Exposición 9131 del colectivo de artistas de conil y el taller del pintor dieto derichs,2017-07-14T00:00:00Z,2017-08-11T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/177,presentación del poemario sentimientos bajo la luna de la autora amalia mangas durán,-6.372852,39.475528,Cultura,"19,00 horas",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Presentación de libro,Presentación del poemario sentimientos bajo la luna,2017-09-29T00:00:00Z,2017-09-29T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/165,"maratón zumba solidaria, a favor asociación española contra el cáncer. domingo 24 de septiembre de 2017 en la pista ii del pabellón juan serrano macayo, de 10,00 a 20,00 horas.",-6.37156,39.46864,Deportes,"de 10,00 a 20,00 horas",http://opendata.caceres.es/recurso/deporte/instalaciones/InstalacionDeportiva/24-pabellon-juan-serrano-macayo,Deportes,"Maratón zumba solidaria, a favor asociación española contra el cáncer",2017-09-24T00:00:00Z,2017-09-24T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/13,"la riqueza ornitológica y mediambiental de cáceres, ciudad patrimonio de la humanidad y tercer conjunto monumental de europa, es el leitmotiv de un festival que cada mes de mayo permite disfrutar y descubrir cáceres desde otra perspectiva. sorprende las numerosas aves que habitan la ciudad, cuyas espectaculares torres lucirán repletas de nidos de cigüeñas, cernícalos primilla, vencejos...",-6.37008,39.47437,Policía Local,mañana y tarde,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/barrios/Barrio/11-ciudad-monumental,Festival,Festival de las aves,2017-05-19T00:00:00Z,2017-05-21T00:00:00Z,http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/13-0; http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/13-1; http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/13-2
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/89,taller infantil de reciclaje: reciclemos todos juntos. jueves 11 de mayo a las 18:00h en la casa de cultura mejostillagredos. les esperamos!,-6.370159,39.496473,Cultura,jueves día 11 de mayo a las 18:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/2-casa-de-cultura-mejostilla,Otros,Taller infantil de reciclaje: reciclemos todos juntos. el jueves 11 de mayo a las 18:00h en la casa de cultura mejostillagredos. les esperamos!,2017-05-11T00:00:00Z,2017-05-11T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/84,"cultura cerca de tí. mes de mayo con todos los talleres, eventos y exposiciones con sus días y horas.",-6.372852,39.475528,Cultura,durante todo el mes de mayo,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Otros,"Cultura cerca de tí. mes de mayo con todos los talleres, eventos y exposiciones con sus días y horas.",2017-05-05T00:00:00Z,2017-05-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/112,"la exposición fotográfica, consta de 19 fotografías. se basa en la obra teatral de oscar wide publicada en 1891, quiron lethebain despliega en su serie ""la corte de herodes"" un mundo abigarrado, cargado de símbolos, de sexo y de muerte, de ritual religioso y profecía fatidica. asumiendo el papel de un fotógrafo de eventos sociales trasladado al siglo i ",-6.372852,39.475528,CULTURA,"lunes a viernes de 9,00 a 15,00 h. y de 16,30 a 20,00 h.",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Viii festival extrepride. exposición fotográfica la corte de herodes,2017-06-09T00:00:00Z,2017-06-25T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/102,"tríptico cultura cerca de tí del mes de junio, con todos los eventos, horas y fechas.",-6.370543,39.458937,Cultura,mes de junio,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Otros,"Tríptico cultura cerca de tí del mes de junio, con todos los eventos, horas y fechas.",2017-06-01T00:00:00Z,2017-06-30T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/19,"este año se cumple el 20 aniversario de la muerte del insigne pianista extremeño esteban sánchez. esta conferencia versa sobre su figura analizada desde distintas vertientes como música popular, música en centros religiosos, composicones y análisis de sus obras. así mismo se proyectará el concierto para piano y orquesta n 2 de f. listz",-6.372852,39.475528,Cultura,"a las 19,00 horas",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Conferencia,Conferencia concierto esteban sánchez en la música del siglo xx. autor: antonio luis súarez moreno,2017-02-10T00:00:00Z,2017-02-10T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/162,xi concentración internacional de motos buitres leonados,-6.33274,39.47649,Cultura,,http://opendata.caceres.es/recurso/medio-ambiente/parques/Parque/28-parque-el-cuartillo,Otros,Xi concentración internacional de motos buitres leonados,2017-09-14T00:00:00Z,2017-09-17T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/38,"este año en la v edición, se pretende desarrollar un ámbito plástico donde se muestren las diversas disciplinas en las que las mujeres artistas desarrollan su experiencia creativa. las autoras pertenecen a diferentes lugares de españa, aunque se pretende alguna conexión con extremadura.",-6.372852,39.475528,Cultura,"lunes a viernes de 9,00 a 15,00 horas y de 16,30 a20,00 hora",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Exposicion arte en femenino,2017-03-09T00:00:00Z,2017-03-30T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/64,"las fotografías muestran las cofradías de la ciudad, con sus maravillosas imágenes y tallas, acompañados del calor de la gente y la música popular que inunda el precioso conjunto monumental de la ciudad, declarado patrimonio de la humanidad.",-6.372852,39.475528,Cultura,"de lunes a viernes de 9,00 a 15,00 h y de 16,30 a 20,00 h.",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Exposición fotográfica de la semana santa de cáceres,2017-04-03T00:00:00Z,2017-04-28T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/29,concierto de piano. femae,-6.370159,39.496473,Cultura,viernes 17 a las 20:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/2-casa-de-cultura-mejostilla,Concierto,Concierto de piano de femae,2017-02-17T00:00:00Z,2017-02-17T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/98,"""cantar la vida"" es un conjunto de poemas cargado de formas y términos poéticomusicales. ( en el encontraremos :canciones, coplas, seguidillas,soleares,tonás, romances, habaneras, cavatinas,cantatas...)",-6.372852,39.475528,Cultura,"19,15 horas",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Presentación de libro,Presentación del libro cantar la vida,2017-06-08T00:00:00Z,2017-06-08T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/6-1,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda_3048,,Entrega de premios,2017-04-02T14:00:00Z,2017-04-02T14:30:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/198,"taller infantil de reciclaje, para niños de 4 a 10 años. en la casa de cultura la cañada. entre las actividades que haremos, destacamos: mariposas, tortugas, sellos caseros...no se lo pierdan!",-6.383671,39.445666,Cultura,viernes 27 de octubre a las 18:00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/3-casa-de-cultura-la-canada,Otros,"Taller infantil de reciclaje, para niños de 4 a 10 años. en la casa de cultura la cañada",2017-10-27T00:00:00Z,2017-10-27T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/46,la exposición muestra la plaza mayor de cáceres que surge como un lugar que ha ido evolucionando en sus usos y en sus formas desde la edad media hasta nuestros días. dicha exposición está formada por fotografías que muestran los cambios más significativos de la plaza,-6.372852,39.475528,Cultura,"de lunes a viernes de 9,00 a15 horas y de 16,30 a 20,00 hora",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Exposicion fotografias plaza mayor de caceres,2017-03-07T00:00:00Z,2017-03-31T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/6-3,,,,,,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda_3048,,Llegada prueba deportiva,2017-04-02T12:15:00Z,2017-04-02T13:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/182,concierto de la banda municipal de cáceres en la casa de cultura rodríguez moñino,-6.370543,39.458937,Cultura,miércoles 4 de octubre a las 20:00 horas en rodríguez moñino,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Concierto,Concierto de la banda municipal de cáceres en la casa de cultura rodríguez moñino,2017-10-04T00:00:00Z,2017-10-04T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/28,"taller de juegos: crea, juega y diviertete bolos, fútbol chapa, lanzamiento de aro, y muchos más!!!!",-6.370159,39.496473,Cultura,jueves 16 a las 18.00 horas,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/2-casa-de-cultura-mejostilla,Otros,"Taller de juegos: crea, juega y diviertete bolos, fútbol chapa, lanzamiento de aro, y muchos más!!!!",2017-02-16T00:00:00Z,2017-02-16T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/26,el grupo de estudios sobre la historia contemporánea de extremadura (gehcex) ha organizado la presentación del libro.historia mínima de la guerra civil española.,-6.3765945,39.473291,Cultura,a las 20.00 horas salon de actos biblioteca pública de cácer,http://opendata.caceres.es/recurso/cultura-ocio/bibliotecas/Biblioteca/3,Presentación de libro,Presentacion del libro sobre la historia minima de la guerra civil española,2017-02-22T00:00:00Z,2017-02-22T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/63,"ester garcía nos traslada con sus ilustraciones a un universo de sueños y fantasía, pero también de realidad y emociones. tigres azules y ciervos que practican esgrima, niñas vestidas de selva, niños que corren como guepardos... las historias que dibuja cautivan desde la primera imagen. hace gala de un estilo reconocible por sus suaves colores y por la belleza de las ilustracciones.",-6.372852,39.475528,Cultura,"de 9,00 horas a 15 y de 16,30 a 20,00 horas",http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,Exposición,Exposición la selección natural,2017-04-04T00:00:00Z,2017-05-04T00:00:00Z,""
http://opendata.caceres.es/recurso/cultura-ocio/agenda/Evento/78,programación mes de mayo donde podemos encontrar todos los eventos de este mes con sus horas y fechas,-6.370543,39.458937,Cultura,durante todo el mes de mayo,http://opendata.caceres.es/recurso/cultura-ocio/cultura/CasaCultura/1-casa-de-cultura-antonio-rodriguez-monino,Otros,Programación mes de mayo donde podemos encontrar todos los eventos de este mes con sus horas y fechas,2017-05-01T00:00:00Z,2017-05-31T00:00:00Z,""
