uri,rdfs_label,om_ejercicioEconomico,om_presupuestoFormadoPor,om_entidadOrdenantePresupuesto,om_fechaAprobacionPresupuesto,om_presupuestoFormadoPor_numeroCapitulo,om_presupuestoFormadoPor_cantidadCapitulo,om_presupuestoFormadoPor_denominacionCapitulo,om_presupuestoFormadoPor_tipoApunteCapitulo,om_presupuestoFormadoPor_tipoOperacionCapitulo
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso3,Ayuntamiento,2/12/2013,3,8604462.93,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso4,Ayuntamiento,2/12/2013,4,17546727.64,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso5,Ayuntamiento,2/12/2013,5,138690,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso6,Ayuntamiento,2/12/2013,6,5714330,Enajenación de Inversiones Reales,Ingreso,No Financiera De Capital
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso8,Ayuntamiento,2/12/2013,8,100000,Activos Financieros,Ingreso,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Gasto1,Instituto Municipal De Asuntos Sociales,28/11/2013,1,589780.95,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Gasto2,Instituto Municipal De Asuntos Sociales,28/11/2013,2,1291107.31,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Gasto4,Instituto Municipal De Asuntos Sociales,28/11/2013,4,598640,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Ingreso3,Instituto Municipal De Asuntos Sociales,28/11/2013,3,315500,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Ingreso4,Instituto Municipal De Asuntos Sociales,28/11/2013,4,2164028.26,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Gasto1,Instituto Municipal De Deportes,28/11/2013,1,84951.42,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Gasto2,Instituto Municipal De Deportes,28/11/2013,2,76090.7,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Gasto3,Instituto Municipal De Deportes,28/11/2013,3,100,Gastos Financieros,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Gasto4,Instituto Municipal De Deportes,28/11/2013,4,577525,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Gasto6,Instituto Municipal De Deportes,28/11/2013,6,10000,Inversiones Reales,Gasto,No Financiera De Capital
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Ingreso4,Instituto Municipal De Deportes,28/11/2013,4,748667.12,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Gasto1,Instituto Municipal De Juventud,28/11/2013,1,52900,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Gasto2,Instituto Municipal De Juventud,28/11/2013,2,76350,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Gasto3,Instituto Municipal De Juventud,28/11/2013,3,150,Gastos Financieros,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Gasto4,Instituto Municipal De Juventud,28/11/2013,4,60600,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Ingreso4,Instituto Municipal De Juventud,28/11/2013,4,190000,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Gasto1,Universidad Popular,28/11/2013,1,1196160.4,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Gasto2,Universidad Popular,28/11/2013,2,157882,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Gasto3,Universidad Popular,28/11/2013,3,6000,Gastos Financieros,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Gasto4,Universidad Popular,28/11/2013,4,330.56,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Gasto8,Universidad Popular,28/11/2013,8,2000,Activos Financieros,Gasto,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Ingreso3,Universidad Popular,28/11/2013,3,74000,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Ingreso4,Universidad Popular,28/11/2013,4,1286372.96,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Ingreso8,Universidad Popular,28/11/2013,8,2000,Activos Financieros,Ingreso,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso7,Ayuntamiento,2/12/2013,7,,Transferencias De Capital,Ingreso,No Financiera De Capital
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-AYTO,Presupuesto del Ayuntamiento 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-AYTO-Ingreso9,Ayuntamiento,2/12/2013,9,,Pasivos Financieros,Ingreso,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMAS-Ingreso5,Instituto Municipal De Asuntos Sociales,28/11/2013,5,,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Ingreso3,Instituto Municipal De Deportes,28/11/2013,3,,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMD,Presupuesto del Instituto Municipal De Deportes 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMD-Ingreso5,Instituto Municipal De Deportes,28/11/2013,4,,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Ingreso3,Instituto Municipal De Juventud,28/11/2013,3,,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-IMJ-Ingreso5,Instituto Municipal De Juventud,28/11/2013,5,,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Ingreso5,Universidad Popular,28/11/2013,5,,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2014-1-UP,Presupuesto del Universidad Popular 2014,2014,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2014-1-UP-Ingreso7,Universidad Popular,28/11/2013,7,,Transferencias De Capital,Ingreso,No Financiera De Capital
