uri,geo_long,om_idParcela,geo_lat,om_medidaParcela,rdfs_label,om_tipoParcela
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/13-caseta-fede,-6.37303,,39.43929,,Caseta FEDE,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/14-fiesta-de-la-cerveza,-6.37259,,39.43945,,Fiesta de la Cerveza,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/15-caseta-municipal,-6.37404,,39.43951,,Caseta Municipal,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/16-la-bola-de-cristal,-6.37389,,39.43927,,La Bola de Cristal,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/17-hamburguesas-olmos,-6.37381,,39.43914,,Hamburguesas Olmos,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/18-caseta-del-mayor,-6.37416,,39.43977,,Caseta del Mayor,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/19-reposteria-manchega,-6.37426,,39.4399,,Reposteria Manchega,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/2-ponte-flamenca,-6.37324,,39.4403,,Ponte Flamenca,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/3-hamburguesas-olmos,-6.37358,,39.44019,,Hamburguesas Olmos,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/4-el-pantano,-6.37382,,39.4402,,El Pantano,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/5-estanco-colon,-6.37375,,39.44015,,Estanco Colón,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/6-el-redoble,-6.37362,,39.43987,,El Redoble,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/7-casa-andalucia,-6.37335,,39.43995,,Casa Andalucía,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/8-salon-de-baile,-6.37299,,39.4401,,Salón de Baile,caseta
http://opendata.caceres.es/recurso/cultura-ocio/feria/Parcela/9-sol-capote,-6.37269,,39.43978,,Sol Capote,caseta
