uri,om_tieneEnlaceSIG,schema_url,geo_long,geo_lat,rdfs_label
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/10-asociacion-aguas-vivas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1681,http://participacion.ayto-caceres.es/asociacion/avv-aguas-vivas,-6.38013365676,39.4810335459,Asociación de Vecinos Aguas vivas
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/12-asociacion-angelita-capdevielle,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1675,http://participacion.ayto-caceres.es/asociacion/avv-angelita-capdevielle,-6.37428522002,39.4623548595,Asociación de Vecinos Angelita Capdevielle
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/14-asociacion-el-arco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1709,http://participacion.ayto-caceres.es/asociacion/avv-el-arco,-6.39055423235,39.4763058652,Asociación de Vecinos El Arco
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/20-asociacion-via-de-la-plata,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1708,http://participacion.ayto-caceres.es/asociacion/avv-de-la-plata,-6.39257799529,39.4694904359,Asociación de Vecinos Vía de la Plata
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/21-asociacion-los-fratres,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1717,http://participacion.ayto-caceres.es/asociacion/avv-los-fratres,-6.38181728582,39.4618863635,Asociación de Vecinos Los Fratres
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/23-asociacion-virgen-de-la-montana,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1673,http://participacion.ayto-caceres.es/asociacion/avv-virgen-de-la-montana,-6.36442151346,39.4737940815,Asociación de Vecinos Virgen de la Montaña
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/26-asociacion-la-madrila,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10759,http://participacion.ayto-caceres.es/asociacion/avv-la-madrila-pena-del-cura,-6.38096612142,39.4744800453,Asociación de Vecinos La Madrila
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/27-asociacion-puente-de-san-francisco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10760,http://participacion.ayto-caceres.es/asociacion/avv-puente-san-francisco,-6.37032109068,39.4688568579,Asociación de Vecinos Puente de San Francisco
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/1-asociacion-las-300,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2001,http://participacion.ayto-caceres.es/asociacion/avv-las-trescientas,-6.37619851385,39.4579142408,Asociación de Vecinos Las 300
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/11-asociacion-conde-de-gamazo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1676,http://participacion.ayto-caceres.es/asociacion/avv-conde-de-gamazo,-6.53403669583,39.4679178923,Asociación de Vecinos Conde de Gamazo
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/13-asociacion-antonio-canales,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2151,http://participacion.ayto-caceres.es/asociacion/avv-antonio-canales,-6.37631759479,39.4760041177,Asociación de Vecinos Antonio canales
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/15-asociacion-veracruz,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1711,http://participacion.ayto-caceres.es/asociacion/avv-veracruz-232vdas,-6.3766619786,39.4599364134,Asociación de Vecinos Veracruz
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/16-asociacion-la-mejostilla,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1712,http://participacion.ayto-caceres.es/asociacion/avv-la-mejostilla,-6.36548201472,39.4917732845,Asociación de Vecinos La Mejostilla
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/18-asociacion-llopis-ivorra,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1710,http://participacion.ayto-caceres.es/asociacion/avv-llopis-iborra,-6.36971002354,39.4586392857,Asociación de Vecinos Llopis Ivorra
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/22-asociacion-moctezuma,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1698,http://participacion.ayto-caceres.es/asociacion/avv-moctezuma,-6.3787178033,39.4616229442,Asociación de Vecinos Moctezuma
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/24-asociacion-hispanoamerica,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10757,http://participacion.ayto-caceres.es/asociacion/avv-hispanoamerica,-6.37649107444,39.4644197488,Asociación de Vecinos Hispanoamérica
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/25-asociacion-la-canada,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10758,http://participacion.ayto-caceres.es/asociacion/avv-la-canada-de-caceres,-6.38340254597,39.4457578491,Asociación de Vecinos La Cañada
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/28-asociacion-gredos,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10761,http://participacion.ayto-caceres.es/asociacion/avv-residencial-gredos,-6.37030536391,39.4966215632,Asociación de Vecinos Gredos
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/29-asociacion-valdesalor,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10762,http://participacion.ayto-caceres.es/asociacion/vv-valdesalor,-6.34661203873,39.3784943984,Asociación de Vecinos Valdesalor
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/5-asociacion-santa-lucia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1666,http://participacion.ayto-caceres.es/asociacion/avv-santa-lucia,-6.38788973556,39.4482047258,Asociación de Vecinos Santa Lucia
http://opendata.caceres.es/recurso/cultura-ocio/asociaciones/AsociacionVecinos/6-asociacion-ciudad-monumental,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1705,http://participacion.ayto-caceres.es/asociacion/avv-ciudad-monumental,-6.36909203766,39.4735699235,Asociación de Vecinos Ciudad Monumental
