uri,schema_url,geo_long,schema_telephone,geo_lat,om_situadoEnVia
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/0-plaza-de-america,http://www.radiotaxicaceres.com/,-6.379441,927242424 / 927212121,39.4687,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/plaza-878
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/1-calle-londres,http://www.radiotaxicaceres.com/,-6.388718,927242424 / 927212121,39.468301,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3446
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/2-calle-general-primo-de-rivera,http://www.radiotaxicaceres.com/,-6.378566,927242424 / 927212121,39.472273,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-2286
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/3-avda-de-espana,http://www.radiotaxicaceres.com/,-6.376461,927242424 / 927212121,39.47205,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3048
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/4-calle-gran-via,http://www.radiotaxicaceres.com/,-6.372196,927242424 / 927212121,39.474468,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-155
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/5-avda-pozo-de-la-nieve,http://www.radiotaxicaceres.com/,-6.368639,927242424 / 927212121,39.488191,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3932
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/6-ronda-de-san-francisco,http://www.radiotaxicaceres.com/,-6.367496,927242424 / 927212121,39.465603,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/ronda-1427
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/7-avda-de-la-hispanidad,http://www.radiotaxicaceres.com/,-6.375753,927242424 / 927212121,39.46093,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1288
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/8-calle-tunez,http://www.radiotaxicaceres.com/,-6.382403,927242424 / 927212121,39.460402,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3641
http://opendata.caceres.es/recurso/transporte/taxi/ParadaTaxi/9-avda-juan-pablo-ii,http://www.radiotaxicaceres.com/,-6.385495,927242424 / 927212121,39.461228,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-4018
