uri,geo_long,geo_lat,owl_sameAs,om_tipoMonumento,rdfs_label,om_tieneEnlaceSIG,schema_address_addressLocality,schema_address_addressCountry
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/62-escultura-llopis-ivorra,-6.37275214967,39.4592304959,,Escultura,Escultura Llopis Ivorra,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2002,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/63-escultura-luis-alviz,-6.37600998794,39.4798807594,,Escultura,Escultura Luis Alviz,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2031,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/65-escultura-monumento,-6.40168787951,39.4650972466,,Escultura,Escultura Monumento,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10632,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/66-escultura-monumento-manuel-de-falla,-6.36355180041,39.4546656521,,Escultura,Escultura Monumento Manuel de Falla,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2459,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/67-escultura-monumento-victimas-del-terrorismo,-6.38349055556,39.4547125825,,Escultura,Escultura Monumento Victimas del Terrorismo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2451,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/68-monumento-muralla-arabe-este,-6.36883251912,39.4744528917,,Monumento,Monumento Muralla Arabe Este,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2101,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/69-monumento-muralla-arabe-oeste,-6.37166025966,39.4742225272,,Monumento,Monumento Muralla Arabe Oeste,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2103,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/7-casa-de-los-becerra,-6.37043396151,39.4738688878,,Casa,Casa de los Becerra,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1170,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/70-monumento-muralla-arabe-sur,-6.37094918154,39.4720129106,,Monumento,Monumento Muralla Arabe Sur,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2102,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/71-escultura-netzahualcoyotl,-6.37769583447,39.460970143,,Escultura,Escultura Netzahualcoyotl,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1996,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/72-escultura-pierre-coubertin,-6.37970218718,39.4606235505,,Escultura,Escultura Pierre Coubertin,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1995,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/73-escultura-pilon-de-san-francisco,-6.36995756539,39.4698111034,,Escultura,Escultura Pilon de San Francisco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1978,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/74-monumento-puente-de-la-mocha,-6.34716701612,39.3675317547,,Monumento,Monumento Puente de la Mocha,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2190,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/75-edificio-singular-puente-de-san-francisco,-6.3700849523,39.4702202671,,Edificio Singular,Edificio Singular Puente San Francisco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1235,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/76-puerta-ruta-de-la-plata,-6.39488409312,39.4735644622,,Puerta,Puerta Ruta de la Plata,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2076,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/77-escultura-roche-sur-yon,-6.39278624997,39.4728376343,,Escultura,Escultura Roche Sur Yon,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2087,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/78-escultura-san-jorge,-6.37027726729,39.473722858,,Escultura,Escultura San Jorge,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2105,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/79-escultura-san-pedro-de-alcantara,-6.37033819937,39.4744875946,,Escultura,Escultura San Pedro de Alcántara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10007,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/8-casa-de-los-caballos,-6.36975396426,39.4727736097,,Casa,Casa de los Caballos,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1169,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/80-escultura-senora-leoncia,-6.37380300488,39.4735089832,,Escultura,Escultura Señora Leoncia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1973,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/81-palacio-de-carvajal,-6.36983383025,39.474875803,,Palacio,Palacio de Carvajal,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1182,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/82-palacio-de-galarza,-6.37227677295,39.4760565103,,Palacio,Palacio de Galarza,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1174,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/83-palacio-de-godoy,-6.36976927325,39.4759876695,,Palacio,Palacio de Godoy,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1178,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/84-palacio-de-la-audiencia-provincial,-6.37044626462,39.4770789743,,Palacio,Palacio de la Audiencia Provincial,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1231,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/85-palacio-de-la-generala,-6.37162892511,39.473912265,,Palacio,Palacio de la Generala,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1192,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/86-palacio-de-la-isla,-6.37303567982,39.4751945721,,Palacio,Palacio de La Isla,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1176,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/87-palacio-de-las-ciguenas,-6.37064383157,39.473191491,,Palacio,Palacio de las Cigueñas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1229,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/88-palacio-de-las-veletas-(aljibe),-6.37027441364,39.4727745658,,Palacio,Palacio de las Veletas (Aljibe),http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1201,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/89-palacio-de-los-condes-de-adanero,-6.37177417143,39.4736766062,,Palacio,Palacio de los Condes de Adanero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1191,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/9-casa-de-los-duques-de-valencia,-6.37050676426,39.4742716368,,Casa,Casa de los Duques de Valencia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1185,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/90-palacio-de-los-duques-de-abrantes,-6.37084267819,39.4760788069,,Palacio,Palacio de los Duques de Abrantes,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1177,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/91-palacio-de-los-golfines-de-abajo,-6.36998308022,39.4740510806,,Palacio,Palacio de los Golfines de Abajo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1184,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/92-palacio-de-los-golfines-de-arriba,-6.37197698099,39.4732562585,,Palacio,Palacio de los Golfines de Arriba,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1197,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/93-palacio-de-los-ovando-perero,-6.37192839578,39.472751729,,Palacio,Palacio de los Ovando-Perero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1224,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/94-palacio-de-los-saavedra,-6.37144038163,39.4734952158,,Palacio,Palacio de los Saavedra,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1226,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/95-palacio-de-los-ulloa-roda,-6.37153897213,39.4733488945,,Palacio,Palacio de los Ulloa-Roda,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1198,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/96-palacio-de-luisa-de-carvajal,-6.37008038893,39.4732949238,,Palacio,Palacio de Luisa de Carvajal,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1230,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/97-palacio-de-mayoralgo,-6.37062271428,39.4745702769,,Palacio,Palacio de Mayoralgo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1171,Cáceres,ES
"http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/98-palacio-de-ovando,mogollon,perero-y-paredes",-6.37021674424,39.4749694345,,Palacio,"Palacio de Ovando,Mogollon,Perero y Paredes",http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1181,Cáceres,ES
http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/99-palacio-de-toledo-moctezuma,-6.37041431061,39.4754000268,,Palacio,Palacio de Toledo Moctezuma,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1173,Cáceres,ES
