uri,rdfs_label,om_tieneEnlaceSIG,locn_geometry
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/areas-caninas/AreaCanina/0-el-rodeo,Área Canina El Rodeo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10773,"[[[-6.36980313771,39.4635986029],[-6.36977176085,39.4634346651],[-6.36976573862,39.4634032001],[-6.3698710312,39.4633716115],[-6.36995663631,39.4633242738],[-6.37001087321,39.4632880218],[-6.37004350389,39.4632613633],[-6.37008742004,39.4632159465],[-6.37006298298,39.4631454091],[-6.36944889488,39.4633023037],[-6.36894409561,39.4634330352],[-6.36888929785,39.4634472264],[-6.3689690715,39.4636369292],[-6.36901790672,39.463605513],[-6.36905929803,39.4635838534],[-6.36907219037,39.4635775534],[-6.36912307071,39.4635566337],[-6.36914850618,39.4635478404],[-6.36922000905,39.4635286487],[-6.36925431144,39.463522038],[-6.36931737443,39.4635140062],[-6.36936318337,39.4635116526],[-6.36940092433,39.463511303],[-6.36944952938,39.4635137545],[-6.36947465706,39.4635162151],[-6.36949663244,39.4635190548],[-6.36954108922,39.4635267276],[-6.36958705308,39.4635375875],[-6.36961625356,39.4635460861],[-6.36965121921,39.4635559119],[-6.36980313771,39.4635986029]]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/areas-caninas/AreaCanina/1-parque-del-principe,Área Canina Parque del Príncipe,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10774,"[[[-6.38077858141,39.4765762803],[-6.38022167956,39.4765637268],[-6.38000987624,39.4769031562],[-6.37978612222,39.4775608332],[-6.37963398266,39.4779016071],[-6.37946599866,39.4781341385],[-6.3793139722,39.4782951062],[-6.37936179918,39.4783284848],[-6.37923294969,39.4784310354],[-6.37927824655,39.4784657426],[-6.37916839208,39.4785341736],[-6.37939034957,39.4788052878],[-6.37935397056,39.4788298722],[-6.37947583083,39.4789807249],[-6.37959604138,39.4791817191],[-6.3795509205,39.4792069172],[-6.37968424186,39.4794643319],[-6.37977638051,39.4794408245],[-6.3798013594,39.4792554463],[-6.37987092545,39.4792602834],[-6.3799841613,39.4791610118],[-6.37993291234,39.4791203078],[-6.379821899,39.4790740558],[-6.37972897041,39.4790069846],[-6.37968797896,39.4789531786],[-6.37965203909,39.4788886761],[-6.37962516354,39.4788273509],[-6.37960178557,39.4787414178],[-6.37960908853,39.4786362727],[-6.37961840966,39.4785987846],[-6.37967741299,39.4784931516],[-6.3797229137,39.4784373719],[-6.38005373506,39.478118237],[-6.38015488774,39.4780412104],[-6.38024704413,39.477963898],[-6.38031841441,39.4778986796],[-6.38038017111,39.4778306927],[-6.38044042527,39.4777542691],[-6.38048921948,39.4776691348],[-6.38051816549,39.4775852622],[-6.38058816064,39.4773932508],[-6.38063718541,39.4771804659],[-6.38069846547,39.4768964739],[-6.38074666248,39.4767039367],[-6.38077858141,39.4765762803]]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/areas-caninas/AreaCanina/2-maltravieso,Área Canina Maltravieso,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10775,"[[[-6.37298627529,39.4553435551],[-6.37320117397,39.4553114118],[-6.37358562811,39.4552544077],[-6.37368042035,39.4552403523],[-6.37393553447,39.4552023341],[-6.37394617159,39.4552006826],[-6.37395129657,39.4551880059],[-6.37376504584,39.454964613],[-6.37351959946,39.4547053784],[-6.37337585585,39.454559206],[-6.37325802381,39.4544393824],[-6.37305393811,39.4542175673],[-6.37284927666,39.4542675346],[-6.37280643649,39.4542788182],[-6.3727642591,39.4542910177],[-6.37272239279,39.4543042151],[-6.37268107653,39.4543182357],[-6.37264030356,39.4543332596],[-6.37260688721,39.4543465392],[-6.37260019336,39.4543491994],[-6.37256051373,39.4543660497],[-6.37252161636,39.4543837285],[-6.37248338516,39.4544022331],[-6.37244581673,39.4544216536],[-6.37240903057,39.4544419026],[-6.3723587719,39.4544712161],[-6.37230984892,39.4545020913],[-6.37226261675,39.454534356],[-6.37222797443,39.4545599561],[-6.37221707538,39.4545680103],[-6.37217322481,39.454603054],[-6.37213118792,39.4546393099],[-6.37209096133,39.454676868],[-6.37205266453,39.4547156408],[-6.37201630091,39.4547555384],[-6.37198199336,39.4547963834],[-6.3719498512,39.4548383583],[-6.37192751016,39.4548700146],[-6.37190631326,39.4549021472],[-6.37189377471,39.454922484],[-6.37188626388,39.4549346661],[-6.37186747477,39.4549676639],[-6.37184983319,39.455001048],[-6.37183333914,39.4550348184],[-6.37181822824,39.4550688903],[-6.37180426488,39.4551033486],[-6.37179157193,39.4551380157],[-6.37178014265,39.4551730718],[-6.37177010328,39.4552082494],[-6.37176217231,39.4552368082],[-6.37175528294,39.4552654805],[-6.37174931906,39.455294264],[-6.37174451289,39.4553231636],[-6.37174074833,39.455352177],[-6.37173790926,39.4553813013],[-6.37173623129,39.4554104519],[-6.37173548221,39.4554396235],[-6.37173577812,39.4554688187],[-6.37173712242,39.4554979476],[-6.37173951171,39.4555271001],[-6.3718692831,39.4555079369],[-6.37229237108,39.4554454591],[-6.3724414571,39.4554238349],[-6.37270881397,39.4553850556],[-6.37279985344,39.4553714387],[-6.37298627529,39.4553435551]]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/areas-caninas/AreaCanina/3-castellanos,Área Canina Castellanos,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10776,"[[[-6.39803249501,39.470788142],[-6.39767651542,39.4699243629],[-6.39740449624,39.4692624188],[-6.39739711231,39.4692407484],[-6.39738287758,39.4692383125],[-6.39677497832,39.4694605897],[-6.3969676252,39.469711747],[-6.39715760398,39.4700220319],[-6.39718051628,39.4700636024],[-6.39731254061,39.4703245048],[-6.39747598998,39.4706994863],[-6.39754743443,39.4707395766],[-6.39777091736,39.4708463509],[-6.39779932039,39.4708485491],[-6.39780888393,39.4708476822],[-6.39803249501,39.470788142]]]"
http://opendata.caceres.es/recurso/urbanismo-infraestructuras/areas-caninas/AreaCanina/4-ronda,Área Canina Ronda,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10777,"[[[-6.36657871589,39.4929681493],[-6.36658452026,39.492969456],[-6.36659037725,39.4929705539],[-6.36659632855,39.4929712576],[-6.36660232994,39.4929715619],[-6.3666083368,39.4929714646],[-6.3666143045,39.4929709664],[-6.36662018867,39.492970071],[-6.36662594559,39.4929687849],[-6.36663153247,39.4929671179],[-6.36663690778,39.4929650823],[-6.36664203157,39.4929626932],[-6.36664686577,39.4929599684],[-6.36665137443,39.4929569281],[-6.36665552405,39.4929535949],[-6.3666592838,39.4929499936],[-6.36666232206,39.492946005],[-6.36681811941,39.4927514312],[-6.36683229456,39.4927330955],[-6.36684983151,39.4927165878],[-6.36686926651,39.4927014149],[-6.36689043566,39.4926877047],[-6.36691316042,39.4926755728],[-6.36693724915,39.4926651216],[-6.3669624987,39.4926564392],[-6.36698899885,39.49265039],[-6.36730714389,39.4925773069],[-6.36731906426,39.4925746081],[-6.36733043246,39.4925707371],[-6.36734129723,39.49256609],[-6.36735157167,39.4925607038],[-6.3673611736,39.4925546217],[-6.36737002618,39.4925478923],[-6.36737805863,39.4925405695],[-6.36738520667,39.4925327118],[-6.36739141312,39.4925243821],[-6.36739662835,39.492515647],[-6.36740039745,39.4925064746],[-6.36743330535,39.492412647],[-6.36745458537,39.4923168249],[-6.3674640459,39.4922198713],[-6.36749065019,39.4916591055],[-6.36749190369,39.491632706],[-6.36739922786,39.4917050029],[-6.36730478736,39.4917670448],[-6.36724935498,39.4918034606],[-6.36714010033,39.4919166127],[-6.36698235861,39.4920554699],[-6.3668024074,39.4921714527],[-6.36661307904,39.4922245819],[-6.36656699787,39.4922902795],[-6.3664672156,39.4923615581],[-6.36638405492,39.4924412698],[-6.36631349278,39.492522271],[-6.36630292694,39.4925357739],[-6.36629504899,39.4925480668],[-6.3662883571,39.492560844],[-6.36628271392,39.4925740507],[-6.36627798654,39.4925875937],[-6.36627402364,39.4926013684],[-6.36627063984,39.4926152944],[-6.3662676293,39.4926292241],[-6.36626488307,39.492642542],[-6.3662624383,39.4926547679],[-6.36626027168,39.4926659452],[-6.36625833242,39.4926762532],[-6.36625656934,39.4926858761],[-6.36625493114,39.4926950003],[-6.3662533671,39.4927038092],[-6.36625182555,39.4927124892],[-6.36623562029,39.4928024259],[-6.36657871589,39.4929681493]]]"
