uri,om_ejecucionPresupuestoFormadoPor,rdfs_label,om_presupuestoEjecutado,om_trimestreEjecucionPresupuesto,om_ejecucionPresupuestoFormadoPor_reintegroDeGastos,om_ejecucionPresupuestoFormadoPor_pagosRealizados,om_ejecucionPresupuestoFormadoPor_numeroCapitulo,om_ejecucionPresupuestoFormadoPor_modificacionesCapitulo,om_ejecucionPresupuestoFormadoPor_estadoDeLaEjecucion,om_ejecucionPresupuestoFormadoPor_obligacionesReconocidas
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-1,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,91.07,5119743.11,1,2337229.55,1.856859117E7,5577227.21
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-2,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,347660.69,2,160777.93,2.215518982E7,1296587.07
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-3,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,72603.59,3,,646263.84,93736.16
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-4,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,357863.63,4,51300,7640258.68,2016709.33
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-5,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,,5,,279401.65,
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-6,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,293198.29,6,4632912.34,1.053316292E7,375869.42
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-7,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,,7,,,
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-8,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,,8,,100000,
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2015-1-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2015-1-AYTO-Gasto-9,Ejecución del primer trimestre del presupuesto del Ayuntamiento 2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,1,,2713629.48,9,,3340675.9,2713629.48
