uri,geo_long,geo_lat,owl_sameAs,om_tipoCentroReligioso,schema_url,rdfs_label,om_tieneEnlaceSIG,schema_address_addressLocality,schema_address_addressCountry
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/25-iglesia-san-francisco-javier,-6.37036049471,39.4735948906,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/36-iglesia-san-francisco-javier,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia San Francisco Javier,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=44,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/26-concatedral-de-santa-maria,-6.37004029561,39.4745659792,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/23-concatedral-de-santa-maria,Concatedral,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=31,Concatedral de Santa Maria,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=43,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/38-ermita-de-la-paz,-6.37101887194,39.4750636957,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/33-ermita-de-la-paz,Ermita,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=33,Ermita de la Paz,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=76,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/46-iglesia-santo-domingo,-6.37203553366,39.4764405241,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/40-iglesia-santo-domingo,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=164,Iglesia Santo Domingo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=35,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/48-iglesia-santiago,-6.36913879989,39.4761554448,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/39-iglesia-santiago,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=19,Iglesia Santiago,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=34,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/49-iglesia-san-mateo,-6.37094898679,39.4732282086,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/38-iglesia-san-mateo,Iglesia,http://sanmateocaceres.blogspot.com.es/,Iglesia San Mateo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1156,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/0-iglesia-san-francisco,-6.36793647964,39.4679012967,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia San Francisco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=67,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/1-ermita-de-san-benito,-6.38302652548,39.4221917121,,Ermita,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=27,Ermita de San Benito,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=57,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/12-iglesia-buen-pastor,-6.3722099429,39.4588398643,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=25,Iglesia Buen Pastor,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=36,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/14-iglesia-la-sagrada-familia,-6.37830480293,39.4578057819,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=163,Iglesia La Sagrada Familia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=70,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/15-iglesia-nuestra-senora-fatima,-6.38120787216,39.4679066389,,Iglesia,http://www.parroquiafatimacaceres.es/,Iglesia Nuestra Señora Fatima,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=51,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/16-iglesia-parroquial-san-pablo,-6.34698684065,39.3781806058,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=16&IDPARROQUIA=34,Iglesia Parroquial San Pablo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=71,Valdesalor,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/17-iglesia-san-jose-obrero,-6.39182338415,39.4514460074,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=27,Iglesia San Jose Obrero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=73,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/19-ermita-de-san-blas,-6.36959966965,39.4799839407,,Ermita,http://www.parroquiasanblas.es/,Ermita de San Blas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=40,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/20-iglesia-nuestra-senora-de-guadalupe,-6.37639042342,39.4631498747,,Iglesia,http://www.parroquiadeguadalupecc.org/,Iglesia Nuestra Señora de Guadalupe,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=49,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/21-iglesia-espiritu-santo,-6.36775943883,39.4611170086,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=25,Iglesia Espiritu Santo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=48,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/27-ermita-de-la-virgen-de-la-montana,-6.35161929163,39.4625230605,,Ermita,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=32,Ermita de la Virgen de la Montaña,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=56,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/29-iglesia-cristo-resucitado,-6.39053847864,39.4758493043,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia Cristo Resucitado,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=55,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/30-iglesia-de-estacion-arroyo-malpartida,-6.53553921295,39.4668265567,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia de Estacion Arroyo-Malpartida,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=39,Estación De Arroyo-Malpartida,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/31-iglesia-evangelista-philadelfia,-6.39322120552,39.453283243,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia Evangelista Philadelfia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=38,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/32-iglesia-san-eugenio,-6.39152615212,39.4443323168,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia San Eugenio,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=37,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/34-capilla-beato-spinola,-6.3942769342,39.4705930248,,Capilla,http://www.beatospinola.org/,Capilla Beato Spinola,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=54,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/40-iglesia-san-jose,-6.37831947269,39.4778630628,,Iglesia,http://www.parroquiasanjosecaceres.es/,Iglesia San Jose,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=30,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/41-iglesia-san-isidro,-6.39256775349,39.1967037937,,Iglesia,http://www.diocesiscoriacaceres.es/,Iglesia San Isidro,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=80,Rincon De Ballesteros,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/44-otros-palacio-episcopal,-6.37056530961,39.4748334062,,Otros,http://www.diocesiscoriacaceres.es/,Otros Palacio Episcopal,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=31,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/50-ermita-de-santa-ana,-6.37034284957,39.4280722907,,Ermita,http://iphes.urv.cat/eppex/documents/00/es/gral/content/inici/03_yacimientos/03_Santa_Ana.html,Ermita de Santa Ana,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2171,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/57-iglesia-san-pedro-de-alcantara,-6.37384029209,39.4684784291,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=24,Iglesia San Pedro de Alcantara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=50,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/58-ermita-de-san-marcos,-6.36575361414,39.4729581631,,Ermita,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=19,Ermita de San Marcos,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=52,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/8-iglesia-parroquial-san-juan-macias,-6.36446673223,39.4897168153,,Iglesia,http://www.diocesiscoriacaceres.es/Parroquias/parroquias.php?IDPOBLACION=15&IDPARROQUIA=30,Iglesia Parroquial San Juan Macias,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=74,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/22-ermita-de-la-soledad,-6.37205636046,39.4716104835,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/34-ermita-de-la-soledad,Ermita,,Ermita de la Soledad,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=47,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/23-convento-de-santa-clara,-6.37163671558,39.4716135636,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/25-convento-de-santa-clara,Convento,,Convento de Santa Clara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=46,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/24-convento-de-san-pablo,-6.37070179188,39.4728161337,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/24-convento-de-san-pablo,Convento,,Convento de San Pablo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=45,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/10-ermita-del-vaquero,-6.36851675232,39.4743767213,,Ermita,,Ermita del Vaquero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2050,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/11-capilla-del-cementerio,-6.37066714117,39.4817633078,,Capilla,,Capilla del Cementerio,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=68,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/13-capilla-del-colegio-sagrado-corazon-de-jesus,-6.37530751061,39.4665367188,,Capilla,,Capilla del Colegio Sagrado Corazon de Jesus,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=69,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/18-otros-centro-pastoral-obra-social-virgen-de-la-caridad,-6.36914488604,39.4747738641,,Otros,,Otros Centro Pastoral Obra Social Virgen de la Caridad,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2109,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/2-ermita-de-santa-lucia,-6.39013279663,39.4271706151,,Ermita,,Ermita de Santa Lucia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=58,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/28-ermita-de-los-martires,-6.37701522531,39.4830245283,,Ermita,,Ermita de los Martires,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=41,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/3-ermita-de-nuestra-senora-de-africa,-6.53899500148,39.5709010998,,Ermita,,Ermita de Nuestra Señora de africa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=59,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/33-otros-salón-del-reino-de-los-testigos-cristianos-de-jeova,-6.37739783766,39.4541851908,,Otros,,Otros Salón del Reino de los Testigos Cristianos de Jeova,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=53,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/35-ermita-del-amparo,-6.36305328498,39.4699040123,,Ermita,,Ermita del Amparo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2049,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/36-ermita-de-santiago,-6.30251959332,39.2576404381,,Ermita,,Ermita de Santiago,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=63,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/37-otros-centro-pastoral-las-acacias,-6.38126458428,39.4713154356,,Otros,,Otros Centro Pastoral Las Acacias,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=42,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/39-ermita-zamarrilla,-6.29258542841,39.3763845123,,Ermita,,Ermita Zamarrilla,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2167,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/4-ermita-de-la-arguijuela,-6.33829604837,39.3484100363,,Ermita,,Ermita de la Arguijuela,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=60,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/42-capilla-del-tanatorio-san-pedro-de-alcantara,-6.36960000545,39.4630397503,,Capilla,,Capilla del Tanatorio San Pedro de Alcantara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=78,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/43-capilla-del-colegio-dulce-chacon,-6.38950889431,39.4708952745,,Capilla,,Capilla del Colegio Dulce Chacon,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=79,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/45-capilla-del-colegio-san-jose,-6.37513839659,39.4784284676,,Capilla,,Capilla del Colegio San Jose,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=77,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/47-capilla-del-olivar-chico-de-los-frailes,-6.39854233092,39.4818290306,,Capilla,,Capilla del Olivar Chico de los Frailes,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=75,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/5-ermita-de-san-francisco,-6.46356117083,39.5340857005,,Ermita,,Ermita de San Francisco,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=61,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/51-ermita-de-san-jeronimo,-6.46555299234,39.5455677431,,Ermita,,Ermita de San Jeronimo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2170,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/52-ermita-del-calvario,-6.35523592401,39.4662882309,,Ermita,,Ermita del Calvario,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2168,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/53-ermita-de-santa-olalla,-6.38799082208,39.4156304316,,Ermita,,Ermita de Santa Olalla,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2169,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/54-oratorio-san-pedro-de-alcantara,-6.36948826181,39.476986326,,Oratorio,,Oratorio San Pedro de Alcántara,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10736,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/55-ermita-de-san-jorge,-6.47271919411,39.3799358833,,Ermita,,Ermita de San Jorge,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10644,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/56-ermita-de-la-virgen-de-monserrat,-6.3927037961,39.1991914241,,Ermita,,Ermita de la Virgen de Monserrat,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=10678,Rincón De Ballesteros,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/6-ermita-de-san-benito,-6.38627259842,39.5919006453,,Ermita,,Ermita de San Benito,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=62,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/7-ermita-de-santa-eulalia,-6.41547435782,39.4255139192,,Ermita,,Ermita de Santa Eulalia,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=64,Cáceres,ES
http://opendata.caceres.es/recurso/cultura-ocio/religion/CentroReligioso/9-ermita-de-las-candelas,-6.37038779953,39.4713452655,,Ermita,,Ermita de las Candelas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=66,Cáceres,ES
