dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-31T16:32:20.709Z,La mesa de contratación propone adjudicar a SIEC las obras del pabellón de patinaje del Complejo,"El proyecto\, que tiene un plazo de ejecución de dos meses\, incluye la reforma de la cubierta y la mejora de los paramentos exteriores de la fachada",http://santander.es/noticia/mesa-contratacion-propone-adjudicar-siec-obras-del-pabellon-patinaje-del-complejo,2017-05-13T19:11:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/la-mesa-de-contratacion-propone-adjudicar-a-siec-las-obras-del-pabellon-de-patinaje-del-complejo.csv
2017-10-31T16:32:20.705Z,Seis regatistas cántabros conforman el comité organizador de la Copa del Mundo de Vela,"La presentación se ha realizado en un acto en el que también se ha dado la bienvenida como nuevos colaboradores a El Diario Montañés\, CIC\, City Sightseeing Santander\, Armonicar\, Embarcadero de San Martín\, Cuvice Innova\, Canon y Aemet\, entidades que se suman al Banco Santander y Bathco\, patrocinadores del evento\n",http://santander.es/deportes-salud/seis-regatistas-cantabros-conforman-comite-organizador-copa-del-mundo-vela,2017-05-16T20:55:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/seis-regatistas-cantabros-conforman-el-comite-organizador-de-la-copa-del-mundo-de-vela.csv
2017-10-31T16:32:20.644Z,La Copa del Mundo de Vela se promociona en los trenes de Renfe,"La campaña podrá verse en 366 rutas de los trenes Alvia y AVE que unen Madrid con Cantabria\, Asturias y León que suman cerca de 115.000 plazas",http://santander.es/contenido/noticia/copa-del-mundo-vela-se-promociona-trenes-renfe,2017-05-24T13:34:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/la-copa-del-mundo-de-vela-se-promociona-en-los-trenes-de-renfe.csv
2017-10-31T16:32:20.631Z,Unas 3.000 personas participan este sábado en el II Trail nocturno Buscando Sonrisas,"La prueba\, que en esta edición se enmarca dentro del programa social de la Copa del Mundo de Vela\, recaudará fondos para un proyecto  de ocio para personas mayores y para seguir transformando las áreas pediátricas de Valdecilla en espacios más acogedores para los niños",http://santander.es/contenido/noticia/3000-personas-participan-este-sabado-ii-trail-nocturno-buscando-sonrisas,2017-06-09T13:51:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/unas-3-000-personas-participan-este-sabado-en-el-ii-trail-nocturno-buscando-sonrisas.csv
2017-10-31T16:32:20.624Z,"Marlango\, Barei\, The Gordini y Gurruchaga\, en la recta final de la Copa del Mundo de Vela",La Copa del Mundo de Vela se cerrará el domingo a las 18.00 horas,http://santander.es/contenido/noticia/marlango-barei-gordini-gurruchaga-recta-final-copa-del-mundo-vela,2017-06-09T13:54:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/marlango-barei-the-gordini-y-gurruchaga-en-la-recta-final-de-la-copa-del-mundo-de-vela.csv
2017-10-31T16:32:20.618Z,Una pantalla en la plaza del Ayuntamiento permitirá seguir el domingo el partido del Racing,La alcaldesa anima a los santanderinos a arropar al equipo y darle aliento para este último esfuerzo,http://santander.es/contenido/noticia/pantalla-plaza-del-ayuntamiento-permitira-seguir-domingo-partido-del-racing,2017-06-21T12:05:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/una-pantalla-en-la-plaza-del-ayuntamiento-permitira-seguir-el-domingo-el-partido-del-racing.csv
2017-10-31T16:32:20.613Z,"La empresa Hernán Cortés 21\, propuesta para hacerse cargo de la cafetería del golf de Mataleñas","La empresa plantea una inversión de 170.000 euros en la reforma y mejora de las instalaciones y una carta que incluirá brunch\, picoteo\, menú del día y de fin de semana\, menú infantil y platos para celíacos\, entre otros servicios\n",http://santander.es/contenido/noticia/empresa-hernan-cortes-21-propuesta-hacerse-cargo-cafeteria-del-golf-matalenas,2017-09-13T10:17:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/la-empresa-hernan-cortes-21-propuesta-para-hacerse-cargo-de-la-cafeteria-del-golf-de-matalenas.csv
2017-10-31T16:32:20.35Z,Santander celebrará la VIII Semana del Deporte con más de 120 actividades,"Se desarrollará del 24 al 30 de septiembre con el objetivo de ofrecer a niños\, adultos y mayores la posibilidad de experimentar diferentes disciplinas deportivas que puedan terminar incorporando a sus hábitos diarios",http://santander.es/noticia/santander-celebrara-viii-semana-del-deporte-mas-120-actividades,2017-09-14T12:44:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/santander-celebrara-la-viii-semana-del-deporte-con-mas-de-120-actividades.csv
2017-10-31T16:32:20.348Z,Santander distingue a Ramón Torralbo por una vida dedicada al deporte base,"El Ayuntamiento agradece a deportistas\, entrenadores\, árbitros y jueces de competiciones\, familias\, clubes\, federaciones y asociaciones deportivas su dedicación en cada temporada",http://santander.es/contenido/noticia/santander-distingue-ramon-torralbo-por-vida-dedicada-deporte-base,2017-09-29T12:06:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/santander-distingue-a-ramon-torralbo-por-una-vida-dedicada-al-deporte-base.csv
2017-10-31T16:32:20.347Z,Santander acogerá el 4 de noviembre una nueva edición de la Viesgo Night Race,La carrera popular nocturna incorporará este año una modalidad de marcha y volverá a destinar toda la recaudación al Banco de Alimentos,http://santander.es/contenido/noticia/santander-acogera-4-noviembre-nueva-edicion-viesgo-night-race,2017-10-27T17:23:00+02:00,http://datos.santander.es/api/datos/noticias_deportes/santander-acogera-el-4-de-noviembre-una-nueva-edicion-de-la-viesgo-night-race.csv
