dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-31T16:32:21.237Z,El Ayuntamiento adjudica a La Escueluca cuatro programas de intervención con menores,"Se dirigen a niños y adolescentes en riesgo de desprotección y se desarrollarán en el entorno de Peñacastillo\, General Dávila\, Castilla-Hermida y zona Centro",http://santander.es/contenido/noticia/ayuntamiento-adjudica-escueluca-cuatro-programas-intervencion-menores,29-10-2017 10:32,http://datos.santander.es/api/datos/noticias/el-ayuntamiento-adjudica-a-la-escueluca-cuatro-programas-de-intervencion-con-menores.csv
2017-10-31T16:32:21.23Z,El Palacio de la Magdalena celebra la noche de los difuntos con visitas nocturnas teatralizadas,"Se realizarán seis pases gratuitos entre las 21.00 y 23.30 horas\, con un aforo máximo de 60 personas por grupo.",http://santander.es/noticia/palacio-magdalena-celebra-noche-difuntos-visitas-nocturnas-teatralizadas,30-10-2017 15:13,http://datos.santander.es/api/datos/noticias/el-palacio-de-la-magdalena-celebra-la-noche-de-los-difuntos-con-visitas-nocturnas-teatralizadas.csv
2017-10-31T16:32:21.225Z,El jefe de Digestivo de Valdecilla aborda mañana el cáncer de colon en Hablemos de Salud,"La charla se impartirá a las 19.30 horas en el CASYC\, con entrada libre hasta completar aforo. A través de este ciclo de conferencias se ofrece información\, consejos y recomendaciones para llevar una vida más saludable.\n",http://santander.es/contenido/noticia/jefe-digestivo-valdecilla-aborda-manana-cancer-colon-hablemos-salud,30-10-2017 13:31,http://datos.santander.es/api/datos/noticias/el-jefe-de-digestivo-de-valdecilla-aborda-manana-el-cancer-de-colon-en-hablemos-de-salud.csv
2017-10-31T16:32:21.218Z,La mesa de contratación propone a la UTE Palomera Tirso para el derribo de las naves de ADIF,"Con la demolición de los tres inmuebles se facilitará la incorporación de 1.500 metros cuadrados para uso ciudadano\, iniciando así el proceso de liberación de espacios ferroviarios.",http://santander.es/noticia/mesa-contratacion-propone-ute-palomera-tirso-derribo-naves-adif,30-10-2017 14:23,http://datos.santander.es/api/datos/noticias/la-mesa-de-contratacion-propone-a-la-ute-palomera-tirso-para-el-derribo-de-las-naves-de-adif.csv
2017-10-31T16:32:21.212Z,"Santander se prepara para el Fair Saturday\, un día para la cultura con impacto social","Bajo el lema ‘Un día para cambiar el mundo a través del arte y la cultura’\, esta jornada se celebrará el último sábado de noviembre para movilizar a los ciudadanos hacia el consumo cultural como vía de enriquecimiento social ",http://santander.es/contenido/noticia/santander-se-prepara-fair-saturday-dia-cultura-impacto-social,30-10-2017 17:53,http://datos.santander.es/api/datos/noticias/santander-se-prepara-para-el-fair-saturday-un-dia-para-la-cultura-con-impacto-social.csv
2017-10-31T16:32:21.208Z,El Ayuntamiento inicia en noviembre nuevos cursos de jardinería y software ofimático,"Participarán treinta personas que podrán obtener los certificados profesionales ",http://santander.es/contenido/noticia/ayuntamiento-inicia-noviembre-nuevos-cursos-jardineria-software-ofimatico,31-10-2017 10:56,http://datos.santander.es/api/datos/noticias/el-ayuntamiento-inicia-en-noviembre-nuevos-cursos-de-jardineria-y-software-ofimatico.csv
2017-10-31T16:32:21.201Z,La Policía Local recibe un premio nacional a las buenas prácticas en seguridad vial,"El reconocimiento ha sido concedido al proyecto ‘Ciudades por la Seguridad Vial’\, en el que colaboran una docena de cuerpos policiales",http://santander.es/contenido/noticia/policia-local-recibe-premio-nacional-buenas-practicas-seguridad-vial,31-10-2017 11:02,http://datos.santander.es/api/datos/noticias/la-policia-local-recibe-un-premio-nacional-a-las-buenas-practicas-en-seguridad-vial.csv
2017-10-31T16:32:21.197Z,"El Ayuntamiento invertirá 1\,4 millones en la mejora de las calles Peña Herbosa y Sol","Los trabajos\, que acaban de salir a licitación\, cuentan con un plazo de ejecución de cinco meses",http://santander.es/contenido/noticia/ayuntamiento-invertira-14-millones-mejora-calles-pena-herbosa-sol,31-10-2017 11:09,http://datos.santander.es/api/datos/noticias/el-ayuntamiento-invertira-1-4-millones-en-la-mejora-de-las-calles-pena-herbosa-y-sol.csv
2017-10-31T16:32:21.192Z,Igual apuesta por poner los avances en smart city a disposición de empresas y emprendedores,"La alcaldesa ha intervenido esta mañana en la jornada sobre ciudades inteligentes organizada por Mondragón Ingeniería y Servicios\, donde ha expuesto el modelo de desarrollo ligado a la innovación tecnológica que está siguiendo Santander.",http://santander.es/noticia/igual-apuesta-por-poner-avances-smart-city-disposicion-empresas-emprendedores,31-10-2017 13:39,http://datos.santander.es/api/datos/noticias/igual-apuesta-por-poner-los-avances-en-smart-city-a-disposicion-de-empresas-y-emprendedores.csv
2017-10-31T16:32:21.19Z,El Ayuntamiento habilitará un nuevo paso de peatones en la calle La Albericia,La actuación se ha incluido en el proyecto de renovación urbana que se está acometiendo en el barrio y que cuenta con una inversión de 871.200 euros,http://santander.es/content/ayuntamiento-habilitara-nuevo-paso-peatones-calle-albericia,31-10-2017 16:35,http://datos.santander.es/api/datos/noticias/el-ayuntamiento-habilitara-un-nuevo-paso-de-peatones-en-la-calle-la-albericia.csv
