dc:identifier,ayto:wkt,dc:modified,uri
54,"POLYGON  (( 434582.90570000 4813990.84000000, 434585.49560000 4813993.58050000, 434587.86630000 4813996.51350000, 434588.43360000 4813997.37730000, 434589.01170000 4813998.18560000, 434589.70400000 4813999.07330000, 434590.44500000 4814000.04440000, 434590.58660000 4814000.20220000, 434591.17500000 4814000.82820000, 434592.13660000 4814001.75920000, 434594.64020000 4814003.75720000, 434597.41790000 4814005.42790000, 434600.42360000 4814006.74370000, 434603.60720000 4814007.68260000, 434606.91580000 4814008.22900000, 434610.29460000 4814008.37390000, 434613.68720000 4814008.11480000, 434617.03960000 4814007.45550000, 434621.87000000 4814006.54670000, 434626.78100000 4814006.32340000, 434631.30490000 4814006.78130000, 434635.78410000 4814007.56360000, 434640.19540000 4814008.66600000, 434644.51750000 4814010.08350000, 434670.71860000 4814021.52490000, 434690.41450000 4814029.67020000, 434689.39110000 4814031.95340000, 434684.25470000 4814043.41240000, 434681.02420000 4814050.41000000, 434681.17380000 4814052.93590000, 434683.33650000 4814063.17550000, 434687.75510000 4814069.55880000, 434691.36960000 4814073.31180000, 434692.47130000 4814075.69170000, 434693.19950000 4814078.25680000, 434692.34310000 4814080.77180000, 434681.39940000 4814103.37610000, 434681.24390000 4814103.85000000, 434667.74960000 4814097.87690000, 434658.94510000 4814093.29570000, 434591.60310000 4814058.25600000, 434567.58470000 4814045.72210000, 434567.21010000 4814045.39840000, 434563.53160000 4814042.21830000, 434563.15220000 4814041.89020000, 434563.93710000 4814040.82330000, 434563.16000000 4814038.54000000, 434562.59000000 4814036.34000000, 434562.34000000 4814034.12000000, 434562.10000000 4814031.53000000, 434562.34000000 4814027.40000000, 434562.82000000 4814022.25000000, 434563.02000000 4814018.00000000, 434563.12000000 4814015.58000000, 434563.15000000 4814013.46000000, 434563.04000000 4814011.43000000, 434562.96460000 4814010.28190000, 434562.91000000 4814009.45000000, 434562.65000000 4814007.00000000, 434562.24000000 4814004.73000000, 434561.80000000 4814002.46000000, 434561.10000000 4814000.00000000, 434561.07000000 4813999.91000000, 434560.27000000 4813997.29000000, 434559.26000000 4813994.90000000, 434558.20000000 4813992.59000000, 434557.12000000 4813990.44000000, 434556.01000000 4813988.46000000, 434554.74000000 4813986.39000000, 434554.07000000 4813985.30000000, 434553.06000000 4813983.50000000, 434552.13000000 4813981.29000000, 434551.39000000 4813979.64000000, 434550.67000000 4813977.51000000, 434550.36000000 4813975.60000000, 434550.41000000 4813973.89000000, 434550.86000000 4813972.30000000, 434551.06840000 4813971.87440000, 434551.63930000 4813972.20060000, 434555.96550000 4813974.67260000, 434561.06730000 4813977.58770000, 434570.79380000 4813982.86910000, 434573.75950000 4813984.70440000, 434577.13610000 4813985.99160000, 434580.12230000 4813988.30370000, 434582.92120000 4813990.84000000, 434582.90570000 4813990.84000000))",2017-10-31T03:39:59.981Z,http://datos.santander.es/api/datos/jardines/54.csv
55,"POLYGON  (( 435218.91500000 4814218.87600000, 435226.43300000 4814224.11900000, 435227.97790000 4814225.49770000, 435229.08400000 4814227.24900000, 435229.66300000 4814229.65700000, 435229.49200000 4814232.49500000, 435228.94910000 4814234.02800000, 435228.16200000 4814235.45000000, 435226.55300000 4814237.61000000, 435225.44050000 4814238.58840000, 435224.14300000 4814239.30300000, 435220.47600000 4814240.39400000, 435218.96710000 4814240.45560000, 435217.46310000 4814240.31310000, 435215.99160000 4814239.96920000, 435214.57900000 4814239.43000000, 435208.44620000 4814237.91570000, 435193.35700000 4814234.19000000, 435170.62960000 4814228.80610000, 435168.50720000 4814228.26640000, 435164.68380000 4814227.64480000, 435164.72000000 4814227.52120000, 435168.59160000 4814214.31320000, 435172.46350000 4814201.10430000, 435176.15900000 4814202.18500000, 435176.38200000 4814202.27500000, 435178.64790000 4814202.93360000, 435178.87900000 4814202.98100000, 435182.29100000 4814203.97100000, 435188.45900000 4814205.75300000, 435197.26900000 4814208.44200000, 435203.64600000 4814210.91400000, 435208.48300000 4814213.12500000, 435215.17700000 4814216.71400000, 435216.80120000 4814217.64240000, 435217.97000000 4814218.31900000, 435218.91500000 4814218.87600000))",2017-10-31T03:39:59.981Z,http://datos.santander.es/api/datos/jardines/55.csv
52,"POLYGON  (( 433631.65500000 4813751.94400000, 433633.93800000 4813750.00000000, 433634.93790000 4813749.14860000, 433639.50730000 4813745.25770000, 433644.07660000 4813741.36680000, 433648.64600000 4813737.47590000, 433651.69230000 4813734.88200000, 433654.73850000 4813732.28810000, 433657.78470000 4813729.69420000, 433660.83100000 4813727.10030000, 433663.87720000 4813724.50630000, 433666.92350000 4813721.91240000, 433669.96970000 4813719.31850000, 433673.01600000 4813716.72460000, 433674.94370000 4813715.08310000, 433676.06220000 4813714.13070000, 433677.58500000 4813712.83400000, 433681.34580000 4813715.41690000, 433684.67800000 4813718.53330000, 433685.06510000 4813719.14970000, 433685.36840000 4813719.81140000, 433685.58290000 4813720.50700000, 433685.63480000 4813720.83220000, 433685.63720000 4813721.16150000, 433685.59010000 4813721.48740000, 433685.49450000 4813721.80250000, 433685.35270000 4813722.09970000, 433684.39220000 4813723.50680000, 433683.22380000 4813724.74670000, 433678.97350000 4813728.45630000, 433674.58420000 4813732.00040000, 433672.21900000 4813733.69920000, 433670.63040000 4813734.60990000, 433668.93680000 4813735.30650000, 433667.71390000 4813735.62790000, 433659.04960000 4813737.65570000, 433653.88070000 4813739.33030000, 433648.87250000 4813741.43700000, 433644.82490000 4813743.58410000, 433640.99750000 4813746.10280000, 433633.08970000 4813752.34740000, 433631.80620000 4813752.79080000, 433629.02800000 4813753.34460000, 433629.75360000 4813753.13980000, 433630.44240000 4813752.83360000, 433631.08060000 4813752.43230000, 433631.65500000 4813751.94400000))",2017-10-31T03:39:59.98Z,http://datos.santander.es/api/datos/jardines/52.csv
53,"POLYGON  (( 433697.94940000 4813727.69780000, 433698.48040000 4813727.28190000, 433699.06740000 4813726.94960000, 433699.69730000 4813726.70830000, 433700.35610000 4813726.56350000, 433701.02910000 4813726.51830000, 433701.13850000 4813726.52220000, 433705.20290000 4813728.79400000, 433705.99890000 4813729.23960000, 433711.64490000 4813732.39990000, 433716.34460000 4813735.03060000, 433723.33250000 4813738.81760000, 433730.25590000 4813742.56950000, 433727.94700000 4813746.42880000, 433709.73930000 4813735.82060000, 433704.21490000 4813732.42650000, 433703.67830000 4813732.82110000, 433699.61290000 4813740.81980000, 433693.80010000 4813751.10300000, 433687.64760000 4813751.17800000, 433661.87820000 4813751.41800000, 433658.88480000 4813751.94790000, 433655.36360000 4813751.58790000, 433661.77100000 4813749.25830000, 433667.09800000 4813748.06850000, 433671.60050000 4813747.03870000, 433676.21010000 4813745.09900000, 433680.60540000 4813742.46950000, 433689.06600000 4813735.47070000, 433689.78850000 4813734.83470000, 433691.02430000 4813733.74680000, 433691.46430000 4813733.35950000, 433697.64210000 4813727.98200000, 433697.94940000 4813727.69780000))",2017-10-31T03:39:59.98Z,http://datos.santander.es/api/datos/jardines/53.csv
51,"POLYGON  (( 433537.60500000 4813708.62400000, 433537.82750000 4813708.13260000, 433538.13030000 4813707.68610000, 433538.50460000 4813707.29750000, 433538.93940000 4813706.97820000, 433539.42220000 4813706.73740000, 433539.93880000 4813706.58210000, 433540.47430000 4813706.51680000, 433541.01310000 4813706.54340000, 433541.53960000 4813706.66120000, 433542.03840000 4813706.86670000, 433542.49500000 4813707.15400000, 433579.95500000 4813733.25530000, 433581.22500000 4813734.14400000, 433603.66320000 4813750.00000000, 433616.33830000 4813758.95690000, 433619.13200000 4813761.95600000, 433619.57270000 4813763.90980000, 433619.55290000 4813763.92660000, 433619.53370000 4813763.94410000, 433619.50100000 4813763.97030000, 433610.44620000 4813771.59250000, 433610.20500000 4813771.40400000, 433579.63710000 4813750.00000000, 433534.78500000 4813718.59400000, 433535.25500000 4813717.06400000, 433537.60500000 4813708.62400000))",2017-10-31T03:39:59.979Z,http://datos.santander.es/api/datos/jardines/51.csv
49,"POLYGON  (( 432738.27560000 4813895.77320000, 432741.53290000 4813898.32280000, 432732.65170000 4813909.30090000, 432738.59720000 4813912.06040000, 432750.02650000 4813918.45940000, 432748.18480000 4813918.40820000, 432745.16390000 4813918.33460000, 432742.87980000 4813918.28550000, 432740.27640000 4813918.35910000, 432738.31150000 4813918.35910000, 432735.70490000 4813918.75290000, 432728.98680000 4813919.48500000, 432723.79650000 4813920.53090000, 432718.90930000 4813921.69320000, 432715.46700000 4813922.32980000, 432712.85250000 4813922.37750000, 432710.35080000 4813921.88870000, 432708.05230000 4813920.96000000, 432706.68290000 4813919.76910000, 432705.60700000 4813918.22260000, 432704.41280000 4813915.09420000, 432704.38440000 4813912.45470000, 432704.38440000 4813905.76150000, 432705.06900000 4813900.23440000, 432706.04720000 4813896.14320000, 432706.82960000 4813893.09780000, 432708.10260000 4813885.45500000, 432712.07730000 4813864.79850000, 432717.95690000 4813879.55600000, 432722.66550000 4813883.30540000, 432727.91010000 4813887.50470000, 432738.27560000 4813895.77320000))",2017-10-31T03:39:59.978Z,http://datos.santander.es/api/datos/jardines/49.csv
50,"POLYGON  (( 432623.96280000 4813187.30890000, 432624.04290000 4813187.96630000, 432633.11140000 4813241.09540000, 432635.05750000 4813253.24330000, 432636.94590000 4813270.00040000, 432638.67760000 4813304.10460000, 432638.56220000 4813304.11460000, 432638.92500000 4813310.08360000, 432639.15590000 4813313.05310000, 432638.10860000 4813312.01320000, 432636.29450000 4813309.32370000, 432634.50500000 4813305.67430000, 432633.30930000 4813303.38470000, 432631.23950000 4813300.43520000, 432629.59030000 4813298.53550000, 432625.95370000 4813295.00610000, 432625.15380000 4813294.11630000, 432623.20770000 4813291.12680000, 432621.87180000 4813287.14750000, 432621.48420000 4813284.31800000, 432620.97300000 4813273.29990000, 432620.69260000 4813270.09040000, 432619.69480000 4813261.08200000, 432611.76370000 4813215.45470000, 432611.73640000 4813215.27700000, 432611.12510000 4813210.38520000, 432610.80730000 4813205.81740000, 432611.37980000 4813201.73960000, 432612.32860000 4813198.77390000, 432614.46640000 4813194.65570000, 432618.01360000 4813190.97740000, 432621.37950000 4813188.45820000, 432623.35130000 4813187.43160000, 432623.80050000 4813187.19770000, 432624.11420000 4813187.11780000, 432624.07210000 4813187.18780000, 432624.02130000 4813187.25190000, 432623.96280000 4813187.30890000))",2017-10-31T03:39:59.978Z,http://datos.santander.es/api/datos/jardines/50.csv
46,"POLYGON  (( 432631.53640000 4813369.48340000, 432622.17690000 4813368.21360000, 432621.92130000 4813368.14360000, 432621.41000000 4813367.98360000, 432620.79980000 4813367.75370000, 432619.64530000 4813367.20380000, 432618.71350000 4813366.55390000, 432617.72390000 4813365.73400000, 432616.82510000 4813364.72420000, 432616.15720000 4813363.65440000, 432615.85210000 4813362.88450000, 432615.70360000 4813362.38460000, 432615.57170000 4813361.69470000, 432615.51400000 4813361.10480000, 432615.50570000 4813360.63490000, 432615.53040000 4813360.36490000, 432617.06420000 4813352.09640000, 432617.36110000 4813350.82660000, 432617.87240000 4813349.25680000, 432618.56510000 4813347.83710000, 432619.29070000 4813346.53730000, 432620.24730000 4813345.21750000, 432621.27810000 4813344.06770000, 432622.28410000 4813343.11790000, 432623.33140000 4813342.32800000, 432626.42370000 4813340.22840000, 432629.28520000 4813337.79880000, 432630.43960000 4813336.69900000, 432631.33020000 4813335.78920000, 432632.31980000 4813334.78930000, 432633.47420000 4813333.87950000, 432634.75240000 4813333.09960000, 432636.06360000 4813332.42970000, 432631.53640000 4813369.48340000))",2017-10-31T03:39:59.957Z,http://datos.santander.es/api/datos/jardines/46.csv
43,"POLYGON  (( 433367.88900000 4813356.53800000, 433365.72100000 4813358.79700000, 433357.57400000 4813363.45000000, 433349.45300000 4813367.21100000, 433345.62070000 4813367.83600000, 433341.72500000 4813367.81300000, 433333.97230000 4813366.29160000, 433327.90000000 4813365.10000000, 433325.72000000 4813364.38000000, 433321.91000000 4813363.16000000, 433300.56000000 4813356.26000000, 433300.76140000 4813355.54600000, 433300.82820000 4813355.30930000, 433300.74000000 4813355.54000000, 433296.72000000 4813354.01000000, 433296.34000000 4813354.98000000, 433245.23680000 4813338.27880000, 433245.19000000 4813338.40000000, 433241.19000000 4813337.03000000, 433219.96800000 4813329.98960000, 433219.40870000 4813329.80400000, 433209.50890000 4813326.51980000, 433206.58960000 4813325.55130000, 433204.83070000 4813324.96780000, 433203.27000000 4813324.45000000, 433198.94000000 4813323.03000000, 433193.91580000 4813321.53870000, 433193.72000000 4813322.24900000, 433180.57320000 4813317.41450000, 433182.97180000 4813314.56420000, 433189.61610000 4813306.33830000, 433194.26580000 4813300.60390000, 433201.04250000 4813292.30870000, 433201.31410000 4813290.63620000, 433203.40300000 4813277.77530000, 433207.17180000 4813255.60010000, 433207.61580000 4813252.98750000, 433207.67870000 4813252.76630000, 433208.95000000 4813253.12000000, 433209.20000000 4813253.19000000, 433215.74000000 4813255.02000000, 433221.72000000 4813256.83000000, 433227.70000000 4813258.79000000, 433233.58000000 4813260.71000000, 433240.84000000 4813263.19000000, 433247.40000000 4813265.54000000, 433254.76000000 4813268.33000000, 433263.08000000 4813271.77000000, 433269.48000000 4813274.46000000, 433275.37000000 4813277.08000000, 433281.76000000 4813279.98000000, 433288.55000000 4813283.13000000, 433295.32000000 4813286.48000000, 433301.22000000 4813289.47000000, 433306.90000000 4813292.42000000, 433312.98000000 4813295.58000000, 433318.66000000 4813298.80000000, 433324.75000000 4813302.45000000, 433331.76000000 4813306.71000000, 433338.71000000 4813311.05000000, 433345.21000000 4813315.19000000, 433350.60000000 4813318.86000000, 433354.19000000 4813321.40000000, 433356.70000000 4813323.23000000, 433359.28000000 4813325.47000000, 433361.38000000 4813327.28000000, 433362.57000000 4813328.89000000, 433363.37000000 4813330.15000000, 433364.11120000 4813331.41810000, 433364.20000000 4813331.57000000, 433364.22850000 4813331.62320000, 433365.50600000 4813334.00530000, 433365.43950000 4813334.47340000, 433365.58800000 4813334.24310000, 433366.08000000 4813335.88000000, 433366.52000000 4813337.75000000, 433366.65000000 4813339.34000000, 433366.71000000 4813341.12000000, 433366.62000000 4813343.46000000, 433366.49000000 4813346.03000000, 433366.54000000 4813348.57000000, 433366.85070000 4813350.81780000, 433367.88900000 4813356.53800000))",2017-10-31T03:39:59.956Z,http://datos.santander.es/api/datos/jardines/43.csv
40,"POLYGON  (( 431892.03370000 4812544.54730000, 431892.03330000 4812544.74080000, 431891.99970000 4812544.93130000, 431891.93400000 4812545.11330000, 431891.83820000 4812545.28130000, 431891.71500000 4812545.43040000, 431891.56810000 4812545.55630000, 431891.40180000 4812545.65520000, 431891.22110000 4812545.72410000, 431891.03120000 4812545.76110000, 431890.83780000 4812545.76500000, 431887.06690000 4812545.51730000, 431875.97960000 4812544.91480000, 431867.81180000 4812544.47090000, 431858.46530000 4812543.96300000, 431815.24760000 4812541.83190000, 431814.00350000 4812541.78300000, 431812.77400000 4812541.71020000, 431811.28440000 4812541.65020000, 431809.00760000 4812541.55860000, 431805.85980000 4812541.36410000, 431803.32270000 4812541.20730000, 431800.82190000 4812541.20730000, 431798.06830000 4812541.20730000, 431795.71160000 4812541.29170000, 431793.31790000 4812541.37730000, 431791.98900000 4812541.44640000, 431789.92560000 4812541.55370000, 431789.37990000 4812541.56810000, 431788.17020000 4812541.59990000, 431786.79490000 4812541.63600000, 431784.62640000 4812541.69310000, 431782.61300000 4812541.87240000, 431779.88710000 4812542.11510000, 431775.37090000 4812542.51730000, 431770.78020000 4812542.87490000, 431766.18590000 4812543.30310000, 431762.92540000 4812543.62900000, 431758.55650000 4812544.41100000, 431755.62450000 4812545.10880000, 431755.29580000 4812545.22920000, 431754.70180000 4812545.44670000, 431754.13250000 4812545.65520000, 431753.63270000 4812545.85760000, 431752.94630000 4812546.11550000, 431751.97910000 4812546.47890000, 431751.14430000 4812546.88480000, 431750.25860000 4812547.31550000, 431749.07690000 4812547.89000000, 431747.64610000 4812548.80230000, 431746.61710000 4812549.62290000, 431744.90960000 4812550.98480000, 431742.88930000 4812552.59610000, 431737.04140000 4812557.26040000, 431735.29420000 4812559.02810000, 431732.97890000 4812561.37070000, 431729.00570000 4812566.82710000, 431726.34180000 4812571.26870000, 431724.50590000 4812574.58810000, 431723.18110000 4812578.23690000, 431721.22490000 4812583.62440000, 431718.16110000 4812594.31010000, 431714.42010000 4812607.35760000, 431710.76610000 4812619.81340000, 431708.54760000 4812628.29110000, 431702.30580000 4812626.60530000, 431660.97110000 4812615.18590000, 431650.45480000 4812612.26000000, 431647.27360000 4812611.50710000, 431647.39000000 4812611.11330000, 431648.28900000 4812607.57640000, 431652.30890000 4812591.76160000, 431657.22770000 4812572.40990000, 431666.90880000 4812535.12630000, 431668.32720000 4812529.64720000, 431671.50200000 4812517.33930000, 431678.32160000 4812491.31380000, 431680.67460000 4812479.37560000, 431691.22050000 4812482.05520000, 431706.01920000 4812485.40620000, 431720.93350000 4812489.33490000, 431751.98360000 4812496.74130000, 431773.18800000 4812500.41880000, 431800.41070000 4812505.14010000, 431817.07920000 4812507.56750000, 431818.69120000 4812507.97030000, 431824.28280000 4812508.62480000, 431894.30640000 4812509.77460000, 431892.03370000 4812544.54730000))",2017-10-31T03:39:59.955Z,http://datos.santander.es/api/datos/jardines/40.csv
38,"POLYGON  (( 435837.85900000 4815008.91000000, 435869.08710000 4815022.08300000, 435900.33760000 4815035.44400000, 435901.24520000 4815033.44210000, 435903.01000000 4815034.39000000, 435911.97000000 4815038.16000000, 435919.56000000 4815041.36000000, 435926.54150000 4815044.88940000, 435922.20800000 4815047.75000000, 435912.34200000 4815052.70400000, 435911.09800000 4815053.29700000, 435901.83540000 4815055.94760000, 435894.60670000 4815057.70030000, 435884.67710000 4815060.04640000, 435859.94700000 4815059.70200000, 435844.64000000 4815059.25900000, 435828.80750000 4815058.69300000, 435820.34300000 4815058.39400000, 435820.41510000 4815058.10870000, 435802.60580000 4815057.49820000, 435783.88210000 4815056.92760000, 435769.12590000 4815056.44920000, 435747.14870000 4815055.66380000, 435734.83790000 4815055.15750000, 435728.97780000 4815054.96080000, 435729.63580000 4815052.10680000, 435732.71670000 4815038.84920000, 435735.90780000 4815025.75330000, 435736.20550000 4815025.21880000, 435727.07940000 4815022.95370000, 435717.95320000 4815020.68870000, 435716.39590000 4815020.30810000, 435707.34850000 4815018.07400000, 435699.37100000 4815016.10420000, 435701.00720000 4815009.55050000, 435704.09640000 4815000.32190000, 435705.33100000 4814992.02200000, 435705.85000000 4814992.09000000, 435706.36540000 4814991.92650000, 435744.46370000 4814996.97420000, 435750.47420000 4814971.52100000, 435770.74720000 4814980.45210000, 435812.15910000 4814998.08080000, 435833.51330000 4815007.17110000, 435837.85900000 4815008.91000000))",2017-10-31T03:39:59.954Z,http://datos.santander.es/api/datos/jardines/38.csv
39,"POLYGON  (( 431900.41300000 4812691.67680000, 431900.38240000 4812689.81470000, 431908.41270000 4812521.93370000, 431908.57000000 4812520.71780000, 431909.18850000 4812519.65920000, 431910.17040000 4812518.92500000, 431911.36110000 4812518.63120000, 431913.20790000 4812518.77920000, 431913.97570000 4812518.78680000, 432014.20480000 4812519.78900000, 432015.27580000 4812519.89240000, 432016.22900000 4812520.39140000, 432016.92430000 4812521.21260000, 432017.25930000 4812522.23540000, 432013.07410000 4812628.52930000, 432013.00360000 4812630.14960000, 432012.38560000 4812644.34590000, 432012.06000000 4812644.35000000, 432009.69840000 4812644.33610000, 432006.47840000 4812644.49770000, 432000.00000000 4812644.43400000, 431998.59660000 4812644.42020000, 431998.47530000 4812657.53610000, 432000.00020000 4812657.56050000, 432001.91830000 4812657.59120000, 432004.10730000 4812657.61530000, 432004.11990000 4812658.63460000, 432004.04000000 4812662.91000000, 432004.07000000 4812665.42000000, 432004.13000000 4812666.35000000, 432004.28000000 4812667.32000000, 432004.39000000 4812667.84000000, 432004.58000000 4812668.33000000, 432004.83000000 4812668.64000000, 432005.44000000 4812669.48000000, 432005.88000000 4812670.62000000, 432006.18000000 4812671.53000000, 432006.36000000 4812672.39000000, 432006.39000000 4812672.74000000, 432006.29000000 4812674.24000000, 432005.80000000 4812678.71000000, 432005.44000000 4812682.95000000, 432005.30000000 4812686.49000000, 432005.28000000 4812686.90000000, 432005.36000000 4812690.79000000, 432005.69000000 4812694.76000000, 432006.41000000 4812698.25000000, 432007.44000000 4812701.98000000, 432008.60090000 4812704.84600000, 432008.52000000 4812706.62000000, 432006.99660000 4812724.89200000, 432006.78000000 4812727.49000000, 432005.86000000 4812728.41000000, 432004.16200000 4812728.32600000, 431999.75290000 4812728.12750000, 431992.62550000 4812727.75780000, 431988.28200000 4812727.45690000, 431986.95250000 4812727.31920000, 431984.59390000 4812727.13490000, 431982.48010000 4812726.96970000, 431981.04770000 4812726.85770000, 431979.34350000 4812726.64480000, 431977.91330000 4812726.46610000, 431976.64570000 4812726.25500000, 431975.26790000 4812725.97110000, 431973.89810000 4812725.68410000, 431972.71270000 4812725.39960000, 431969.92630000 4812724.73070000, 431967.09880000 4812723.87020000, 431966.74450000 4812723.74040000, 431964.55430000 4812722.93780000, 431962.82480000 4812722.18750000, 431962.09210000 4812721.85060000, 431960.80670000 4812721.25960000, 431956.99820000 4812719.50840000, 431952.98310000 4812717.57240000, 431942.78120000 4812712.54710000, 431900.41300000 4812691.67680000))",2017-10-31T03:39:59.954Z,http://datos.santander.es/api/datos/jardines/39.csv
