dc:identifier,dc:modified,ayto:type,ayto:latitude,ayto:longitude,ayto:status,uri
3716,2017-10-31T14:30:11Z,parking,43.462482,-3.80048,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3716.csv
3793,2017-10-31T14:27:49Z,parking,43.463517,-3.799657,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3793.csv
3653,2017-10-31T14:26:33Z,parking,43.463177,-3.797684,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3653.csv
3802,2017-10-31T14:26:14Z,parking,43.462762,-3.799518,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3802.csv
3826,2017-10-31T14:23:37Z,parking,43.462714,-3.799576,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3826.csv
3722,2017-10-31T14:19:09Z,parking,43.462531,-3.799981,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3722.csv
3723,2017-10-31T14:19:03Z,parking,43.46254,-3.799912,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3723.csv
3630,2017-10-31T14:12:07Z,parking,43.463084,-3.801594,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3630.csv
3905,2017-10-31T14:07:15Z,parking,43.464299,-3.800263,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3905.csv
3754,2017-10-31T14:05:37Z,parking,43.463746,-3.798508,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3754.csv
3876,2017-10-31T14:05:35Z,parking,43.464456,-3.798849,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3876.csv
3608,2017-10-31T14:04:57Z,parking,43.463091,-3.798549,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3608.csv
3767,2017-10-31T14:00:38Z,parking,43.462885,-3.798283,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3767.csv
3617,2017-10-31T14:00:22Z,parking,43.463007,-3.802369,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3617.csv
3693,2017-10-31T13:59:43Z,parking,43.463538,-3.79767,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3693.csv
3717,2017-10-31T13:59:30Z,parking,43.462491,-3.800425,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3717.csv
3718,2017-10-31T13:56:48Z,parking,43.462495,-3.800365,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3718.csv
3602,2017-10-31T13:40:59Z,parking,43.463056,-3.798923,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3602.csv
3882,2017-10-31T13:37:32Z,parking,43.464627,-3.797553,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3882.csv
3822,2017-10-31T13:33:09Z,parking,43.462885,-3.799609,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3822.csv
3620,2017-10-31T13:31:31Z,parking,43.463024,-3.802177,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3620.csv
3708,2017-10-31T13:22:29Z,parking,43.462439,-3.800952,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3708.csv
3854,2017-10-31T13:22:12Z,parking,43.464407,-3.798844,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3854.csv
3688,2017-10-31T13:14:19Z,parking,43.463509,-3.797956,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3688.csv
3743,2017-10-31T13:12:50Z,parking,43.464211,-3.798525,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3743.csv
3697,2017-10-31T13:11:55Z,parking,43.463564,-3.797405,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3697.csv
3742,2017-10-31T13:11:54Z,parking,43.464257,-3.798535,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3742.csv
3629,2017-10-31T12:57:40Z,parking,43.463078,-3.801646,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3629.csv
3904,2017-10-31T12:29:14Z,parking,43.464295,-3.800328,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3904.csv
3654,2017-10-31T12:09:06Z,parking,43.463182,-3.797622,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3654.csv
3791,2017-10-31T11:44:58Z,parking,43.463591,-3.799673,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3791.csv
3724,2017-10-31T11:21:12Z,parking,43.462543,-3.79986,0.0,http://datos.santander.es/api/datos/sensores_smart_parking/3724.csv
3603,2017-10-31T11:04:09Z,parking,43.46306,-3.798878,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3603.csv
3861,2017-10-31T10:56:46Z,parking,43.464483,-3.798156,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3861.csv
3739,2017-10-31T10:56:29Z,parking,43.464363,-3.79855,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3739.csv
3644,2017-10-31T10:29:20Z,parking,43.463232,-3.800063,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3644.csv
3906,2017-10-31T10:28:10Z,parking,43.464334,-3.799706,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3906.csv
3893,2017-10-31T10:26:06Z,parking,43.464248,-3.798599,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3893.csv
3675,2017-10-31T10:24:30Z,parking,43.463386,-3.799212,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3675.csv
3643,2017-10-31T10:06:00Z,parking,43.463227,-3.800114,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3643.csv
3869,2017-10-31T09:51:37Z,parking,43.464582,-3.797527,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3869.csv
3639,2017-10-31T09:51:06Z,parking,43.463203,-3.800325,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3639.csv
3908,2017-10-31T09:47:28Z,parking,43.46436,-3.799406,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3908.csv
3830,2017-10-31T09:39:37Z,parking,43.463845,-3.799115,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3830.csv
3815,2017-10-31T09:34:39Z,parking,43.463584,-3.799736,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3815.csv
3818,2017-10-31T09:31:50Z,parking,43.463452,-3.799712,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3818.csv
3727,2017-10-31T09:31:18Z,parking,43.462561,-3.799686,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3727.csv
3707,2017-10-31T09:31:15Z,parking,43.462433,-3.801003,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3707.csv
3625,2017-10-31T09:30:54Z,parking,43.463055,-3.801886,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3625.csv
3734,2017-10-31T09:30:08Z,parking,43.462646,-3.798788,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3734.csv
3735,2017-10-31T09:29:54Z,parking,43.462652,-3.798711,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3735.csv
3729,2017-10-31T09:29:36Z,parking,43.462602,-3.799238,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3729.csv
3803,2017-10-31T09:24:31Z,parking,43.462715,-3.79951,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3803.csv
3885,2017-10-31T09:24:03Z,parking,43.464653,-3.797379,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3885.csv
3889,2017-10-31T09:24:03Z,parking,43.464689,-3.797146,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3889.csv
3886,2017-10-31T09:24:03Z,parking,43.464662,-3.797318,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3886.csv
3863,2017-10-31T09:24:03Z,parking,43.464499,-3.798053,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3863.csv
3731,2017-10-31T09:23:52Z,parking,43.462622,-3.799057,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3731.csv
3891,2017-10-31T09:23:27Z,parking,43.464339,-3.798615,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3891.csv
3740,2017-10-31T09:23:26Z,parking,43.464327,-3.798543,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3740.csv
3853,2017-10-31T09:23:25Z,parking,43.464401,-3.798904,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3853.csv
3859,2017-10-31T09:23:25Z,parking,43.464461,-3.798326,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3859.csv
3892,2017-10-31T09:23:25Z,parking,43.464289,-3.798607,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3892.csv
3741,2017-10-31T09:23:25Z,parking,43.464294,-3.798539,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3741.csv
3726,2017-10-31T09:22:53Z,parking,43.462554,-3.79974,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3726.csv
3646,2017-10-31T09:22:52Z,parking,43.463244,-3.79993,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3646.csv
3721,2017-10-31T09:22:52Z,parking,43.46251,-3.800197,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3721.csv
3636,2017-10-31T09:22:49Z,parking,43.463189,-3.800508,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3636.csv
3913,2017-10-31T09:22:47Z,parking,43.462977,-3.802682,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3913.csv
3912,2017-10-31T09:22:46Z,parking,43.46297,-3.802751,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3912.csv
3659,2017-10-31T09:22:40Z,parking,43.4629,-3.800541,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3659.csv
3755,2017-10-31T09:22:40Z,parking,43.463652,-3.798492,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3755.csv
3651,2017-10-31T09:22:40Z,parking,43.463166,-3.797793,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3651.csv
3663,2017-10-31T09:22:40Z,parking,43.462922,-3.800319,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3663.csv
3650,2017-10-31T09:22:40Z,parking,43.463161,-3.797851,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3650.csv
3687,2017-10-31T09:22:40Z,parking,43.463505,-3.798004,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3687.csv
3730,2017-10-31T09:22:40Z,parking,43.462613,-3.799143,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3730.csv
3665,2017-10-31T09:22:40Z,parking,43.462935,-3.800193,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3665.csv
3757,2017-10-31T09:22:40Z,parking,43.463574,-3.798475,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3757.csv
3733,2017-10-31T09:22:40Z,parking,43.462642,-3.79885,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3733.csv
3701,2017-10-31T09:22:40Z,parking,43.462785,-3.800771,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3701.csv
3736,2017-10-31T09:22:40Z,parking,43.462658,-3.798664,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3736.csv
3692,2017-10-31T09:22:40Z,parking,43.463531,-3.797739,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3692.csv
3829,2017-10-31T09:22:39Z,parking,43.463133,-3.79813,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3829.csv
3760,2017-10-31T09:22:39Z,parking,43.463307,-3.79836,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3760.csv
3664,2017-10-31T09:22:39Z,parking,43.462928,-3.800252,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3664.csv
3661,2017-10-31T09:22:39Z,parking,43.462911,-3.800435,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3661.csv
3752,2017-10-31T09:22:38Z,parking,43.463584,-3.798412,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3752.csv
3748,2017-10-31T09:22:38Z,parking,43.463793,-3.798441,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3748.csv
3719,2017-10-31T09:22:38Z,parking,43.4625,-3.800311,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3719.csv
3796,2017-10-31T09:22:38Z,parking,43.463219,-3.799604,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3796.csv
3753,2017-10-31T09:22:38Z,parking,43.463791,-3.798515,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3753.csv
3828,2017-10-31T09:22:38Z,parking,43.463145,-3.798024,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3828.csv
3751,2017-10-31T09:22:38Z,parking,43.463622,-3.798422,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3751.csv
3662,2017-10-31T09:22:38Z,parking,43.462917,-3.800375,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3662.csv
3827,2017-10-31T09:22:38Z,parking,43.463149,-3.797963,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3827.csv
3838,2017-10-31T09:22:37Z,parking,43.463924,-3.798298,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3838.csv
3765,2017-10-31T09:22:37Z,parking,43.462978,-3.7983,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3765.csv
3773,2017-10-31T09:22:37Z,parking,43.463038,-3.798377,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3773.csv
3746,2017-10-31T09:22:37Z,parking,43.464046,-3.798497,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3746.csv
3759,2017-10-31T09:22:37Z,parking,43.463341,-3.798369,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3759.csv
3747,2017-10-31T09:22:37Z,parking,43.464128,-3.798515,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3747.csv
3824,2017-10-31T09:22:37Z,parking,43.462803,-3.799592,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3824.csv
3798,2017-10-31T09:22:37Z,parking,43.463132,-3.799587,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3798.csv
3667,2017-10-31T09:22:37Z,parking,43.462945,-3.800069,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3667.csv
3898,2017-10-31T09:22:36Z,parking,43.464031,-3.798561,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3898.csv
3837,2017-10-31T09:22:36Z,parking,43.46392,-3.798343,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3837.csv
3825,2017-10-31T09:22:35Z,parking,43.462759,-3.799584,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3825.csv
3801,2017-10-31T09:22:35Z,parking,43.46282,-3.799529,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3801.csv
3800,2017-10-31T09:22:35Z,parking,43.462864,-3.799539,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3800.csv
3725,2017-10-31T09:22:35Z,parking,43.462548,-3.7998,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3725.csv
3921,2017-10-31T09:19:51Z,parking,43.463968,-3.79944,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3921.csv
3923,2017-10-31T09:08:19Z,parking,43.463874,-3.799422,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3923.csv
3875,2017-10-31T08:47:39Z,parking,43.464448,-3.798922,1.0,http://datos.santander.es/api/datos/sensores_smart_parking/3875.csv
