dc:identifier,dc:modified,ayto:residuo,ayto:latitud,ayto:longitud,ayto:capacidad,ayto:fechaAlta,ayto:estadoConservacion,ayto:direccion,ayto:codigoSensor,ayto:temperatura,uri
COSTO7443,2017-10-31T16:54:20.705Z,Organico,43.4685491,-3.827569596,2400.0,2014-08-06T07:43:33.000Z,Buen Estado,"Grupo Fernando Ateca\, 18",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7443.csv
COSTO7442,2017-10-31T16:54:20.705Z,Organico,43.4685491,-3.827569596,2400.0,2014-08-06T07:43:33.000Z,Buen Estado,"Grupo Fernando Ateca\, 18",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7442.csv
COSTO7441,2017-10-31T16:54:20.705Z,Organico,43.467950268,-3.827358372,2400.0,2014-08-06T07:39:52.000Z,Buen Estado,"Calle Sixto Córdova\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7441.csv
COSTO7440,2017-10-31T16:54:20.705Z,Organico,43.467950268,-3.827358372,2400.0,2014-08-06T07:39:52.000Z,Buen Estado,"Calle Sixto Córdova\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7440.csv
COSTO7437,2017-10-31T16:54:20.705Z,Organico,43.468178754,-3.823993541,2400.0,2014-08-06T07:26:21.000Z,Buen Estado,"13\, Bajada de San Juan",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7437.csv
COSTO7436,2017-10-31T16:54:20.705Z,Organico,43.466474698,-3.823255933,2400.0,2014-08-06T07:21:15.000Z,Buen Estado,"Bajada de San Juan\, 32-36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7436.csv
COSTO7435,2017-10-31T16:54:20.705Z,Organico,43.464898836,-3.822018764,2400.0,2014-08-06T07:16:11.000Z,Buen Estado,"Bajada de San Juan\, 17",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7435.csv
COSTO7434,2017-10-31T16:54:20.705Z,Organico,43.4655254,-3.8223096,2400.0,2014-08-06T07:14:13.000Z,Buen Estado,"Bajada de San Juan\, 28",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7434.csv
COSTO7431,2017-10-31T16:54:20.705Z,Organico,43.464903216,-3.821390457,2400.0,2014-08-06T07:05:53.000Z,Buen Estado,"Camilo Alonso Vega\, 41",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7431.csv
COSTO7428,2017-10-31T16:54:20.705Z,Organico,43.465617664,-3.82048957,2400.0,2014-08-06T07:01:35.000Z,Buen Estado,"Camilo Alonso Vega\, 44",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7428.csv
COSTO7427,2017-10-31T16:54:20.705Z,Organico,43.465672902,-3.820399381,2400.0,2014-08-06T06:58:23.000Z,Buen Estado,"Camilo Alonso Vega\, 46",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7427.csv
COSTO7424,2017-10-31T16:54:20.705Z,Organico,43.469747962,-3.808186277,2400.0,2014-08-05T12:05:11.000Z,Buen Estado,"Avenida los Castros\, 83",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7424.csv
COSTO7423,2017-10-31T16:54:20.705Z,Organico,43.469545517,-3.80968865,2400.0,2014-08-05T12:02:32.000Z,Buen Estado,"Bajada de Polio\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7423.csv
COSTO7420,2017-10-31T16:54:20.705Z,Organico,43.469008743,-3.813175857,2400.0,2014-08-05T11:57:00.000Z,Buen Estado,"Avenida los Castros\, 1-17",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7420.csv
COSTO7417,2017-10-31T16:54:20.705Z,Organico,43.468079476,-3.817001692,2400.0,2014-08-05T11:48:26.000Z,Buen Estado,"Avenida los Castros\, 82",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7417.csv
COSTO7416,2017-10-31T16:54:20.705Z,Organico,43.467318581,-3.817718848,2400.0,2014-08-05T11:44:36.000Z,Buen Estado,"Avenida los Castros\, 121",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7416.csv
COSTO7579,2017-10-31T16:54:20.704Z,Organico,43.4574684,-3.8579779,3200.0,2014-08-08T09:03:25.000Z,Buen Estado,"Calle Julio Jaurena\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7579.csv
COSTO7576,2017-10-31T16:54:20.704Z,Organico,43.4558393,-3.8562541,2400.0,2014-08-08T08:52:44.000Z,Buen Estado,"Calle Vicente Trueba\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7576.csv
COSTO7575,2017-10-31T16:54:20.704Z,Organico,43.4558393,-3.8562541,2400.0,2014-08-08T08:52:44.000Z,Buen Estado,"Calle Vicente Trueba\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7575.csv
COSTO7574,2017-10-31T16:54:20.704Z,Organico,43.455153418,-3.854940198,2400.0,2014-08-08T08:39:25.000Z,Buen Estado,"Avenida Cardenal Herrera Oria\, 124",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7574.csv
COSTO7571,2017-10-31T16:54:20.704Z,Organico,43.4553425,-3.854544,2400.0,2014-08-08T08:37:16.000Z,Buen Estado,"Avenida Cardenal Herrera Oria\, 120",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7571.csv
COSTO7567,2017-10-31T16:54:20.704Z,Organico,43.4561794,-3.8523337,2400.0,2014-08-08T08:28:24.000Z,Buen Estado,"Calle los Encinares\, 1B",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7567.csv
COSTO7564,2017-10-31T16:54:20.704Z,Organico,43.455749,-3.8527663,3200.0,2014-08-08T08:11:03.000Z,Buen Estado,"Avenida Cardenal Herrera Oria\, 63D",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7564.csv
COSTO7561,2017-10-31T16:54:20.704Z,Organico,43.45568085,-3.85339379,2400.0,2014-08-08T08:05:53.000Z,Buen Estado,"Av Herrera Oria\,  112",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7561.csv
COSTO7560,2017-10-31T16:54:20.704Z,Organico,43.457219933,-3.851169012,2400.0,2014-08-08T07:59:38.000Z,Buen Estado,"Avenida Cardenal Herrera Oria\, 100",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7560.csv
COSTO7557,2017-10-31T16:54:20.704Z,Organico,43.468252,-3.8157383,2400.0,2014-08-08T07:34:25.000Z,Buen Estado,"Paseo del General Dávila\, 230",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7557.csv
COSTO7554,2017-10-31T16:54:20.704Z,Organico,43.468403,-3.8148768,2400.0,2014-08-08T07:31:42.000Z,Buen Estado,"Paseo del General Dávila\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7554.csv
COSTO7553,2017-10-31T16:54:20.704Z,Organico,43.468403,-3.8148768,2400.0,2014-08-08T07:31:42.000Z,Buen Estado,"Paseo del General Dávila\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7553.csv
COSTO7550,2017-10-31T16:54:20.704Z,Organico,43.4681187,-3.8133173,2400.0,2014-08-08T07:27:30.000Z,Buen Estado,"Bajada de la Media Luna\, 33",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7550.csv
COSTO7549,2017-10-31T16:54:20.704Z,Organico,43.4681187,-3.8133173,2400.0,2014-08-08T07:27:30.000Z,Buen Estado,"Bajada de la Media Luna\, 33",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7549.csv
COSTO7546,2017-10-31T16:54:20.704Z,Organico,43.471788673,-3.79564058,2400.0,2014-08-08T07:15:59.000Z,Buen Estado,"Avenida los Castros\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7546.csv
COSTO7545,2017-10-31T16:54:20.704Z,Organico,43.471587939,-3.796698711,2400.0,2014-08-08T07:12:41.000Z,Buen Estado,"Avenida los Castros\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7545.csv
COSTO7544,2017-10-31T16:54:20.704Z,Organico,43.471587939,-3.796698711,2400.0,2014-08-08T07:12:41.000Z,Buen Estado,"Avenida los Castros\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7544.csv
COSTO7541,2017-10-31T16:54:20.704Z,Organico,43.4712745,-3.7984292,2400.0,2014-08-08T07:07:13.000Z,Buen Estado,"Avenida los Castros\, 55D",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7541.csv
COSTO7538,2017-10-31T16:54:20.704Z,Organico,43.4703396,-3.8032063,2400.0,2014-08-08T07:03:10.000Z,Buen Estado,"Avenida los Castros\, 19-55",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7538.csv
COSTO7537,2017-10-31T16:54:20.704Z,Organico,43.4703396,-3.8032063,2400.0,2014-08-08T07:03:10.000Z,Buen Estado,"Avenida los Castros\, 19-55",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7537.csv
COSTO7534,2017-10-31T16:54:20.704Z,Organico,43.4701309,-3.8049719,2400.0,2014-08-08T06:55:39.000Z,Buen Estado,"Avenida los Castros\, 67",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7534.csv
COSTO7533,2017-10-31T16:54:20.704Z,Organico,43.4701309,-3.8049719,2400.0,2014-08-08T06:55:39.000Z,Buen Estado,"Avenida los Castros\, 67",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7533.csv
COSTO7530,2017-10-31T16:54:20.704Z,Organico,43.469950162,-3.805989213,2400.0,2014-08-08T06:51:51.000Z,Buen Estado,"Avenida los Castros\, 73",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7530.csv
COSTO7527,2017-10-31T16:54:20.704Z,Organico,43.469842857,-3.806443512,2400.0,2014-08-08T06:34:43.000Z,Buen Estado,"Avenida los Castros\, 75",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7527.csv
COSTO7526,2017-10-31T16:54:20.704Z,Organico,43.469842857,-3.806443512,2400.0,2014-08-08T06:34:43.000Z,Buen Estado,"Avenida los Castros\, 75",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7526.csv
COSTO7525,2017-10-31T16:54:20.704Z,Organico,43.469842857,-3.806443512,2400.0,2014-08-08T06:34:43.000Z,Buen Estado,"Avenida los Castros\, 75",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7525.csv
COSTO7521,2017-10-31T16:54:20.704Z,Organico,43.4712659,-3.8086883,2400.0,2014-08-08T06:24:42.000Z,Buen Estado,"Bajada de Polio\, 27",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7521.csv
COSTO7519,2017-10-31T16:54:20.704Z,Organico,43.47252274,-3.80950093,2400.0,2014-08-08T06:20:16.000Z,Buen Estado,"Bajada de Polio\,  34A",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7519.csv
COSTO7518,2017-10-31T16:54:20.704Z,Organico,43.4726665,-3.8142865,3200.0,2014-08-08T06:15:34.000Z,Buen Estado,"Calle Ernest Lluch\, 34",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7518.csv
COSTO7514,2017-10-31T16:54:20.704Z,Organico,43.4725924,-3.8131088,2400.0,2014-08-08T06:03:24.000Z,Buen Estado,"Calle Libertad\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7514.csv
COSTO7664,2017-10-31T16:54:20.701Z,Organico,43.458676259,-3.851053006,2400.0,2014-08-11T06:29:19.000Z,Buen Estado,"Calle los Ciruelos\, 14",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7664.csv
COSTO7663,2017-10-31T16:54:20.701Z,Organico,43.458676259,-3.851053006,2400.0,2014-08-11T06:29:19.000Z,Buen Estado,"Calle los Ciruelos\, 14",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7663.csv
COSTO7662,2017-10-31T16:54:20.701Z,Organico,43.458896019,-3.849886246,2400.0,2014-08-11T06:26:24.000Z,Buen Estado,"Calle los Ciruelos\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7662.csv
COSTO7661,2017-10-31T16:54:20.701Z,Organico,43.458896019,-3.849886246,2400.0,2014-08-11T06:26:24.000Z,Buen Estado,"Calle los Ciruelos\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7661.csv
COSTO7658,2017-10-31T16:54:20.701Z,Organico,43.4577144,-3.8466188,2400.0,2014-08-11T06:18:02.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 80-82",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7658.csv
COSTO7657,2017-10-31T16:54:20.701Z,Organico,43.457831526,-3.846150599,2400.0,2014-08-11T06:17:09.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 78-80",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7657.csv
COSTO7656,2017-10-31T16:54:20.701Z,Organico,43.457831526,-3.846150599,2400.0,2014-08-11T06:17:09.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 78-80",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7656.csv
COSTO7655,2017-10-31T16:54:20.701Z,Organico,43.4584072,-3.8441235,2400.0,2014-08-11T06:09:09.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 41",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7655.csv
COSTO7654,2017-10-31T16:54:20.701Z,Organico,43.4584072,-3.8441235,2400.0,2014-08-11T06:09:09.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 41",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7654.csv
COSTO7651,2017-10-31T16:54:20.701Z,Organico,43.45866776,-3.84313822,2400.0,2014-08-11T06:05:29.000Z,Buen Estado,"Av Herrera Oria\,  42",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7651.csv
COSTO7650,2017-10-31T16:54:20.701Z,Organico,43.458694999,-3.841946236,2400.0,2014-08-11T05:49:55.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 40-42",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7650.csv
COSTO7649,2017-10-31T16:54:20.701Z,Organico,43.458694999,-3.841946236,2400.0,2014-08-11T05:49:55.000Z,Buen Estado,"Calle Cardenal Herrera Oria\, 40-42",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7649.csv
COSTO7648,2017-10-31T16:54:20.701Z,Organico,43.4607976,-3.8384328,3200.0,2014-08-08T11:41:13.000Z,Buen Estado,"Calle los Portuarios\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7648.csv
COSTO7647,2017-10-31T16:54:20.701Z,Organico,43.4627254,-3.8405647,2400.0,2014-08-08T11:22:46.000Z,Buen Estado,"Calle Lavapiés\, 36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7647.csv
COSTO7646,2017-10-31T16:54:20.701Z,Organico,43.462788,-3.8395791,2400.0,2014-08-08T11:12:31.000Z,Buen Estado,"Calle Lavapiés\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7646.csv
COSTO7645,2017-10-31T16:54:20.701Z,Organico,43.462788,-3.8395791,2400.0,2014-08-08T11:12:31.000Z,Buen Estado,"Calle Lavapiés\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7645.csv
COSTO7642,2017-10-31T16:54:20.701Z,Organico,43.4624807,-3.8418233,2400.0,2014-08-08T11:02:23.000Z,Buen Estado,"Calle los Portuarios\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7642.csv
COSTO7639,2017-10-31T16:54:20.701Z,Organico,43.462016624,-3.843625634,2400.0,2014-08-08T10:57:02.000Z,Buen Estado,"Avenida Deporte\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7639.csv
COSTO7638,2017-10-31T16:54:20.701Z,Organico,43.462016624,-3.843625634,2400.0,2014-08-08T10:57:02.000Z,Buen Estado,"Avenida Deporte\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7638.csv
COSTO7631,2017-10-31T16:54:20.701Z,Organico,43.461690042,-3.845907859,2400.0,2014-08-08T10:48:56.000Z,Buen Estado,"Avenida Deporte\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7631.csv
COSTO7630,2017-10-31T16:54:20.701Z,Organico,43.461271227,-3.847679458,2400.0,2014-08-08T10:44:02.000Z,Buen Estado,"Calle Aurora Galante\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7630.csv
COSTO7629,2017-10-31T16:54:20.701Z,Organico,43.4610921,-3.8489965,2400.0,2014-08-08T10:41:26.000Z,Buen Estado,"Avenida Deporte\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7629.csv
COSTO7628,2017-10-31T16:54:20.701Z,Organico,43.460384429,-3.848911263,2400.0,2014-08-08T10:39:10.000Z,Buen Estado,"Barrio Nuestra Señora de Belén\, 23",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7628.csv
COSTO7627,2017-10-31T16:54:20.701Z,Organico,43.460384429,-3.848911263,2400.0,2014-08-08T10:39:10.000Z,Buen Estado,"Barrio Nuestra Señora de Belén\, 23",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7627.csv
COSTO7626,2017-10-31T16:54:20.701Z,Organico,43.460182439,-3.848839849,2400.0,2014-08-08T10:37:34.000Z,Buen Estado,"Barrio Nuestra Señora de Belén\, 32",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7626.csv
COSTO7625,2017-10-31T16:54:20.701Z,Organico,43.460532392,-3.849116116,2400.0,2014-08-08T10:35:51.000Z,Buen Estado,"Barrio Nuestra Señora de Belén\, 14",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7625.csv
COSTO7624,2017-10-31T16:54:20.701Z,Organico,43.460532392,-3.849116116,2400.0,2014-08-08T10:35:51.000Z,Buen Estado,"Barrio Nuestra Señora de Belén\, 14",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7624.csv
COSTO7623,2017-10-31T16:54:20.701Z,Organico,43.4609462,-3.8493223,2400.0,2014-08-08T10:33:35.000Z,Buen Estado,"Avenida Deporte\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7623.csv
COSTO7622,2017-10-31T16:54:20.701Z,Organico,43.4606978,-3.8502596,2400.0,2014-08-08T10:27:02.000Z,Buen Estado,"Avenida Deporte\, 9",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7622.csv
COSTO7617,2017-10-31T16:54:20.701Z,Organico,43.46010359,-3.850561156,2400.0,2014-08-08T10:22:56.000Z,Buen Estado,"Calle el Tejo\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7617.csv
COSTO7616,2017-10-31T16:54:20.701Z,Organico,43.46048226,-3.851078152,2400.0,2014-08-08T10:20:53.000Z,Buen Estado,"Avenida Deporte\, 112",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7616.csv
COSTO7599,2017-10-31T16:54:20.701Z,Organico,43.4603729,-3.8516421,2400.0,2014-08-08T10:00:57.000Z,Buen Estado,"Avenida Deporte\, 11",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7599.csv
COSTO7596,2017-10-31T16:54:20.701Z,Organico,43.459284674,-3.853325843,2400.0,2014-08-08T09:56:15.000Z,Buen Estado,"Calle los Encinares\, 21",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7596.csv
COSTO7595,2017-10-31T16:54:20.701Z,Organico,43.4601608,-3.8530521,2400.0,2014-08-08T09:54:42.000Z,Buen Estado,"Avenida Deporte\, 131",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7595.csv
COSTO7594,2017-10-31T16:54:20.701Z,Organico,43.459287351,-3.853499852,2400.0,2014-08-08T09:49:57.000Z,Buen Estado,"Calle los Encinares\, 21",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7594.csv
COSTO7591,2017-10-31T16:54:20.701Z,Organico,43.459966091,-3.853793218,2400.0,2014-08-08T09:46:53.000Z,Buen Estado,"Avenida Deporte\, 13",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7591.csv
COSTO7590,2017-10-31T16:54:20.701Z,Organico,43.459713724,-3.855201378,2400.0,2014-08-08T09:41:22.000Z,Buen Estado,"Avenida Deporte\, 13",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7590.csv
COSTO7587,2017-10-31T16:54:20.701Z,Organico,43.4601283,-3.8579714,2400.0,2014-08-08T09:33:54.000Z,Buen Estado,"Calle Aviador Juan Ignacio Pombo\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7587.csv
COSTO7586,2017-10-31T16:54:20.701Z,Organico,43.4589394,-3.8566625,2400.0,2014-08-08T09:30:41.000Z,Buen Estado,"Avenida Vicente Trueba\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7586.csv
COSTO7583,2017-10-31T16:54:20.701Z,Organico,43.456007923,-3.857879899,2400.0,2014-08-08T09:17:47.000Z,Buen Estado,"Calle Isaac Albéniz\, 12",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7583.csv
COSTO7580,2017-10-31T16:54:20.701Z,Organico,43.4565922,-3.8585993,2400.0,2014-08-08T09:12:38.000Z,Buen Estado,"Calle Alfredo Kraus\, Santander",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7580.csv
COSTO7753,2017-10-31T16:54:20.7Z,Organico,43.456006707,-3.85637585,2400.0,2014-08-12T06:28:39.000Z,Buen Estado,"Calle Vicente Trueba\, 53",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7753.csv
COSTO7752,2017-10-31T16:54:20.7Z,Organico,43.456299976,-3.856076113,2400.0,2014-08-12T06:26:32.000Z,Buen Estado,"Calle las Cagigas\, 13",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7752.csv
COSTO7749,2017-10-31T16:54:20.7Z,Organico,43.456541162,-3.855126947,2400.0,2014-08-12T06:23:38.000Z,Buen Estado,"Calle las Cagigas\, 6",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7749.csv
COSTO7748,2017-10-31T16:54:20.7Z,Organico,43.456804251,-3.854652196,2400.0,2014-08-12T06:21:32.000Z,Buen Estado,"Calle las Cagigas\, 2",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7748.csv
COSTO7745,2017-10-31T16:54:20.7Z,Organico,43.4563418,-3.854328,2400.0,2014-08-12T06:17:52.000Z,Buen Estado,"Calle los Alcornoques\, 5",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7745.csv
COSTO7744,2017-10-31T16:54:20.7Z,Organico,43.45664411,-3.853565901,2400.0,2014-08-12T06:10:43.000Z,Buen Estado,"Calle los Abedules\, 11",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7744.csv
COSTO7741,2017-10-31T16:54:20.7Z,Organico,43.45681788,-3.852693848,2400.0,2014-08-12T06:08:07.000Z,Buen Estado,"Calle los Abedules\, 1",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7741.csv
COSTO7740,2017-10-31T16:54:20.7Z,Organico,43.457275909,-3.8525936,2400.0,2014-08-12T06:05:25.000Z,Buen Estado,"Calle los Encinares\, 4",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7740.csv
COSTO7739,2017-10-31T16:54:20.7Z,Organico,43.457237212,-3.852739445,2400.0,2014-08-12T06:04:37.000Z,Buen Estado,"Calle los Encinares\, 3",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7739.csv
COSTO7733,2017-10-31T16:54:20.7Z,Organico,43.45930609,-3.847573176,2400.0,2014-08-11T08:42:19.000Z,Buen Estado,"Calle José María de Cossío\, 46",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7733.csv
COSTO7730,2017-10-31T16:54:20.7Z,Organico,43.459417551,-3.846867419,2400.0,2014-08-11T08:39:47.000Z,Buen Estado,"Calle José María de Cossío\, 46",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7730.csv
COSTO7729,2017-10-31T16:54:20.7Z,Organico,43.4597292,-3.8456027,2400.0,2014-08-11T08:37:36.000Z,Buen Estado,"Calle José María de Cossío\, 36",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7729.csv
COSTO7726,2017-10-31T16:54:20.7Z,Organico,43.459788923,-3.844573795,2400.0,2014-08-11T08:34:34.000Z,Buen Estado,"Calle José María de Cossío\, 32",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7726.csv
COSTO7725,2017-10-31T16:54:20.7Z,Organico,43.459820804,-3.843344002,2400.0,2014-08-11T08:31:46.000Z,Buen Estado,"Calle José María de Cossío\, 24",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7725.csv
COSTO7722,2017-10-31T16:54:20.7Z,Organico,43.459841003,-3.841968365,2400.0,2014-08-11T08:28:34.000Z,Buen Estado,"Calle José María de Cossío\, 16",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7722.csv
COSTO7719,2017-10-31T16:54:20.7Z,Organico,43.459871667,-3.84089414,2400.0,2014-08-11T08:26:07.000Z,Buen Estado,"Calle José María de Cossío\, 10",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7719.csv
COSTO7718,2017-10-31T16:54:20.7Z,Organico,43.45925522,-3.84078884,3200.0,2014-08-11T08:23:26.000Z,Buen Estado,"Calle Gutiérrez Solana\,  20",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7718.csv
COSTO7717,2017-10-31T16:54:20.7Z,Organico,43.4596434,-3.8415856,2400.0,2014-08-11T08:20:17.000Z,Buen Estado,"Calle José María de Cossío\, 11",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7717.csv
COSTO7716,2017-10-31T16:54:20.7Z,Organico,43.4596493,-3.8426748,2400.0,2014-08-11T08:18:17.000Z,Buen Estado,"Calle José María de Cossío\, 13",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7716.csv
COSTO7715,2017-10-31T16:54:20.7Z,Organico,43.459657507,-3.844077922,2400.0,2014-08-11T08:15:14.000Z,Buen Estado,"Calle José María de Cossío\, 25",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7715.csv
COSTO7714,2017-10-31T16:54:20.7Z,Organico,43.459657507,-3.844077922,2400.0,2014-08-11T08:15:14.000Z,Buen Estado,"Calle José María de Cossío\, 25",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7714.csv
COSTO7711,2017-10-31T16:54:20.7Z,Organico,43.458698892,-3.848283961,2400.0,2014-08-11T07:50:27.000Z,Buen Estado,"Calle José María de Cossío\, 58",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7711.csv
COSTO7708,2017-10-31T16:54:20.7Z,Organico,43.458428511,-3.848345316,2400.0,2014-08-11T07:48:18.000Z,Buen Estado,"Calle José María de Cossío\, 62-64",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7708.csv
COSTO7707,2017-10-31T16:54:20.7Z,Organico,43.458428511,-3.848345316,2400.0,2014-08-11T07:48:18.000Z,Buen Estado,"Calle José María de Cossío\, 62-64",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7707.csv
COSTO7706,2017-10-31T16:54:20.7Z,Organico,43.458144987,-3.848193101,2400.0,2014-08-11T07:46:24.000Z,Buen Estado,"Calle José María de Cossío\, 62-64",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7706.csv
COSTO7705,2017-10-31T16:54:20.7Z,Organico,43.458144987,-3.848193101,2400.0,2014-08-11T07:46:24.000Z,Buen Estado,"Calle José María de Cossío\, 62-64",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7705.csv
COSTO7702,2017-10-31T16:54:20.7Z,Organico,43.4576072,-3.8481885,3200.0,2014-08-11T07:42:41.000Z,Buen Estado,"Calle José María de Cossío\, 66",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7702.csv
COSTO7701,2017-10-31T16:54:20.7Z,Organico,43.458584266,-3.847246952,2400.0,2014-08-11T07:36:05.000Z,Buen Estado,"Calle María Blanchard\, 19",,,http://datos.santander.es/api/datos/residuos_contenedores/costo7701.csv
