dc:identifier,dc:modified,ayto:medida,ayto:idSensor,ayto:intensidad,ayto:ocupacion,ayto:carga,uri
2072-1b07bcb5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2072,2072,600,47,74,http://datos.santander.es/api/datos/mediciones/2072-1b07bcb5-be5c-11e7-97fa-005056a43242.csv
2073-1b09b829-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2073,2073,0,0,0,http://datos.santander.es/api/datos/mediciones/2073-1b09b829-be5c-11e7-97fa-005056a43242.csv
2074-1b0b9cac-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2074,2074,960,6,44,http://datos.santander.es/api/datos/mediciones/2074-1b0b9cac-be5c-11e7-97fa-005056a43242.csv
2075-1b0d40fb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2075,2075,830,8,40,http://datos.santander.es/api/datos/mediciones/2075-1b0d40fb-be5c-11e7-97fa-005056a43242.csv
2076-1b1117e8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2076,2076,1380,14,44,http://datos.santander.es/api/datos/mediciones/2076-1b1117e8-be5c-11e7-97fa-005056a43242.csv
2077-1b13215c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2077,2077,1140,7,34,http://datos.santander.es/api/datos/mediciones/2077-1b13215c-be5c-11e7-97fa-005056a43242.csv
2078-1b1558bf-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2078,2078,660,6,25,http://datos.santander.es/api/datos/mediciones/2078-1b1558bf-be5c-11e7-97fa-005056a43242.csv
2079-1b173fa9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2079,2079,540,23,36,http://datos.santander.es/api/datos/mediciones/2079-1b173fa9-be5c-11e7-97fa-005056a43242.csv
2500-1b1926dd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2500,2500,720,3,35,http://datos.santander.es/api/datos/mediciones/2500-1b1926dd-be5c-11e7-97fa-005056a43242.csv
2501-1b1ac5ae-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2501,2501,750,11,33,http://datos.santander.es/api/datos/mediciones/2501-1b1ac5ae-be5c-11e7-97fa-005056a43242.csv
2502-1b1ca0a1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2502,2502,300,5,25,http://datos.santander.es/api/datos/mediciones/2502-1b1ca0a1-be5c-11e7-97fa-005056a43242.csv
2503-1b1ec238-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2503,2503,960,28,57,http://datos.santander.es/api/datos/mediciones/2503-1b1ec238-be5c-11e7-97fa-005056a43242.csv
2504-1b207517-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2504,2504,887,10,43,http://datos.santander.es/api/datos/mediciones/2504-1b207517-be5c-11e7-97fa-005056a43242.csv
2505-1b22069e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2505,2505,691,10,32,http://datos.santander.es/api/datos/mediciones/2505-1b22069e-be5c-11e7-97fa-005056a43242.csv
2506-1b23c85a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2506,2506,900,59,74,http://datos.santander.es/api/datos/mediciones/2506-1b23c85a-be5c-11e7-97fa-005056a43242.csv
2507-1b257cdd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2507,2507,935,10,40,http://datos.santander.es/api/datos/mediciones/2507-1b257cdd-be5c-11e7-97fa-005056a43242.csv
2508-1b34274a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2508,2508,1950,66,79,http://datos.santander.es/api/datos/mediciones/2508-1b34274a-be5c-11e7-97fa-005056a43242.csv
2509-1b35ec00-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2509,2509,0,0,0,http://datos.santander.es/api/datos/mediciones/2509-1b35ec00-be5c-11e7-97fa-005056a43242.csv
2510-1b36f751-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2510,2510,0,0,0,http://datos.santander.es/api/datos/mediciones/2510-1b36f751-be5c-11e7-97fa-005056a43242.csv
2511-1b37f86c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2511,2511,120,2,7,http://datos.santander.es/api/datos/mediciones/2511-1b37f86c-be5c-11e7-97fa-005056a43242.csv
2512-1b394734-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2512,2512,120,2,7,http://datos.santander.es/api/datos/mediciones/2512-1b394734-be5c-11e7-97fa-005056a43242.csv
2513-1b3a7d77-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2513,2513,120,3,14,http://datos.santander.es/api/datos/mediciones/2513-1b3a7d77-be5c-11e7-97fa-005056a43242.csv
2514-1b3cbeee-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2514,2514,120,2,7,http://datos.santander.es/api/datos/mediciones/2514-1b3cbeee-be5c-11e7-97fa-005056a43242.csv
2515-1b3e8693-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2515,2515,480,7,44,http://datos.santander.es/api/datos/mediciones/2515-1b3e8693-be5c-11e7-97fa-005056a43242.csv
2516-1b3ffd06-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2516,2516,1020,9,42,http://datos.santander.es/api/datos/mediciones/2516-1b3ffd06-be5c-11e7-97fa-005056a43242.csv
2517-1b415f6c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2517,2517,360,33,52,http://datos.santander.es/api/datos/mediciones/2517-1b415f6c-be5c-11e7-97fa-005056a43242.csv
2518-1b42cdc9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2518,2518,600,33,60,http://datos.santander.es/api/datos/mediciones/2518-1b42cdc9-be5c-11e7-97fa-005056a43242.csv
2519-1b43f161-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2519,2519,360,33,52,http://datos.santander.es/api/datos/mediciones/2519-1b43f161-be5c-11e7-97fa-005056a43242.csv
2520-1b4559ff-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2520,2520,935,10,40,http://datos.santander.es/api/datos/mediciones/2520-1b4559ff-be5c-11e7-97fa-005056a43242.csv
2521-1b4784b5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2521,2521,284,10,19,http://datos.santander.es/api/datos/mediciones/2521-1b4784b5-be5c-11e7-97fa-005056a43242.csv
2522-1b50b6cc-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2522,2522,900,59,74,http://datos.santander.es/api/datos/mediciones/2522-1b50b6cc-be5c-11e7-97fa-005056a43242.csv
2523-1b525b56-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2523,2523,900,59,74,http://datos.santander.es/api/datos/mediciones/2523-1b525b56-be5c-11e7-97fa-005056a43242.csv
2524-1b53f21c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2524,2524,935,10,40,http://datos.santander.es/api/datos/mediciones/2524-1b53f21c-be5c-11e7-97fa-005056a43242.csv
2901-1b55bb95-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2901,2901,960,6,44,http://datos.santander.es/api/datos/mediciones/2901-1b55bb95-be5c-11e7-97fa-005056a43242.csv
2902-1b57910f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2902,2902,660,6,32,http://datos.santander.es/api/datos/mediciones/2902-1b57910f-be5c-11e7-97fa-005056a43242.csv
2903-1b594db0-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2903,2903,600,4,22,http://datos.santander.es/api/datos/mediciones/2903-1b594db0-be5c-11e7-97fa-005056a43242.csv
2904-1b5b054a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2904,2904,946,10,38,http://datos.santander.es/api/datos/mediciones/2904-1b5b054a-be5c-11e7-97fa-005056a43242.csv
2905-1b5d0590-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2905,2905,830,8,40,http://datos.santander.es/api/datos/mediciones/2905-1b5d0590-be5c-11e7-97fa-005056a43242.csv
2906-1b5f1a3f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2906,2906,652,10,31,http://datos.santander.es/api/datos/mediciones/2906-1b5f1a3f-be5c-11e7-97fa-005056a43242.csv
2907-1b61de01-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2907,2907,887,10,43,http://datos.santander.es/api/datos/mediciones/2907-1b61de01-be5c-11e7-97fa-005056a43242.csv
2908-1b6356c7-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2908,2908,774,11,36,http://datos.santander.es/api/datos/mediciones/2908-1b6356c7-be5c-11e7-97fa-005056a43242.csv
2909-1b673ef6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2909,2909,1380,14,44,http://datos.santander.es/api/datos/mediciones/2909-1b673ef6-be5c-11e7-97fa-005056a43242.csv
2910-1b6c3320-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2910,2910,1883,17,82,http://datos.santander.es/api/datos/mediciones/2910-1b6c3320-be5c-11e7-97fa-005056a43242.csv
2911-1b6dea78-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2911,2911,691,10,32,http://datos.santander.es/api/datos/mediciones/2911-1b6dea78-be5c-11e7-97fa-005056a43242.csv
2912-1b6f7ee3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2912,2912,750,11,33,http://datos.santander.es/api/datos/mediciones/2912-1b6f7ee3-be5c-11e7-97fa-005056a43242.csv
2913-1b718fcb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2913,2913,690,11,33,http://datos.santander.es/api/datos/mediciones/2913-1b718fcb-be5c-11e7-97fa-005056a43242.csv
2914-1b733a6e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2914,2914,2700,13,69,http://datos.santander.es/api/datos/mediciones/2914-1b733a6e-be5c-11e7-97fa-005056a43242.csv
2915-1b755a5b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2915,2915,1140,7,34,http://datos.santander.es/api/datos/mediciones/2915-1b755a5b-be5c-11e7-97fa-005056a43242.csv
2930-1b7863ec-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2930,2930,960,28,57,http://datos.santander.es/api/datos/mediciones/2930-1b7863ec-be5c-11e7-97fa-005056a43242.csv
2931-1b7b5566-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2931,2931,660,10,50,http://datos.santander.es/api/datos/mediciones/2931-1b7b5566-be5c-11e7-97fa-005056a43242.csv
2932-1b803e57-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,2932,2932,935,10,40,http://datos.santander.es/api/datos/mediciones/2932-1b803e57-be5c-11e7-97fa-005056a43242.csv
3001-1b820bcb-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3001,3001,520,11,44,http://datos.santander.es/api/datos/mediciones/3001-1b820bcb-be5c-11e7-97fa-005056a43242.csv
3002-1b83efef-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3002,3002,553,11,44,http://datos.santander.es/api/datos/mediciones/3002-1b83efef-be5c-11e7-97fa-005056a43242.csv
3003-1b85e2e3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3003,3003,1138,10,49,http://datos.santander.es/api/datos/mediciones/3003-1b85e2e3-be5c-11e7-97fa-005056a43242.csv
3004-1b8fd203-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3004,3004,1020,33,61,http://datos.santander.es/api/datos/mediciones/3004-1b8fd203-be5c-11e7-97fa-005056a43242.csv
3005-1b92ac54-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3005,3005,180,1,9,http://datos.santander.es/api/datos/mediciones/3005-1b92ac54-be5c-11e7-97fa-005056a43242.csv
3006-1b948e0c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3006,3006,240,2,20,http://datos.santander.es/api/datos/mediciones/3006-1b948e0c-be5c-11e7-97fa-005056a43242.csv
3007-1b962283-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3007,3007,120,0,9,http://datos.santander.es/api/datos/mediciones/3007-1b962283-be5c-11e7-97fa-005056a43242.csv
3008-1b97a6d1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3008,3008,523,4,23,http://datos.santander.es/api/datos/mediciones/3008-1b97a6d1-be5c-11e7-97fa-005056a43242.csv
3009-1b991e53-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3009,3009,1380,11,58,http://datos.santander.es/api/datos/mediciones/3009-1b991e53-be5c-11e7-97fa-005056a43242.csv
3010-1b9ab5f1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3010,3010,1080,10,47,http://datos.santander.es/api/datos/mediciones/3010-1b9ab5f1-be5c-11e7-97fa-005056a43242.csv
3011-1b9c7e4e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3011,3011,120,42,47,http://datos.santander.es/api/datos/mediciones/3011-1b9c7e4e-be5c-11e7-97fa-005056a43242.csv
3012-1b9ebbac-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3012,3012,1200,21,55,http://datos.santander.es/api/datos/mediciones/3012-1b9ebbac-be5c-11e7-97fa-005056a43242.csv
3013-1ba07eb7-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3013,3013,960,17,78,http://datos.santander.es/api/datos/mediciones/3013-1ba07eb7-be5c-11e7-97fa-005056a43242.csv
3014-1ba2a8dd-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3014,3014,120,2,11,http://datos.santander.es/api/datos/mediciones/3014-1ba2a8dd-be5c-11e7-97fa-005056a43242.csv
3015-1ba4d71a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3015,3015,960,30,52,http://datos.santander.es/api/datos/mediciones/3015-1ba4d71a-be5c-11e7-97fa-005056a43242.csv
3016-1ba67343-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3016,3016,420,12,40,http://datos.santander.es/api/datos/mediciones/3016-1ba67343-be5c-11e7-97fa-005056a43242.csv
3017-1babfa2d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3017,3017,234,3,20,http://datos.santander.es/api/datos/mediciones/3017-1babfa2d-be5c-11e7-97fa-005056a43242.csv
3018-1bae6423-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3018,3018,660,5,29,http://datos.santander.es/api/datos/mediciones/3018-1bae6423-be5c-11e7-97fa-005056a43242.csv
3019-1bb03f25-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3019,3019,300,2,13,http://datos.santander.es/api/datos/mediciones/3019-1bb03f25-be5c-11e7-97fa-005056a43242.csv
3020-1bb1f336-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3020,3020,840,32,76,http://datos.santander.es/api/datos/mediciones/3020-1bb1f336-be5c-11e7-97fa-005056a43242.csv
3021-1bb61ca6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3021,3021,660,10,50,http://datos.santander.es/api/datos/mediciones/3021-1bb61ca6-be5c-11e7-97fa-005056a43242.csv
3022-1bb7bc49-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3022,3022,540,7,40,http://datos.santander.es/api/datos/mediciones/3022-1bb7bc49-be5c-11e7-97fa-005056a43242.csv
3023-1bb93a2b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3023,3023,806,7,57,http://datos.santander.es/api/datos/mediciones/3023-1bb93a2b-be5c-11e7-97fa-005056a43242.csv
3024-1bbaa3ef-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3024,3024,778,4,54,http://datos.santander.es/api/datos/mediciones/3024-1bbaa3ef-be5c-11e7-97fa-005056a43242.csv
3025-1bbc3a5e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3025,3025,430,10,36,http://datos.santander.es/api/datos/mediciones/3025-1bbc3a5e-be5c-11e7-97fa-005056a43242.csv
3026-1bbdc2be-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3026,3026,571,11,31,http://datos.santander.es/api/datos/mediciones/3026-1bbdc2be-be5c-11e7-97fa-005056a43242.csv
3027-1bbf6ec6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3027,3027,758,6,61,http://datos.santander.es/api/datos/mediciones/3027-1bbf6ec6-be5c-11e7-97fa-005056a43242.csv
3028-1bc338d6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3028,3028,540,6,26,http://datos.santander.es/api/datos/mediciones/3028-1bc338d6-be5c-11e7-97fa-005056a43242.csv
3029-1bc4dd77-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3029,3029,321,2,26,http://datos.santander.es/api/datos/mediciones/3029-1bc4dd77-be5c-11e7-97fa-005056a43242.csv
3030-1bc88bbe-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3030,3030,444,11,41,http://datos.santander.es/api/datos/mediciones/3030-1bc88bbe-be5c-11e7-97fa-005056a43242.csv
3031-1bca321f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3031,3031,427,4,36,http://datos.santander.es/api/datos/mediciones/3031-1bca321f-be5c-11e7-97fa-005056a43242.csv
3032-1bcbbd3e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3032,3032,374,6,33,http://datos.santander.es/api/datos/mediciones/3032-1bcbbd3e-be5c-11e7-97fa-005056a43242.csv
3033-1bcd63d8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3033,3033,400,8,36,http://datos.santander.es/api/datos/mediciones/3033-1bcd63d8-be5c-11e7-97fa-005056a43242.csv
3034-1bcefab4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3034,3034,209,10,24,http://datos.santander.es/api/datos/mediciones/3034-1bcefab4-be5c-11e7-97fa-005056a43242.csv
3035-1bcff24f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3035,3035,173,10,22,http://datos.santander.es/api/datos/mediciones/3035-1bcff24f-be5c-11e7-97fa-005056a43242.csv
3036-1bd23ac8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3036,3036,111,3,11,http://datos.santander.es/api/datos/mediciones/3036-1bd23ac8-be5c-11e7-97fa-005056a43242.csv
3037-1bd5fc4f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3037,3037,410,6,36,http://datos.santander.es/api/datos/mediciones/3037-1bd5fc4f-be5c-11e7-97fa-005056a43242.csv
3038-1bd6e018-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3038,3038,660,40,66,http://datos.santander.es/api/datos/mediciones/3038-1bd6e018-be5c-11e7-97fa-005056a43242.csv
3039-1bd8053d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3039,3039,240,8,23,http://datos.santander.es/api/datos/mediciones/3039-1bd8053d-be5c-11e7-97fa-005056a43242.csv
3040-1bd91a8f-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3040,3040,600,6,28,http://datos.santander.es/api/datos/mediciones/3040-1bd91a8f-be5c-11e7-97fa-005056a43242.csv
3041-1bda0ed1-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3041,3041,71,3,8,http://datos.santander.es/api/datos/mediciones/3041-1bda0ed1-be5c-11e7-97fa-005056a43242.csv
3042-1bdb0cc9-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3042,3042,0,0,0,http://datos.santander.es/api/datos/mediciones/3042-1bdb0cc9-be5c-11e7-97fa-005056a43242.csv
3043-1bdbebad-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3043,3043,328,29,45,http://datos.santander.es/api/datos/mediciones/3043-1bdbebad-be5c-11e7-97fa-005056a43242.csv
3044-1bdf0e78-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3044,3044,370,11,33,http://datos.santander.es/api/datos/mediciones/3044-1bdf0e78-be5c-11e7-97fa-005056a43242.csv
3045-1be072c8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3045,3045,384,29,47,http://datos.santander.es/api/datos/mediciones/3045-1be072c8-be5c-11e7-97fa-005056a43242.csv
3046-1be196d6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3046,3046,449,10,37,http://datos.santander.es/api/datos/mediciones/3046-1be196d6-be5c-11e7-97fa-005056a43242.csv
3047-1be28c95-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3047,3047,294,11,28,http://datos.santander.es/api/datos/mediciones/3047-1be28c95-be5c-11e7-97fa-005056a43242.csv
3048-1be394a8-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3048,3048,839,10,68,http://datos.santander.es/api/datos/mediciones/3048-1be394a8-be5c-11e7-97fa-005056a43242.csv
3049-1be4745d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3049,3049,883,15,73,http://datos.santander.es/api/datos/mediciones/3049-1be4745d-be5c-11e7-97fa-005056a43242.csv
3050-1be54502-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3050,3050,420,28,55,http://datos.santander.es/api/datos/mediciones/3050-1be54502-be5c-11e7-97fa-005056a43242.csv
3051-1be6c950-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3051,3051,0,0,0,http://datos.santander.es/api/datos/mediciones/3051-1be6c950-be5c-11e7-97fa-005056a43242.csv
3052-1be87dff-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3052,3052,87,29,35,http://datos.santander.es/api/datos/mediciones/3052-1be87dff-be5c-11e7-97fa-005056a43242.csv
3053-1be9a1e4-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3053,3053,672,10,32,http://datos.santander.es/api/datos/mediciones/3053-1be9a1e4-be5c-11e7-97fa-005056a43242.csv
3054-1bea8e0e-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3054,3054,0,0,0,http://datos.santander.es/api/datos/mediciones/3054-1bea8e0e-be5c-11e7-97fa-005056a43242.csv
3055-1bedbab7-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3055,3055,437,11,39,http://datos.santander.es/api/datos/mediciones/3055-1bedbab7-be5c-11e7-97fa-005056a43242.csv
3056-1bee896d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3056,3056,225,2,19,http://datos.santander.es/api/datos/mediciones/3056-1bee896d-be5c-11e7-97fa-005056a43242.csv
3057-1bef6a72-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3057,3057,760,25,69,http://datos.santander.es/api/datos/mediciones/3057-1bef6a72-be5c-11e7-97fa-005056a43242.csv
3058-1bf03c88-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3058,3058,710,11,60,http://datos.santander.es/api/datos/mediciones/3058-1bf03c88-be5c-11e7-97fa-005056a43242.csv
3059-1bf0f92d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3059,3059,1200,9,45,http://datos.santander.es/api/datos/mediciones/3059-1bf0f92d-be5c-11e7-97fa-005056a43242.csv
3060-1bf1c30a-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3060,3060,720,6,32,http://datos.santander.es/api/datos/mediciones/3060-1bf1c30a-be5c-11e7-97fa-005056a43242.csv
3061-1bf28429-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3061,3061,131,4,18,http://datos.santander.es/api/datos/mediciones/3061-1bf28429-be5c-11e7-97fa-005056a43242.csv
3062-1bf35eae-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3062,3062,300,2,25,http://datos.santander.es/api/datos/mediciones/3062-1bf35eae-be5c-11e7-97fa-005056a43242.csv
3063-1bf4b0b5-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3063,3063,360,8,33,http://datos.santander.es/api/datos/mediciones/3063-1bf4b0b5-be5c-11e7-97fa-005056a43242.csv
3064-1bf5a528-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3064,3064,660,10,50,http://datos.santander.es/api/datos/mediciones/3064-1bf5a528-be5c-11e7-97fa-005056a43242.csv
3065-1bfa446c-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3065,3065,360,3,30,http://datos.santander.es/api/datos/mediciones/3065-1bfa446c-be5c-11e7-97fa-005056a43242.csv
3066-1bfba23d-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3066,3066,720,10,33,http://datos.santander.es/api/datos/mediciones/3066-1bfba23d-be5c-11e7-97fa-005056a43242.csv
3067-1bfc9081-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3067,3067,960,15,69,http://datos.santander.es/api/datos/mediciones/3067-1bfc9081-be5c-11e7-97fa-005056a43242.csv
3068-1bfd8887-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3068,3068,60,2,7,http://datos.santander.es/api/datos/mediciones/3068-1bfd8887-be5c-11e7-97fa-005056a43242.csv
3069-1bfe8316-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3069,3069,120,2,12,http://datos.santander.es/api/datos/mediciones/3069-1bfe8316-be5c-11e7-97fa-005056a43242.csv
3070-1bff6593-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3070,3070,0,0,0,http://datos.santander.es/api/datos/mediciones/3070-1bff6593-be5c-11e7-97fa-005056a43242.csv
3071-1c0046e6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3071,3071,0,0,0,http://datos.santander.es/api/datos/mediciones/3071-1c0046e6-be5c-11e7-97fa-005056a43242.csv
3072-1c012241-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3072,3072,120,2,13,http://datos.santander.es/api/datos/mediciones/3072-1c012241-be5c-11e7-97fa-005056a43242.csv
3073-1c020317-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3073,3073,180,3,14,http://datos.santander.es/api/datos/mediciones/3073-1c020317-be5c-11e7-97fa-005056a43242.csv
3074-1c045be6-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3074,3074,583,10,50,http://datos.santander.es/api/datos/mediciones/3074-1c045be6-be5c-11e7-97fa-005056a43242.csv
3075-1c053221-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3075,3075,567,10,49,http://datos.santander.es/api/datos/mediciones/3075-1c053221-be5c-11e7-97fa-005056a43242.csv
3076-1c0623c3-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3076,3076,1020,6,43,http://datos.santander.es/api/datos/mediciones/3076-1c0623c3-be5c-11e7-97fa-005056a43242.csv
3077-1c070657-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3077,3077,180,3,10,http://datos.santander.es/api/datos/mediciones/3077-1c070657-be5c-11e7-97fa-005056a43242.csv
3078-1c080873-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3078,3078,1320,17,59,http://datos.santander.es/api/datos/mediciones/3078-1c080873-be5c-11e7-97fa-005056a43242.csv
3079-1c090281-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3079,3079,780,8,38,http://datos.santander.es/api/datos/mediciones/3079-1c090281-be5c-11e7-97fa-005056a43242.csv
3080-1c09f46b-be5c-11e7-97fa-005056a43242,2017-10-31T16:49:00Z,3080,3080,720,11,38,http://datos.santander.es/api/datos/mediciones/3080-1c09f46b-be5c-11e7-97fa-005056a43242.csv
