dc:identifier,dc:modified,rdf:type,callej:sigla,callej:tipo-via,callej:nombre-calle,callej:nombre-largo,callej:nombre-clasif,dc:date,uri
08717,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JESUS AVECILLA,JESUS AVECILLA,JESUS AVECILLA,,http://datos.santander.es/api/datos/callejero_calles/08717.csv
08718,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DANIEL ALEGRE,DANIEL ALEGRE,DANIEL ALEGRE,,http://datos.santander.es/api/datos/callejero_calles/08718.csv
08720,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARTURO DUO VITAL,ARTURO DUO VITAL,ARTURO DUO VITAL,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08720.csv
08721,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RUFINO RUIZ CEBALLOS,RUFINO RUIZ CEBALLOS,RUFINO RUIZ CEBALLOS,,http://datos.santander.es/api/datos/callejero_calles/08721.csv
08722,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,HERMANOS CALDERON,HERMANOS CALDERON,HERMANOS CALDERON,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08722.csv
08723,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTIAGO GARCIA CUADRADO,SANTIAGO GARCIA CUADRADO,SANTIAGO GARCIA CUADRADO,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08723.csv
08724,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL VELEZ,MANUEL VELEZ,MANUEL VELEZ,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08724.csv
08725,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GERTRUDIS GMEZ AVELLANEDA,GERTRUDIS GOMEZ DE AVELLANEDA,GERTRUDIS GMEZ AVELLANEDA,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08725.csv
08726,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROSALIA DE CASTRO,ROSALIA DE CASTRO,ROSALIA DE CASTRO,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08726.csv
08727,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIA GUERRERO,MARIA GUERRERO,MARIA GUERRERO,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08727.csv
08728,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARMEN BRAVO-VILLASANTE,CARMEN BRAVO-VILLASANTE,CARMEN BRAVO-VILLASANTE,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08728.csv
08729,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EDUARDO TORRALBA BECI,EDUARDO TORRALBA BECI,EDUARDO TORRALBA BECI,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08729.csv
08730,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIA ZAMBRANO,MARIA ZAMBRANO,MARIA ZAMBRANO,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08730.csv
08731,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EUSEBIO SANTAMARIA,EUSEBIO SANTAMARIA,EUSEBIO SANTAMARIA,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08731.csv
08732,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ROSARIO IGLESIAS,ROSARIO IGLESIAS,ROSARIO IGLESIAS,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08732.csv
08733,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSEFINA DE LA MAZA,JOSEFINA DE LA MAZA,JOSEFINA DE LA MAZA,2005-06-30,http://datos.santander.es/api/datos/callejero_calles/08733.csv
08734,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LOS CAMPESINOS,LOS CAMPESINOS,CAMPESINOS (LOS),,http://datos.santander.es/api/datos/callejero_calles/08734.csv
08735,2017-10-30T23:04:57.635Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TORREMAR,TORREMAR,TORREMAR,,http://datos.santander.es/api/datos/callejero_calles/08735.csv
08510,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ISAAC ALBENIZ,ISAAC ALBENIZ,ISAAC ALBENIZ,,http://datos.santander.es/api/datos/callejero_calles/08510.csv
08520,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL DE FALLA,MANUEL DE FALLA,MANUEL DE FALLA,,http://datos.santander.es/api/datos/callejero_calles/08520.csv
08530,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SANTIAGO ONTAÑON,SANTIAGO ONTAÑON,SANTIAGO ONTAÑON,,http://datos.santander.es/api/datos/callejero_calles/08530.csv
08540,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUIS BUÑUEL,LUIS BUÑUEL,LUIS BUÑUEL,,http://datos.santander.es/api/datos/callejero_calles/08540.csv
08550,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAFAEL ALBERTI,RAFAEL ALBERTI,RAFAEL ALBERTI,,http://datos.santander.es/api/datos/callejero_calles/08550.csv
08560,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARGARITA XIRGU,MARGARITA XIRGU,MARGARITA XIRGU,,http://datos.santander.es/api/datos/callejero_calles/08560.csv
08570,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE LUIS HIDALGO,JOSE LUIS HIDALGO,JOSE LUIS HIDALGO,,http://datos.santander.es/api/datos/callejero_calles/08570.csv
08610,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA PUEBLA,LA PUEBLA,PUEBLA (LA),,http://datos.santander.es/api/datos/callejero_calles/08610.csv
08615,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JEAN LEON,JEAN LEON,JEAN LEON,,http://datos.santander.es/api/datos/callejero_calles/08615.csv
08620,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIES DE MILLAJO,MIES DE MILLAJO,MIES DE MILLAJO,,http://datos.santander.es/api/datos/callejero_calles/08620.csv
08630,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,NESTEO,NESTEO,NESTEO,,http://datos.santander.es/api/datos/callejero_calles/08630.csv
08635,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOYOS,JOYOS,JOYOS,,http://datos.santander.es/api/datos/callejero_calles/08635.csv
08640,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL LLURO,EL LLURO,LLURO (EL),,http://datos.santander.es/api/datos/callejero_calles/08640.csv
08650,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DE LA SALUD,DE LA SALUD,SALUD (DE LA),,http://datos.santander.es/api/datos/callejero_calles/08650.csv
08655,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARRIBA,ARRIBA,ARRIBA,,http://datos.santander.es/api/datos/callejero_calles/08655.csv
08660,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FUMORIL,FUMORIL,FUMORIL,,http://datos.santander.es/api/datos/callejero_calles/08660.csv
08665,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA NUNCIA,LA NUNCIA,NUNCIA (LA),,http://datos.santander.es/api/datos/callejero_calles/08665.csv
08670,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA PEREDA,LA PEREDA,PEREDA (LA),,http://datos.santander.es/api/datos/callejero_calles/08670.csv
08675,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA ROCHELA,LA ROCHELA,ROCHELA (LA),,http://datos.santander.es/api/datos/callejero_calles/08675.csv
08680,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CASTOR AGRA GARCIA,CASTOR AGRA GARCIA,CASTOR AGRA GARCIA,,http://datos.santander.es/api/datos/callejero_calles/08680.csv
08685,2017-10-30T23:04:57.634Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RAMON GOMEZ TOCA,RAMON GOMEZ TOCA,RAMON GOMEZ TOCA,,http://datos.santander.es/api/datos/callejero_calles/08685.csv
08310,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PEDRO RODRIGUEZ PARETS,PEDRO RODRIGUEZ PARETS,PEDRO RODRIGUEZ PARETS,,http://datos.santander.es/api/datos/callejero_calles/08310.csv
08320,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LIBERTAD,LIBERTAD,LIBERTAD,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08320.csv
08330,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUSTO COLONGUES,JUSTO COLONGUES,JUSTO COLONGUES,,http://datos.santander.es/api/datos/callejero_calles/08330.csv
08340,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO DE LA DEHESA,ANTONIO DE LA DEHESA,ANTONIO DE LA DEHESA,,http://datos.santander.es/api/datos/callejero_calles/08340.csv
08350,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AURELIO ESPINOSA,AURELIO ESPINOSA,AURELIO ESPINOSA,,http://datos.santander.es/api/datos/callejero_calles/08350.csv
08360,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SIXTO CORDOVA,SIXTO CORDOVA,SIXTO CORDOVA,,http://datos.santander.es/api/datos/callejero_calles/08360.csv
08370,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFONSINA STORNI,ALFONSINA STORNI,ALFONSINA STORNI,,http://datos.santander.es/api/datos/callejero_calles/08370.csv
08380,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,HERMANAS BRONTE,HERMANAS BRONTE,HERMANAS BRONTE,,http://datos.santander.es/api/datos/callejero_calles/08380.csv
08390,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CATALINA BARCENA,CATALINA BARCENA,CATALINA BARCENA,,http://datos.santander.es/api/datos/callejero_calles/08390.csv
08400,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PESETA,PESETA,PESETA,,http://datos.santander.es/api/datos/callejero_calles/08400.csv
08410,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CESAR LLAMAZARES,CESAR LLAMAZARES,CESAR LLAMAZARES,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08410.csv
08420,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIA CURIE,MARIA CURIE,MARIA CURIE,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08420.csv
08430,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ABILIO GARCIA-BARON,ABILIO GARCIA-BARON,ABILIO GARCIA-BARON,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08430.csv
08440,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIANO LASTRA,MARIANO LASTRA,MARIANO LASTRA,,http://datos.santander.es/api/datos/callejero_calles/08440.csv
08450,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MONTES CANTABROS,MONTES CANTABROS,MONTES CANTABROS,,http://datos.santander.es/api/datos/callejero_calles/08450.csv
08460,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO TOMAS VALIENTE,FRANCISCO TOMAS Y VALIENTE,FRANCISCO TOMAS VALIENTE,,http://datos.santander.es/api/datos/callejero_calles/08460.csv
08470,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUCIANO MALUMBRES,LUCIANO MALUMBRES,LUCIANO MALUMBRES,,http://datos.santander.es/api/datos/callejero_calles/08470.csv
08480,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JULIO JAURENA,JULIO JAURENA,JULIO JAURENA,,http://datos.santander.es/api/datos/callejero_calles/08480.csv
08490,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN RODRIGO,JOAQUIN RODRIGO,JOAQUIN RODRIGO,,http://datos.santander.es/api/datos/callejero_calles/08490.csv
08500,2017-10-30T23:04:57.633Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFREDO KRAUS,ALFREDO KRAUS,ALFREDO KRAUS,,http://datos.santander.es/api/datos/callejero_calles/08500.csv
08210,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PARROCO JULIO BLANCO,PARROCO JULIO BLANCO,PARROCO JULIO BLANCO,,http://datos.santander.es/api/datos/callejero_calles/08210.csv
08220,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAURO FERNANDEZ GONZALEZ,LAURO FERNANDEZ GONZALEZ,LAURO FERNANDEZ GONZALEZ,2002-04-25,http://datos.santander.es/api/datos/callejero_calles/08220.csv
08230,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAS PORTILLAS,LAS PORTILLAS,PORTILLAS (LAS),,http://datos.santander.es/api/datos/callejero_calles/08230.csv
08240,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,TOMAS SOTO PIDAL,TOMAS SOTO PIDAL,TOMAS SOTO PIDAL,,http://datos.santander.es/api/datos/callejero_calles/08240.csv
08250,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARINO FERNANDEZ-FONTECHA,MARINO FERNANDEZ-FONTECHA,MARINO FERNANDEZ-FONTECHA,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08250.csv
08260,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ERNEST LLUCH,ERNEST LLUCH,ERNEST LLUCH,,http://datos.santander.es/api/datos/callejero_calles/08260.csv
08270,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,SOR RAMONA ORMAZABAL,SOR RAMONA ORMAZABAL,SOR RAMONA ORMAZABAL,,http://datos.santander.es/api/datos/callejero_calles/08270.csv
08280,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CLARA CAMPOAMOR,CLARA CAMPOAMOR,CLARA CAMPOAMOR,,http://datos.santander.es/api/datos/callejero_calles/08280.csv
08290,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MODESTO MARTINEZ PACHECO,MODESTO MARTINEZ PACHECO,MODESTO MARTINEZ PACHECO,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08290.csv
08300,2017-10-30T23:04:57.632Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARQUES DE HAZAS,MARQUES DE HAZAS,MARQUES DE HAZAS,2002-01-31,http://datos.santander.es/api/datos/callejero_calles/08300.csv
08110,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LEOPOLDO ALAS CLARIN,LEOPOLDO ALAS CLARIN,LEOPOLDO ALAS CLARIN,,http://datos.santander.es/api/datos/callejero_calles/08110.csv
08120,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DOCTOR GONZALEZ TORRE,DOCTOR GONZALEZ TORRE,DOCTOR GONZALEZ TORRE,,http://datos.santander.es/api/datos/callejero_calles/08120.csv
08130,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIGUEL SERVET,MIGUEL SERVET,MIGUEL SERVET,2001-07-27,http://datos.santander.es/api/datos/callejero_calles/08130.csv
08140,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANA MARIA CAGIGAL,ANA MARIA CAGIGAL,ANA MARIA CAGIGAL,,http://datos.santander.es/api/datos/callejero_calles/08140.csv
08150,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE ORTEGA Y GASSET,JOSE ORTEGA Y GASSET,JOSE ORTEGA Y GASSET,,http://datos.santander.es/api/datos/callejero_calles/08150.csv
08160,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DOCTOR GUILLERMO DIERSSEN,DOCTOR GUILLERMO DIERSSEN,DOCTOR GUILLERMO DIERSSEN,,http://datos.santander.es/api/datos/callejero_calles/08160.csv
08170,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUEGO DE LOS BOLOS,JUEGO DE LOS BOLOS,JUEGO DE LOS BOLOS,2001-07-27,http://datos.santander.es/api/datos/callejero_calles/08170.csv
08180,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ELENA SORIANO,ELENA SORIANO,ELENA SORIANO,,http://datos.santander.es/api/datos/callejero_calles/08180.csv
08190,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PADRE CARBALLO,PADRE CARBALLO,PADRE CARBALLO,,http://datos.santander.es/api/datos/callejero_calles/08190.csv
08200,2017-10-30T23:04:57.629Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VOLUNTARIADO,VOLUNTARIADO,VOLUNTARIADO,2001-07-27,http://datos.santander.es/api/datos/callejero_calles/08200.csv
07780,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIGUEL HERNANDEZ,MIGUEL HERNANDEZ,MIGUEL HERNANDEZ,,http://datos.santander.es/api/datos/callejero_calles/07780.csv
07790,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DAMASO ALONSO,DAMASO ALONSO,DAMASO ALONSO,,http://datos.santander.es/api/datos/callejero_calles/07790.csv
07800,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MATEO ESCAGEDO SALMON,MATEO ESCAGEDO SALMON,MATEO ESCAGEDO SALMON,1998-07-09,http://datos.santander.es/api/datos/callejero_calles/07800.csv
07810,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LUIS SALGADO LODEIRO,LUIS SALGADO LODEIRO,LUIS SALGADO LODEIRO,1998-07-09,http://datos.santander.es/api/datos/callejero_calles/07810.csv
07820,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIGUEL DE UNAMUNO,MIGUEL DE UNAMUNO,MIGUEL DE UNAMUNO,,http://datos.santander.es/api/datos/callejero_calles/07820.csv
07840,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE M. GONZALEZ TREVILLA,JOSE MARIA GONZALEZ TREVILLA,JOSE M. GONZALEZ TREVILLA,,http://datos.santander.es/api/datos/callejero_calles/07840.csv
07850,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARSENIO ODRIOZOLA,ARSENIO ODRIOZOLA,ARSENIO ODRIOZOLA,,http://datos.santander.es/api/datos/callejero_calles/07850.csv
07860,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EL RECIAL,EL RECIAL,RECIAL (EL),,http://datos.santander.es/api/datos/callejero_calles/07860.csv
07870,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ELENA QUIROGA,ELENA QUIROGA,ELENA QUIROGA,,http://datos.santander.es/api/datos/callejero_calles/07870.csv
07890,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO DE NEBRIJA,ANTONIO DE NEBRIJA,ANTONIO DE NEBRIJA,,http://datos.santander.es/api/datos/callejero_calles/07890.csv
07900,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO RIVAS MORENO,FRANCISCO RIVAS MORENO,FRANCISCO RIVAS MORENO,,http://datos.santander.es/api/datos/callejero_calles/07900.csv
07910,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN JOSE MIER,JUAN JOSE MIER,JUAN JOSE MIER,,http://datos.santander.es/api/datos/callejero_calles/07910.csv
07930,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,REPUENTE GP. FDO. ATECA,REPUENTE GRUPO FERNANDO ATECA,REPUENTE GP. FDO. ATECA,,http://datos.santander.es/api/datos/callejero_calles/07930.csv
07950,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ENRIQUE GRAN,ENRIQUE GRAN,ENRIQUE GRAN,,http://datos.santander.es/api/datos/callejero_calles/07950.csv
07970,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO RIVERO GIL,FRANCISCO RIVERO GIL,FRANCISCO RIVERO GIL,,http://datos.santander.es/api/datos/callejero_calles/07970.csv
07980,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL RUIZ DE QUEVEDO,MANUEL RUIZ DE QUEVEDO,MANUEL RUIZ DE QUEVEDO,,http://datos.santander.es/api/datos/callejero_calles/07980.csv
07990,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MARIA SANZ DE SAUTUOLA,MARIA SANZ DE SAUTUOLA,MARIA SANZ DE SAUTUOLA,,http://datos.santander.es/api/datos/callejero_calles/07990.csv
08000,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,PADRES ESCOLAPIOS,PADRES ESCOLAPIOS,PADRES ESCOLAPIOS,,http://datos.santander.es/api/datos/callejero_calles/08000.csv
08010,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VERIDIANO ROJO HERRERO,VERIDIANO ROJO HERRERO,VERIDIANO ROJO HERRERO,,http://datos.santander.es/api/datos/callejero_calles/08010.csv
08020,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL CACICEDO,MANUEL CACICEDO,MANUEL CACICEDO,,http://datos.santander.es/api/datos/callejero_calles/08020.csv
08030,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MIGUEL ANGEL SAMPERI0,MIGUEL ANGEL SAMPERIO,MIGUEL ANGEL SAMPERIO,,http://datos.santander.es/api/datos/callejero_calles/08030.csv
08040,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,RICARDO LOPEZ ARANDA,RICARDO LOPEZ ARANDA,RICARDO LOPEZ ARANDA,,http://datos.santander.es/api/datos/callejero_calles/08040.csv
08050,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL POMBO ANGULO,MANUEL POMBO ANGULO,MANUEL POMBO ANGULO,,http://datos.santander.es/api/datos/callejero_calles/08050.csv
08080,2017-10-30T23:04:57.628Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUAN GUERRERO URREISTI,JUAN GUERRERO URREISTI,JUAN GUERRERO URREISTI,,http://datos.santander.es/api/datos/callejero_calles/08080.csv
