dc:identifier,dc:modified,rdf:type,callej:sigla,callej:tipo-via,callej:nombre-calle,callej:nombre-largo,callej:nombre-clasif,dc:date,uri
02335,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LA IGLESIA,LA IGLESIA,IGLESIA (LA),,http://datos.santander.es/api/datos/callejero_calles/02335.csv
02350,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,LAS INFANTAS,LAS INFANTAS,INFANTAS (LAS),,http://datos.santander.es/api/datos/callejero_calles/02350.csv
02380,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ISAAC PERAL,ISAAC PERAL,ISAAC PERAL,,http://datos.santander.es/api/datos/callejero_calles/02380.csv
02420,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ISABEL LA CATOLICA,ISABEL LA CATOLICA,ISABEL LA CATOLICA,,http://datos.santander.es/api/datos/callejero_calles/02420.csv
02440,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ISABEL II,ISABEL II,ISABEL II,,http://datos.santander.es/api/datos/callejero_calles/02440.csv
02460,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JAZMIN,JAZMIN,JAZMIN,,http://datos.santander.es/api/datos/callejero_calles/02460.csv
02470,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JERONIMO SAINZ DE LA MAZA,JERONIMO SAINZ DE LA MAZA,JERONIMO SAINZ MAZA,,http://datos.santander.es/api/datos/callejero_calles/02470.csv
02480,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JESUS DE MONASTERIO,JESUS DE MONASTERIO,JESUS DE MONASTERIO,,http://datos.santander.es/api/datos/callejero_calles/02480.csv
02490,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN BUSTAMANTE,JOAQUIN BUSTAMANTE,JOAQUIN BUSTAMANTE,,http://datos.santander.es/api/datos/callejero_calles/02490.csv
02500,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN CAYON,JOAQUIN CAYON,JOAQUIN CAYON,,http://datos.santander.es/api/datos/callejero_calles/02500.csv
02510,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN COSTA,JOAQUIN COSTA,JOAQUIN COSTA,,http://datos.santander.es/api/datos/callejero_calles/02510.csv
02520,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOAQUIN REGUERA SEVILLA,JOAQUIN REGUERA SEVILLA,JOAQUIN REGUERA SEVILLA,,http://datos.santander.es/api/datos/callejero_calles/02520.csv
02540,2017-10-30T23:04:57.613Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JOSE MARIA DE COSSIO,JOSE MARIA DE COSSIO,JOSE MARIA DE COSSIO,,http://datos.santander.es/api/datos/callejero_calles/02540.csv
01995,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDO DE LOS RIOS,FERNANDO DE LOS RIOS,FERNANDO DE LOS RIOS,,http://datos.santander.es/api/datos/callejero_calles/01995.csv
02000,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FLORANES,FLORANES,FLORANES,,http://datos.santander.es/api/datos/callejero_calles/02000.csv
02030,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FLORIDA,FLORIDA,FLORIDA,,http://datos.santander.es/api/datos/callejero_calles/02030.csv
02040,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO CUBRIA,FRANCISCO CUBRIA,FRANCISCO CUBRIA,,http://datos.santander.es/api/datos/callejero_calles/02040.csv
02042,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO ITURRINO,FRANCISCO ITURRINO,FRANCISCO ITURRINO,,http://datos.santander.es/api/datos/callejero_calles/02042.csv
02045,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO PALAZUELOS,FRANCISCO PALAZUELOS,FRANCISCO PALAZUELOS,,http://datos.santander.es/api/datos/callejero_calles/02045.csv
02050,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO QUEVEDO,FRANCISCO QUEVEDO,FRANCISCO QUEVEDO,,http://datos.santander.es/api/datos/callejero_calles/02050.csv
02060,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO SALAZAR,FRANCISCO SALAZAR,FRANCISCO SALAZAR,,http://datos.santander.es/api/datos/callejero_calles/02060.csv
02070,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GALICIA,GALICIA,GALICIA,,http://datos.santander.es/api/datos/callejero_calles/02070.csv
02080,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GAMAZO,GAMAZO,GAMAZO,,http://datos.santander.es/api/datos/callejero_calles/02080.csv
02090,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GANDARA,GANDARA,GANDARA,,http://datos.santander.es/api/datos/callejero_calles/02090.csv
02110,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GARCIA MORATO,GARCIA MORATO,GARCIA MORATO,,http://datos.santander.es/api/datos/callejero_calles/02110.csv
02130,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GENERAL DIAZ DE VILLEGAS,GENERAL DIAZ DE VILLEGAS,GENERAL DIAZ DE VILLEGAS,,http://datos.santander.es/api/datos/callejero_calles/02130.csv
02160,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GENERAL MOLA,GENERAL MOLA,GENERAL MOLA,,http://datos.santander.es/api/datos/callejero_calles/02160.csv
02170,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GENERAL MOSCARDO,GENERAL MOSCARDO,GENERAL MOSCARDO,,http://datos.santander.es/api/datos/callejero_calles/02170.csv
02190,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,POETA GERARDO DIEGO,POETA GERARDO DIEGO,POETA GERARDO DIEGO,,http://datos.santander.es/api/datos/callejero_calles/02190.csv
02200,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GERONA,GERONA,GERONA,,http://datos.santander.es/api/datos/callejero_calles/02200.csv
02210,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GIRASOL,GIRASOL,GIRASOL,,http://datos.santander.es/api/datos/callejero_calles/02210.csv
02220,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GOMEZ OREÑA,GOMEZ OREÑA,GOMEZ OREÑA,,http://datos.santander.es/api/datos/callejero_calles/02220.csv
02230,2017-10-30T23:04:57.612Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,GONZALO SALAZAR,GONZALO SALAZAR,GONZALO SALAZAR,,http://datos.santander.es/api/datos/callejero_calles/02230.csv
01620,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,VALDENOJA (CUETO),VALDENOJA (CUETO),VALDENOJA (CUETO),,http://datos.santander.es/api/datos/callejero_calles/01620.csv
01660,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DALIA,DALIA,DALIA,,http://datos.santander.es/api/datos/callejero_calles/01660.csv
01670,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DAOIZ Y VELARDE,DAOIZ Y VELARDE,DAOIZ Y VELARDE,,http://datos.santander.es/api/datos/callejero_calles/01670.csv
01680,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DIVISION AZUL,DIVISION AZUL,DIVISION AZUL,,http://datos.santander.es/api/datos/callejero_calles/01680.csv
01690,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DOCTOR FLEMING,DOCTOR FLEMING,DOCTOR FLEMING,,http://datos.santander.es/api/datos/callejero_calles/01690.csv
01710,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DOCTOR MARAÑON,DOCTOR MARAÑON,DOCTOR MARAÑON,,http://datos.santander.es/api/datos/callejero_calles/01710.csv
01720,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DON DANIEL,DON DANIEL,DON DANIEL,,http://datos.santander.es/api/datos/callejero_calles/01720.csv
01740,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DUQUE DE AHUMADA,DUQUE DE AHUMADA,DUQUE DE AHUMADA,,http://datos.santander.es/api/datos/callejero_calles/01740.csv
01750,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,DUQUE SANTO MAURO,DUQUE SANTO MAURO,DUQUE SANTO MAURO,,http://datos.santander.es/api/datos/callejero_calles/01750.csv
01790,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EDUARDO BENOT,EDUARDO BENOT,EDUARDO BENOT,,http://datos.santander.es/api/datos/callejero_calles/01790.csv
01800,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EDUARDO GARCIA,EDUARDO GARCIA,EDUARDO GARCIA,,http://datos.santander.es/api/datos/callejero_calles/01800.csv
01820,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EMILIO DIAZ CANEJA,EMILIO DIAZ CANEJA,EMILIO DIAZ CANEJA,,http://datos.santander.es/api/datos/callejero_calles/01820.csv
01830,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,EMILIO PINO,EMILIO PINO,EMILIO PINO,,http://datos.santander.es/api/datos/callejero_calles/01830.csv
01840,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ENSEÑANZA,ENSEÑANZA,ENSEÑANZA,,http://datos.santander.es/api/datos/callejero_calles/01840.csv
01860,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ENTRE PATIOS,ENTRE PATIOS,ENTRE PATIOS,,http://datos.santander.es/api/datos/callejero_calles/01860.csv
01890,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FALANGE ESPAÑOLA,FALANGE ESPAÑOLA,FALANGE ESPAÑOLA,,http://datos.santander.es/api/datos/callejero_calles/01890.csv
01930,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FEDERICO VIAL,FEDERICO VIAL,FEDERICO VIAL,,http://datos.santander.es/api/datos/callejero_calles/01930.csv
01940,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDEZ DE ISLA,FERNANDEZ DE ISLA,FERNANDEZ DE ISLA,,http://datos.santander.es/api/datos/callejero_calles/01940.csv
01970,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDO CALDERON,FERNANDO CALDERON,FERNANDO CALDERON,,http://datos.santander.es/api/datos/callejero_calles/01970.csv
01980,2017-10-30T23:04:57.611Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FERNANDO VI,FERNANDO VI,FERNANDO VI,,http://datos.santander.es/api/datos/callejero_calles/01980.csv
01150,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CAPITAN CORTES,CAPITAN CORTES,CAPITAN CORTES,,http://datos.santander.es/api/datos/callejero_calles/01150.csv
01160,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CAPITAN PALACIOS,CAPITAN PALACIOS,CAPITAN PALACIOS,,http://datos.santander.es/api/datos/callejero_calles/01160.csv
01170,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARDENAL CISNEROS,CARDENAL CISNEROS,CARDENAL CISNEROS,,http://datos.santander.es/api/datos/callejero_calles/01170.csv
01200,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARLOS HAYA,CARLOS HAYA,CARLOS HAYA,,http://datos.santander.es/api/datos/callejero_calles/01200.csv
01210,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CARLOS III,CARLOS III,CARLOS III,,http://datos.santander.es/api/datos/callejero_calles/01210.csv
01280,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CASIMIRO SAINZ,CASIMIRO SAINZ,CASIMIRO SAINZ,,http://datos.santander.es/api/datos/callejero_calles/01280.csv
01300,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CASTELAR,CASTELAR,CASTELAR,,http://datos.santander.es/api/datos/callejero_calles/01300.csv
01310,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CASTILLA,CASTILLA,CASTILLA,,http://datos.santander.es/api/datos/callejero_calles/01310.csv
01360,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CERVANTES,CERVANTES,CERVANTES,,http://datos.santander.es/api/datos/callejero_calles/01360.csv
01400,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CLAVEL,CLAVEL,CLAVEL,,http://datos.santander.es/api/datos/callejero_calles/01400.csv
01410,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,COBO DE LA TORRE,COBO DE LA TORRE,COBO DE LA TORRE,,http://datos.santander.es/api/datos/callejero_calles/01410.csv
01420,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,COLUMNA SAGARDIA,COLUMNA SAGARDIA,COLUMNA SAGARDIA,,http://datos.santander.es/api/datos/callejero_calles/01420.csv
01440,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CONCEPCION ARENAL,CONCEPCION ARENAL,CONCEPCION ARENAL,,http://datos.santander.es/api/datos/callejero_calles/01440.csv
01450,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CONVENTO,CONVENTO,CONVENTO,,http://datos.santander.es/api/datos/callejero_calles/01450.csv
01470,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CUBO,CUBO,CUBO,,http://datos.santander.es/api/datos/callejero_calles/01470.csv
01490,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CUESTA,CUESTA,CUESTA,,http://datos.santander.es/api/datos/callejero_calles/01490.csv
01500,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CUETO,CUETO,CUETO,,http://datos.santander.es/api/datos/callejero_calles/01500.csv
01535,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,FRANCISCO CACERES (CUETO),FRANCISCO DE CACERES (CUETO),FRANCISCO CACERES (CUETO),,http://datos.santander.es/api/datos/callejero_calles/01535.csv
01560,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,INES D. NOVAL (CUETO),INES D. NOVAL (CUETO),INES DIEGO NOVAL (CUETO),,http://datos.santander.es/api/datos/callejero_calles/01560.csv
01615,2017-10-30T23:04:57.61Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,MANUEL G HOYOS (CUETO),MANUEL GONZALEZ  HOYOS (CUETO),MANUEL GONZ HOYOS (CUETO),,http://datos.santander.es/api/datos/callejero_calles/01615.csv
00460,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO DEL PUERTO,ANTONIO DEL PUERTO,ANTONIO DEL PUERTO,,http://datos.santander.es/api/datos/callejero_calles/00460.csv
00470,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO LOPEZ,ANTONIO LOPEZ,ANTONIO LOPEZ,,http://datos.santander.es/api/datos/callejero_calles/00470.csv
00490,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANTONIO MENDOZA,ANTONIO MENDOZA,ANTONIO MENDOZA,,http://datos.santander.es/api/datos/callejero_calles/00490.csv
00530,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARGENTINA,ARGENTINA,ARGENTINA,,http://datos.santander.es/api/datos/callejero_calles/00530.csv
00540,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ARRABAL,ARRABAL,ARRABAL,,http://datos.santander.es/api/datos/callejero_calles/00540.csv
00550,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ASILO,ASILO,ASILO,,http://datos.santander.es/api/datos/callejero_calles/00550.csv
00580,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AURELIO RUIZ CRESPO,AURELIO RUIZ CRESPO,AURELIO RUIZ CRESPO,,http://datos.santander.es/api/datos/callejero_calles/00580.csv
00590,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AVELINO GUTIERREZ,AVELINO GUTIERREZ,AVELINO GUTIERREZ,,http://datos.santander.es/api/datos/callejero_calles/00590.csv
00610,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BAILEN,BAILEN,BAILEN,,http://datos.santander.es/api/datos/callejero_calles/00610.csv
00750,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BARCELONA,BARCELONA,BARCELONA,,http://datos.santander.es/api/datos/callejero_calles/00750.csv
00760,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BARRIO CAMINO,BARRIO CAMINO,BARRIO CAMINO,,http://datos.santander.es/api/datos/callejero_calles/00760.csv
00810,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BELCHITE,BELCHITE,BELCHITE,,http://datos.santander.es/api/datos/callejero_calles/00810.csv
00830,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BONIFAZ,BONIFAZ,BONIFAZ,,http://datos.santander.es/api/datos/callejero_calles/00830.csv
00850,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BRUNETE,BRUNETE,BRUNETE,,http://datos.santander.es/api/datos/callejero_calles/00850.csv
00860,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,BURGOS,BURGOS,BURGOS,,http://datos.santander.es/api/datos/callejero_calles/00860.csv
00930,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CADIZ,CADIZ,CADIZ,,http://datos.santander.es/api/datos/callejero_calles/00930.csv
01020,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALATAYUD,CALATAYUD,CALATAYUD,,http://datos.santander.es/api/datos/callejero_calles/01020.csv
01030,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALDERON DE LA BARCA,CALDERON DE LA BARCA,CALDERON DE LA BARCA,,http://datos.santander.es/api/datos/callejero_calles/01030.csv
01040,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,CALVO SOTELO,CALVO SOTELO,CALVO SOTELO,,http://datos.santander.es/api/datos/callejero_calles/01040.csv
01062,2017-10-30T23:04:57.609Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,JUNCO,JUNCO,JUNCO,,http://datos.santander.es/api/datos/callejero_calles/01062.csv
00230,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALEJANDRO GARCIA,ALEJANDRO GARCIA,ALEJANDRO GARCIA,,http://datos.santander.es/api/datos/callejero_calles/00230.csv
00260,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFERECES PROVISIONALES,ALFERECES PROVISIONALES,ALFERECES PROVISIONALES,,http://datos.santander.es/api/datos/callejero_calles/00260.csv
00275,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFONSO PEREZ,ALFONSO PEREZ,ALFONSO PEREZ,,http://datos.santander.es/api/datos/callejero_calles/00275.csv
00280,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALFONSO VIII,ALFONSO VIII,ALFONSO VIII,,http://datos.santander.es/api/datos/callejero_calles/00280.csv
00300,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALHELI,ALHELI,ALHELI,,http://datos.santander.es/api/datos/callejero_calles/00300.csv
00320,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALICANTE,ALICANTE,ALICANTE,,http://datos.santander.es/api/datos/callejero_calles/00320.csv
00340,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALONSO,ALONSO,ALONSO,,http://datos.santander.es/api/datos/callejero_calles/00340.csv
00350,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALONSO ERCILLA,ALONSO ERCILLA,ALONSO ERCILLA,,http://datos.santander.es/api/datos/callejero_calles/00350.csv
00370,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALSEDO BUSTAMANTE,ALSEDO BUSTAMANTE,ALSEDO BUSTAMANTE,,http://datos.santander.es/api/datos/callejero_calles/00370.csv
00380,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALTA,ALTA,ALTA,,http://datos.santander.es/api/datos/callejero_calles/00380.csv
00400,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ALTO DE LOS LEONES,ALTO DE LOS LEONES,ALTO DE LOS LEONES,,http://datos.santander.es/api/datos/callejero_calles/00400.csv
00430,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,AMOS DE ESCALANTE,AMOS DE ESCALANTE,AMOS DE ESCALANTE,,http://datos.santander.es/api/datos/callejero_calles/00430.csv
00440,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANDRES DEL RIO,ANDRES DEL RIO,ANDRES DEL RIO,,http://datos.santander.es/api/datos/callejero_calles/00440.csv
00450,2017-10-30T23:04:57.608Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/CL,CALLE,ANIBAL GONZALEZ RIANCHO,ANIBAL GONZALEZ  RIANCHO,ANIBAL GONZALEZ  RIANCHO,,http://datos.santander.es/api/datos/callejero_calles/00450.csv
04050,2017-10-30T23:04:57.607Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/BO,BARRIO,RUCANDIAL (P.C.),RUCANDIAL (PEÑACASTILLO),RUCANDIAL (P.C.),,http://datos.santander.es/api/datos/callejero_calles/04050.csv
00740,2017-10-30T23:04:57.607Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/BJD,BAJADA,SAN JUAN,SAN JUAN,SAN JUAN,,http://datos.santander.es/api/datos/callejero_calles/00740.csv
00730,2017-10-30T23:04:57.607Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/BJD,BAJADA,RUMAYOR,RUMAYOR,RUMAYOR,,http://datos.santander.es/api/datos/callejero_calles/00730.csv
00710,2017-10-30T23:04:57.607Z,callej:Calle,http://datos.santander.es/api/rest/datasets/callejero_tipovia/BJD,BAJADA,POLIO,POLIO,POLIO,,http://datos.santander.es/api/datos/callejero_calles/00710.csv
