dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-31T16:32:17.545Z,Bases reguladoras del mercadillo de Navidad de Santander 2016,El mercadillo de Navidad de Santander se celebrará en la Plaza de Farolas desde el próximo 2 de diciembre hasta el 8 de enero de 2017,http://santander.es/contenido/noticia/comercio-mercados/bases-reguladoras-del-mercadillo-navidad-santander-2016,2016-10-11T12:50:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/bases-reguladoras-del-mercadillo-de-navidad-de-santander-2016.csv
2017-10-31T16:32:17.538Z,Santander City Brain busca los comercios favoritos de los vecinos,"El objetivo de la iniciativa es apoyar al comercio local\, fomentar la fidelización del cliente y aprovechar las nuevas tecnologías como herramienta para reforzar su promoción",http://santander.es/contenido/noticia/santander-city-brain-busca-comercios-favoritos-vecinos,2016-12-05T18:04:00+01:00,http://datos.santander.es/api/datos/noticias_comercio/santander-city-brain-busca-los-comercios-favoritos-de-los-vecinos.csv
2017-10-31T16:32:17.53Z,Comienza la colocación de la pasarela peatonal de acceso al Mercado de la Esperanza,"Esta estructura\, de acero laminado\, tiene una longitud total de 10\,5 metros y su instalación se enmarca dentro de las obras de accesibilidad en el mercado\, que contemplan una inversión cercana a los 300.000 euros",http://santander.es/contenido/noticia/comienza-colocacion-pasarela-peatonal-acceso-mercado-esperanza,2017-05-08T19:54:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/comienza-la-colocacion-de-la-pasarela-peatonal-de-acceso-al-mercado-de-la-esperanza.csv
2017-10-31T16:32:17.521Z,Entregado el premio al ganador de la campaña de dinamización del entorno de la Alameda,"La alcaldesa anima a los vecinos a comprar en el comercio local y reitera el compromiso del Ayuntamiento de potenciar las acciones de dinamización y fidelización ",http://santander.es/contenido/noticia/entregado-premio-ganador-campana-dinamizacion-del-entorno-alameda,2017-05-14T19:55:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/entregado-el-premio-al-ganador-de-la-campana-de-dinamizacion-del-entorno-de-la-alameda.csv
2017-10-31T16:32:17.47Z,"Castilla-Hermida\, eje de la nueva campaña de dinamización comercial\, que sorteará una scooter","Con el lema ‘Ven de compras. Castilla-Hermida\, tanto y tan cerca’\, se desarrollará del 24 de mayo al 3 de junio\, e incluirá también actividades de promoción y animación",http://santander.es/noticia/castilla-hermida-eje-nueva-campana-dinamizacion-comercial-sorteara-scooter,2017-05-15T19:33:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/castilla-hermida-eje-de-la-nueva-campana-de-dinamizacion-comercial-que-sorteara-una-scooter.csv
2017-10-31T16:32:17.438Z,Más de 230 establecimientos participan en la campaña de dinamización de Castilla-Hermida,Los clientes que realicen compras hasta el 3 de junio en los negocios adheridos participarán en el sorteo de una scooter,http://santander.es/comercio-mercados/mas-230-establecimientos-participan-campana-dinamizacion-castilla-hermida,2017-05-24T17:31:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/mas-de-230-establecimientos-participan-en-la-campana-de-dinamizacion-de-castilla-hermida.csv
2017-10-31T16:32:17.434Z,La VII Feria de Artesanía abre el vienes con más expositores y nuevas actividades,Se celebrará hasta el 30 de agosto en la plaza Porticada y participarán 20 artesanos de Cantabria y 13 invitados de otras regiones\n,http://santander.es/contenido/noticia/vii-feria-artesania-abre-vienes-mas-expositores-nuevas-actividades,2017-08-16T11:03:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/la-vii-feria-de-artesania-abre-el-vienes-con-mas-expositores-y-nuevas-actividades.csv
2017-10-31T16:32:17.345Z,Medio centenar de comercios participan desde hoy en la Feria del Stock,"Hasta el domingo los visitantes podrán encontrar artículos rebajados\, promociones y descuentos en moda\, calzado\, complementos\, hogar\, electrónica\, informática y motor\, entre otros",http://santander.es/contenido/noticia/medio-centenar-comercios-participan-desde-hoy-feria-del-stock,2017-09-08T18:31:00+02:00,http://datos.santander.es/api/datos/noticias_comercio/medio-centenar-de-comercios-participan-desde-hoy-en-la-feria-del-stock.csv
