dc:identifier,ayto:tipo_conducto,ayto:materiales,ayto:geometria,ayto:alto,ayto:ancho,ayto:profundidad,ayto:longitud,ayto:pendiente,ayto:tipo_saneamiento,dct:spatial,dc:modified,uri
7247,Colector,Fábrica ladrillo,Rectangular,3250,2000,2.7,35.736,-0.0005625,Unitaria,"LINESTRING ZM ( 4503203.97930976 4503247.75412513 4.59500000 0.00000000\, 4503203.97966429 4503247.75416998 4.59500000 0.00000000)",2017-10-30T23:07:38.126Z,http://datos.santander.es/api/datos/conductos/7247.csv
7245,Colector,Sin definir,Rectangular,700,600,2.9,55.58,-0.008278,Unitaria,"LINESTRING ZM ( 4503203.97844539 4503247.75400790 4.59500000 0.00000000\, 4503203.97899526 4503247.75408890 4.59500000 0.00000000)",2017-10-30T23:07:38.125Z,http://datos.santander.es/api/datos/conductos/7245.csv
7246,Colector,Hormigón masa,Rectangular,3250,2000,0,31.658,0,Unitaria,"LINESTRING ZM ( 4503203.97899526 4503247.75408890 4.59500000 0.00000000\, 4503203.97930976 4503247.75412513 4.59500000 0.00000000)",2017-10-30T23:07:38.125Z,http://datos.santander.es/api/datos/conductos/7246.csv
6862,Colector," "," ",400,400,0,0.062,0," ","LINESTRING ZM ( 4503203.98362992 4503247.75510170 5.89600000 0.00000000\, 4503203.98362931 4503247.75510161 5.89600000 0.00000000)",2017-10-30T23:07:38.124Z,http://datos.santander.es/api/datos/conductos/6862.csv
6860,Colector," "," ",0,0,0,5.235,0," ","LINESTRING ZM ( 4503203.98288332 4503247.75507971 6.35600000 0.00000000\, 4503203.98289754 4503247.75502933 6.35600000 0.00000000)",2017-10-30T23:07:38.123Z,http://datos.santander.es/api/datos/conductos/6860.csv
6861,Colector,P.V.C. liso,Circular,400,400,0,8.448,0,Unitaria,"LINESTRING ZM ( 4503203.98354585 4503247.75509340 5.91200000 0.00000000\, 4503203.98362992 4503247.75510170 5.91200000 0.00000000)",2017-10-30T23:07:38.123Z,http://datos.santander.es/api/datos/conductos/6861.csv
6859,Colector,Hormigón masa,Ovoide,750,520,0,19.111,0,Unitaria,"LINESTRING ZM ( 4503203.98270825 4503247.75500304 0.00000000 0.00000000\, 4503203.98289754 4503247.75502933 0.00000000 0.00000000)",2017-10-30T23:07:38.112Z,http://datos.santander.es/api/datos/conductos/6859.csv
6857,Colector,Hormigón masa,Ovoide,520,350,1.4,31.014,0.01451,Unitaria,"LINESTRING ZM ( 4503203.98338809 4503247.75548289 8.71900000 0.00000000\, 4503203.98369604 4503247.75551967 8.71900000 0.00000000)",2017-10-30T23:07:38.111Z,http://datos.santander.es/api/datos/conductos/6857.csv
6858,Colector,Hormigón masa,Ovoide,520,350,1.4,29.843,0.003351,Unitaria,"LINESTRING ZM ( 4503203.98369604 4503247.75551967 8.71900000 0.00000000\, 4503203.98399258 4503247.75555319 8.71900000 0.00000000)",2017-10-30T23:07:38.111Z,http://datos.santander.es/api/datos/conductos/6858.csv
6856,Colector,Hormigón masa,Ovoide,520,350,1.3,41.942,0.02003,Unitaria,"LINESTRING ZM ( 4503203.98297138 4503247.75543530 8.71900000 0.00000000\, 4503203.98338809 4503247.75548289 8.71900000 0.00000000)",2017-10-30T23:07:38.11Z,http://datos.santander.es/api/datos/conductos/6856.csv
6854,Colector,Hormigón masa,Circular,300,300,1.1,3.16,0,Unitaria,"LINESTRING ZM ( 4503203.98269965 4503247.75543808 9.03400000 0.00000000\, 4503203.98270350 4503247.75540672 9.03400000 0.00000000)",2017-10-30T23:07:38.109Z,http://datos.santander.es/api/datos/conductos/6854.csv
6855,Colector,Hormigón masa,Ovoide,520,350,1.25,34.563,0.01244,Pluvial,"LINESTRING ZM ( 4503203.98262770 4503247.75539863 8.71900000 0.00000000\, 4503203.98297138 4503247.75543530 8.71900000 0.00000000)",2017-10-30T23:07:38.109Z,http://datos.santander.es/api/datos/conductos/6855.csv
6852,Colector,Sin definir,Cuadrada,300,300,0.9,3.833,0,Unitaria,"LINESTRING ZM ( 4503203.98279051 4503247.75545451 8.84600000 0.00000000\, 4503203.98279637 4503247.75541663 8.84600000 0.00000000)",2017-10-30T23:07:38.108Z,http://datos.santander.es/api/datos/conductos/6852.csv
6853,Colector," "," ",300,300,0,1.458,0," ","LINESTRING ZM ( 4503203.98269726 4503247.75545246 9.03400000 0.00000000\, 4503203.98269965 4503247.75543808 9.03400000 0.00000000)",2017-10-30T23:07:38.108Z,http://datos.santander.es/api/datos/conductos/6853.csv
6851,Colector," "," ",300,300,0,0.938,0," ","LINESTRING ZM ( 4503203.98278892 4503247.75546375 8.84600000 0.00000000\, 4503203.98279051 4503247.75545451 8.84600000 0.00000000)",2017-10-30T23:07:38.107Z,http://datos.santander.es/api/datos/conductos/6851.csv
6850,Colector,Sin definir,Rectangular,1000,700,1.8,45.19,0,Unitaria,"LINESTRING ZM ( 4503203.98344686 4503247.75595036 14.86200000 0.00000000\, 4503203.98389513 4503247.75600754 14.86200000 0.00000000)",2017-10-30T23:07:38.106Z,http://datos.santander.es/api/datos/conductos/6850.csv
6849,Colector,Sin definir,Rectangular,1000,700,1.8,30.528,0.04062,Unitaria,"LINESTRING ZM ( 4503203.98314379 4503247.75591369 14.86200000 0.00000000\, 4503203.98344686 4503247.75595036 14.86200000 0.00000000)",2017-10-30T23:07:38.096Z,http://datos.santander.es/api/datos/conductos/6849.csv
6848,Colector,Sin definir,Rectangular,1000,700,1.8,13.45,0.03866,Unitaria,"LINESTRING ZM ( 4503203.98301032 4503247.75589709 14.86200000 0.00000000\, 4503203.98314379 4503247.75591369 14.86200000 0.00000000)",2017-10-30T23:07:38.095Z,http://datos.santander.es/api/datos/conductos/6848.csv
6846,Colector,Hormigón masa,Ovoide,520,350,1.65,20.284,0.05719,Unitaria,"LINESTRING ZM ( 4503203.98350298 4503247.75666142 22.30400000 0.00000000\, 4503203.98370224 4503247.75669935 22.30400000 0.00000000)",2017-10-30T23:07:38.094Z,http://datos.santander.es/api/datos/conductos/6846.csv
6847,Colector,Sin definir,Rectangular,1000,700,2.3,45.357,0.02734,Unitaria,"LINESTRING ZM ( 4503203.98256032 4503247.75584032 14.86200000 0.00000000\, 4503203.98301032 4503247.75589709 14.86200000 0.00000000)",2017-10-30T23:07:38.094Z,http://datos.santander.es/api/datos/conductos/6847.csv
6845,Colector,Hormigón masa,Ovoide,520,350,2,20.244,0.07163,Unitaria,"LINESTRING ZM ( 4503203.98330453 4503247.75662142 22.30400000 0.00000000\, 4503203.98350298 4503247.75666142 22.30400000 0.00000000)",2017-10-30T23:07:38.093Z,http://datos.santander.es/api/datos/conductos/6845.csv
6843,Colector,Hormigón masa,Ovoide,520,350,1.1,7.512,0.04393,Unitaria,"LINESTRING ZM ( 4503203.98303866 4503247.75656084 22.30400000 0.00000000\, 4503203.98311231 4503247.75657564 22.30400000 0.00000000)",2017-10-30T23:07:38.092Z,http://datos.santander.es/api/datos/conductos/6843.csv
6844,Colector,Hormigón masa,Ovoide,520,350,0.95,19.76,0.09261,Unitaria,"LINESTRING ZM ( 4503203.98311231 4503247.75657564 22.30400000 0.00000000\, 4503203.98330453 4503247.75662142 22.30400000 0.00000000)",2017-10-30T23:07:38.092Z,http://datos.santander.es/api/datos/conductos/6844.csv
6842,Colector,Hormigón masa,Ovoide,520,350,1.25,31.595,0.04906,Unitaria,"LINESTRING ZM ( 4503203.98272957 4503247.75649535 22.30400000 0.00000000\, 4503203.98303866 4503247.75656084 22.30400000 0.00000000)",2017-10-30T23:07:38.091Z,http://datos.santander.es/api/datos/conductos/6842.csv
6840,Colector," "," ",0,0,0,1.249,0," ","LINESTRING ZM ( 4503203.98329508 4503247.75661326 19.25800000 0.00000000\, 4503203.98330453 4503247.75662142 19.25800000 0.00000000)",2017-10-30T23:07:38.09Z,http://datos.santander.es/api/datos/conductos/6840.csv
6841,Colector,Hormigón masa,Ovoide,520,350,1.15,25.562,0.04929,Unitaria,"LINESTRING ZM ( 4503203.98247680 4503247.75645727 22.30400000 0.00000000\, 4503203.98272957 4503247.75649535 22.30400000 0.00000000)",2017-10-30T23:07:38.09Z,http://datos.santander.es/api/datos/conductos/6841.csv
6839,Colector," "," ",520,350,0,18.241,0," ","LINESTRING ZM ( 4503203.98311785 4503247.75657009 19.25800000 0.00000000\, 4503203.98329508 4503247.75661326 19.25800000 0.00000000)",2017-10-30T23:07:38.078Z,http://datos.santander.es/api/datos/conductos/6839.csv
6837,Colector,Sin definir,Rectangular,1200,800,2.5,25.685,0.07397,Unitaria,"LINESTRING ZM ( 4503203.98257071 4503247.75524454 0.00000000 0.00000000\, 4503203.98260850 4503247.75499049 0.00000000 0.00000000)",2017-10-30T23:07:38.077Z,http://datos.santander.es/api/datos/conductos/6837.csv
6838,Colector," ",Rectangular,1200,800,2.3,45.434,0,Unitaria,"LINESTRING ZM ( 4503203.98260850 4503247.75499049 0.00000000 0.00000000\, 4503203.98266369 4503247.75453951 0.00000000 0.00000000)",2017-10-30T23:07:38.077Z,http://datos.santander.es/api/datos/conductos/6838.csv
6450,Colector,Hormigón masa,Circular,250,250,0,12.646,0,Unitaria,"LINESTRING ZM ( 4503203.99181823 4503247.76215706 0.00000000 0.00000000\, 4503203.99189245 4503247.76225945 0.00000000 0.00000000)",2017-10-30T23:07:38.076Z,http://datos.santander.es/api/datos/conductos/6450.csv
6449,Colector,Hormigón masa,Circular,300,300,2.1,36.127,0,Unitaria,"LINESTRING ZM ( 4503203.99206538 4503247.76105092 0.00000000 0.00000000\, 4503203.99241386 4503247.76114620 38.72300000 0.00000000)",2017-10-30T23:07:38.075Z,http://datos.santander.es/api/datos/conductos/6449.csv
6447,Colector,Hormigón masa,Circular,300,300,1.05,15.927,0.184,Unitaria,"LINESTRING ZM ( 4503203.99170702 4503247.76099730 0.00000000 0.00000000\, 4503203.99186582 4503247.76100954 0.00000000 0.00000000)",2017-10-30T23:07:38.074Z,http://datos.santander.es/api/datos/conductos/6447.csv
6448,Colector,Fábrica ladrillo,Circular,300,300,1.6,20.381,0.1339,Unitaria,"LINESTRING ZM ( 4503203.99186582 4503247.76100954 0.00000000 0.00000000\, 4503203.99206538 4503247.76105092 0.00000000 0.00000000)",2017-10-30T23:07:38.074Z,http://datos.santander.es/api/datos/conductos/6448.csv
6445,Colector,Polietileno AD,Circular,300,300,0.9,21.508,0,Unitaria,"LINESTRING ZM ( 4503203.99172017 4503247.76121358 48.99600000 0.00000000\, 4503203.99172293 4503247.76099852 48.99600000 0.00000000)",2017-10-30T23:07:38.073Z,http://datos.santander.es/api/datos/conductos/6445.csv
6446,Colector,Hormigón masa,Circular,300,300,0,10.87,0,Unitaria,"LINESTRING ZM ( 4503203.99159940 4503247.76098205 0.00000000 0.00000000\, 4503203.99170702 4503247.76099730 0.00000000 0.00000000)",2017-10-30T23:07:38.073Z,http://datos.santander.es/api/datos/conductos/6446.csv
6444,Colector,P.V.C. liso,Circular,300,300,0,11.173,0,Unitaria,"LINESTRING ZM ( 4503203.99129851 4503247.76112896 0.00000000 0.00000000\, 4503203.99123081 4503247.76121784 0.00000000 0.00000000)",2017-10-30T23:07:38.072Z,http://datos.santander.es/api/datos/conductos/6444.csv
6442,Colector,Hormigón masa,Circular,250,250,0.5,5.434,0.00184,Unitaria,"LINESTRING ZM ( 4503203.98880078 4503247.75413004 4.22400000 0.00000000\, 4503203.98874726 4503247.75413947 4.22400000 0.00000000)",2017-10-30T23:07:38.061Z,http://datos.santander.es/api/datos/conductos/6442.csv
6443,Colector,Hormigón masa,Circular,250,250,0.55,12.018,0.01998,Fecal,"LINESTRING ZM ( 4503203.98874726 4503247.75413947 4.22400000 0.00000000\, 4503203.98862932 4503247.75416259 4.22400000 0.00000000)",2017-10-30T23:07:38.061Z,http://datos.santander.es/api/datos/conductos/6443.csv
6441,Colector,Hormigón masa,Circular,250,250,0.5,5.41,-0.001848,Unitaria,"LINESTRING ZM ( 4503203.98885397 4503247.75412014 4.22400000 0.00000000\, 4503203.98880078 4503247.75413004 4.22400000 0.00000000)",2017-10-30T23:07:38.06Z,http://datos.santander.es/api/datos/conductos/6441.csv
6440,Colector,Hormigón masa,Circular,300,300,0.6,14.834,0.00877,Unitaria,"LINESTRING ZM ( 4503203.98860898 4503247.75401565 4.21200000 0.00000000\, 4503203.98862932 4503247.75416259 4.21200000 0.00000000)",2017-10-30T23:07:38.059Z,http://datos.santander.es/api/datos/conductos/6440.csv
6438,Colector,P.V.C. liso,Circular,300,300,1,5.949,0.04034,Unitaria,"LINESTRING ZM ( 4503203.99116823 4503247.76079390 0.00000000 0.00000000\, 4503203.99122760 4503247.76079010 0.00000000 0.00000000)",2017-10-30T23:07:38.058Z,http://datos.santander.es/api/datos/conductos/6438.csv
6439,Colector,Hormigón masa,Circular,300,300,0.85,10.18,0,Unitaria,"LINESTRING ZM ( 4503203.98862932 4503247.75416259 4.18300000 0.00000000\, 4503203.98867902 4503247.75425143 4.18300000 0.00000000)",2017-10-30T23:07:38.058Z,http://datos.santander.es/api/datos/conductos/6439.csv
6437,Colector,Hormigón masa,Circular,250,250,1.15,7.238,0,Unitaria,"LINESTRING ZM ( 4503203.99115799 4503247.76050709 0.00000000 0.00000000\, 4503203.99123035 4503247.76050547 0.00000000 0.00000000)",2017-10-30T23:07:38.057Z,http://datos.santander.es/api/datos/conductos/6437.csv
6435,Colector," "," ",600,600,0,6.102,0," ","LINESTRING ZM ( 4503203.97289344 4503247.75398949 0.00000000 0.00000000\, 4503203.97290324 4503247.75392926 0.00000000 0.00000000)",2017-10-30T23:07:38.056Z,http://datos.santander.es/api/datos/conductos/6435.csv
6436,Colector," "," ",600,600,0,6.102,0," ","LINESTRING ZM ( 4503203.97290147 4503247.75399074 0.00000000 0.00000000\, 4503203.97291127 4503247.75393051 0.00000000 0.00000000)",2017-10-30T23:07:38.056Z,http://datos.santander.es/api/datos/conductos/6436.csv
6434,Colector,Hormigón masa,Circular,1200,1200,3.4,10,0.011,Unitaria,"LINESTRING ZM ( 4503203.95670404 4503247.74879696 0.00000000 0.00000000\, 4503203.95661450 4503247.74875243 0.00000000 0.00000000)",2017-10-30T23:07:38.055Z,http://datos.santander.es/api/datos/conductos/6434.csv
6427,Colector,Hormigón masa,Circular,0,0,4.05,8.827,0,Fecal,"LINESTRING ZM ( 4503203.95554587 4503247.74730933 0.00000000 0.00000000\, 4503203.95560230 4503247.74724145 0.00000000 0.00000000)",2017-10-30T23:07:38.044Z,http://datos.santander.es/api/datos/conductos/6427.csv
6433,Colector,Hormigón pretensado,Circular,1800,1200,2.9,29.139,0.01579,Unitaria,"LINESTRING ZM ( 4503203.95697110 4503247.74891352 0.00000000 0.00000000\, 4503203.95670404 4503247.74879696 0.00000000 0.00000000)",2017-10-30T23:07:38.044Z,http://datos.santander.es/api/datos/conductos/6433.csv
6432,Colector,Hormigón masa,Circular,1200,1200,3.65,54.332,-0.04141,Fecal,"LINESTRING ZM ( 4503203.95661450 4503247.74875243 0.00000000 0.00000000\, 4503203.95613039 4503247.74850578 0.00000000 0.00000000)",2017-10-30T23:07:38.043Z,http://datos.santander.es/api/datos/conductos/6432.csv
6430,Colector,P.V.C. liso,Circular,400,400,1.7,4.136,0.2539,Fecal,"LINESTRING ZM ( 4503203.95700872 4503247.74893071 0.00000000 0.00000000\, 4503203.95697110 4503247.74891352 0.00000000 0.00000000)",2017-10-30T23:07:38.042Z,http://datos.santander.es/api/datos/conductos/6430.csv
6431,Colector,Hormigón masa,Circular,1500,1500,4.5,46.244,0,Fecal,"LINESTRING ZM ( 4503203.95560230 4503247.74724145 0.00000000 0.00000000\, 4503203.95582540 4503247.74683639 0.00000000 0.00000000)",2017-10-30T23:07:38.042Z,http://datos.santander.es/api/datos/conductos/6431.csv
6429,Colector,P.V.C. liso,Circular,400,400,0.6,42.106,0,Unitaria,"LINESTRING ZM ( 4503203.95609346 4503247.74892522 0.00000000 0.00000000\, 4503203.95613039 4503247.74850578 0.00000000 0.00000000)",2017-10-30T23:07:38.041Z,http://datos.santander.es/api/datos/conductos/6429.csv
7812,Colector,Hormigón masa,Circular,200,200,0.65,10.997,0.3092,Fecal,"LINESTRING ZM ( 4503203.98184380 4503247.75868240 89.50000000 0.00000000\, 4503203.98186783 4503247.75857509 89.50000000 0.00000000)",2017-10-30T23:07:38.04Z,http://datos.santander.es/api/datos/conductos/7812.csv
6428,Colector,Hormigón masa,Circular,1200,1200,5.6,75.913,0,Fecal,"LINESTRING ZM ( 4503203.95613039 4503247.74850578 0.00000000 0.00000000\, 4503203.95544837 4503247.74817243 0.00000000 0.00000000)",2017-10-30T23:07:38.04Z,http://datos.santander.es/api/datos/conductos/6428.csv
7811,Colector," "," ",200,200,0,43.252,0," ","LINESTRING ZM ( 4503203.98172874 4503247.75909933 89.50000000 0.00000000\, 4503203.98184380 4503247.75868240 89.50000000 0.00000000)",2017-10-30T23:07:38.039Z,http://datos.santander.es/api/datos/conductos/7811.csv
7810,Colector," "," ",200,200,0,14.197,0," ","LINESTRING ZM ( 4503203.98200739 4503247.75918808 0.00000000 0.00000000\, 4503203.98207695 4503247.75906432 0.00000000 0.00000000)",2017-10-30T23:07:38.038Z,http://datos.santander.es/api/datos/conductos/7810.csv
7809,Colector," "," ",0,0,0,16.244,0," ","LINESTRING ZM ( 4503203.98219069 4503247.75874923 0.00000000 0.00000000\, 4503203.98225859 4503247.75860166 0.00000000 0.00000000)",2017-10-30T23:07:38.028Z,http://datos.santander.es/api/datos/conductos/7809.csv
7807,Colector,P.V.C. liso,Circular,150,150,0.35,2.791,0.05733,Unitaria,"LINESTRING ZM ( 4503203.98214549 4503247.75883735 0.00000000 0.00000000\, 4503203.98215788 4503247.75881234 0.00000000 0.00000000)",2017-10-30T23:07:38.027Z,http://datos.santander.es/api/datos/conductos/7807.csv
7808,Colector,P.V.C. liso,Circular,150,150,0.55,7.113,0.2671,Unitaria,"LINESTRING ZM ( 4503203.98215788 4503247.75881234 0.00000000 0.00000000\, 4503203.98219069 4503247.75874923 0.00000000 0.00000000)",2017-10-30T23:07:38.027Z,http://datos.santander.es/api/datos/conductos/7808.csv
7806,Colector,P.V.C. liso,Circular,200,200,0.75,14.426,0.3147,Unitaria,"LINESTRING ZM ( 4503203.98205610 4503247.75895058 0.00000000 0.00000000\, 4503203.98214549 4503247.75883735 0.00000000 0.00000000)",2017-10-30T23:07:38.026Z,http://datos.santander.es/api/datos/conductos/7806.csv
7804,Colector,Hormigón armado,Circular,200,200,0.7,5.646,0.09919,Unitaria,"LINESTRING ZM ( 4503203.98207695 4503247.75906432 0.00000000 0.00000000\, 4503203.98202343 4503247.75904635 0.00000000 0.00000000)",2017-10-30T23:07:38.025Z,http://datos.santander.es/api/datos/conductos/7804.csv
7805,Colector,P.V.C. liso,Circular,200,200,0.65,10.119,0.2273,Unitaria,"LINESTRING ZM ( 4503203.98202343 4503247.75904635 0.00000000 0.00000000\, 4503203.98205610 4503247.75895058 0.00000000 0.00000000)",2017-10-30T23:07:38.025Z,http://datos.santander.es/api/datos/conductos/7805.csv
7803,Colector,Hormigón masa,Circular,300,300,0.95,61.254,0," ","LINESTRING ZM ( 4503203.98236389 4503247.75867531 0.00000000 0.00000000\, 4503203.98186193 4503247.75832425 0.00000000 0.00000000)",2017-10-30T23:07:38.024Z,http://datos.santander.es/api/datos/conductos/7803.csv
7801,Colector," "," ",0,0,0,27.16,0," ","LINESTRING ZM ( 4503203.98153191 4503247.75772475 0.00000000 0.00000000\, 4503203.98132956 4503247.75754359 0.00000000 0.00000000)",2017-10-30T23:07:38.023Z,http://datos.santander.es/api/datos/conductos/7801.csv
7802,Colector,Hormigón masa,Ovoide,600,400,0,20.964,0,Fecal,"LINESTRING ZM ( 4503203.98132956 4503247.75754359 0.00000000 0.00000000\, 4503203.98130175 4503247.75733580 0.00000000 0.00000000)",2017-10-30T23:07:38.023Z,http://datos.santander.es/api/datos/conductos/7802.csv
7800,Colector," "," ",300,300,0,21.178,0," ","LINESTRING ZM ( 4503203.98165179 4503247.75789933 0.00000000 0.00000000\, 4503203.98153191 4503247.75772475 0.00000000 0.00000000)",2017-10-30T23:07:38.022Z,http://datos.santander.es/api/datos/conductos/7800.csv
7798,Colector,Hormigón masa,Circular,300,300,1,4.542,0.06605,Unitaria,"LINESTRING ZM ( 4503203.98240882 4503247.75866868 0.00000000 0.00000000\, 4503203.98236389 4503247.75867531 0.00000000 0.00000000)",2017-10-30T23:07:38.011Z,http://datos.santander.es/api/datos/conductos/7798.csv
7799,Colector,Hormigón masa,Circular,300,300,0,47.404,0,Fecal,"LINESTRING ZM ( 4503203.98186193 4503247.75832425 0.00000000 0.00000000\, 4503203.98165179 4503247.75789933 0.00000000 0.00000000)",2017-10-30T23:07:38.011Z,http://datos.santander.es/api/datos/conductos/7799.csv
7797,Colector," "," ",0,0,0,2.553,0," ","LINESTRING ZM ( 4503203.98243342 4503247.75866187 0.00000000 0.00000000\, 4503203.98240882 4503247.75866868 0.00000000 0.00000000)",2017-10-30T23:07:38.01Z,http://datos.santander.es/api/datos/conductos/7797.csv
7795,Colector,Hormigón masa,Circular,300,300,0,3.129,0,Unitaria,"LINESTRING ZM ( 4503203.98126807 4503247.75758252 0.00000000 0.00000000\, 4503203.98129770 4503247.75757245 0.00000000 0.00000000)",2017-10-30T23:07:38.009Z,http://datos.santander.es/api/datos/conductos/7795.csv
7796,Colector,Hormigón masa,Circular,300,300,1.4,4.794,0,Unitaria,"LINESTRING ZM ( 4503203.98129770 4503247.75757245 0.00000000 0.00000000\, 4503203.98132851 4503247.75753572 0.00000000 0.00000000)",2017-10-30T23:07:38.009Z,http://datos.santander.es/api/datos/conductos/7796.csv
7794,Colector,P.V.C. liso,Circular,800,800,1.2,4.966,0.1349,Unitaria,"LINESTRING ZM ( 4503203.98130175 4503247.75733580 0.00000000 0.00000000\, 4503203.98129560 4503247.75728652 0.00000000 0.00000000)",2017-10-30T23:07:38.008Z,http://datos.santander.es/api/datos/conductos/7794.csv
7793,Colector,Hormigón masa,Circular,200,200,0.6,13.881,0.05619,Unitaria,"LINESTRING ZM ( 4503203.98091990 4503247.75759427 0.00000000 0.00000000\, 4503203.98105870 4503247.75759249 0.00000000 0.00000000)",2017-10-30T23:07:38.007Z,http://datos.santander.es/api/datos/conductos/7793.csv
7791,Colector,Hormigón masa,Circular,300,300,0.95,25.792,0,Unitaria,"LINESTRING ZM ( 4503203.98105870 4503247.75759249 0.00000000 0.00000000\, 4503203.98106620 4503247.75733468 0.00000000 0.00000000)",2017-10-30T23:07:38.006Z,http://datos.santander.es/api/datos/conductos/7791.csv
7792,Colector,Hormigón masa,Circular,200,200,0,29.647,0,Unitaria,"LINESTRING ZM ( 4503203.98095602 4503247.75788853 0.00000000 0.00000000\, 4503203.98091990 4503247.75759427 0.00000000 0.00000000)",2017-10-30T23:07:38.006Z,http://datos.santander.es/api/datos/conductos/7792.csv
7790,Colector,Hormigón masa,Circular,300,300,0,10.774,0,Unitaria,"LINESTRING ZM ( 4503203.98105851 4503247.75770023 0.00000000 0.00000000\, 4503203.98105870 4503247.75759249 0.00000000 0.00000000)",2017-10-30T23:07:38.005Z,http://datos.santander.es/api/datos/conductos/7790.csv
7789,Colector,Hormigón masa,Circular,300,300,0,40.735,0,Fecal,"LINESTRING ZM ( 4503203.98064717 4503247.75789378 37.78700000 0.00000000\, 4503203.98063163 4503247.75748673 37.78700000 0.00000000)",2017-10-30T23:07:37.994Z,http://datos.santander.es/api/datos/conductos/7789.csv
7787,Colector," "," ",300,300,0,5.6,0," ","LINESTRING ZM ( 4503203.97970844 4503247.75746652 0.00000000 0.00000000\, 4503203.97971288 4503247.75741070 0.00000000 0.00000000)",2017-10-30T23:07:37.993Z,http://datos.santander.es/api/datos/conductos/7787.csv
7788,Colector,Hormigón masa,Circular,400,400,1.25,16.64,0.01022,Unitaria,"LINESTRING ZM ( 4503203.98063163 4503247.75748673 28.80000000 0.00000000\, 4503203.98064790 4503247.75732113 28.80000000 0.00000000)",2017-10-30T23:07:37.993Z,http://datos.santander.es/api/datos/conductos/7788.csv
7786,Colector,Hormigón masa,Circular,300,300,1.5,5.307,0,Unitaria,"LINESTRING ZM ( 4503203.97930368 4503247.75736978 0.00000000 0.00000000\, 4503203.97925904 4503247.75734108 0.00000000 0.00000000)",2017-10-30T23:07:37.992Z,http://datos.santander.es/api/datos/conductos/7786.csv
7244,Colector,Sin definir,Rectangular,700,600,2.9,5.825,0,Unitaria,"LINESTRING ZM ( 4503203.97838772 4503247.75399970 4.59500000 0.00000000\, 4503203.97844539 4503247.75400790 4.59500000 0.00000000)",2017-10-30T23:07:37.991Z,http://datos.santander.es/api/datos/conductos/7244.csv
7785,Colector,Hormigón armado,Circular,300,300,2.1,12.879,0.09162,Unitaria,"LINESTRING ZM ( 4503203.97943105 4503247.75738882 0.00000000 0.00000000\, 4503203.97930368 4503247.75736978 0.00000000 0.00000000)",2017-10-30T23:07:37.991Z,http://datos.santander.es/api/datos/conductos/7785.csv
7243,Colector,P.V.C. liso,Circular,500,500,1.5,24.06,0,Unitaria,"LINESTRING ZM ( 4503203.97814873 4503247.75397189 4.59500000 0.00000000\, 4503203.97838772 4503247.75399970 4.59500000 0.00000000)",2017-10-30T23:07:37.99Z,http://datos.santander.es/api/datos/conductos/7243.csv
7241,Colector,Sin definir,Rectangular,3400,2000,3.3,38.526,0,Unitaria,"LINESTRING ZM ( 4503203.97882231 4503247.75446092 5.44900000 0.00000000\, 4503203.97890052 4503247.75408368 5.44900000 0.00000000)",2017-10-30T23:07:37.989Z,http://datos.santander.es/api/datos/conductos/7241.csv
7239,Colector,Hormigón masa,Circular,150,150,0.5,9.236,0.005414,Unitaria,"LINESTRING ZM ( 4503203.97850361 4503247.75392238 4.54700000 0.00000000\, 4503203.97851505 4503247.75383073 4.54700000 0.00000000)",2017-10-30T23:07:37.988Z,http://datos.santander.es/api/datos/conductos/7239.csv
7240,Colector,Hormigón masa,Circular,200,200,0.5,15.034,0,Unitaria,"LINESTRING ZM ( 4503203.97851505 4503247.75383073 4.54700000 0.00000000\, 4503203.97854081 4503247.75368261 4.54700000 0.00000000)",2017-10-30T23:07:37.988Z,http://datos.santander.es/api/datos/conductos/7240.csv
7237,Colector," "," ",0,0,0,19.796,0," ","LINESTRING ZM ( 4503203.97831919 4503247.75318569 4.24600000 0.00000000\, 4503203.97832127 4503247.75298774 4.24600000 0.00000000)",2017-10-30T23:07:37.977Z,http://datos.santander.es/api/datos/conductos/7237.csv
7238,Colector,Fábrica ladrillo,Rectangular,2750,2000,3.5,68.66,0.006117,Unitaria,"LINESTRING ZM ( 4503203.97785872 4503247.75360407 4.36600000 0.00000000\, 4503203.97854081 4503247.75368261 4.36600000 0.00000000)",2017-10-30T23:07:37.977Z,http://datos.santander.es/api/datos/conductos/7238.csv
7236,Colector,Hormigón masa,Circular,2000,2000,4.45,16.885,0.06515,Unitaria,"LINESTRING ZM ( 4503203.97834628 4503247.75335235 4.24600000 0.00000000\, 4503203.97831919 4503247.75318569 4.24600000 0.00000000)",2017-10-30T23:07:37.976Z,http://datos.santander.es/api/datos/conductos/7236.csv
7235,Colector,Hormigón masa,Rectangular,3250,2000,4,26.915,0.01857,Unitaria,"LINESTRING ZM ( 4503203.97858862 4503247.75346946 4.24600000 0.00000000\, 4503203.97834628 4503247.75335235 4.24600000 0.00000000)",2017-10-30T23:07:37.975Z,http://datos.santander.es/api/datos/conductos/7235.csv
7233,Colector,Sin definir,Rectangular,2750,2000,0,18.097,0,Unitaria,"LINESTRING ZM ( 4503203.97854081 4503247.75368261 4.24600000 0.00000000\, 4503203.97859127 4503247.75350882 4.24600000 0.00000000)",2017-10-30T23:07:37.974Z,http://datos.santander.es/api/datos/conductos/7233.csv
