dc:identifier,dc:modified,ayto:capacidad,ayto:direccion,ayto:latitud,ayto:longitud,ayto:estadoConservacion,uri
PAST8521,2017-10-31T01:22:05.297Z,,"Calle Poeta Gerardo Diego\, 19",43.455678876250424,-3.845626898109913,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8521.csv
PAST8520,2017-10-31T01:22:05.297Z,,"Calle Poeta Gerardo Diego\, 34",43.45582149627206,-3.845878019928932,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8520.csv
PAST8519,2017-10-31T01:22:05.297Z,,"Calle Poeta Gerardo Diego\, 36",43.45563701501982,-3.846684023737907,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8519.csv
PAST8518,2017-10-31T01:22:05.297Z,,"Calle Poeta Gerardo Diego\, 19",43.4555099708751,-3.846813440322876,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8518.csv
PAST8517,2017-10-31T01:22:05.297Z,,"Calle General Dávila\, 131",43.4604888307252,-3.8318638131022458,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8517.csv
PAST8516,2017-10-31T01:22:05.297Z,,"Calle Emilio Díaz Caneja\, 2",43.4606836,-3.8328224,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8516.csv
PAST8515,2017-10-31T01:22:05.297Z,,"Calle Emilio Díaz Caneja\, 1",43.46066502296643,-3.832547776401043,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8515.csv
PAST8514,2017-10-31T01:22:05.297Z,,"Calle Emilio Díaz Caneja\, 5",43.461207224597956,-3.833609931170941,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8514.csv
PAST8513,2017-10-31T01:22:05.297Z,,"Avenida los Castros\, 138",43.461874748922945,-3.8342925533652306,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8513.csv
PAST8512,2017-10-31T01:22:05.297Z,,"Avenida los Castros\, 138",43.4619611396112,-3.8343881070613866,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8512.csv
PAST8511,2017-10-31T01:22:05.297Z,,"Avenida los Castros\, 116",43.463139690952545,-3.832424394786358,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8511.csv
PAST8510,2017-10-31T01:22:05.297Z,,"Avenida los Castros\, 112",43.463479892084045,-3.8321447744965553,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8510.csv
PAST8509,2017-10-31T01:22:05.297Z,,"Grupo Santiago Mayor Pronillo\, 7",43.46239455131353,-3.832945413887501,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8509.csv
PAST8579,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 30",43.4588651,-3.8396636,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8579.csv
PAST8578,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 25",43.45872420303713,-3.839988559484482,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8578.csv
PAST8577,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 19-21",43.45881546555816,-3.838679641485214,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8577.csv
PAST8576,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 19-21",43.458804757429505,-3.8383949920535083,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8576.csv
PAST8575,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 21",43.45884,-3.8381616,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8575.csv
PAST8574,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 20I",43.45895588788821,-3.837973549962044,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8574.csv
PAST8573,2017-10-31T01:22:05.296Z,,"Calle Manuel Rioz Pedraja\, Santander",43.45914644314554,-3.8390990719199185,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8573.csv
PAST8572,2017-10-31T01:22:05.296Z,,"Calle Manuel Rioz Pedraja\, Santander",43.45917929743955,-3.838544189929962,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8572.csv
PAST8571,2017-10-31T01:22:05.296Z,,"Calle Manuel Rioz Pedraja\, Santander",43.45922188631262,-3.8382085785269733,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8571.csv
PAST8570,2017-10-31T01:22:05.296Z,,"Calle Manuel Rioz Pedraja\, Santander",43.45926447515572,-3.8374870643019676,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8570.csv
PAST8569,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 17-19",43.45892668396426,-3.8369486108422275,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8569.csv
PAST8568,2017-10-31T01:22:05.296Z,,"Calle Cardenal Herrera Oria\, 18",43.45903133129304,-3.837011307477951,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8568.csv
PAST8567,2017-10-31T01:22:05.296Z,,"Calle Manuel Rioz Pedraja\, Santander",43.45915374410131,-3.8368822261691093,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8567.csv
PAST8566,2017-10-31T01:22:05.296Z,,"Calle Luis Vicente de Velasco\, 5",43.45797584516862,-3.836572095751762,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8566.csv
PAST8565,2017-10-31T01:22:05.296Z,,"Calle Luis Vicente de Velasco\, 4",43.4578717,-3.8392915,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8565.csv
PAST8564,2017-10-31T01:22:05.296Z,,"Calle Luis Vicente de Velasco\, 6",43.457871439383396,-3.8406752049922948,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8564.csv
PAST8563,2017-10-31T01:22:05.296Z,,"Plaza Manuel Llano\, Santander",43.457869005679974,-3.841043002903462,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8563.csv
PAST8562,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 6-8",43.457751944429006,-3.8412371277809143,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8562.csv
PAST8561,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 8",43.45773417835654,-3.841722272336483,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8561.csv
PAST8560,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 10-14",43.45766165378745,-3.8425775617361073,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8560.csv
PAST8559,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 10-14",43.457611762674304,-3.843016102910042,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8559.csv
PAST8558,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 16-18",43.45726057674744,-3.8437047600746155,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8558.csv
PAST8557,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 18",43.4568749,-3.8441681,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8557.csv
PAST8556,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 15",43.4568374,-3.8440592,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8556.csv
PAST8555,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 13",43.45728175017711,-3.843548856675625,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8555.csv
PAST8554,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 7",43.4575491,-3.842979,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8554.csv
PAST8553,2017-10-31T01:22:05.296Z,,"Calle Poeta Gerardo Diego\, 5",43.457561141405264,-3.8422932475805283,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8553.csv
PAST8552,2017-10-31T01:22:05.296Z,,"Calle Leonardo Torres Quevedo\, 17",43.45742022909179,-3.840675540268421,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8552.csv
PAST8551,2017-10-31T01:22:05.296Z,,"Calle Leonardo Torres Quevedo\, 15",43.457371067896524,-3.8404857739806175,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8551.csv
PAST8550,2017-10-31T01:22:05.296Z,,"Calle Leonardo Torres Quevedo\, 11",43.4571315890272,-3.839610703289509,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8550.csv
PAST8549,2017-10-31T01:22:05.296Z,,"Calle Leonardo Torres Quevedo\, 9-11",43.4573073043065,-3.838686011731624,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8549.csv
PAST8620,2017-10-31T01:22:05.295Z,,"Calle los Ciruelos\, 24",43.45842924162701,-3.852389752864838,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8620.csv
PAST8619,2017-10-31T01:22:05.295Z,,"Calle los Ciruelos\, 24-26",43.4584706141888,-3.8521748408675194,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8619.csv
PAST8615,2017-10-31T01:22:05.295Z,,"Calle los Encinares\, 9",43.45859156792763,-3.853209838271141,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8615.csv
PAST8614,2017-10-31T01:22:05.295Z,,"Calle los Encinares\, 11",43.45900553452652,-3.853619210422039,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8614.csv
PAST8613,2017-10-31T01:22:05.295Z,,"Calle Álamos\, Santander",43.45893982573179,-3.8528497517108917,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8613.csv
PAST8612,2017-10-31T01:22:05.295Z,,"Calle Álamos\, Santander",43.45902816753927,-3.8520199432969093,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8612.csv
PAST8611,2017-10-31T01:22:05.295Z,,"Calle Álamos\, Santander",43.4591949,-3.8518117,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8611.csv
PAST8610,2017-10-31T01:22:05.295Z,,"Plaza los Castaños\, 14",43.459338944717786,-3.852247260510921,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8610.csv
PAST8609,2017-10-31T01:22:05.295Z,,"Plaza los Castaños\, 10",43.45937131217862,-3.8519924506545067,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8609.csv
PAST8608,2017-10-31T01:22:05.295Z,,"Calle Álamos\, Santander",43.459258877766615,-3.8510791584849353,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8608.csv
PAST8607,2017-10-31T01:22:05.295Z,,"Calle los Plátanos\, 5",43.45880719109527,-3.850728124380112,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8607.csv
PAST8606,2017-10-31T01:22:05.295Z,,"Calle los Ciruelos\, 12",43.458784314633135,-3.850670121610165,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8606.csv
PAST8605,2017-10-31T01:22:05.295Z,,"Calle los Acebos\, 3",43.45851977449009,-3.8490685075521465,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8605.csv
PAST8604,2017-10-31T01:22:05.295Z,,"Calle los Acebos\, Santander",43.4583749,-3.848939,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8604.csv
PAST8603,2017-10-31T01:22:05.295Z,,"Calle los Acebos\, Santander",43.4580984,-3.8488366,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8603.csv
PAST8602,2017-10-31T01:22:05.295Z,,"Calle José María de Cossío\, 62",43.4580508,-3.8483673,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8602.csv
PAST8601,2017-10-31T01:22:05.295Z,,"Calle José María de Cossío\, 64",43.457782852515194,-3.8488539308309555,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8601.csv
PAST8600,2017-10-31T01:22:05.295Z,,"Calle los Acebos\, Santander",43.457598377246725,-3.848860301077366,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8600.csv
PAST8599,2017-10-31T01:22:05.295Z,,"Calle José María de Cossío\, 66",43.457595700160844,-3.8483386114239697,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8599.csv
PAST8598,2017-10-31T01:22:05.295Z,,"Calle los Acebos\, Santander",43.457466469783526,-3.8488281145691867,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8598.csv
PAST8597,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 51",43.4570117,-3.8449353,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8597.csv
PAST8596,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 47",43.457561871520014,-3.845519945025444,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8596.csv
PAST8595,2017-10-31T01:22:05.295Z,,"Calle María Blanchard\, 7-13",43.45867601637044,-3.8451236486434937,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8595.csv
PAST8594,2017-10-31T01:22:05.295Z,,"Calle María Blanchard\, 23",43.458514177032065,-3.8481857255101204,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8594.csv
PAST8593,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 61",43.457510763465606,-3.8468660786747932,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8593.csv
PAST8592,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 76",43.457746833641565,-3.8464996218681335,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8592.csv
PAST8591,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 76",43.4577707,-3.8463753,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8591.csv
PAST8590,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 53",43.4578064,-3.845997,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8590.csv
PAST8589,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 68-70",43.4580338,-3.8455746,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8589.csv
PAST8588,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 68-70",43.4579718,-3.84543,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8588.csv
PAST8587,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 56-58",43.4585445979934,-3.844054117798805,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8587.csv
PAST8586,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 33-39",43.45851442039981,-3.843200840055943,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8586.csv
PAST8585,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 33-39",43.45854751840486,-3.8427270948886867,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8585.csv
PAST8584,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 40",43.45866749852133,-3.842621147632599,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8584.csv
PAST8582,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 40-42",43.45873466781318,-3.841719590127468,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8582.csv
PAST8581,2017-10-31T01:22:05.295Z,,"Calle Gutiérrez Solana\, Santander",43.4589283875269,-3.8411010056734085,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8581.csv
PAST8580,2017-10-31T01:22:05.295Z,,"Calle Cardenal Herrera Oria\, 10-30",43.458783584533144,-3.8403680920600896,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8580.csv
PAST8645,2017-10-31T01:22:05.294Z,,"Calle los Abedules\, 5",43.45673926996815,-3.852981850504875,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8645.csv
PAST8644,2017-10-31T01:22:05.294Z,,"Calle los Encinares\, 1B",43.456460605070596,-3.852315992116928,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8644.csv
PAST8643,2017-10-31T01:22:05.294Z,,"Calle los Encinares\, 4",43.45686095729352,-3.852435350418091,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8643.csv
PAST8642,2017-10-31T01:22:05.294Z,,"Calle los Encinares\, 4",43.45749251057857,-3.852700553834438,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8642.csv
PAST8641,2017-10-31T01:22:05.294Z,,"Calle los Encinares\, 8",43.45775243117063,-3.8527813553810124,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8641.csv
PAST8640,2017-10-31T01:22:05.294Z,,"Calle los Serbales\, 3",43.45782495563083,-3.8496042788028717,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8640.csv
PAST8639,2017-10-31T01:22:05.294Z,,"Calle los Serbales\, 3",43.45772030621415,-3.850173912942409,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8639.csv
PAST8638,2017-10-31T01:22:05.294Z,,"Calle los Plátanos\, 4",43.45784977941936,-3.8504676148295403,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8638.csv
PAST8636,2017-10-31T01:22:05.294Z,,"Calle los Serbales\, 10",43.45800772661955,-3.850191347301006,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8636.csv
PAST8635,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 21",43.45830122987422,-3.8519652932882305,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8635.csv
PAST8634,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 29",43.458153018209764,-3.8527297228574757,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8634.csv
PAST8633,2017-10-31T01:22:05.294Z,,"Calle los Acebos\, 5",43.458567961281304,-3.8492582738399506,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8633.csv
PAST8632,2017-10-31T01:22:05.294Z,,"Avenida de los Ciruelos\, 5",43.45806443175409,-3.8532299548387527,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8632.csv
PAST8631,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 37",43.457918896580864,-3.8539792969822884,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8631.csv
PAST8630,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 41",43.45779429093681,-3.8544671237468724,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8630.csv
PAST8629,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 19",43.45824939233833,-3.8517688214778896,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8629.csv
PAST8628,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 21",43.458302933454476,-3.852043412625789,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8628.csv
PAST8627,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 49",43.4575506,-3.8557703,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8627.csv
PAST8626,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 51",43.45755481374366,-3.8560623675584798,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8626.csv
PAST8625,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 48-50",43.45770911114954,-3.8562393933534618,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8625.csv
PAST8624,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 48-50",43.45773734217804,-3.856010064482689,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8624.csv
PAST8623,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 48-50",43.457898453484994,-3.8551926612854004,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8623.csv
PAST8622,2017-10-31T01:22:05.294Z,,"Calle los Ciruelos\, 48-50",43.457837999999995,-3.8555449999999998,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8622.csv
PAST8621,2017-10-31T01:22:05.294Z,,"Calle Los Ciruelos\, 30",43.458356961260016,-3.852924183011055,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8621.csv
PAST8650,2017-10-31T01:22:05.293Z,,"Calle los Alcornoques\, 8",43.4569067116645,-3.854270987212658,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8650.csv
PAST8649,2017-10-31T01:22:05.293Z,,"Calle los Abedules\, 12",43.4569907,-3.8538201,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8649.csv
PAST8648,2017-10-31T01:22:05.293Z,,"Calle los Abedules\, 8",43.4571146,-3.8533833,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8648.csv
PAST8647,2017-10-31T01:22:05.293Z,,"Calle los Abedules\, 2",43.4571809937903,-3.852821588516236,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8647.csv
PAST8646,2017-10-31T01:22:05.293Z,,"Calle los Abedules\, 11",43.4566315,-3.8534615,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8646.csv
PAST8732,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 85",43.4562587,-3.850715,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8732.csv
PAST8731,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 121",43.45493121083821,-3.8552342355251312,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8731.csv
PAST8730,2017-10-31T01:22:05.292Z,,"Calle Vicente Trueba\, 53",43.455938804638365,-3.8563939556479454,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8730.csv
PAST8729,2017-10-31T01:22:05.292Z,,"Calle Alfredo Kraus\, Santander",43.4559934,-3.858583,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8729.csv
PAST8728,2017-10-31T01:22:05.292Z,,"Calle Julio Jaurena\, 1-3",43.457242323784875,-3.858338557183743,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8728.csv
PAST8727,2017-10-31T01:22:05.292Z,,"Calle Julio Jaurena\, 6",43.45730633081603,-3.8594473153352733,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8727.csv
PAST8726,2017-10-31T01:22:05.292Z,,"Calle Joaquín Rodrigo\, Santander",43.45698775522603,-3.8594878837466244,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8726.csv
PAST8667,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 75",43.45668353709139,-3.849528506398201,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8667.csv
PAST8666,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 75",43.4568227,-3.8496523,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8666.csv
PAST8665,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 73",43.4569379,-3.8493061,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8665.csv
PAST8664,2017-10-31T01:22:05.292Z,,"Calle los Plátanos\, Santander",43.4568759,-3.8502088,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8664.csv
PAST8663,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 102",43.45625641224739,-3.8514519855380063,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8663.csv
PAST8662,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 102",43.4560517,-3.8520877,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8662.csv
PAST8661,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 108",43.455770143367864,-3.8530371710658073,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8661.csv
PAST8660,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 110",43.455712705944705,-3.853267841041088,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8660.csv
PAST8659,2017-10-31T01:22:05.292Z,,"Calle los Alcornoques\, 2",43.45556400117618,-3.853839486837387,Deterioro,http://datos.santander.es/api/datos/residuos_papeleras/past8659.csv
PAST8658,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 116",43.45546908304761,-3.854079879820347,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8658.csv
PAST8657,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 126",43.455161449935204,-3.8550491631031036,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8657.csv
PAST8656,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 130",43.455070912043915,-3.855427354574203,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8656.csv
PAST8655,2017-10-31T01:22:05.292Z,,"Avenida Cardenal Herrera Oria\, 132",43.4549463,-3.8559515,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8655.csv
PAST8654,2017-10-31T01:22:05.292Z,,"Calle los Alcornoques\, 2",43.45549415118323,-3.853933699429035,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8654.csv
PAST8652,2017-10-31T01:22:05.292Z,,"Calle las Cagigas\, 5A",43.45643578071172,-3.855223841965199,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8652.csv
PAST8651,2017-10-31T01:22:05.292Z,,"Calle los Alcornoques\, 5",43.45695514311523,-3.8545331731438637,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8651.csv
PAST8765,2017-10-31T01:22:05.291Z,,"Avenida de Cantabria\, 37",43.478997646966036,-3.7931394204497333,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8765.csv
PAST8763,2017-10-31T01:22:05.291Z,,"Avenida de Cantabria\, 10",43.47902319191622,-3.7936674803495407,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8763.csv
PAST8761,2017-10-31T01:22:05.291Z,,"Avenida de Cantabria\, 29F",43.47861666099872,-3.793836459517479,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8761.csv
PAST8760,2017-10-31T01:22:05.291Z,,"Calle Alcalde Vega Lamera\, 5",43.47794372589258,-3.794789984822273,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8760.csv
PAST8759,2017-10-31T01:22:05.291Z,,"Barrio Cajo Sixto Obrador\, 2-4",43.45480392182798,-3.8338057324290276,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8759.csv
PAST8758,2017-10-31T01:22:05.291Z,,"Barrio Cajo Sixto Obrador\, 2",43.45483458803851,-3.833618313074112,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8758.csv
PAST8757,2017-10-31T01:22:05.291Z,,"Barrio Cajo Sixto Obrador\, 1",43.45497794019731,-3.8332786783576007,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8757.csv
PAST8756,2017-10-31T01:22:05.291Z,,"Barrio Cajo Sixto Obrador\, 15",43.45406160008296,-3.83409608155489,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8756.csv
PAST8755,2017-10-31T01:22:05.291Z,,"Barrio Cajo Sixto Obrador\, 10",43.45430863603596,-3.8343260809779163,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8755.csv
PAST8754,2017-10-31T01:22:05.291Z,,"Calle Cajo\, 7",43.45471240986923,-3.8345319405198097,Buen Estado,http://datos.santander.es/api/datos/residuos_papeleras/past8754.csv
