dc:identifier,ayto:etiqLinea,ayto:fechActual,ayto:tiempo1,ayto:distancia1,ayto:paradaId,ayto:destino1,ayto:tiempo2,ayto:distancia2,ayto:destino2,dc:modified,uri
1835,17,2017-10-31T16:45:17.610Z,4531,18236,395,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1835.csv
1834,17,2017-10-31T16:45:17.593Z,4511,18039,394,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1834.csv
1831,17,2017-10-31T16:45:17.563Z,4454,17656,393,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1831.csv
1830,17,2017-06-30T16:01:27.477Z,3410,15981,392,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1830.csv
1826,17,2017-08-24T05:12:12.163Z,1086,0,390,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1826.csv
1771,17,2017-10-31T16:30:38.237Z,3370,0,364,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1771.csv
1458,17,2017-10-31T16:45:14.187Z,4501,17960,212,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1458.csv
1457,17,2017-10-31T16:45:14.170Z,4408,17336,211,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1457.csv
1338,17,2017-10-31T16:45:29.437Z,4536,18366,182,CORBAN por Avda Deporte,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1338.csv
686,17,2017-10-31T16:30:46.893Z,3189,0,44,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/686.csv
660,17,2017-10-31T16:30:46.740Z,3066,0,43,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/660.csv
636,17,2017-10-31T16:30:46.567Z,2877,0,42,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/636.csv
613,17,2017-10-31T16:30:46.440Z,2809,0,41,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/613.csv
1937,17,2017-10-31T16:30:40.097Z,3484,0,437,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1937.csv
1934,17,2017-10-31T16:30:40.037Z,3298,0,436,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.664Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1934.csv
1867,17,2017-10-31T16:49:04.423Z,0,0,405,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1867.csv
1386,17,2017-10-31T16:53:55.380Z,3908,15153,192,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1386.csv
1367,17,2017-10-31T16:53:55.303Z,3841,14817,191,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1367.csv
1332,17,2017-10-31T07:17:49.423Z,0,0,181,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1332.csv
1294,17,2017-10-31T16:53:54.693Z,4093,15897,172,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1294.csv
1234,17,2017-10-31T07:18:06.723Z,0,0,153,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1234.csv
1203,17,2017-10-31T16:53:53.913Z,4047,15770,145,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1203.csv
1192,17,2017-10-31T16:53:53.820Z,4001,15512,144,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1192.csv
146,17,2017-10-31T16:54:04.350Z,4345,17160,12,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/146.csv
114,17,2017-10-31T16:54:04.193Z,4268,16586,11,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/114.csv
90,17,2017-10-31T16:54:04.037Z,4158,16115,10,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/90.csv
564,4,2017-10-31T15:07:54.550Z,1167,4401,39,BARRIO PESQUERO,2177,8090,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/564.csv
544,4,2017-10-31T15:06:51.157Z,1144,4350,38,BARRIO PESQUERO,2160,7950,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/544.csv
522,4,2017-10-31T15:05:13.953Z,1187,4893,37,BARRIO PESQUERO,2208,8145,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/522.csv
507,4,2017-10-31T15:03:21.890Z,1217,4999,36,BARRIO PESQUERO,2238,8178,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/507.csv
494,4,2017-10-31T15:02:33.433Z,1203,4906,35,BARRIO PESQUERO,2223,8070,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/494.csv
478,4,2017-10-31T15:01:44.823Z,1219,4915,34,BARRIO PESQUERO,2240,8049,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/478.csv
462,4,2017-10-31T15:00:24.370Z,1219,4487,33,BARRIO PESQUERO,2238,7866,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/462.csv
447,4,2017-10-31T14:59:35.180Z,1221,4456,32,BARRIO PESQUERO,2241,7781,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/447.csv
434,4,2017-10-31T14:58:46.790Z,1224,4297,31,BARRIO PESQUERO,2246,7849,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/434.csv
421,4,2017-10-31T14:57:08.507Z,1249,4413,30,BARRIO PESQUERO,2270,7992,BARRIO PESQUERO,2017-10-31T16:54:06.663Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/421.csv
64,7C2,2017-10-31T07:37:59.423Z,0,0,9,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/64.csv
37,7C2,2017-10-31T08:02:14.740Z,0,0,7,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/37.csv
2065,7C2,2017-10-31T08:05:46.413Z,4,33,483,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2065.csv
2064,7C2,2017-10-31T08:05:10.697Z,0,0,482,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2064.csv
1947,17,2017-10-31T16:30:40.160Z,2660,0,439,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1947.csv
1488,7C2,2017-10-31T07:35:25.860Z,0,0,224,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1488.csv
1901,17,2017-10-31T16:34:13.787Z,0,0,417,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1901.csv
1898,17,2017-10-31T16:33:41.130Z,0,0,416,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1898.csv
1897,17,2017-10-31T16:32:19.287Z,0,0,415,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1897.csv
1894,17,2017-10-31T16:31:29.427Z,0,0,414,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1894.csv
2028,17,2017-10-31T07:19:08.347Z,0,0,465,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2028.csv
1963,17,2017-10-31T16:46:55.843Z,3,14,443,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1963.csv
1952,17,2017-10-31T16:54:00.570Z,3771,14409,441,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1952.csv
1890,17,2017-08-23T16:26:18.667Z,1920,6831,413,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1890.csv
1887,17,2017-10-02T06:26:49.150Z,0,0,412,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1887.csv
1886,17,2017-10-31T07:19:24.707Z,0,0,411,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1886.csv
1883,17,2017-10-31T07:16:43.237Z,0,0,409,ESTACIONES por Avda Deporte,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1883.csv
1882,17,2017-10-31T16:51:32.707Z,0,0,408,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1882.csv
1875,17,2017-10-31T16:51:16.083Z,0,0,407,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1875.csv
1874,17,2017-10-31T16:50:42.927Z,0,0,406,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.662Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1874.csv
1855,17,2017-10-31T16:37:58.837Z,0,0,401,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1855.csv
1820,17,2017-10-31T16:38:47.027Z,0,0,388,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1820.csv
1913,17,2017-10-31T16:54:00.223Z,77,157,424,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1913.csv
1910,17,2017-10-31T16:54:00.193Z,0,0,423,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1910.csv
1909,17,2017-10-31T16:53:43.850Z,0,0,422,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1909.csv
1504,7C2,2017-10-31T07:58:17.410Z,0,0,229,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1504.csv
1496,7C2,2017-10-31T07:57:25.127Z,0,0,228,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1496.csv
1495,7C2,2017-10-31T07:56:32.080Z,0,0,227,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1495.csv
1492,7C2,2017-10-31T07:55:21.000Z,0,0,226,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1492.csv
1491,7C2,2017-10-31T07:36:20.360Z,0,0,225,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1491.csv
1487,7C2,2017-10-31T08:02:23.677Z,15,136,223,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1487.csv
1323,7C2,2017-10-31T08:03:51.913Z,17,73,179,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1323.csv
829,7C2,2017-10-31T07:53:26.077Z,0,0,70,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/829.csv
828,7C2,2017-10-31T07:52:13.357Z,1449,6502,69,JOAQUIN BUSTAMANTE,2285,9695,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/828.csv
782,7C2,2017-10-31T07:56:08.907Z,0,0,55,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/782.csv
261,7C2,2017-10-31T07:47:29.963Z,0,0,16,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/261.csv
225,7C2,2017-10-31T07:46:18.180Z,0,0,15,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/225.csv
204,7C2,2017-10-31T07:45:24.680Z,0,0,14,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/204.csv
174,7C2,2017-10-31T07:44:29.867Z,0,0,13,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/174.csv
145,7C2,2017-10-31T07:43:06.727Z,0,0,12,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/145.csv
115,7C2,2017-10-31T07:41:38.147Z,0,0,11,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/115.csv
89,7C2,2017-10-31T07:39:31.003Z,0,0,10,JOAQUIN BUSTAMANTE,,,,2017-10-31T16:54:06.661Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/89.csv
1388,17,2017-10-31T06:42:28.180Z,1129,4356,192,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1388.csv
1365,17,2017-10-31T06:42:28.087Z,1063,3258,191,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1365.csv
1293,17,2017-10-31T06:42:27.413Z,1285,4215,172,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1293.csv
1206,17,2017-10-31T06:42:26.633Z,1272,4115,145,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1206.csv
1188,17,2017-10-31T06:42:26.553Z,1226,3862,144,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1188.csv
151,17,2017-10-31T06:42:20.367Z,1503,5491,12,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/151.csv
110,17,2017-10-31T06:42:20.193Z,1420,4778,11,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/110.csv
94,17,2017-10-31T06:42:20.023Z,1332,4469,10,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/94.csv
1961,17,2017-10-31T06:42:16.383Z,3807,12607,443,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1961.csv
1954,17,2017-10-31T06:42:16.303Z,977,3632,441,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1954.csv
1891,17,2017-08-23T06:14:41.383Z,6264,0,413,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1891.csv
1881,17,2017-10-31T06:42:15.507Z,4165,14066,408,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1881.csv
1876,17,2017-10-31T06:42:15.460Z,4113,13853,407,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1876.csv
1872,17,2017-10-31T06:42:15.383Z,4065,13647,406,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1872.csv
1869,17,2017-10-31T06:42:15.337Z,3989,13340,405,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1869.csv
1823,17,2017-10-31T16:44:29.593Z,0,0,389,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.66Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1823.csv
1152,N2,2017-10-29T01:06:02.750Z,4004,0,135,CORBAN por General Davila,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1152.csv
967,4,2017-06-28T05:25:47.957Z,7152,0,96,PIQUIO,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/967.csv
1859,17,2017-10-31T16:45:17.843Z,16,112,403,ESTACIONES por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1859.csv
1936,17,2017-10-27T05:45:45.393Z,0,0,437,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1936.csv
1935,17,2017-10-27T05:45:45.330Z,0,0,436,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1935.csv
1852,17,2017-10-31T06:56:17.800Z,2685,14977,400,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1852.csv
1848,17,2017-10-31T06:56:17.753Z,2589,14589,399,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1848.csv
1844,17,2017-10-31T06:56:17.690Z,2541,14377,398,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1844.csv
1841,17,2017-10-31T06:56:17.643Z,2489,14154,397,CIRIEGO por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1841.csv
1824,17,2017-08-17T05:44:33.350Z,6345,0,390,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1824.csv
1770,17,2017-10-27T05:45:43.503Z,0,0,364,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1770.csv
680,17,2017-10-27T05:45:52.410Z,0,0,44,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/680.csv
665,17,2017-10-27T05:45:52.237Z,0,0,43,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/665.csv
630,17,2017-10-27T05:45:52.050Z,0,0,42,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/630.csv
617,17,2017-10-27T05:45:51.923Z,0,0,41,CORBAN por Bº La Torre,,,,2017-10-31T16:54:06.659Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/617.csv
616,N3,2017-10-28T22:15:59.017Z,14225,26619,41,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/616.csv
586,N3,2017-10-28T22:13:25.280Z,14317,26644,40,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/586.csv
568,N3,2017-10-28T22:11:49.107Z,14308,26390,39,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/568.csv
152,N3,2017-10-28T22:17:53.220Z,14231,26890,12,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/152.csv
2019,N3,2017-10-28T22:08:00.853Z,14321,25911,461,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2019.csv
1986,N3,2017-10-28T22:23:42.287Z,14361,26043,449,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1986.csv
1969,N3,2017-10-28T22:10:37.857Z,14307,26232,444,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1969.csv
1123,N3,2017-10-28T22:01:01.050Z,14338,29769,129,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1123.csv
2104,N3,2017-10-29T01:14:33.240Z,10052,30525,500,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2104.csv
2103,N3,2017-10-29T01:12:11.270Z,10043,29932,499,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2103.csv
2089,N3,2017-10-29T01:24:10.953Z,10364,32426,494,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2089.csv
2080,N3,2017-10-29T01:23:20.420Z,10354,32258,493,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2080.csv
2079,N3,2017-10-29T01:22:37.123Z,10379,32172,492,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2079.csv
2053,N3,2017-10-29T01:12:55.803Z,10062,30194,474,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/2053.csv
1994,N3,2017-10-29T01:21:44.230Z,10375,31968,451,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1994.csv
1661,N3,2017-10-29T01:26:15.797Z,10363,32886,310,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1661.csv
1660,N3,2017-10-29T01:25:31.890Z,10368,32736,309,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1660.csv
1651,N3,2017-10-29T01:19:40.807Z,10395,31699,308,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1651.csv
1648,N3,2017-10-29T01:18:22.633Z,10353,31410,307,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1648.csv
1639,N3,2017-10-29T01:17:03.260Z,10363,31192,306,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1639.csv
1638,N3,2017-10-29T01:16:46.617Z,10013,30866,305,PEÑACASTILLO,,,,2017-10-31T16:54:06.658Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1638.csv
1044,N3,2017-10-28T22:05:36.367Z,14351,26129,110,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1044.csv
1038,N3,2017-10-28T22:23:47.380Z,14394,26198,109,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1038.csv
1031,N3,2017-10-28T22:23:00.303Z,14434,28392,108,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1031.csv
1022,N3,2017-10-28T22:22:32.113Z,14386,28120,107,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1022.csv
1017,N3,2017-10-28T22:21:15.690Z,14377,27921,106,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1017.csv
1006,N3,2017-10-28T22:19:59.613Z,14372,27755,105,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1006.csv
1001,N3,2017-10-28T22:19:31.160Z,14300,27393,104,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1001.csv
993,N3,2017-10-28T22:18:24.580Z,14291,27202,103,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/993.csv
930,N3,2017-10-29T01:06:39.767Z,8749,25747,87,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/930.csv
925,N3,2017-10-28T22:33:25.653Z,14302,26103,86,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/925.csv
922,N3,2017-10-28T22:32:53.217Z,14282,25942,85,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/922.csv
917,N3,2017-10-28T22:31:39.450Z,14346,26152,84,PEÑACASTILLO,,,,2017-10-31T16:54:06.657Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/917.csv
