dc:identifier,ayto:etiqLinea,ayto:fechActual,ayto:tiempo1,ayto:distancia1,ayto:paradaId,ayto:destino1,ayto:tiempo2,ayto:distancia2,ayto:destino2,dc:modified,uri
763,2,2017-10-31T16:53:51.287Z,999,4324,51,CORBAN,2076,9957,CORBAN,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/763.csv
764,1,2017-10-31T16:53:51.287Z,1139,4845,51,PARQUE TECNOLOGICO,1708,7085,PARQUE TECNOLOGICO,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/764.csv
757,2,2017-10-31T16:53:51.257Z,954,4283,50,CORBAN,2037,9590,CORBAN,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/757.csv
758,1,2017-10-31T16:53:51.257Z,1105,4690,50,PARQUE TECNOLOGICO,1674,6930,PARQUE TECNOLOGICO,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/758.csv
753,2,2017-10-31T16:53:51.223Z,893,4089,49,CORBAN,1985,9142,CORBAN,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/753.csv
754,1,2017-10-31T16:53:51.223Z,1069,4451,49,PARQUE TECNOLOGICO,1637,6688,PARQUE TECNOLOGICO,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/754.csv
747,2,2017-10-31T16:53:51.193Z,834,3986,48,CORBAN,1932,8766,CORBAN,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/747.csv
748,1,2017-10-31T16:53:51.193Z,1031,4283,48,PARQUE TECNOLOGICO,1599,6519,PARQUE TECNOLOGICO,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/748.csv
735,7C1,2017-10-31T16:53:51.130Z,1171,920,47,LUIS QUINTANILLA ISASI,2250,6158,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/735.csv
736,14,2017-10-31T16:53:51.130Z,2127,5530,47,ESTACIONES,5729,16731,ESTACIONES,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/736.csv
737,13,2017-10-31T16:53:51.130Z,1182,6339,47,LLUJA,3482,12826,LLUJA,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/737.csv
738,2,2017-10-31T16:53:51.130Z,766,3733,47,CORBAN,1858,8163,CORBAN,2017-10-31T16:54:06.839Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/738.csv
833,3,2017-10-31T16:53:51.833Z,4543,17996,70,RECTORADO,5813,23823,RECTORADO,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/833.csv
823,7C2,2017-10-31T16:53:51.803Z,1329,6757,69,JOAQUIN BUSTAMANTE,2649,8124,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/823.csv
824,E2,2017-10-31T08:05:53.260Z,0,0,69,RECTORADO,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/824.csv
825,4,2017-10-31T14:40:46.873Z,0,0,69,RECTORADO,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/825.csv
826,3,2017-10-31T16:53:51.803Z,4504,17709,69,RECTORADO,5774,23525,RECTORADO,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/826.csv
821,7C2,2017-10-31T16:53:51.787Z,1262,6393,68,JOAQUIN BUSTAMANTE,2581,7917,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/821.csv
822,4,2017-10-31T14:39:39.263Z,0,0,68,RECTORADO,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/822.csv
818,7C2,2017-10-31T16:53:51.773Z,1217,6100,67,JOAQUIN BUSTAMANTE,2537,7832,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/818.csv
819,4,2017-10-31T14:39:05.233Z,0,0,67,RECTORADO,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/819.csv
816,7C2,2017-10-31T16:53:51.740Z,1166,5767,66,JOAQUIN BUSTAMANTE,2486,7617,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/816.csv
817,4,2017-10-31T14:38:49.530Z,0,0,66,RECTORADO,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/817.csv
812,3,2017-10-31T16:53:51.710Z,132,1012,65,PASEO PEREDA 35,1326,7220,PASEO PEREDA 35,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/812.csv
811,3,2017-10-31T16:53:51.677Z,70,522,64,PASEO PEREDA 35,1284,8073,PASEO PEREDA 35,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/811.csv
803,3,2017-10-31T16:53:51.647Z,51,295,63,PASEO PEREDA 35,1231,7877,PASEO PEREDA 35,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/803.csv
802,3,2017-10-31T16:53:51.617Z,0,0,62,PASEO PEREDA 35,1183,7472,PASEO PEREDA 35,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/802.csv
794,3,2017-10-31T16:53:51.583Z,1163,6786,61,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/794.csv
793,3,2017-10-31T16:53:51.553Z,1092,6532,60,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/793.csv
790,3,2017-10-31T16:53:51.523Z,1035,6162,59,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/790.csv
789,3,2017-10-31T16:53:51.490Z,986,5915,58,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/789.csv
786,3,2017-10-31T16:53:51.460Z,944,5652,57,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/786.csv
784,3,2017-10-31T16:53:51.427Z,856,5324,56,PASEO PEREDA 35,,,,2017-10-31T16:54:06.838Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/784.csv
862,6C1,2017-10-31T16:53:52.007Z,1230,5978,76,COMPLEJO,3630,13787,COMPLEJO,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/862.csv
863,20,2017-10-31T16:53:52.007Z,559,3119,76,ESTACIONES,2259,10330,ESTACIONES,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/863.csv
864,3,2017-10-31T16:53:52.007Z,5816,21303,76,OJAIZ,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/864.csv
854,7C1,2017-10-31T16:53:51.973Z,1935,5044,75,LUIS QUINTANILLA ISASI,3012,10336,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/854.csv
855,4,2017-10-31T14:55:00.283Z,0,0,75,BARRIO PESQUERO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/855.csv
856,3,2017-10-31T16:53:51.973Z,5667,20217,75,OJAIZ,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/856.csv
849,7C1,2017-10-31T16:53:51.943Z,1889,4963,74,LUIS QUINTANILLA ISASI,2967,10037,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/849.csv
850,4,2017-10-31T14:54:10.623Z,0,0,74,BARRIO PESQUERO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/850.csv
851,3,2017-10-31T16:53:51.943Z,5603,19921,74,OJAIZ,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/851.csv
844,7C1,2017-10-31T16:53:51.913Z,1831,4637,73,LUIS QUINTANILLA ISASI,2909,9670,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/844.csv
845,4,2017-10-31T14:53:21.217Z,6,38,73,BARRIO PESQUERO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/845.csv
846,3,2017-10-31T16:53:51.913Z,5532,19561,73,OJAIZ,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/846.csv
840,4,2017-10-31T14:50:20.957Z,0,0,72,BARRIO PESQUERO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/840.csv
841,3,2017-10-31T16:53:51.897Z,5347,18949,72,OJAIZ,6607,24653,OJAIZ,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/841.csv
834,7C2,2017-10-31T16:53:51.867Z,1442,7523,71,JOAQUIN BUSTAMANTE,2762,8559,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/834.csv
835,E2,2017-10-31T08:05:53.353Z,0,0,71,RECTORADO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/835.csv
836,4,2017-10-31T14:43:35.617Z,0,0,71,RECTORADO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/836.csv
837,3,2017-10-31T16:53:51.867Z,4602,18323,71,RECTORADO,5872,24157,RECTORADO,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/837.csv
830,7C2,2017-10-31T16:53:51.833Z,1385,7070,70,JOAQUIN BUSTAMANTE,2704,8301,JOAQUIN BUSTAMANTE,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/830.csv
831,E2,2017-10-31T08:05:53.307Z,0,0,70,RECTORADO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/831.csv
832,4,2017-10-31T14:41:37.527Z,0,0,70,RECTORADO,,,,2017-10-31T16:54:06.837Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/832.csv
950,12,2017-10-31T16:53:52.570Z,1251,5129,93,SAN MARTIN DEL PINO,3031,14104,SAN MARTIN DEL PINO,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/950.csv
947,14,2017-10-31T16:53:52.537Z,2702,8583,92,ESTACIONES,6302,18523,ESTACIONES,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/947.csv
948,12,2017-10-31T16:53:52.537Z,1083,4631,92,SAN MARTIN DEL PINO,2790,13336,SAN MARTIN DEL PINO,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/948.csv
941,4,2017-10-31T16:53:52.523Z,486,0,91,BARRIO PESQUERO,2467,7915,BARRIO PESQUERO,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/941.csv
939,3,2017-10-31T16:53:52.507Z,238,1835,90,OJAIZ,2342,7539,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/939.csv
936,3,2017-10-31T16:53:52.473Z,184,1398,89,OJAIZ,2288,7163,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/936.csv
933,3,2017-10-31T16:53:52.443Z,82,527,88,OJAIZ,2194,6426,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/933.csv
929,3,2017-10-31T16:53:52.427Z,9,84,87,OJAIZ,2097,5929,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/929.csv
926,3,2017-10-31T16:53:52.380Z,2071,5650,86,OJAIZ,3332,10248,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/926.csv
921,3,2017-10-31T16:53:52.350Z,2036,5302,85,OJAIZ,3295,10258,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/921.csv
918,3,2017-10-31T16:53:52.320Z,1990,4827,84,OJAIZ,3250,9784,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/918.csv
911,3,2017-10-31T16:53:52.287Z,1943,4331,83,OJAIZ,3203,9650,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/911.csv
908,3,2017-10-31T16:53:52.257Z,1903,3960,82,OJAIZ,3163,9456,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/908.csv
899,3,2017-10-31T16:53:52.223Z,1810,3466,81,OJAIZ,3069,9223,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/899.csv
896,3,2017-10-31T16:53:52.177Z,1778,3042,80,OJAIZ,3035,8996,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/896.csv
887,3,2017-10-31T16:53:52.147Z,1744,2848,79,OJAIZ,3003,8740,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/887.csv
884,3,2017-10-31T16:53:52.117Z,1708,2793,78,OJAIZ,2969,8609,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/884.csv
866,6C1,2017-10-31T16:53:52.053Z,1566,8163,77,COMPLEJO,3922,14874,COMPLEJO,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/866.csv
867,5C1,2017-10-31T16:53:52.053Z,993,1880,77,MIRANDA,1892,4606,MIRANDA,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/867.csv
868,20,2017-10-31T16:53:52.053Z,945,4353,77,ESTACIONES,2644,12275,ESTACIONES,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/868.csv
869,4,2017-10-31T16:53:52.053Z,212,850,77,BARRIO PESQUERO,1347,3585,BARRIO PESQUERO,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/869.csv
870,3,2017-10-31T16:53:52.053Z,1184,909,77,OJAIZ,2444,5726,OJAIZ,2017-10-31T16:54:06.836Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/870.csv
986,7C1,2017-10-31T16:53:52.773Z,2088,5653,101,LUIS QUINTANILLA ISASI,3165,10987,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/986.csv
987,4,2017-10-31T14:56:38.943Z,0,0,101,BARRIO PESQUERO,,,,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/987.csv
984,7C1,2017-10-31T16:53:52.757Z,2009,5328,100,LUIS QUINTANILLA ISASI,3086,10639,LUIS QUINTANILLA ISASI,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/984.csv
985,4,2017-10-31T14:55:33.143Z,12,63,100,BARRIO PESQUERO,,,,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/985.csv
979,23,2017-10-31T14:48:08.803Z,16772,12330,98,ESTACIONES,,,,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/979.csv
980,19,2017-10-31T16:53:52.710Z,1481,8342,98,ESTACIONES,3293,17122,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/980.csv
981,14,2017-10-31T16:53:52.710Z,87,466,98,ESTACIONES,3164,11326,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/981.csv
982,4,2017-10-31T16:53:52.710Z,624,2785,98,PIQUIO,1516,6049,PIQUIO,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/982.csv
973,14,2017-10-31T16:53:52.677Z,0,0,97,ESTACIONES,3066,10838,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/973.csv
974,4,2017-10-31T16:53:52.677Z,497,2374,97,PIQUIO,1358,5113,PIQUIO,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/974.csv
969,14,2017-10-31T16:53:52.647Z,2999,9615,96,ESTACIONES,6599,19483,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/969.csv
970,4,2017-10-31T16:53:52.647Z,375,1856,96,PIQUIO,1267,4480,PIQUIO,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/970.csv
960,23,2017-10-31T14:48:08.663Z,16670,11973,95,ESTACIONES,,,,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/960.csv
961,19,2017-10-31T16:53:52.617Z,1359,7779,95,ESTACIONES,3159,16576,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/961.csv
962,14,2017-10-31T16:53:52.617Z,2941,9400,95,ESTACIONES,6541,19287,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/962.csv
963,4,2017-10-31T16:53:52.617Z,331,1627,95,BARRIO PESQUERO,1209,4556,BARRIO PESQUERO,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/963.csv
954,23,2017-10-31T14:48:08.600Z,16619,11704,94,ESTACIONES,,,,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/954.csv
955,19,2017-10-31T16:53:52.583Z,1329,7727,94,ESTACIONES,3129,16349,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/955.csv
956,14,2017-10-31T16:53:52.583Z,2884,9255,94,ESTACIONES,6484,19156,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/956.csv
957,4,2017-10-31T16:53:52.583Z,236,1145,94,BARRIO PESQUERO,1142,4251,BARRIO PESQUERO,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/957.csv
949,14,2017-10-31T16:53:52.570Z,2792,8864,93,ESTACIONES,6392,18785,ESTACIONES,2017-10-31T16:54:06.835Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/949.csv
1039,14,2017-10-31T16:53:53.007Z,1683,3429,109,ESTACIONES,5284,15146,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1039.csv
1040,12,2017-10-31T16:53:53.007Z,662,4144,109,SAN MARTIN DEL PINO,2385,10656,SAN MARTIN DEL PINO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1040.csv
1029,14,2017-10-31T16:53:52.973Z,1592,3328,108,ESTACIONES,5194,14948,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1029.csv
1030,12,2017-10-31T16:53:52.973Z,594,3736,108,SAN MARTIN DEL PINO,2300,10205,SAN MARTIN DEL PINO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1030.csv
1023,23,2017-10-31T14:24:56.940Z,0,0,107,CAMARREAL,,,,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1023.csv
1024,19,2017-10-31T16:53:52.943Z,351,1389,107,RICARDO LOPEZ ARANDA,2159,11830,RICARDO LOPEZ ARANDA,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1024.csv
1025,14,2017-10-31T16:53:52.943Z,1532,2547,107,ESTACIONES,5132,14711,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1025.csv
1026,4,2017-10-31T16:53:52.943Z,149,680,107,BARRIO PESQUERO,916,3334,BARRIO PESQUERO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1026.csv
1013,23,2017-10-31T14:24:05.940Z,0,0,106,CAMARREAL,,,,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1013.csv
1014,19,2017-10-31T16:53:52.897Z,277,958,106,RICARDO LOPEZ ARANDA,2085,11418,RICARDO LOPEZ ARANDA,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1014.csv
1015,14,2017-10-31T16:53:52.897Z,1474,2378,106,ESTACIONES,5074,12190,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1015.csv
1016,4,2017-10-31T16:53:52.897Z,91,271,106,BARRIO PESQUERO,923,3021,BARRIO PESQUERO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1016.csv
1007,23,2017-10-31T14:22:55.877Z,0,0,105,CAMARREAL,,,,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1007.csv
1008,19,2017-10-31T16:53:52.867Z,218,598,105,RICARDO LOPEZ ARANDA,2027,11132,RICARDO LOPEZ ARANDA,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1008.csv
1009,14,2017-10-31T16:53:52.867Z,1411,2261,105,ESTACIONES,5011,11935,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1009.csv
1010,4,2017-10-31T16:53:52.867Z,13,2,105,BARRIO PESQUERO,821,2637,BARRIO PESQUERO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1010.csv
997,23,2017-10-31T14:22:04.640Z,0,0,104,CAMARREAL,,,,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/997.csv
998,19,2017-10-31T16:53:52.820Z,153,321,104,RICARDO LOPEZ ARANDA,1969,10753,RICARDO LOPEZ ARANDA,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/998.csv
999,14,2017-10-31T16:53:52.820Z,1315,1650,104,ESTACIONES,4915,11812,ESTACIONES,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/999.csv
1000,4,2017-10-31T16:53:52.820Z,686,2144,104,BARRIO PESQUERO,1795,5086,BARRIO PESQUERO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1000.csv
994,4,2017-10-31T16:53:52.803Z,596,1892,103,BARRIO PESQUERO,1711,4507,BARRIO PESQUERO,2017-10-31T16:54:06.834Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/994.csv
1059,16,2017-10-31T16:53:53.130Z,297,1440,114,PLAZA REMEDIOS,2064,6493,PLAZA REMEDIOS,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1059.csv
1056,5C1,2017-10-31T16:53:53.100Z,613,929,113,MIRANDA,1511,3153,MIRANDA,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1056.csv
1057,16,2017-10-31T16:53:53.100Z,265,1325,113,PLAZA REMEDIOS,2001,6233,PLAZA REMEDIOS,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1057.csv
1052,5C1,2017-10-31T16:53:53.083Z,497,642,112,MIRANDA,1396,2958,MIRANDA,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1052.csv
1049,5C1,2017-10-31T16:53:53.053Z,417,308,111,MIRANDA,1316,2773,MIRANDA,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1049.csv
1043,5C1,2017-10-31T16:53:53.037Z,366,0,110,MIRANDA,1265,1991,MIRANDA,2017-10-31T16:54:06.833Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1043.csv
1064,16,2017-10-31T16:53:53.163Z,354,1635,115,PLAZA REMEDIOS,2148,6871,PLAZA REMEDIOS,2017-10-31T16:54:06.822Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1064.csv
1058,5C1,2017-10-31T16:53:53.130Z,697,1244,114,MIRANDA,1604,3923,MIRANDA,2017-10-31T16:54:06.822Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1058.csv
1097,5C1,2017-10-31T16:53:53.397Z,62,184,124,MIRANDA,428,1712,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1097.csv
1098,16,2017-10-31T16:53:53.397Z,31,134,124,PLAZA REMEDIOS,1742,5265,PLAZA REMEDIOS,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1098.csv
1091,5C1,2017-10-31T16:53:53.367Z,5,8,123,MIRANDA,397,1660,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1091.csv
1092,16,2017-10-31T16:53:53.367Z,0,0,123,PLAZA REMEDIOS,1698,5138,PLAZA REMEDIOS,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1092.csv
1087,5C1,2017-10-31T16:53:53.333Z,248,898,122,MIRANDA,1715,4506,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1087.csv
1088,16,2017-10-31T16:53:53.333Z,1645,5225,122,PLAZA REMEDIOS,3565,10994,PLAZA REMEDIOS,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1088.csv
1080,5C1,2017-10-31T16:53:53.303Z,216,736,121,MIRANDA,1675,4101,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1080.csv
1081,16,2017-10-31T16:53:53.303Z,1581,5001,121,PLAZA REMEDIOS,3501,10776,PLAZA REMEDIOS,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1081.csv
1077,5C1,2017-10-31T16:53:53.287Z,105,458,120,MIRANDA,1604,3705,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1077.csv
1072,6C1,2017-10-31T16:53:53.257Z,318,1062,119,COMPLEJO,2125,10100,COMPLEJO,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1072.csv
1073,5C1,2017-10-31T16:53:53.257Z,19,77,119,MIRANDA,1480,4037,MIRANDA,2017-10-31T16:54:06.821Z,http://datos.santander.es/api/datos/control_flotas_estimaciones/1073.csv
