dc:identifier,dc:modified,ayto:tarjeta,ayto:dia,uri
2016120316011ISA,2017-10-31T01:25:03.732Z,16011ISA,2016-12-02T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120316011isa.csv
2016120316004ISA,2017-10-31T01:25:03.732Z,16004ISA,2016-12-02T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120316004isa.csv
2016120316003ISA,2017-10-31T01:25:03.732Z,16003ISA,2016-12-02T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120316003isa.csv
2016120316002ISA,2017-10-31T01:25:03.732Z,16002ISA,2016-12-02T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120316002isa.csv
2016120316001ISA,2017-10-31T01:25:03.732Z,16001ISA,2016-12-02T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120316001isa.csv
2016120216EILIUA,2017-10-31T01:25:03.732Z,16EILIUA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216eiliua.csv
2016120216103INA,2017-10-31T01:25:03.732Z,16103INA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216103ina.csv
2016120216102INA,2017-10-31T01:25:03.732Z,16102INA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216102ina.csv
2016120216101INA,2017-10-31T01:25:03.732Z,16101INA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216101ina.csv
2016120216072ILA,2017-10-31T01:25:03.732Z,16072ILA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216072ila.csv
2016120216071ILA,2017-10-31T01:25:03.732Z,16071ILA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216071ila.csv
2016120216062ILA,2017-10-31T01:25:03.732Z,16062ILA,2016-12-01T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120216062ila.csv
2016120816071IFA,2017-10-31T01:25:03.731Z,16071IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816071ifa.csv
2016120816062IFA,2017-10-31T01:25:03.731Z,16062IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816062ifa.csv
2016120816061IFA,2017-10-31T01:25:03.731Z,16061IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816061ifa.csv
2016120816052IFA,2017-10-31T01:25:03.731Z,16052IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816052ifa.csv
2016120816051IFA,2017-10-31T01:25:03.731Z,16051IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816051ifa.csv
2016120816018IFA,2017-10-31T01:25:03.731Z,16018IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816018ifa.csv
2016120816017IFA,2017-10-31T01:25:03.731Z,16017IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816017ifa.csv
2016120816014IFA,2017-10-31T01:25:03.731Z,16014IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816014ifa.csv
2016120816013IFA,2017-10-31T01:25:03.731Z,16013IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816013ifa.csv
2016120816012IFA,2017-10-31T01:25:03.731Z,16012IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816012ifa.csv
2016120816011IFA,2017-10-31T01:25:03.731Z,16011IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816011ifa.csv
2016120816004IFA,2017-10-31T01:25:03.731Z,16004IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816004ifa.csv
2016120816003IFA,2017-10-31T01:25:03.731Z,16003IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816003ifa.csv
2016120816002IFA,2017-10-31T01:25:03.731Z,16002IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816002ifa.csv
2016120816001IFA,2017-10-31T01:25:03.731Z,16001IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816001ifa.csv
2016120716EILIUA,2017-10-31T01:25:03.731Z,16EILIUA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716eiliua.csv
2016120716072ILA,2017-10-31T01:25:03.731Z,16072ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716072ila.csv
2016120716071ILA,2017-10-31T01:25:03.731Z,16071ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716071ila.csv
2016120716062ILA,2017-10-31T01:25:03.731Z,16062ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716062ila.csv
2016120716061ILA,2017-10-31T01:25:03.731Z,16061ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716061ila.csv
2016120716052ILA,2017-10-31T01:25:03.731Z,16052ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716052ila.csv
2016120716051ILA,2017-10-31T01:25:03.731Z,16051ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716051ila.csv
2016120716023ILA,2017-10-31T01:25:03.731Z,16023ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716023ila.csv
2016120716021ILA,2017-10-31T01:25:03.731Z,16021ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716021ila.csv
2016120716020ILA,2017-10-31T01:25:03.731Z,16020ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716020ila.csv
2016120716019ILA,2017-10-31T01:25:03.731Z,16019ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716019ila.csv
2016120716018ILA,2017-10-31T01:25:03.731Z,16018ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716018ila.csv
2016120716017ILA,2017-10-31T01:25:03.731Z,16017ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716017ila.csv
2016120716016ILA,2017-10-31T01:25:03.731Z,16016ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716016ila.csv
2016120716014ILA,2017-10-31T01:25:03.731Z,16014ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716014ila.csv
2016120716013ILA,2017-10-31T01:25:03.731Z,16013ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716013ila.csv
2016120716012ILA,2017-10-31T01:25:03.731Z,16012ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716012ila.csv
2016120716011ILA,2017-10-31T01:25:03.731Z,16011ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716011ila.csv
2016120716004ILA,2017-10-31T01:25:03.731Z,16004ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716004ila.csv
2016120716003ILA,2017-10-31T01:25:03.731Z,16003ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716003ila.csv
2016120716002ILA,2017-10-31T01:25:03.731Z,16002ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716002ila.csv
2016120716001ILA,2017-10-31T01:25:03.731Z,16001ILA,2016-12-06T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120716001ila.csv
2016120616EIFA,2017-10-31T01:25:03.731Z,16EIFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616eifa.csv
2016120616072IFA,2017-10-31T01:25:03.731Z,16072IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616072ifa.csv
2016120616071IFA,2017-10-31T01:25:03.731Z,16071IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616071ifa.csv
2016120616062IFA,2017-10-31T01:25:03.731Z,16062IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616062ifa.csv
2016120616061IFA,2017-10-31T01:25:03.731Z,16061IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616061ifa.csv
2016120616052IFA,2017-10-31T01:25:03.731Z,16052IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616052ifa.csv
2016120616051IFA,2017-10-31T01:25:03.731Z,16051IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616051ifa.csv
2016120616018IFA,2017-10-31T01:25:03.731Z,16018IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616018ifa.csv
2016120616017IFA,2017-10-31T01:25:03.731Z,16017IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616017ifa.csv
2016120616014IFA,2017-10-31T01:25:03.731Z,16014IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616014ifa.csv
2016120616013IFA,2017-10-31T01:25:03.731Z,16013IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616013ifa.csv
2016120616012IFA,2017-10-31T01:25:03.731Z,16012IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616012ifa.csv
2016120616011IFA,2017-10-31T01:25:03.731Z,16011IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616011ifa.csv
2016120616004IFA,2017-10-31T01:25:03.731Z,16004IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616004ifa.csv
2016120616003IFA,2017-10-31T01:25:03.731Z,16003IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616003ifa.csv
2016120616002IFA,2017-10-31T01:25:03.731Z,16002IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616002ifa.csv
2016120616001IFA,2017-10-31T01:25:03.731Z,16001IFA,2016-12-05T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120616001ifa.csv
2016120516EILIUA,2017-10-31T01:25:03.731Z,16EILIUA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516eiliua.csv
2016120516072ILA,2017-10-31T01:25:03.731Z,16072ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516072ila.csv
2016120516071ILA,2017-10-31T01:25:03.731Z,16071ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516071ila.csv
2016120516062ILA,2017-10-31T01:25:03.731Z,16062ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516062ila.csv
2016120516061ILA,2017-10-31T01:25:03.731Z,16061ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516061ila.csv
2016120516052ILA,2017-10-31T01:25:03.731Z,16052ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516052ila.csv
2016120516051ILA,2017-10-31T01:25:03.731Z,16051ILA,2016-12-04T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120516051ila.csv
2016121116062IFA,2017-10-31T01:25:03.73Z,16062IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116062ifa.csv
2016121116061IFA,2017-10-31T01:25:03.73Z,16061IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116061ifa.csv
2016121116052IFA,2017-10-31T01:25:03.73Z,16052IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116052ifa.csv
2016121116051IFA,2017-10-31T01:25:03.73Z,16051IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116051ifa.csv
2016121116018IFA,2017-10-31T01:25:03.73Z,16018IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116018ifa.csv
2016121116017IFA,2017-10-31T01:25:03.73Z,16017IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116017ifa.csv
2016121116014IFA,2017-10-31T01:25:03.73Z,16014IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116014ifa.csv
2016121116013IFA,2017-10-31T01:25:03.73Z,16013IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116013ifa.csv
2016121116012IFA,2017-10-31T01:25:03.73Z,16012IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116012ifa.csv
2016121116011IFA,2017-10-31T01:25:03.73Z,16011IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116011ifa.csv
2016121116004IFA,2017-10-31T01:25:03.73Z,16004IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116004ifa.csv
2016121116003IFA,2017-10-31T01:25:03.73Z,16003IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116003ifa.csv
2016121116002IFA,2017-10-31T01:25:03.73Z,16002IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116002ifa.csv
2016121116001IFA,2017-10-31T01:25:03.73Z,16001IFA,2016-12-10T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121116001ifa.csv
2016121016EISA,2017-10-31T01:25:03.73Z,16EISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016eisa.csv
2016121016103INA,2017-10-31T01:25:03.73Z,16103INA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016103ina.csv
2016121016102INA,2017-10-31T01:25:03.73Z,16102INA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016102ina.csv
2016121016101INA,2017-10-31T01:25:03.73Z,16101INA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016101ina.csv
2016121016072ISA,2017-10-31T01:25:03.73Z,16072ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016072isa.csv
2016121016071ISA,2017-10-31T01:25:03.73Z,16071ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016071isa.csv
2016121016062ISA,2017-10-31T01:25:03.73Z,16062ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016062isa.csv
2016121016061ISA,2017-10-31T01:25:03.73Z,16061ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016061isa.csv
2016121016052ISA,2017-10-31T01:25:03.73Z,16052ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016052isa.csv
2016121016051ISA,2017-10-31T01:25:03.73Z,16051ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016051isa.csv
2016121016019ISA,2017-10-31T01:25:03.73Z,16019ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016019isa.csv
2016121016018ISA,2017-10-31T01:25:03.73Z,16018ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016018isa.csv
2016121016017ISA,2017-10-31T01:25:03.73Z,16017ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016017isa.csv
2016121016016ISA,2017-10-31T01:25:03.73Z,16016ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016016isa.csv
2016121016014ISA,2017-10-31T01:25:03.73Z,16014ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016014isa.csv
2016121016013ISA,2017-10-31T01:25:03.73Z,16013ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016013isa.csv
2016121016012ISA,2017-10-31T01:25:03.73Z,16012ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016012isa.csv
2016121016011ISA,2017-10-31T01:25:03.73Z,16011ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016011isa.csv
2016121016004ISA,2017-10-31T01:25:03.73Z,16004ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016004isa.csv
2016121016003ISA,2017-10-31T01:25:03.73Z,16003ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016003isa.csv
2016121016002ISA,2017-10-31T01:25:03.73Z,16002ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016002isa.csv
2016121016001ISA,2017-10-31T01:25:03.73Z,16001ISA,2016-12-09T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121016001isa.csv
2016120916EILIUA,2017-10-31T01:25:03.73Z,16EILIUA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916eiliua.csv
2016120916103INA,2017-10-31T01:25:03.73Z,16103INA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916103ina.csv
2016120916102INA,2017-10-31T01:25:03.73Z,16102INA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916102ina.csv
2016120916101INA,2017-10-31T01:25:03.73Z,16101INA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916101ina.csv
2016120916072ILA,2017-10-31T01:25:03.73Z,16072ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916072ila.csv
2016120916071ILA,2017-10-31T01:25:03.73Z,16071ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916071ila.csv
2016120916062ILA,2017-10-31T01:25:03.73Z,16062ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916062ila.csv
2016120916061ILA,2017-10-31T01:25:03.73Z,16061ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916061ila.csv
2016120916052ILA,2017-10-31T01:25:03.73Z,16052ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916052ila.csv
2016120916051ILA,2017-10-31T01:25:03.73Z,16051ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916051ila.csv
2016120916023ILA,2017-10-31T01:25:03.73Z,16023ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916023ila.csv
2016120916021ILA,2017-10-31T01:25:03.73Z,16021ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916021ila.csv
2016120916020ILA,2017-10-31T01:25:03.73Z,16020ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916020ila.csv
2016120916019ILA,2017-10-31T01:25:03.73Z,16019ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916019ila.csv
2016120916018ILA,2017-10-31T01:25:03.73Z,16018ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916018ila.csv
2016120916017ILA,2017-10-31T01:25:03.73Z,16017ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916017ila.csv
2016120916016ILA,2017-10-31T01:25:03.73Z,16016ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916016ila.csv
2016120916014ILA,2017-10-31T01:25:03.73Z,16014ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916014ila.csv
2016120916013ILA,2017-10-31T01:25:03.73Z,16013ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916013ila.csv
2016120916012ILA,2017-10-31T01:25:03.73Z,16012ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916012ila.csv
2016120916011ILA,2017-10-31T01:25:03.73Z,16011ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916011ila.csv
2016120916004ILA,2017-10-31T01:25:03.73Z,16004ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916004ila.csv
2016120916003ILA,2017-10-31T01:25:03.73Z,16003ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916003ila.csv
2016120916002ILA,2017-10-31T01:25:03.73Z,16002ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916002ila.csv
2016120916001ILA,2017-10-31T01:25:03.73Z,16001ILA,2016-12-08T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120916001ila.csv
2016120816EIFA,2017-10-31T01:25:03.73Z,16EIFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816eifa.csv
2016120816072IFA,2017-10-31T01:25:03.73Z,16072IFA,2016-12-07T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016120816072ifa.csv
2016121416001ILA,2017-10-31T01:25:03.729Z,16001ILA,2016-12-13T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121416001ila.csv
2016121316EILIUA,2017-10-31T01:25:03.729Z,16EILIUA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316eiliua.csv
2016121316072ILA,2017-10-31T01:25:03.729Z,16072ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316072ila.csv
2016121316071ILA,2017-10-31T01:25:03.729Z,16071ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316071ila.csv
2016121316062ILA,2017-10-31T01:25:03.729Z,16062ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316062ila.csv
2016121316061ILA,2017-10-31T01:25:03.729Z,16061ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316061ila.csv
2016121316052ILA,2017-10-31T01:25:03.729Z,16052ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316052ila.csv
2016121316051ILA,2017-10-31T01:25:03.729Z,16051ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316051ila.csv
2016121316023ILA,2017-10-31T01:25:03.729Z,16023ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316023ila.csv
2016121316021ILA,2017-10-31T01:25:03.729Z,16021ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316021ila.csv
2016121316020ILA,2017-10-31T01:25:03.729Z,16020ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316020ila.csv
2016121316019ILA,2017-10-31T01:25:03.729Z,16019ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316019ila.csv
2016121316018ILA,2017-10-31T01:25:03.729Z,16018ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316018ila.csv
2016121316017ILA,2017-10-31T01:25:03.729Z,16017ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316017ila.csv
2016121316016ILA,2017-10-31T01:25:03.729Z,16016ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316016ila.csv
2016121316014ILA,2017-10-31T01:25:03.729Z,16014ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316014ila.csv
2016121316013ILA,2017-10-31T01:25:03.729Z,16013ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316013ila.csv
2016121316012ILA,2017-10-31T01:25:03.729Z,16012ILA,2016-12-12T23:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2016121316012ila.csv
