dc:identifier,dc:modified,ayto:tarjeta,ayto:dia,uri
2017071117013VLA,2017-10-31T01:25:02.667Z,17013VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117013vla.csv
2017071117012VLA,2017-10-31T01:25:02.667Z,17012VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117012vla.csv
2017071117011VLA,2017-10-31T01:25:02.667Z,17011VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117011vla.csv
2017071117004VLB,2017-10-31T01:25:02.667Z,17004VLB,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117004vlb.csv
2017071117003VLA,2017-10-31T01:25:02.667Z,17003VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117003vla.csv
2017071117002VLA,2017-10-31T01:25:02.667Z,17002VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117002vla.csv
2017071117001VLA,2017-10-31T01:25:02.667Z,17001VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117001vla.csv
2017071017EVLRA,2017-10-31T01:25:02.667Z,17EVLRA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017evlra.csv
2017071017EVLOA,2017-10-31T01:25:02.667Z,17EVLOA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017evloa.csv
2017071017103VNA,2017-10-31T01:25:02.667Z,17103VNA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017103vna.csv
2017071017102VNA,2017-10-31T01:25:02.667Z,17102VNA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017102vna.csv
2017071017101VNA,2017-10-31T01:25:02.667Z,17101VNA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017101vna.csv
2017071017072VLA,2017-10-31T01:25:02.667Z,17072VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017072vla.csv
2017071017071VLA,2017-10-31T01:25:02.667Z,17071VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017071vla.csv
2017071017062VLA,2017-10-31T01:25:02.667Z,17062VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017062vla.csv
2017071017061VLA,2017-10-31T01:25:02.667Z,17061VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017061vla.csv
2017071017052VLA,2017-10-31T01:25:02.667Z,17052VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017052vla.csv
2017071017051VLA,2017-10-31T01:25:02.667Z,17051VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017051vla.csv
2017071017031VLA,2017-10-31T01:25:02.667Z,17031VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017031vla.csv
2017071017023VLA,2017-10-31T01:25:02.667Z,17023VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017023vla.csv
2017071017021VLA,2017-10-31T01:25:02.667Z,17021VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017021vla.csv
2017071017020VLA,2017-10-31T01:25:02.667Z,17020VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017020vla.csv
2017071017019VLA,2017-10-31T01:25:02.667Z,17019VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017019vla.csv
2017071017018VLA,2017-10-31T01:25:02.667Z,17018VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017018vla.csv
2017071017017VLA,2017-10-31T01:25:02.667Z,17017VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017017vla.csv
2017071017016VLA,2017-10-31T01:25:02.667Z,17016VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017016vla.csv
2017071017015VLA,2017-10-31T01:25:02.667Z,17015VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017015vla.csv
2017071017014VLA,2017-10-31T01:25:02.667Z,17014VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017014vla.csv
2017071017013VLA,2017-10-31T01:25:02.667Z,17013VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017013vla.csv
2017071017012VLA,2017-10-31T01:25:02.667Z,17012VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017012vla.csv
2017071017011VLA,2017-10-31T01:25:02.667Z,17011VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017011vla.csv
2017071017004VLB,2017-10-31T01:25:02.667Z,17004VLB,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017004vlb.csv
2017071017003VLA,2017-10-31T01:25:02.667Z,17003VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017003vla.csv
2017071017002VLA,2017-10-31T01:25:02.667Z,17002VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017002vla.csv
2017071017001VLA,2017-10-31T01:25:02.667Z,17001VLA,2017-07-09T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071017001vla.csv
2017070917EVFRA,2017-10-31T01:25:02.667Z,17EVFRA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917evfra.csv
2017070917EVFOA,2017-10-31T01:25:02.667Z,17EVFOA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917evfoa.csv
2017070917103VNA,2017-10-31T01:25:02.667Z,17103VNA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917103vna.csv
2017070917102VNA,2017-10-31T01:25:02.667Z,17102VNA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917102vna.csv
2017070917101VNA,2017-10-31T01:25:02.667Z,17101VNA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917101vna.csv
2017070917072VFA,2017-10-31T01:25:02.667Z,17072VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917072vfa.csv
2017070917071VFA,2017-10-31T01:25:02.667Z,17071VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917071vfa.csv
2017070917062VFA,2017-10-31T01:25:02.667Z,17062VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917062vfa.csv
2017070917061VFA,2017-10-31T01:25:02.667Z,17061VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917061vfa.csv
2017070917052VFA,2017-10-31T01:25:02.667Z,17052VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917052vfa.csv
2017070917051VFA,2017-10-31T01:25:02.667Z,17051VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917051vfa.csv
2017070917031VLA,2017-10-31T01:25:02.667Z,17031VLA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917031vla.csv
2017070917018VFA,2017-10-31T01:25:02.667Z,17018VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917018vfa.csv
2017070917017VFA,2017-10-31T01:25:02.667Z,17017VFA,2017-07-08T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017070917017vfa.csv
2017071317101VNA,2017-10-31T01:25:02.666Z,17101VNA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317101vna.csv
2017071317072VLA,2017-10-31T01:25:02.666Z,17072VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317072vla.csv
2017071317071VLA,2017-10-31T01:25:02.666Z,17071VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317071vla.csv
2017071317062VLA,2017-10-31T01:25:02.666Z,17062VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317062vla.csv
2017071317061VLA,2017-10-31T01:25:02.666Z,17061VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317061vla.csv
2017071317052VLA,2017-10-31T01:25:02.666Z,17052VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317052vla.csv
2017071317051VLA,2017-10-31T01:25:02.666Z,17051VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317051vla.csv
2017071317031VLA,2017-10-31T01:25:02.666Z,17031VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317031vla.csv
2017071317023VLA,2017-10-31T01:25:02.666Z,17023VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317023vla.csv
2017071317021VLA,2017-10-31T01:25:02.666Z,17021VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317021vla.csv
2017071317020VLA,2017-10-31T01:25:02.666Z,17020VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317020vla.csv
2017071317019VLA,2017-10-31T01:25:02.666Z,17019VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317019vla.csv
2017071317018VLA,2017-10-31T01:25:02.666Z,17018VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317018vla.csv
2017071317017VLA,2017-10-31T01:25:02.666Z,17017VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317017vla.csv
2017071317016VLA,2017-10-31T01:25:02.666Z,17016VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317016vla.csv
2017071317015VLA,2017-10-31T01:25:02.666Z,17015VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317015vla.csv
2017071317014VLA,2017-10-31T01:25:02.666Z,17014VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317014vla.csv
2017071317013VLA,2017-10-31T01:25:02.666Z,17013VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317013vla.csv
2017071317012VLA,2017-10-31T01:25:02.666Z,17012VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317012vla.csv
2017071317011VLA,2017-10-31T01:25:02.666Z,17011VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317011vla.csv
2017071317004VLB,2017-10-31T01:25:02.666Z,17004VLB,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317004vlb.csv
2017071317003VLA,2017-10-31T01:25:02.666Z,17003VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317003vla.csv
2017071317002VLA,2017-10-31T01:25:02.666Z,17002VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317002vla.csv
2017071317001VLA,2017-10-31T01:25:02.666Z,17001VLA,2017-07-12T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071317001vla.csv
2017071217EVLRA,2017-10-31T01:25:02.666Z,17EVLRA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217evlra.csv
2017071217EVLOA,2017-10-31T01:25:02.666Z,17EVLOA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217evloa.csv
2017071217103VNA,2017-10-31T01:25:02.666Z,17103VNA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217103vna.csv
2017071217102VNA,2017-10-31T01:25:02.666Z,17102VNA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217102vna.csv
2017071217101VNA,2017-10-31T01:25:02.666Z,17101VNA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217101vna.csv
2017071217072VLA,2017-10-31T01:25:02.666Z,17072VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217072vla.csv
2017071217071VLA,2017-10-31T01:25:02.666Z,17071VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217071vla.csv
2017071217062VLA,2017-10-31T01:25:02.666Z,17062VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217062vla.csv
2017071217061VLA,2017-10-31T01:25:02.666Z,17061VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217061vla.csv
2017071217052VLA,2017-10-31T01:25:02.666Z,17052VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217052vla.csv
2017071217051VLA,2017-10-31T01:25:02.666Z,17051VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217051vla.csv
2017071217031VLA,2017-10-31T01:25:02.666Z,17031VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217031vla.csv
2017071217023VLA,2017-10-31T01:25:02.666Z,17023VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217023vla.csv
2017071217021VLA,2017-10-31T01:25:02.666Z,17021VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217021vla.csv
2017071217020VLA,2017-10-31T01:25:02.666Z,17020VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217020vla.csv
2017071217019VLA,2017-10-31T01:25:02.666Z,17019VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217019vla.csv
2017071217018VLA,2017-10-31T01:25:02.666Z,17018VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217018vla.csv
2017071217017VLA,2017-10-31T01:25:02.666Z,17017VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217017vla.csv
2017071217016VLA,2017-10-31T01:25:02.666Z,17016VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217016vla.csv
2017071217015VLA,2017-10-31T01:25:02.666Z,17015VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217015vla.csv
2017071217014VLA,2017-10-31T01:25:02.666Z,17014VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217014vla.csv
2017071217013VLA,2017-10-31T01:25:02.666Z,17013VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217013vla.csv
2017071217012VLA,2017-10-31T01:25:02.666Z,17012VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217012vla.csv
2017071217011VLA,2017-10-31T01:25:02.666Z,17011VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217011vla.csv
2017071217004VLB,2017-10-31T01:25:02.666Z,17004VLB,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217004vlb.csv
2017071217003VLA,2017-10-31T01:25:02.666Z,17003VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217003vla.csv
2017071217002VLA,2017-10-31T01:25:02.666Z,17002VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217002vla.csv
2017071217001VLA,2017-10-31T01:25:02.666Z,17001VLA,2017-07-11T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071217001vla.csv
2017071117EVLRA,2017-10-31T01:25:02.666Z,17EVLRA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117evlra.csv
2017071117EVLOA,2017-10-31T01:25:02.666Z,17EVLOA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117evloa.csv
2017071117103VNA,2017-10-31T01:25:02.666Z,17103VNA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117103vna.csv
2017071117102VNA,2017-10-31T01:25:02.666Z,17102VNA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117102vna.csv
2017071117101VNA,2017-10-31T01:25:02.666Z,17101VNA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117101vna.csv
2017071117072VLA,2017-10-31T01:25:02.666Z,17072VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117072vla.csv
2017071117071VLA,2017-10-31T01:25:02.666Z,17071VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117071vla.csv
2017071117062VLA,2017-10-31T01:25:02.666Z,17062VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117062vla.csv
2017071117061VLA,2017-10-31T01:25:02.666Z,17061VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117061vla.csv
2017071117052VLA,2017-10-31T01:25:02.666Z,17052VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117052vla.csv
2017071117051VLA,2017-10-31T01:25:02.666Z,17051VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117051vla.csv
2017071117031VLA,2017-10-31T01:25:02.666Z,17031VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117031vla.csv
2017071117023VLA,2017-10-31T01:25:02.666Z,17023VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117023vla.csv
2017071117021VLA,2017-10-31T01:25:02.666Z,17021VLA,2017-07-10T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071117021vla.csv
2017071517071VSA,2017-10-31T01:25:02.665Z,17071VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517071vsa.csv
2017071517062VSA,2017-10-31T01:25:02.665Z,17062VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517062vsa.csv
2017071517061VSA,2017-10-31T01:25:02.665Z,17061VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517061vsa.csv
2017071517052VSA,2017-10-31T01:25:02.665Z,17052VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517052vsa.csv
2017071517051VSA,2017-10-31T01:25:02.665Z,17051VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517051vsa.csv
2017071517031VLA,2017-10-31T01:25:02.665Z,17031VLA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517031vla.csv
2017071517019VSA,2017-10-31T01:25:02.665Z,17019VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517019vsa.csv
2017071517018VSA,2017-10-31T01:25:02.665Z,17018VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517018vsa.csv
2017071517017VSA,2017-10-31T01:25:02.665Z,17017VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517017vsa.csv
2017071517016VSA,2017-10-31T01:25:02.665Z,17016VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517016vsa.csv
2017071517015VSA,2017-10-31T01:25:02.665Z,17015VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517015vsa.csv
2017071517014VSA,2017-10-31T01:25:02.665Z,17014VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517014vsa.csv
2017071517013VSA,2017-10-31T01:25:02.665Z,17013VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517013vsa.csv
2017071517012VSA,2017-10-31T01:25:02.665Z,17012VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517012vsa.csv
2017071517011VSA,2017-10-31T01:25:02.665Z,17011VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517011vsa.csv
2017071517004VSA,2017-10-31T01:25:02.665Z,17004VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517004vsa.csv
2017071517003VSA,2017-10-31T01:25:02.665Z,17003VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517003vsa.csv
2017071517002VSA,2017-10-31T01:25:02.665Z,17002VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517002vsa.csv
2017071517001VSA,2017-10-31T01:25:02.665Z,17001VSA,2017-07-14T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071517001vsa.csv
2017071417OLA,2017-10-31T01:25:02.665Z,17OLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417ola.csv
2017071417EVLRA,2017-10-31T01:25:02.665Z,17EVLRA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417evlra.csv
2017071417EVLOA,2017-10-31T01:25:02.665Z,17EVLOA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417evloa.csv
2017071417103VNA,2017-10-31T01:25:02.665Z,17103VNA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417103vna.csv
2017071417102VNA,2017-10-31T01:25:02.665Z,17102VNA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417102vna.csv
2017071417101VNA,2017-10-31T01:25:02.665Z,17101VNA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417101vna.csv
2017071417072VLA,2017-10-31T01:25:02.665Z,17072VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417072vla.csv
2017071417071VLA,2017-10-31T01:25:02.665Z,17071VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417071vla.csv
2017071417062VLA,2017-10-31T01:25:02.665Z,17062VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417062vla.csv
2017071417061VLA,2017-10-31T01:25:02.665Z,17061VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417061vla.csv
2017071417052VLA,2017-10-31T01:25:02.665Z,17052VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417052vla.csv
2017071417051VLA,2017-10-31T01:25:02.665Z,17051VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417051vla.csv
2017071417031VLA,2017-10-31T01:25:02.665Z,17031VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417031vla.csv
2017071417023VLA,2017-10-31T01:25:02.665Z,17023VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417023vla.csv
2017071417021VLA,2017-10-31T01:25:02.665Z,17021VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417021vla.csv
2017071417020VLA,2017-10-31T01:25:02.665Z,17020VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417020vla.csv
2017071417019VLA,2017-10-31T01:25:02.665Z,17019VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417019vla.csv
2017071417018VLA,2017-10-31T01:25:02.665Z,17018VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417018vla.csv
2017071417017VLA,2017-10-31T01:25:02.665Z,17017VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417017vla.csv
2017071417016VLA,2017-10-31T01:25:02.665Z,17016VLA,2017-07-13T22:00:00.000Z,http://datos.santander.es/api/datos/programaTUS_horariosTarjetas/2017071417016vla.csv
