dc:identifier,dc:modified,ayto:linea,ayto:parada,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,uri
355,2017-10-31T02:40:00.42Z,13,22,437134.34,4813631.5,43.47107835913919,-3.7785560196659165,http://datos.santander.es/api/datos/lineas_bus_paradas/355.csv
356,2017-10-31T02:40:00.42Z,13,23,436842.53,4813757.0,43.47218369909132,-3.782178050006884,http://datos.santander.es/api/datos/lineas_bus_paradas/356.csv
357,2017-10-31T02:40:00.42Z,13,24,436613.12,4813982.5,43.474194566627055,-3.785040415554855,http://datos.santander.es/api/datos/lineas_bus_paradas/357.csv
358,2017-10-31T02:40:00.42Z,13,25,436352.3,4814144.5,43.47563096504656,-3.78828387986052,http://datos.santander.es/api/datos/lineas_bus_paradas/358.csv
359,2017-10-31T02:40:00.42Z,13,28,436101.3,4814457.0,43.47842313181073,-3.7914237577314296,http://datos.santander.es/api/datos/lineas_bus_paradas/359.csv
360,2017-10-31T02:40:00.42Z,13,29,436297.44,4814156.5,43.47573433275683,-3.7889635349630533,http://datos.santander.es/api/datos/lineas_bus_paradas/360.csv
361,2017-10-31T02:40:00.42Z,13,30,436639.8,4813925.5,43.473683629925524,-3.7847039351668488,http://datos.santander.es/api/datos/lineas_bus_paradas/361.csv
362,2017-10-31T02:40:00.42Z,13,31,436856.4,4813722.0,43.47186974846731,-3.7820025206703543,http://datos.santander.es/api/datos/lineas_bus_paradas/362.csv
363,2017-10-31T02:40:00.42Z,13,32,437125.44,4813620.0,43.47097407022195,-3.7786647168295913,http://datos.santander.es/api/datos/lineas_bus_paradas/363.csv
364,2017-10-31T02:40:00.42Z,13,33,437255.9,4813404.0,43.46904027374427,-3.7770270262207752,http://datos.santander.es/api/datos/lineas_bus_paradas/364.csv
365,2017-10-31T02:40:00.42Z,13,34,436993.7,4813067.5,43.465988538826906,-3.7802293994993157,http://datos.santander.es/api/datos/lineas_bus_paradas/365.csv
366,2017-10-31T02:40:00.42Z,13,35,436709.6,4812894.0,43.46440243351389,-3.783721094477558,http://datos.santander.es/api/datos/lineas_bus_paradas/366.csv
367,2017-10-31T02:40:00.42Z,13,36,436339.12,4812815.5,43.46366420538056,-3.788291427047982,http://datos.santander.es/api/datos/lineas_bus_paradas/367.csv
368,2017-10-31T02:40:00.42Z,13,37,435952.47,4812737.5,43.46292891213499,-3.7930615771148126,http://datos.santander.es/api/datos/lineas_bus_paradas/368.csv
369,2017-10-31T02:40:00.42Z,13,38,435692.28,4812767.0,43.46317218195177,-3.796281188419013,http://datos.santander.es/api/datos/lineas_bus_paradas/369.csv
370,2017-10-31T02:40:00.42Z,13,39,435256.66,4812646.5,43.46204967022362,-3.8016514432606305,http://datos.santander.es/api/datos/lineas_bus_paradas/370.csv
371,2017-10-31T02:40:00.42Z,13,40,434825.03,4812601.0,43.461602515008515,-3.806981152884517,http://datos.santander.es/api/datos/lineas_bus_paradas/371.csv
372,2017-10-31T02:40:00.42Z,13,41,434559.75,4812607.5,43.46163786815858,-3.810260894862705,http://datos.santander.es/api/datos/lineas_bus_paradas/372.csv
373,2017-10-31T02:40:00.42Z,13,42,434354.6,4812631.0,43.46183146708055,-3.812799458440675,http://datos.santander.es/api/datos/lineas_bus_paradas/373.csv
374,2017-10-31T02:40:00.42Z,13,43,433783.5,4812476.5,43.46039008128449,-3.8198396996204194,http://datos.santander.es/api/datos/lineas_bus_paradas/374.csv
375,2017-10-31T02:40:00.42Z,13,44,433421.34,4812352.0,43.45923699805482,-3.8243008124425635,http://datos.santander.es/api/datos/lineas_bus_paradas/375.csv
376,2017-10-31T02:40:00.42Z,13,45,432923.0,4812177.0,43.457616867570515,-3.8304386655068132,http://datos.santander.es/api/datos/lineas_bus_paradas/376.csv
377,2017-10-31T02:40:00.42Z,13,46,432373.0,4812156.5,43.4573827658517,-3.8372338376339656,http://datos.santander.es/api/datos/lineas_bus_paradas/377.csv
378,2017-10-31T02:40:00.42Z,13,47,432091.12,4812260.5,43.4582935764209,-3.840730675676254,http://datos.santander.es/api/datos/lineas_bus_paradas/378.csv
379,2017-10-31T02:40:00.42Z,13,146,434805.97,4812580.0,43.46141178078628,-3.807214228234138,http://datos.santander.es/api/datos/lineas_bus_paradas/379.csv
380,2017-10-31T02:40:00.42Z,13,177,431881.06,4812293.5,43.458571584229645,-3.843331059611804,http://datos.santander.es/api/datos/lineas_bus_paradas/380.csv
381,2017-10-31T02:40:00.42Z,13,178,431620.72,4812206.0,43.457760030179045,-3.8465377875080002,http://datos.santander.es/api/datos/lineas_bus_paradas/381.csv
382,2017-10-31T02:40:00.42Z,13,179,431287.9,4812062.0,43.45643304094877,-3.850633104959178,http://datos.santander.es/api/datos/lineas_bus_paradas/382.csv
383,2017-10-31T02:40:00.42Z,13,180,430912.78,4811913.5,43.45506148510342,-3.8552504527932294,http://datos.santander.es/api/datos/lineas_bus_paradas/383.csv
384,2017-10-31T02:40:00.42Z,13,185,431254.3,4812030.0,43.45614184549544,-3.851044336281723,http://datos.santander.es/api/datos/lineas_bus_paradas/384.csv
385,2017-10-31T02:40:00.42Z,13,186,431662.4,4812211.0,43.457808856764885,-3.8460232715529887,http://datos.santander.es/api/datos/lineas_bus_paradas/385.csv
386,2017-10-31T02:40:00.42Z,13,187,431885.8,4812286.0,43.45850449058473,-3.8432715371080484,http://datos.santander.es/api/datos/lineas_bus_paradas/386.csv
387,2017-10-31T02:40:00.42Z,13,196,436125.53,4814444.0,43.47830815813616,-3.7911226554987825,http://datos.santander.es/api/datos/lineas_bus_paradas/387.csv
388,2017-10-31T02:40:00.42Z,13,213,435954.56,4814526.0,43.47903180924161,-3.7932461507244524,http://datos.santander.es/api/datos/lineas_bus_paradas/388.csv
389,2017-10-31T02:40:00.42Z,13,221,435916.8,4814522.5,43.47899705996989,-3.793712602364124,http://datos.santander.es/api/datos/lineas_bus_paradas/389.csv
445,2017-10-31T02:40:00.419Z,14,95,433891.94,4811764.5,43.45398922476997,-3.8184129731416934,http://datos.santander.es/api/datos/lineas_bus_paradas/445.csv
446,2017-10-31T02:40:00.419Z,14,96,433860.8,4811560.0,43.45214526665073,-3.8187730048353155,http://datos.santander.es/api/datos/lineas_bus_paradas/446.csv
447,2017-10-31T02:40:00.419Z,14,97,433915.66,4811772.0,43.454058846753874,-3.818120732010631,http://datos.santander.es/api/datos/lineas_bus_paradas/447.csv
448,2017-10-31T02:40:00.419Z,14,98,434385.94,4811945.0,43.45565784862904,-3.8123294558649214,http://datos.santander.es/api/datos/lineas_bus_paradas/448.csv
449,2017-10-31T02:40:00.419Z,14,103,434515.84,4812323.5,43.45907704292077,-3.8107694968714525,http://datos.santander.es/api/datos/lineas_bus_paradas/449.csv
450,2017-10-31T02:40:00.419Z,14,104,434345.44,4812148.0,43.4574819960156,-3.812854464954609,http://datos.santander.es/api/datos/lineas_bus_paradas/450.csv
451,2017-10-31T02:40:00.419Z,14,105,433969.3,4811963.5,43.45578774446235,-3.8174810126516454,http://datos.santander.es/api/datos/lineas_bus_paradas/451.csv
452,2017-10-31T02:40:00.419Z,14,106,433682.1,4811821.5,43.45448384475955,-3.8210132798681484,http://datos.santander.es/api/datos/lineas_bus_paradas/452.csv
453,2017-10-31T02:40:00.419Z,14,107,433362.34,4811680.0,43.4531814385092,-3.824947851690941,http://datos.santander.es/api/datos/lineas_bus_paradas/453.csv
454,2017-10-31T02:40:00.419Z,14,108,433131.44,4811629.0,43.45270165714562,-3.8277951959943324,http://datos.santander.es/api/datos/lineas_bus_paradas/454.csv
455,2017-10-31T02:40:00.419Z,14,109,433194.56,4812000.5,43.45605207053719,-3.8270606747600606,http://datos.santander.es/api/datos/lineas_bus_paradas/455.csv
456,2017-10-31T02:40:00.419Z,14,144,433462.2,4812710.0,43.46246386070148,-3.823839520507299,http://datos.santander.es/api/datos/lineas_bus_paradas/456.csv
457,2017-10-31T02:40:00.419Z,14,145,433305.1,4812482.5,43.46040158671508,-3.8257534990403843,http://datos.santander.es/api/datos/lineas_bus_paradas/457.csv
458,2017-10-31T02:40:00.419Z,14,172,433239.72,4812390.0,43.45956293635522,-3.8265502645250633,http://datos.santander.es/api/datos/lineas_bus_paradas/458.csv
459,2017-10-31T02:40:00.419Z,14,188,432242.1,4812315.0,43.45879795581583,-3.8388714003017395,http://datos.santander.es/api/datos/lineas_bus_paradas/459.csv
460,2017-10-31T02:40:00.419Z,14,189,432475.6,4812342.5,43.45906666900601,-3.8359888140127887,http://datos.santander.es/api/datos/lineas_bus_paradas/460.csv
461,2017-10-31T02:40:00.419Z,14,190,432636.72,4812418.5,43.459765458382485,-3.83400680391031,http://datos.santander.es/api/datos/lineas_bus_paradas/461.csv
462,2017-10-31T02:40:00.419Z,14,191,433039.88,4812638.5,43.461782417335414,-3.829050815478368,http://datos.santander.es/api/datos/lineas_bus_paradas/462.csv
463,2017-10-31T02:40:00.419Z,14,192,433369.6,4812758.0,43.462887779028335,-3.824989975535045,http://datos.santander.es/api/datos/lineas_bus_paradas/463.csv
464,2017-10-31T02:40:00.419Z,14,273,434522.28,4812342.0,43.45924417077519,-3.810692123082441,http://datos.santander.es/api/datos/lineas_bus_paradas/464.csv
465,2017-10-31T02:40:00.419Z,14,321,434130.34,4811851.5,43.45479355831817,-3.8154771511627126,http://datos.santander.es/api/datos/lineas_bus_paradas/465.csv
466,2017-10-31T02:40:00.419Z,14,356,434507.53,4812317.0,43.45901779272337,-3.810871425825932,http://datos.santander.es/api/datos/lineas_bus_paradas/466.csv
467,2017-10-31T02:40:00.419Z,14,426,436813.0,4812836.0,43.46388897575968,-3.7824362345174083,http://datos.santander.es/api/datos/lineas_bus_paradas/467.csv
468,2017-10-31T02:40:00.419Z,14,448,433142.0,4811850.5,43.454696860203555,-3.827691867642479,http://datos.santander.es/api/datos/lineas_bus_paradas/468.csv
469,2017-10-31T02:40:00.419Z,14,449,433159.66,4811840.0,43.45460390263615,-3.827472321152862,http://datos.santander.es/api/datos/lineas_bus_paradas/469.csv
470,2017-10-31T02:40:00.419Z,14,481,433258.8,4812216.5,43.45800254570761,-3.8262931810324856,http://datos.santander.es/api/datos/lineas_bus_paradas/470.csv
341,2017-10-31T02:40:00.419Z,13,7,432051.9,4812219.5,43.457920875089485,-3.841210305680488,http://datos.santander.es/api/datos/lineas_bus_paradas/341.csv
342,2017-10-31T02:40:00.419Z,13,8,432426.97,4812106.5,43.456937474077634,-3.836560597481527,http://datos.santander.es/api/datos/lineas_bus_paradas/342.csv
343,2017-10-31T02:40:00.419Z,13,9,432950.0,4812158.0,43.4574482238437,-3.8301026205607136,http://datos.santander.es/api/datos/lineas_bus_paradas/343.csv
344,2017-10-31T02:40:00.419Z,13,10,433329.3,4812294.0,43.45870659947878,-3.8254313143404333,http://datos.santander.es/api/datos/lineas_bus_paradas/344.csv
345,2017-10-31T02:40:00.419Z,13,11,433779.8,4812456.0,43.46020518323775,-3.8198829398165284,http://datos.santander.es/api/datos/lineas_bus_paradas/345.csv
346,2017-10-31T02:40:00.419Z,13,12,434379.78,4812618.5,43.46172113413065,-3.812486717224567,http://datos.santander.es/api/datos/lineas_bus_paradas/346.csv
347,2017-10-31T02:40:00.419Z,13,13,434577.3,4812588.5,43.461468338233104,-3.8100416879753016,http://datos.santander.es/api/datos/lineas_bus_paradas/347.csv
348,2017-10-31T02:40:00.419Z,13,15,435107.84,4812616.0,43.461762163852136,-3.803487297271967,http://datos.santander.es/api/datos/lineas_bus_paradas/348.csv
349,2017-10-31T02:40:00.419Z,13,16,435598.03,4812655.5,43.46216018172377,-3.7974330029677934,http://datos.santander.es/api/datos/lineas_bus_paradas/349.csv
350,2017-10-31T02:40:00.419Z,13,17,435957.47,4812720.5,43.46277628108756,-3.7929977745941663,http://datos.santander.es/api/datos/lineas_bus_paradas/350.csv
351,2017-10-31T02:40:00.419Z,13,18,436327.6,4812795.0,43.463478652702264,-3.7884314274007207,http://datos.santander.es/api/datos/lineas_bus_paradas/351.csv
491,2017-10-31T02:40:00.418Z,15,35,436709.6,4812894.0,43.46440243351389,-3.783721094477558,http://datos.santander.es/api/datos/lineas_bus_paradas/491.csv
492,2017-10-31T02:40:00.418Z,15,36,436339.12,4812815.5,43.46366420538056,-3.788291427047982,http://datos.santander.es/api/datos/lineas_bus_paradas/492.csv
493,2017-10-31T02:40:00.418Z,15,37,435952.47,4812737.5,43.46292891213499,-3.7930615771148126,http://datos.santander.es/api/datos/lineas_bus_paradas/493.csv
494,2017-10-31T02:40:00.418Z,15,38,435692.28,4812767.0,43.46317218195177,-3.796281188419013,http://datos.santander.es/api/datos/lineas_bus_paradas/494.csv
495,2017-10-31T02:40:00.418Z,15,39,435256.66,4812646.5,43.46204967022362,-3.8016514432606305,http://datos.santander.es/api/datos/lineas_bus_paradas/495.csv
496,2017-10-31T02:40:00.418Z,15,40,434825.03,4812601.0,43.461602515008515,-3.806981152884517,http://datos.santander.es/api/datos/lineas_bus_paradas/496.csv
497,2017-10-31T02:40:00.418Z,15,77,434636.0,4812587.0,43.46145996655401,-3.8093159554139975,http://datos.santander.es/api/datos/lineas_bus_paradas/497.csv
498,2017-10-31T02:40:00.418Z,15,146,434805.97,4812580.0,43.46141178078628,-3.807214228234138,http://datos.santander.es/api/datos/lineas_bus_paradas/498.csv
499,2017-10-31T02:40:00.418Z,15,196,436125.53,4814444.0,43.47830815813616,-3.7911226554987825,http://datos.santander.es/api/datos/lineas_bus_paradas/499.csv
500,2017-10-31T02:40:00.418Z,15,273,434522.28,4812342.0,43.45924417077519,-3.810692123082441,http://datos.santander.es/api/datos/lineas_bus_paradas/500.csv
501,2017-10-31T02:40:00.418Z,15,274,436303.97,4814765.5,43.48121800501823,-3.78895408500468,http://datos.santander.es/api/datos/lineas_bus_paradas/501.csv
502,2017-10-31T02:40:00.418Z,15,275,436280.94,4815317.5,43.486185954205475,-3.7893034894465893,http://datos.santander.es/api/datos/lineas_bus_paradas/502.csv
503,2017-10-31T02:40:00.418Z,15,276,436105.03,4815444.0,43.48730986740111,-3.7914935540376833,http://datos.santander.es/api/datos/lineas_bus_paradas/503.csv
504,2017-10-31T02:40:00.418Z,15,279,436009.0,4815192.0,43.485032777645934,-3.7926513849181283,http://datos.santander.es/api/datos/lineas_bus_paradas/504.csv
505,2017-10-31T02:40:00.418Z,15,280,436351.2,4814827.0,43.48177574302186,-3.7883773068205704,http://datos.santander.es/api/datos/lineas_bus_paradas/505.csv
506,2017-10-31T02:40:00.418Z,15,356,434507.53,4812317.0,43.45901779272337,-3.810871425825932,http://datos.santander.es/api/datos/lineas_bus_paradas/506.csv
507,2017-10-31T02:40:00.418Z,15,453,436187.7,4814251.5,43.476580300978824,-3.790331423868277,http://datos.santander.es/api/datos/lineas_bus_paradas/507.csv
428,2017-10-31T02:40:00.418Z,14,12,434379.78,4812618.5,43.46172113413065,-3.812486717224567,http://datos.santander.es/api/datos/lineas_bus_paradas/428.csv
429,2017-10-31T02:40:00.418Z,14,13,434577.3,4812588.5,43.461468338233104,-3.8100416879753016,http://datos.santander.es/api/datos/lineas_bus_paradas/429.csv
430,2017-10-31T02:40:00.418Z,14,14,434870.12,4812586.0,43.46147139184142,-3.8064220294080466,http://datos.santander.es/api/datos/lineas_bus_paradas/430.csv
431,2017-10-31T02:40:00.418Z,14,15,435107.84,4812616.0,43.461762163852136,-3.803487297271967,http://datos.santander.es/api/datos/lineas_bus_paradas/431.csv
432,2017-10-31T02:40:00.418Z,14,16,435598.03,4812655.5,43.46216018172377,-3.7974330029677934,http://datos.santander.es/api/datos/lineas_bus_paradas/432.csv
433,2017-10-31T02:40:00.418Z,14,17,435957.47,4812720.5,43.46277628108756,-3.7929977745941663,http://datos.santander.es/api/datos/lineas_bus_paradas/433.csv
434,2017-10-31T02:40:00.418Z,14,37,435952.47,4812737.5,43.46292891213499,-3.7930615771148126,http://datos.santander.es/api/datos/lineas_bus_paradas/434.csv
435,2017-10-31T02:40:00.418Z,14,38,435692.28,4812767.0,43.46317218195177,-3.796281188419013,http://datos.santander.es/api/datos/lineas_bus_paradas/435.csv
436,2017-10-31T02:40:00.418Z,14,39,435256.66,4812646.5,43.46204967022362,-3.8016514432606305,http://datos.santander.es/api/datos/lineas_bus_paradas/436.csv
437,2017-10-31T02:40:00.418Z,14,40,434825.03,4812601.0,43.461602515008515,-3.806981152884517,http://datos.santander.es/api/datos/lineas_bus_paradas/437.csv
438,2017-10-31T02:40:00.418Z,14,45,432923.0,4812177.0,43.457616867570515,-3.8304386655068132,http://datos.santander.es/api/datos/lineas_bus_paradas/438.csv
439,2017-10-31T02:40:00.418Z,14,46,432373.0,4812156.5,43.4573827658517,-3.8372338376339656,http://datos.santander.es/api/datos/lineas_bus_paradas/439.csv
440,2017-10-31T02:40:00.418Z,14,47,432091.12,4812260.5,43.4582935764209,-3.840730675676254,http://datos.santander.es/api/datos/lineas_bus_paradas/440.csv
441,2017-10-31T02:40:00.418Z,14,77,434636.0,4812587.0,43.46145996655401,-3.8093159554139975,http://datos.santander.es/api/datos/lineas_bus_paradas/441.csv
442,2017-10-31T02:40:00.418Z,14,92,433190.12,4812028.5,43.456303769813275,-3.827118983071756,http://datos.santander.es/api/datos/lineas_bus_paradas/442.csv
443,2017-10-31T02:40:00.418Z,14,93,433086.34,4811682.5,43.45317930730551,-3.8283591341712953,http://datos.santander.es/api/datos/lineas_bus_paradas/443.csv
444,2017-10-31T02:40:00.418Z,14,94,433634.25,4811673.5,43.45314709128948,-3.8215866270426204,http://datos.santander.es/api/datos/lineas_bus_paradas/444.csv
473,2017-10-31T02:40:00.417Z,15,15,435107.84,4812616.0,43.461762163852136,-3.803487297271967,http://datos.santander.es/api/datos/lineas_bus_paradas/473.csv
474,2017-10-31T02:40:00.417Z,15,16,435598.03,4812655.5,43.46216018172377,-3.7974330029677934,http://datos.santander.es/api/datos/lineas_bus_paradas/474.csv
475,2017-10-31T02:40:00.417Z,15,17,435957.47,4812720.5,43.46277628108756,-3.7929977745941663,http://datos.santander.es/api/datos/lineas_bus_paradas/475.csv
476,2017-10-31T02:40:00.417Z,15,18,436327.6,4812795.0,43.463478652702264,-3.7884314274007207,http://datos.santander.es/api/datos/lineas_bus_paradas/476.csv
477,2017-10-31T02:40:00.417Z,15,19,436788.22,4812905.5,43.464512625074875,-3.78275060536645,http://datos.santander.es/api/datos/lineas_bus_paradas/477.csv
478,2017-10-31T02:40:00.417Z,15,20,437053.66,4813101.0,43.46629520737915,-3.779492084882385,http://datos.santander.es/api/datos/lineas_bus_paradas/478.csv
479,2017-10-31T02:40:00.417Z,15,21,437299.16,4813364.5,43.46868826465827,-3.7764876974820814,http://datos.santander.es/api/datos/lineas_bus_paradas/479.csv
480,2017-10-31T02:40:00.417Z,15,22,437134.34,4813631.5,43.47107835913919,-3.7785560196659165,http://datos.santander.es/api/datos/lineas_bus_paradas/480.csv
481,2017-10-31T02:40:00.417Z,15,23,436842.53,4813757.0,43.47218369909132,-3.782178050006884,http://datos.santander.es/api/datos/lineas_bus_paradas/481.csv
482,2017-10-31T02:40:00.417Z,15,24,436613.12,4813982.5,43.474194566627055,-3.785040415554855,http://datos.santander.es/api/datos/lineas_bus_paradas/482.csv
483,2017-10-31T02:40:00.417Z,15,25,436352.3,4814144.5,43.47563096504656,-3.78828387986052,http://datos.santander.es/api/datos/lineas_bus_paradas/483.csv
484,2017-10-31T02:40:00.417Z,15,28,436101.3,4814457.0,43.47842313181073,-3.7914237577314296,http://datos.santander.es/api/datos/lineas_bus_paradas/484.csv
485,2017-10-31T02:40:00.417Z,15,29,436297.44,4814156.5,43.47573433275683,-3.7889635349630533,http://datos.santander.es/api/datos/lineas_bus_paradas/485.csv
486,2017-10-31T02:40:00.417Z,15,30,436639.8,4813925.5,43.473683629925524,-3.7847039351668488,http://datos.santander.es/api/datos/lineas_bus_paradas/486.csv
487,2017-10-31T02:40:00.417Z,15,31,436856.4,4813722.0,43.47186974846731,-3.7820025206703543,http://datos.santander.es/api/datos/lineas_bus_paradas/487.csv
488,2017-10-31T02:40:00.417Z,15,32,437125.44,4813620.0,43.47097407022195,-3.7786647168295913,http://datos.santander.es/api/datos/lineas_bus_paradas/488.csv
489,2017-10-31T02:40:00.417Z,15,33,437255.9,4813404.0,43.46904027374427,-3.7770270262207752,http://datos.santander.es/api/datos/lineas_bus_paradas/489.csv
490,2017-10-31T02:40:00.417Z,15,34,436993.7,4813067.5,43.465988538826906,-3.7802293994993157,http://datos.santander.es/api/datos/lineas_bus_paradas/490.csv
588,2017-10-31T02:40:00.416Z,17,465,431437.0,4812565.0,43.460975419521965,-3.8488536539406537,http://datos.santander.es/api/datos/lineas_bus_paradas/588.csv
589,2017-10-31T02:40:00.416Z,17,507,429134.12,4814193.0,43.475418086014194,-3.8775292586848757,http://datos.santander.es/api/datos/lineas_bus_paradas/589.csv
508,2017-10-31T02:40:00.416Z,16,113,435359.1,4812940.0,43.46470105239477,-3.8004200699724944,http://datos.santander.es/api/datos/lineas_bus_paradas/508.csv
509,2017-10-31T02:40:00.416Z,16,114,435078.78,4812857.5,43.46393397837663,-3.8038752786086034,http://datos.santander.es/api/datos/lineas_bus_paradas/509.csv
510,2017-10-31T02:40:00.416Z,16,115,434791.44,4812835.5,43.46371089749948,-3.807424414425983,http://datos.santander.es/api/datos/lineas_bus_paradas/510.csv
511,2017-10-31T02:40:00.416Z,16,116,434692.44,4812724.0,43.46269837163593,-3.8086347643719627,http://datos.santander.es/api/datos/lineas_bus_paradas/511.csv
512,2017-10-31T02:40:00.416Z,16,121,433959.28,4813012.5,43.46523146722246,-3.8177320336552394,http://datos.santander.es/api/datos/lineas_bus_paradas/512.csv
513,2017-10-31T02:40:00.416Z,16,122,434195.88,4813223.5,43.4671520537266,-3.8148328956152513,http://datos.santander.es/api/datos/lineas_bus_paradas/513.csv
514,2017-10-31T02:40:00.416Z,16,123,434691.72,4813244.0,43.46738010373748,-3.808706025376804,http://datos.santander.es/api/datos/lineas_bus_paradas/514.csv
515,2017-10-31T02:40:00.416Z,16,124,434888.38,4813225.0,43.46722619200472,-3.806272728481521,http://datos.santander.es/api/datos/lineas_bus_paradas/515.csv
516,2017-10-31T02:40:00.416Z,16,125,435296.3,4813277.0,43.46772978845241,-3.8012363865117504,http://datos.santander.es/api/datos/lineas_bus_paradas/516.csv
517,2017-10-31T02:40:00.416Z,16,126,435588.94,4813352.0,43.46843031974657,-3.797627742951187,http://datos.santander.es/api/datos/lineas_bus_paradas/517.csv
518,2017-10-31T02:40:00.416Z,16,140,434646.38,4813264.5,43.4675607122335,-3.8092689588095214,http://datos.santander.es/api/datos/lineas_bus_paradas/518.csv
519,2017-10-31T02:40:00.416Z,16,345,434773.53,4813023.0,43.465397483097185,-3.8076682539511277,http://datos.santander.es/api/datos/lineas_bus_paradas/519.csv
520,2017-10-31T02:40:00.416Z,16,346,434702.25,4813111.5,43.46618806649434,-3.8085599691549192,http://datos.santander.es/api/datos/lineas_bus_paradas/520.csv
521,2017-10-31T02:40:00.416Z,16,347,434341.8,4813138.5,43.46639959094873,-3.813018856948176,http://datos.santander.es/api/datos/lineas_bus_paradas/521.csv
522,2017-10-31T02:40:00.416Z,16,348,434417.6,4813088.5,43.465956071904216,-3.8120758451171177,http://datos.santander.es/api/datos/lineas_bus_paradas/522.csv
523,2017-10-31T02:40:00.416Z,16,350,434050.12,4812956.5,43.46473529326837,-3.8166023701192024,http://datos.santander.es/api/datos/lineas_bus_paradas/523.csv
524,2017-10-31T02:40:00.416Z,16,351,435446.5,4813101.5,43.46616266438552,-3.799358859929455,http://datos.santander.es/api/datos/lineas_bus_paradas/524.csv
525,2017-10-31T02:40:00.416Z,16,438,434758.66,4812850.0,43.46383858804471,-3.8078313388873988,http://datos.santander.es/api/datos/lineas_bus_paradas/525.csv
526,2017-10-31T02:40:00.416Z,16,442,434376.0,4813276.0,43.46764056668863,-3.8126126700686003,http://datos.santander.es/api/datos/lineas_bus_paradas/526.csv
527,2017-10-31T02:40:00.416Z,16,456,434489.53,4812853.0,43.4638420664473,-3.8111583701148883,http://datos.santander.es/api/datos/lineas_bus_paradas/527.csv
528,2017-10-31T02:40:00.416Z,16,457,434240.4,4812863.5,43.463914733109384,-3.814239089477095,http://datos.santander.es/api/datos/lineas_bus_paradas/528.csv
529,2017-10-31T02:40:00.416Z,16,470,434429.06,4813260.5,43.46750566909813,-3.811954897024825,http://datos.santander.es/api/datos/lineas_bus_paradas/529.csv
471,2017-10-31T02:40:00.416Z,15,12,434379.78,4812618.5,43.46172113413065,-3.812486717224567,http://datos.santander.es/api/datos/lineas_bus_paradas/471.csv
472,2017-10-31T02:40:00.416Z,15,13,434577.3,4812588.5,43.461468338233104,-3.8100416879753016,http://datos.santander.es/api/datos/lineas_bus_paradas/472.csv
562,2017-10-31T02:40:00.415Z,17,401,429920.75,4813115.5,43.46579119068787,-3.8676654601375473,http://datos.santander.es/api/datos/lineas_bus_paradas/562.csv
563,2017-10-31T02:40:00.415Z,17,402,429759.06,4813776.0,43.471722701443824,-3.869749321777381,http://datos.santander.es/api/datos/lineas_bus_paradas/563.csv
564,2017-10-31T02:40:00.415Z,17,403,429918.16,4813044.0,43.46514721087952,-3.867688274149979,http://datos.santander.es/api/datos/lineas_bus_paradas/564.csv
565,2017-10-31T02:40:00.415Z,17,404,430096.78,4813353.5,43.467950458786895,-3.865520095768608,http://datos.santander.es/api/datos/lineas_bus_paradas/565.csv
566,2017-10-31T02:40:00.415Z,17,405,430546.84,4813488.5,43.46920785359892,-3.859973895536539,http://datos.santander.es/api/datos/lineas_bus_paradas/566.csv
567,2017-10-31T02:40:00.415Z,17,406,430602.0,4813184.5,43.46647596329324,-3.859253276242131,http://datos.santander.es/api/datos/lineas_bus_paradas/567.csv
568,2017-10-31T02:40:00.415Z,17,407,430811.22,4813134.5,43.466045186914926,-3.8566607091115435,http://datos.santander.es/api/datos/lineas_bus_paradas/568.csv
569,2017-10-31T02:40:00.415Z,17,408,431021.4,4813074.0,43.465519904829144,-3.8540549813533764,http://datos.santander.es/api/datos/lineas_bus_paradas/569.csv
570,2017-10-31T02:40:00.415Z,17,409,430766.0,4812825.0,43.46325446672614,-3.8571803341310185,http://datos.santander.es/api/datos/lineas_bus_paradas/570.csv
571,2017-10-31T02:40:00.415Z,17,411,431778.06,4812663.5,43.461893445093935,-3.844650442717952,http://datos.santander.es/api/datos/lineas_bus_paradas/571.csv
572,2017-10-31T02:40:00.415Z,17,413,432446.53,4812683.0,43.46212970007128,-3.8363903404441584,http://datos.santander.es/api/datos/lineas_bus_paradas/572.csv
573,2017-10-31T02:40:00.415Z,17,414,432206.84,4812789.0,43.4630623666557,-3.8393661971373536,http://datos.santander.es/api/datos/lineas_bus_paradas/573.csv
574,2017-10-31T02:40:00.415Z,17,415,432055.53,4812926.0,43.46428209595763,-3.841253567389401,http://datos.santander.es/api/datos/lineas_bus_paradas/574.csv
575,2017-10-31T02:40:00.415Z,17,416,431829.0,4813067.0,43.465530952115564,-3.844071313470441,http://datos.santander.es/api/datos/lineas_bus_paradas/575.csv
576,2017-10-31T02:40:00.415Z,17,417,431584.0,4813054.0,43.46539152977969,-3.8470981407110174,http://datos.santander.es/api/datos/lineas_bus_paradas/576.csv
577,2017-10-31T02:40:00.415Z,17,418,431355.0,4813060.0,43.46542456035033,-3.8499295718207627,http://datos.santander.es/api/datos/lineas_bus_paradas/577.csv
578,2017-10-31T02:40:00.415Z,17,420,431312.0,4813055.0,43.46537559447534,-3.8504604653996384,http://datos.santander.es/api/datos/lineas_bus_paradas/578.csv
579,2017-10-31T02:40:00.415Z,17,421,431584.0,4813045.0,43.46531049950339,-3.847097010045192,http://datos.santander.es/api/datos/lineas_bus_paradas/579.csv
