dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-31T16:32:21.084Z,"La labor de entidades públicas y privadas\, en la próxima cita de Santander ciudad responsable","El programa\, impulsado por el Ayuntamiento y la Cámara de Comercio\, pretende implicar a todos los actores para extender la RSC en el ámbito institucional\, empresarial y social",http://santander.es/noticia/labor-entidades-publicas-privadas-proxima-cita-santander-ciudad-responsable,19-06-2017 13:44,http://datos.santander.es/api/datos/noticias_economia/la-labor-de-entidades-publicas-y-privadas-en-la-proxima-cita-de-santander-ciudad-responsable.csv
2017-10-31T16:32:21.079Z,El ciclo Santander ciudad responsable concluye el jueves con una jornada sobre urbanismo,"El programa\, impulsado por el Ayuntamiento y la Cámara de Comercio\, pretende implicar a todos los actores para extender la RSC en el ámbito institucional\, empresarial y social",http://santander.es/contenido/noticia/ciclo-santander-ciudad-responsable-concluye-jueves-jornada-sobre-urbanismo,11-07-2017 12:11,http://datos.santander.es/api/datos/noticias_economia/el-ciclo-santander-ciudad-responsable-concluye-el-jueves-con-una-jornada-sobre-urbanismo.csv
2017-10-31T16:32:21.061Z,Quince alumnos se forman para obtener el certificado profesional en mantenimiento de jardines,Se trata de una de las seis acciones programadas este año por el Ayuntamiento de Santander dentro de la línea dirigida a la obtención de certificados de profesionalidad,http://santander.es/contenido/noticia/quince-alumnos-se-forman-obtener-certificado-profesional-mantenimiento-jardines,18-08-2017 12:30,http://datos.santander.es/api/datos/noticias_economia/quince-alumnos-se-forman-para-obtener-el-certificado-profesional-en-mantenimiento-de-jardines.csv
2017-10-31T16:32:21.045Z,En marcha la cuarta convocatoria de ayudas a la contratación del programa de empleo juvenil,Se destinan 140.000 euros para subvencionar la incorporación de jóvenes con ayudas de hasta 5.000 euros por contrato,http://santander.es/noticia/marcha-cuarta-convocatoria-ayudas-contratacion-del-programa-empleo-juvenil,21-08-2017 11:41,http://datos.santander.es/api/datos/noticias_economia/en-marcha-la-cuarta-convocatoria-de-ayudas-a-la-contratacion-del-programa-de-empleo-juvenil.csv
2017-10-31T16:32:21.025Z,Diez telecentros participarán en el programa formativo del mes de septiembre,La primera semana de septiembre habrá todavía cursos para niños en siete de los telecentros,http://santander.es/noticia/diez-telecentros-participaran-programa-formativo-del-mes-septiembre,23-08-2017 13:40,http://datos.santander.es/api/datos/noticias_economia/diez-telecentros-participaran-en-el-programa-formativo-del-mes-de-septiembre.csv
2017-10-31T16:32:21.011Z,Cerca de 300 personas se benefician del programa para desempleados de larga duración,"Tras el diagnóstico y asesoramiento individualizado a cada participante\, se han empezado a impartir los primeros cursos en los que 60 desempleados se han formado en distintas competencias en función de sus perfiles y características personales",http://santander.es/contenido/noticia/cerca-300-personas-se-benefician-del-programa-desempleados-larga-duracion,01-09-2017 18:10,http://datos.santander.es/api/datos/noticias_economia/cerca-de-300-personas-se-benefician-del-programa-para-desempleados-de-larga-duracion.csv
2017-10-31T16:32:21.002Z,Un tercio de los participantes en el programa +45 Bagaje han encontrado ya empleo,El Ayuntamiento abrirá a principios de 2018 una nueva convocatoria de ayudas para la contratación de personas formadas a través de este programa,http://santander.es/contenido/noticia/tercio-participantes-programa-45-bagaje-han-encontrado-ya-empleo,26-09-2017 11:28,http://datos.santander.es/api/datos/noticias_economia/un-tercio-de-los-participantes-en-el-programa-45-bagaje-han-encontrado-ya-empleo.csv
2017-10-31T16:32:20.992Z,El programa Coworking organiza una jornada de emprendimiento seguro y sostenible,"La jornada\, abierta a cualquier emprendedor\, empresa o persona interesada\, se celebrará en las instalaciones de CEOE y las inscripciones pueden realizarse en el enlace http://a.eoi.es/ah2z",http://santander.es/contenido/noticia/programa-coworking-organiza-jornada-emprendimiento-seguro-sostenible,27-09-2017 10:24,http://datos.santander.es/api/datos/noticias_economia/el-programa-coworking-organiza-una-jornada-de-emprendimiento-seguro-y-sostenible.csv
2017-10-31T16:32:20.979Z,Santander analiza mañana nuevas acciones de emprendimiento con agentes del sector,En la reunión se recogerán propuestas para las próximas acciones que se van a desarrollar en la ciudad en el marco del programa EDUSI y el Pacto Territorial por el Empleo,http://santander.es/contenido/noticia/santander-analiza-manana-nuevas-acciones-emprendimiento-agentes-del-sector,09-10-2017 14:18,http://datos.santander.es/api/datos/noticias_economia/santander-analiza-manana-nuevas-acciones-de-emprendimiento-con-agentes-del-sector.csv
2017-10-31T16:32:20.965Z,El Ayuntamiento inicia en noviembre nuevos cursos de jardinería y software ofimático,"Participarán treinta personas que podrán obtener los certificados profesionales ",http://santander.es/content/ayuntamiento-inicia-noviembre-nuevos-cursos-jardineria-software-ofimatico,31-10-2017 10:56,http://datos.santander.es/api/datos/noticias_economia/el-ayuntamiento-inicia-en-noviembre-nuevos-cursos-de-jardineria-y-software-ofimatico.csv
