dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-30T23:12:59.817Z,Pleno de 6 de abril de 2017,Reunión ordinaria \n(Correspondiente al mes de marzo),http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-6-abril-2017,07-04-2017 09:37,http://datos.santander.es/api/datos/plenos/pleno-de-6-de-abril-de-2017.csv
2017-10-30T23:12:59.813Z,Pleno de 27 de abril de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-27-abril-2017,24-04-2017 10:07,http://datos.santander.es/api/datos/plenos/pleno-de-27-de-abril-de-2017.csv
2017-10-30T23:12:59.809Z,Pleno de 25 de mayo de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-25-mayo-2017,22-05-2017 16:31,http://datos.santander.es/api/datos/plenos/pleno-de-25-de-mayo-de-2017.csv
2017-10-30T23:12:59.804Z,Pleno de 29 de junio de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-29-junio-2017,26-06-2017 16:40,http://datos.santander.es/api/datos/plenos/pleno-de-29-de-junio-de-2017.csv
2017-10-30T23:12:59.801Z,Pleno de 12 de julio de 2017,Reunión extraordinaria y urgente,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-12-julio-2017,11-07-2017 13:56,http://datos.santander.es/api/datos/plenos/pleno-de-12-de-julio-de-2017.csv
2017-10-30T23:12:59.797Z,Pleno de 17 de julio de 2017,Reunión extraordinaria y urgente,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-17-julio-2017,17-07-2017 13:53,http://datos.santander.es/api/datos/plenos/pleno-de-17-de-julio-de-2017.csv
2017-10-30T23:12:59.794Z,Pleno de 27 de julio de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-27-julio-2017,21-07-2017 14:30,http://datos.santander.es/api/datos/plenos/pleno-de-27-de-julio-de-2017.csv
2017-10-30T23:12:59.789Z,Pleno de 31 de agosto de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-31-agosto-2017,25-08-2017 16:37,http://datos.santander.es/api/datos/plenos/pleno-de-31-de-agosto-de-2017.csv
2017-10-30T23:12:59.786Z,Pleno de 28 de septiembre de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-28-septiembre-2017,25-09-2017 15:32,http://datos.santander.es/api/datos/plenos/pleno-de-28-de-septiembre-de-2017.csv
2017-10-30T23:12:59.783Z,Pleno de 26 de octubre de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-26-octubre-2017,23-10-2017 09:00,http://datos.santander.es/api/datos/plenos/pleno-de-26-de-octubre-de-2017.csv
2017-10-24T22:14:19.978Z,Pleno de 23 de febrero de 2017,Reunión ordinaria,http://santander.es/ayuntamiento/gobierno-municipal/plenos-juntas-gobierno/pleno-23-febrero-2017,24-02-2017 13:00,http://datos.santander.es/api/datos/plenos/pleno-de-23-de-febrero-de-2017.csv
