dc:identifier,dc:modified,ayto:wkt,uri
9,2017-10-31T03:39:59.7Z,"POLYGON  (( 436500.79000000 4814155.08000000, 436495.61380000 4814153.51970000, 436490.27790000 4814152.65030000, 436484.87410000 4814152.48660000, 436479.49540000 4814153.03150000, 436474.23420000 4814154.27570000, 436469.18110000 4814156.19760000, 436464.42300000 4814158.76430000, 436460.04170000 4814161.93160000, 436456.11260000 4814165.64510000, 436452.70320000 4814169.84080000, 436449.87220000 4814174.44660000, 436411.64000000 4814250.00000000, 436394.00000000 4814285.74000000, 436362.24000000 4814363.04000000, 436366.76000000 4814364.87000000, 436365.93000000 4814366.92000000, 436375.39400000 4814371.37390000, 436367.97000000 4814389.72000000, 436359.57000000 4814386.32000000, 436359.21000000 4814387.21000000, 436353.43000000 4814384.88000000, 436344.51930000 4814406.59920000, 436343.47020000 4814411.33800000, 436342.58090000 4814416.73730000, 436342.46520000 4814422.20810000, 436343.12530000 4814427.64020000, 436344.54800000 4814432.92400000, 436346.70460000 4814437.95320000, 436349.55170000 4814442.62620000, 436353.03180000 4814446.84910000, 436357.07480000 4814450.53650000, 436361.59920000 4814453.61430000, 436366.51390000 4814456.02030000, 436346.85840000 4814500.00000000, 436346.55950000 4814500.65540000, 436338.78340000 4814518.34610000, 436333.39930000 4814531.39310000, 436330.85680000 4814540.48990000, 436329.05480000 4814549.76190000, 436328.00520000 4814559.14880000, 436327.75540000 4814567.50870000, 436328.11640000 4814575.86460000, 436329.08640000 4814584.17180000, 436316.65930000 4814568.68380000, 436310.85150000 4814564.25140000, 436307.89480000 4814559.18580000, 436306.42960000 4814552.39800000, 436305.71200000 4814544.40810000, 436305.49040000 4814541.93990000, 436305.19770000 4814534.07920000, 436305.14250000 4814531.27850000, 436304.98230000 4814523.15170000, 436305.40210000 4814520.35360000, 436306.00650000 4814512.24820000, 436306.30000000 4814509.46350000, 436307.01850000 4814502.19860000, 436307.42300000 4814499.20500000, 436308.90200000 4814486.76800000, 436309.25700000 4814483.92800000, 436310.26800000 4814474.74300000, 436310.67800000 4814471.94200000, 436311.74600000 4814462.96900000, 436312.14730000 4814460.17900000, 436313.80400000 4814445.28300000, 436317.33070000 4814414.12160000, 436336.52000000 4814250.00000000, 436344.92850000 4814177.82720000, 436344.92120000 4814173.15470000, 436345.68950000 4814168.54590000, 436347.21220000 4814164.12850000, 436349.44690000 4814160.02510000, 436352.33160000 4814156.34950000, 436355.78640000 4814153.20370000, 436359.71540000 4814150.67490000, 436364.00970000 4814148.83330000, 436368.55000000 4814147.73000000, 436526.32000000 4814088.18000000, 436553.04000000 4814071.37000000, 436560.39560000 4814066.32000000, 436567.32320000 4814060.69720000, 436573.77820000 4814054.53770000, 436579.71920000 4814047.88090000, 436585.10800000 4814040.76980000, 436589.91000000 4814033.25000000, 436609.96000000 4814000.00000000, 436631.86000000 4813963.00050000, 436634.71410000 4813957.51910000, 436638.08610000 4813952.34030000, 436641.94440000 4813947.51280000, 436646.25260000 4813943.08210000, 436650.97000000 4813939.09000000, 436655.46000000 4813935.65000000, 436668.07000000 4813925.94000000, 436675.16000000 4813920.13000000, 436687.40000000 4813909.57000000, 436706.66000000 4813894.64000000, 436719.67000000 4813884.37000000, 436736.87000000 4813871.33000000, 436750.24000000 4813860.56500000, 436756.97580000 4813855.06240000, 436759.63930000 4813852.84570000, 436762.42000000 4813856.13000000, 436762.75000000 4813856.43000000, 436730.53040000 4813892.30840000, 436730.47670000 4813892.37880000, 436730.43490000 4813892.45690000, 436730.40620000 4813892.54070000, 436730.39120000 4813892.62800000, 436730.39030000 4813892.71660000, 436730.40370000 4813892.80420000, 436730.43080000 4813892.88850000, 436730.47110000 4813892.96740000, 436730.52340000 4813893.03880000, 436730.58650000 4813893.10100000, 436731.33000000 4813893.73000000, 436726.95550000 4813898.75520000, 436726.62450000 4813900.28790000, 436726.03450000 4813901.74070000, 436725.20300000 4813903.07010000, 436724.15500000 4813904.23650000, 436722.92170000 4813905.20480000, 436721.54000000 4813905.94620000, 436720.05130000 4813906.43850000, 436719.17000000 4813907.47000000, 436718.83000000 4813907.18000000, 436716.55000000 4813909.86000000, 436716.38890000 4813910.41770000, 436716.59000000 4813910.96000000, 436716.26000000 4813911.25000000, 436718.03000000 4813913.28000000, 436720.61000000 4813916.23000000, 436720.84000000 4813916.50000000, 436721.01830000 4813916.70150000, 436721.07000000 4813916.76000000, 436721.22960000 4813916.94040000, 436721.30000000 4813917.02000000, 436721.43440000 4813917.18490000, 436721.52000000 4813917.29000000, 436721.64460000 4813917.42500000, 436721.76000000 4813917.55000000, 436721.84910000 4813917.65080000, 436721.99000000 4813917.81000000, 436722.05720000 4813917.89250000, 436722.21000000 4813918.08000000, 436722.26250000 4813918.13690000, 436722.45000000 4813918.34000000, 436722.68000000 4813918.61000000, 436723.82000000 4813919.92000000, 436724.05000000 4813920.18000000, 436724.19700000 4813920.35260000, 436724.28000000 4813920.45000000, 436724.38350000 4813920.56690000, 436724.51000000 4813920.71000000, 436724.57110000 4813920.77900000, 436724.74000000 4813920.97000000, 436724.97000000 4813921.24000000, 436725.13890000 4813921.43100000, 436725.20000000 4813921.50000000, 436725.32650000 4813921.64310000, 436725.43000000 4813921.76000000, 436725.51300000 4813921.85740000, 436725.66000000 4813922.03000000, 436725.89000000 4813922.29000000, 436725.77940000 4813922.38670000, 436724.62000000 4813923.40000000, 436724.59000000 4813924.33000000, 436725.26000000 4813924.69000000, 436726.69950000 4813923.35950000, 436727.77310000 4813922.36720000, 436727.77610000 4813922.36460000, 436728.54000000 4813923.23000000, 436729.76000000 4813922.30000000, 436731.13000000 4813923.57000000, 436733.28000000 4813926.21660000, 436738.41000000 4813933.25000000, 436734.45000000 4813935.97000000, 436736.75000000 4813939.29000000, 436737.04000000 4813939.05000000, 436741.13710000 4813945.83980000, 436742.95000000 4813953.56000000, 436745.92320000 4813955.17190000, 436747.62740000 4813956.56190000, 436753.87130000 4813960.81810000, 436759.85370000 4813976.82430000, 436760.26980000 4813982.02270000, 436757.57490000 4813988.88230000, 436754.24580000 4813994.69090000, 436753.31260000 4813999.45270000, 436745.01170000 4813999.33560000, 436734.24000000 4813997.22000000, 436726.37650000 4813995.29940000, 436713.92070000 4813991.18770000, 436705.28910000 4813988.82380000, 436693.29240000 4813985.72940000, 436683.97000000 4813983.93230000, 436680.03570000 4813982.68940000, 436675.99000000 4813981.02000000, 436671.71000000 4813980.92000000, 436667.43000000 4813980.82000000, 436666.30430000 4813981.12530000, 436665.23780000 4813981.59760000, 436664.25530000 4813982.22600000, 436663.37920000 4813982.99610000, 436662.63000000 4813983.89000000, 436659.45000000 4813988.33000000, 436656.07000000 4813985.91000000, 436650.44240000 4813993.18170000, 436645.58000000 4814000.00000000, 436633.21010000 4814016.56620000, 436623.53000000 4814029.55000000, 436614.15000000 4814041.91000000, 436604.79020000 4814054.40860000, 436593.50000000 4814068.15000000, 436573.41000000 4814090.16000000, 436563.87610000 4814097.69530000, 436526.00000000 4814123.68000000, 436516.80000000 4814130.59000000, 436500.79000000 4814155.08000000),( 436333.23200000 4814447.40200000, 436336.28520000 4814453.24710000, 436338.74230000 4814459.36660000, 436340.57900000 4814465.70010000, 436341.77720000 4814472.18470000, 436342.32500000 4814478.75630000, 436342.21690000 4814485.34990000, 436341.45400000 4814491.90000000, 436341.39380000 4814492.19920000, 436341.38520000 4814492.50430000, 436341.42830000 4814492.80640000, 436341.52190000 4814493.09690000, 436341.66330000 4814493.36730000, 436341.84840000 4814493.60990000, 436342.07200000 4814493.81770000, 436342.32750000 4814493.98460000, 436342.60750000 4814494.10590000, 436342.90400000 4814494.17800000, 436343.20850000 4814494.19900000, 436343.51210000 4814494.16800000, 436343.80610000 4814494.08620000, 436344.08200000 4814493.95580000, 436344.33190000 4814493.78050000, 436344.54850000 4814493.56550000, 436344.72550000 4814493.31690000, 436344.85800000 4814493.04200000, 436354.86000000 4814470.31500000, 436358.30000000 4814464.45000000, 436356.15000000 4814457.79000000, 436351.14000000 4814453.91000000, 436347.44590000 4814449.90410000, 436344.19940000 4814445.52760000, 436341.43730000 4814440.83030000, 436339.19100000 4814435.86560000, 436337.48620000 4814430.69000000, 436333.48970000 4814432.16540000, 436331.77000000 4814427.16000000, 436322.34350000 4814428.90140000, 436333.23200000 4814447.40200000))",http://datos.santander.es/api/datos/parques/9.csv
8,2017-10-31T03:39:59.699Z,"POLYGON  (( 436693.78000000 4815060.60000000, 436698.55500000 4815058.17000000, 436703.33000000 4815055.74000000, 436714.64000000 4815057.79000000, 436725.95000000 4815059.84000000, 436735.04000000 4815062.07500000, 436744.13000000 4815064.31000000, 436747.75500000 4815065.42000000, 436751.38000000 4815066.53000000, 436760.98500000 4815070.28000000, 436770.59000000 4815074.03000000, 436777.98500000 4815077.04000000, 436785.38000000 4815080.05000000, 436792.79000000 4815083.74500000, 436800.20000000 4815087.44000000, 436809.76000000 4815091.50000000, 436816.87000000 4815094.67000000, 436821.57000000 4815096.85000000, 436822.83500000 4815097.60000000, 436824.10000000 4815098.35000000, 436828.15000000 4815100.90500000, 436832.20000000 4815103.46000000, 436833.63500000 4815104.12000000, 436835.07000000 4815104.78000000, 436838.20000000 4815105.47000000, 436841.37000000 4815106.23000000, 436844.27000000 4815107.35000000, 436846.78000000 4815108.43000000, 436851.13000000 4815110.78000000, 436853.35500000 4815111.72000000, 436860.55500000 4815114.75000000, 436865.53000000 4815116.84000000, 436873.37000000 4815119.82000000, 436878.30000000 4815121.61000000, 436888.21000000 4815125.21500000, 436894.54000000 4815127.56000000, 436898.33000000 4815129.87000000, 436902.55000000 4815132.26000000, 436909.13500000 4815135.50500000, 436915.72000000 4815138.75000000, 436917.62500000 4815139.73500000, 436919.53000000 4815140.72000000, 436919.84000000 4815141.30000000, 436919.22000000 4815143.00000000, 436914.55000000 4815154.76000000, 436907.94000000 4815171.55000000, 436902.41500000 4815185.38000000, 436896.73000000 4815199.36000000, 436893.15500000 4815210.97500000, 436890.79000000 4815219.01000000, 436889.14500000 4815226.48000000, 436887.50000000 4815233.95000000, 436885.94000000 4815244.24000000, 436882.78000000 4815263.51000000, 436882.09000000 4815269.41000000, 436881.20000000 4815270.34000000, 436874.05000000 4815266.99000000, 436871.63500000 4815266.19000000, 436865.26000000 4815264.18000000, 436862.05000000 4815263.56000000, 436853.13740000 4815261.99830000, 436847.03000000 4815261.93000000, 436840.87000000 4815261.75000000, 436833.29000000 4815263.51000000, 436827.73500000 4815264.70000000, 436822.18000000 4815265.89000000, 436813.58000000 4815269.21000000, 436804.67000000 4815272.06000000, 436797.77000000 4815274.39000000, 436788.83000000 4815270.41000000, 436779.89000000 4815266.43000000, 436770.37500000 4815262.02500000, 436755.11000000 4815255.05500000, 436749.36000000 4815252.49000000, 436744.28000000 4815253.75000000, 436738.09500000 4815255.28500000, 436731.91000000 4815256.82000000, 436724.50000000 4815258.54000000, 436722.42000000 4815260.06500000, 436720.34000000 4815261.59000000, 436712.28000000 4815260.87500000, 436704.22000000 4815260.16000000, 436688.51500000 4815261.42500000, 436672.81000000 4815262.69000000, 436666.73000000 4815263.40000000, 436661.75000000 4815263.18000000, 436659.43000000 4815264.37000000, 436654.92000000 4815266.91000000, 436650.46000000 4815267.47000000, 436646.00000000 4815268.03000000, 436635.48500000 4815266.78500000, 436624.97000000 4815265.54000000, 436616.80000000 4815262.08000000, 436608.63000000 4815258.62000000, 436596.95500000 4815255.83000000, 436585.28000000 4815253.04000000, 436578.72000000 4815252.90000000, 436572.16000000 4815252.76000000, 436566.56000000 4815255.79000000, 436559.86500000 4815253.43500000, 436553.17000000 4815251.08000000, 436549.91000000 4815250.00000000, 436545.81000000 4815248.64000000, 436539.95500000 4815246.54000000, 436534.10000000 4815244.44000000, 436530.35500000 4815243.18500000, 436526.61000000 4815241.93000000, 436522.28000000 4815240.37000000, 436517.54000000 4815239.59000000, 436513.83000000 4815238.84000000, 436511.04000000 4815238.04000000, 436509.28000000 4815237.34000000, 436508.03500000 4815236.74000000, 436504.57000000 4815234.96500000, 436500.00000000 4815232.46000000, 436496.02000000 4815230.22000000, 436491.99500000 4815228.04000000, 436483.41500000 4815223.39000000, 436478.86000000 4815220.92000000, 436473.33500000 4815218.02000000, 436467.81000000 4815215.12000000, 436462.96000000 4815213.00500000, 436454.81000000 4815209.46000000, 436449.27000000 4815207.67000000, 436444.75000000 4815208.53000000, 436440.23000000 4815209.39000000, 436435.74000000 4815211.51000000, 436431.32500000 4815212.04500000, 436426.91000000 4815212.58000000, 436423.88000000 4815212.12000000, 436420.60500000 4815210.81500000, 436417.33000000 4815209.51000000, 436411.46500000 4815207.12000000, 436405.60000000 4815204.73000000, 436401.78000000 4815203.59500000, 436397.96000000 4815202.46000000, 436393.62500000 4815201.12000000, 436389.29000000 4815199.78000000, 436383.45500000 4815197.14000000, 436377.62000000 4815194.50000000, 436371.24000000 4815191.74000000, 436367.85000000 4815189.41000000, 436362.30000000 4815190.90000000, 436358.19000000 4815192.00000000, 436354.31000000 4815196.83000000, 436348.60000000 4815205.72500000, 436342.89000000 4815214.62000000, 436336.26000000 4815217.84000000, 436329.74000000 4815219.48000000, 436320.46000000 4815220.50000000, 436317.66000000 4815230.33000000, 436313.21000000 4815244.02000000, 436311.61000000 4815249.31000000, 436303.78000000 4815274.31000000, 436292.57000000 4815305.38000000, 436288.85000000 4815315.70000000, 436285.41000000 4815317.36000000, 436273.13000000 4815313.23000000, 436256.89000000 4815309.64000000, 436248.22000000 4815308.08000000, 436218.49000000 4815302.59890000, 436202.02000000 4815299.52000000, 436195.98000000 4815297.91000000, 436192.65000000 4815296.71000000, 436182.20000000 4815287.79500000, 436171.75000000 4815278.88000000, 436165.17500000 4815273.58500000, 436158.69210000 4815268.35380000, 436152.69500000 4815264.67500000, 436146.79000000 4815261.06000000, 436145.80000000 4815260.24000000, 436141.61000000 4815256.17000000, 436140.54000000 4815255.13000000, 436130.91000000 4815250.00000000, 436099.60000000 4815232.47000000, 436068.29000000 4815214.94000000, 436059.58500000 4815210.01000000, 436050.88000000 4815205.08000000, 436030.23000000 4815193.21000000, 436023.53000000 4815189.11000000, 436020.82500000 4815186.89500000, 436018.26940000 4815184.80240000, 436018.12000000 4815184.68000000, 436015.46590000 4815182.27210000, 436013.26870000 4815179.36400000, 436013.17940000 4815179.24460000, 436013.11870000 4815179.11660000, 436011.55180000 4815175.81530000, 436011.41620000 4815175.52970000, 436011.32450000 4815175.15290000, 436010.64990000 4815172.38110000, 436010.55840000 4815172.00530000, 436010.54620000 4815171.68030000, 436010.42470000 4815167.95850000, 436011.01490000 4815164.27650000, 436011.03500000 4815164.14680000, 436011.08470000 4815164.01560000, 436011.98480000 4815161.45280000, 436013.23170000 4815159.03680000, 436014.80110000 4815156.81430000, 436016.66350000 4815154.82730000, 436016.89640000 4815154.57380000, 436017.15400000 4815154.38660000, 436019.93000000 4815152.37000000, 436033.91000000 4815143.85000000, 436046.40000000 4815135.04000000, 436066.46500000 4815121.42500000, 436086.53000000 4815107.81000000, 436103.13000000 4815096.63000000, 436119.73000000 4815085.45000000, 436127.20000000 4815080.58000000, 436134.67000000 4815075.71000000, 436142.96000000 4815070.85000000, 436145.26290000 4815069.71040000, 436147.64860000 4815068.75320000, 436147.71090000 4815068.72540000, 436147.77960000 4815068.70680000, 436151.40990000 4815067.65870000, 436155.13760000 4815067.03190000, 436158.91370000 4815066.83480000, 436162.69000000 4815067.07000000, 436191.32000000 4815069.58000000, 436197.15050000 4815070.00030000, 436202.99140000 4815070.22000000, 436208.83600000 4815070.23880000, 436214.67920000 4815070.05650000, 436214.77710000 4815070.05180000, 436220.61490000 4815069.66480000, 436226.43520000 4815069.07720000, 436232.23120000 4815068.28940000, 436237.99600000 4815067.30260000, 436243.72270000 4815066.11790000, 436249.40440000 4815064.73660000, 436255.03460000 4815063.16040000, 436260.61000000 4815061.39000000, 436276.25000000 4815056.58000000, 436283.56820000 4815054.79060000, 436290.96530000 4815053.35530000, 436298.42420000 4815052.27770000, 436305.93000000 4815051.56000000, 436316.82000000 4815050.20000000, 436324.30390000 4815049.25070000, 436331.74930000 4815048.04190000, 436339.14740000 4815046.57500000, 436346.48910000 4815044.85170000, 436353.76560000 4815042.87430000, 436360.96790000 4815040.64490000, 436368.08740000 4815038.16650000, 436375.12000000 4815035.44000000, 436384.38000000 4815031.07000000, 436390.65100000 4815027.35730000, 436396.57940000 4815023.12230000, 436402.12190000 4815018.39600000, 436407.23950000 4815013.21130000, 436407.17000000 4815013.19000000, 436407.64000000 4815011.87000000, 436408.27000000 4815010.10000000, 436411.90570000 4814999.88000000, 436411.93250000 4814999.76120000, 436419.93320000 4814926.88370000, 436419.93280000 4814926.88040000, 436402.56000000 4814855.07000000, 436406.51000000 4814849.58000000, 436369.78970000 4814823.27110000, 436369.20280000 4814822.96560000, 436347.96950000 4814813.61390000, 436328.27840000 4814801.59420000, 436325.84000000 4814799.43000000, 436326.14410000 4814797.35260000, 436326.61000000 4814797.03000000, 436339.22000000 4814787.79000000, 436351.83000000 4814778.55000000, 436353.30000000 4814777.49000000, 436354.63390000 4814776.94180000, 436356.02000000 4814777.34000000, 436363.37500000 4814782.48500000, 436370.73000000 4814787.63000000, 436383.44000000 4814796.60000000, 436394.70000000 4814803.97000000, 436404.82000000 4814810.29000000, 436416.35000000 4814817.15000000, 436448.32790000 4814849.76160000, 436455.12930000 4814856.71930000, 436569.45000000 4814939.68000000, 436583.17500000 4814949.62000000, 436596.90000000 4814959.56000000, 436601.50000000 4814963.75500000, 436606.10000000 4814967.94000000, 436606.48000000 4814969.35000000, 436605.90000000 4814973.82000000, 436605.20000000 4814979.72000000, 436605.62000000 4814984.24000000, 436607.18000000 4814988.04000000, 436608.55000000 4814990.74000000, 436610.68000000 4814993.51000000, 436612.97000000 4814995.95000000, 436614.51500000 4814997.49000000, 436616.06000000 4814999.03000000, 436619.24000000 4815002.61000000, 436621.36000000 4815006.37000000, 436622.99000000 4815010.19000000, 436623.06510000 4815010.43130000, 436623.71530000 4815013.98890000, 436623.79040000 4815017.60470000, 436623.28830000 4815021.18620000, 436622.93000000 4815022.16000000, 436613.17000000 4815043.61500000, 436603.01000000 4815065.84000000, 436602.83700000 4815071.20860000, 436602.93040000 4815072.36150000, 436603.20810000 4815073.48440000, 436603.66300000 4815074.54790000, 436604.28300000 4815075.52430000, 436605.05220000 4815076.38830000, 436605.95030000 4815077.11720000, 436606.95410000 4815077.69200000, 436608.03730000 4815078.09770000, 436609.17170000 4815078.32390000, 436614.25000000 4815078.91000000, 436614.54000000 4815076.51000000, 436622.56000000 4815077.47000000, 436640.86490000 4815078.41180000, 436641.04590000 4815078.42230000, 436641.20160000 4815078.39830000, 436693.78000000 4815060.60000000))",http://datos.santander.es/api/datos/parques/8.csv
6,2017-10-31T03:39:59.698Z,"POLYGON  (( 436212.98000000 4814242.74000000, 436221.68000000 4814234.08000000, 436226.83000000 4814230.26000000, 436229.48000000 4814228.08000000, 436231.75000000 4814225.75000000, 436234.71000000 4814221.35000000, 436235.83000000 4814219.39000000, 436236.99650000 4814216.42560000, 436238.64000000 4814211.23000000, 436245.33000000 4814199.45000000, 436272.99660000 4814182.83880000, 436300.04710000 4814187.95300000, 436303.62060000 4814191.21720000, 436306.69970000 4814194.95250000, 436310.36000000 4814199.72000000, 436310.35570000 4814199.71890000, 436311.44960000 4814201.40800000, 436312.14430000 4814203.29650000, 436312.40570000 4814205.29180000, 436312.22080000 4814207.29630000, 436311.05000000 4814217.62000000, 436288.75900000 4814408.29400000, 436288.39000000 4814408.29400000, 436286.62850000 4814406.88760000, 436284.55000000 4814404.74990000, 436282.79060000 4814402.34290000, 436281.38460000 4814399.71350000, 436280.35940000 4814396.91250000, 436280.35400000 4814396.89930000, 436279.04000000 4814389.16000000, 436280.04000000 4814379.60000000, 436274.14000000 4814373.90000000, 436262.89000000 4814372.73000000, 436242.83000000 4814370.64500000, 436222.77000000 4814368.56000000, 436202.46500000 4814366.40500000, 436182.16000000 4814364.25000000, 436163.83000000 4814355.25000000, 436176.70500000 4814323.20000000, 436193.13000000 4814282.68000000, 436202.13000000 4814260.40000000, 436202.75150000 4814259.30150000, 436202.67000000 4814259.26000000, 436212.98000000 4814242.74000000))",http://datos.santander.es/api/datos/parques/6.csv
