ayto:vehiculo,ayto:indice,ayto:linea,ayto:coche,ayto:servicio,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,ayto:estado,ayto:instante,ayto:velocidad,dc:modified,uri
84,0,31,104,R04T,435612.0,4812694.5,43.462512520610126,-3.797264937003026,5,2017-10-31T16:54:07.100Z,9.215999603271484,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/104.csv
83,4,1,102,R02T,435650.0,4812754.0,43.46305149909756,-3.7968022643179142,5,2017-10-31T16:53:23.913Z,26.711999893188477,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/95.csv
83,3,1,102,R02T,435641.84,4812725.0,43.4627896958172,-3.79689970080005,5,2017-10-31T16:53:49.427Z,4.211999893188477,2017-10-31T16:54:20.636Z,http://datos.santander.es/api/datos/control_flotas_posiciones/96.csv
92,1,13,3,1303,434433.25,4814295.0,43.476820088375604,-3.812027701383815,5,2017-10-31T16:54:00.007Z,0.0,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/133.csv
92,0,13,3,1303,434433.25,4814295.0,43.476820088375604,-3.812027701383815,5,2017-10-31T16:54:00.007Z,0.0,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/134.csv
90,4,12,3,1203,432221.25,4810341.0,43.441023340754924,-3.8388836105069903,5,2017-10-31T16:53:22.757Z,25.020000457763672,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/125.csv
90,3,12,3,1203,432197.0,4810245.0,43.44015681543071,-3.8391713085516543,5,2017-10-31T16:53:47.803Z,15.803999900817871,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/126.csv
90,2,12,3,1203,432197.0,4810245.0,43.44015681543071,-3.8391713085516543,5,2017-10-31T16:53:47.803Z,15.803999900817871,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/127.csv
90,1,12,3,1203,432220.12,4810186.0,43.439627707912486,-3.8388783060152174,5,2017-10-31T16:54:12.273Z,10.4399995803833,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/128.csv
90,0,12,3,1203,432220.12,4810186.0,43.439627707912486,-3.8388783060152174,5,2017-10-31T16:54:12.273Z,10.4399995803833,2017-10-31T16:54:20.635Z,http://datos.santander.es/api/datos/control_flotas_posiciones/129.csv
95,3,13,1,1301,429477.56,4812078.5,43.45641308807667,-3.8730094905545944,5,2017-10-31T16:53:35.240Z,24.444000244140625,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/141.csv
95,2,13,1,1301,429477.56,4812078.5,43.45641308807667,-3.8730094905545944,5,2017-10-31T16:53:35.240Z,24.444000244140625,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/142.csv
95,1,13,1,1301,429500.72,4811905.0,43.45485319565548,-3.87270080466805,5,2017-10-31T16:54:00.210Z,33.444000244140625,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/143.csv
95,0,13,1,1301,429500.72,4811905.0,43.45485319565548,-3.87270080466805,5,2017-10-31T16:54:00.210Z,33.444000244140625,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/144.csv
93,4,2,3,0203,435571.22,4814529.5,43.479030369176975,-3.797986168818417,5,2017-10-31T16:53:27.927Z,22.68000030517578,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/135.csv
93,3,2,3,0203,435711.56,4814602.5,43.47969970803667,-3.7962596338371255,5,2017-10-31T16:53:52.770Z,22.715999603271484,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/136.csv
93,2,2,3,0203,435711.56,4814602.5,43.47969970803667,-3.7962596338371255,5,2017-10-31T16:53:52.770Z,22.715999603271484,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/137.csv
93,1,2,3,0203,435756.84,4814686.5,43.480459892531165,-3.7957097043245223,5,2017-10-31T16:54:17.477Z,15.732000350952148,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/138.csv
93,0,2,3,0203,435756.84,4814686.5,43.480459892531165,-3.7957097043245223,5,2017-10-31T16:54:17.477Z,15.732000350952148,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/139.csv
92,4,13,3,1303,434433.25,4814295.0,43.476820088375604,-3.812027701383815,5,2017-10-31T16:53:09.863Z,0.0,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/130.csv
92,3,13,3,1303,434433.25,4814295.0,43.476820088375604,-3.812027701383815,5,2017-10-31T16:53:35.303Z,0.0,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/131.csv
92,2,13,3,1303,434433.25,4814295.0,43.476820088375604,-3.812027701383815,5,2017-10-31T16:53:35.303Z,0.0,2017-10-31T16:54:20.634Z,http://datos.santander.es/api/datos/control_flotas_posiciones/132.csv
99,3,12,1,1201,437042.34,4813161.0,43.46683446494672,-3.77963895351319,5,2017-10-31T16:53:47.803Z,31.968000411987305,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/156.csv
99,2,12,1,1201,437042.34,4813161.0,43.46683446494672,-3.77963895351319,5,2017-10-31T16:53:47.803Z,31.968000411987305,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/157.csv
99,1,12,1,1201,436985.44,4813054.0,43.46586629523754,-3.7803299420665493,5,2017-10-31T16:54:12.413Z,19.007999420166016,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/158.csv
99,0,12,1,1201,436985.44,4813054.0,43.46586629523754,-3.7803299420665493,5,2017-10-31T16:54:12.413Z,19.007999420166016,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/159.csv
98,4,72,3,7203,432125.0,4812063.0,43.456518482126434,-3.8402873264352513,5,2017-10-31T16:53:14.817Z,28.332000732421875,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/150.csv
98,3,72,3,7203,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:53:39.677Z,28.332000732421875,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/151.csv
98,2,72,3,7203,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:53:39.677Z,28.332000732421875,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/152.csv
98,1,72,3,7203,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:54:05.177Z,28.332000732421875,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/153.csv
98,0,72,3,7203,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:54:05.177Z,28.332000732421875,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/154.csv
96,4,2,1,0201,430568.6,4812543.0,43.4606972213723,-3.8595843617162475,5,2017-10-31T16:53:27.053Z,11.916000366210938,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/145.csv
96,3,2,1,0201,430511.34,4812516.0,43.460448812603104,-3.860288652960266,5,2017-10-31T16:53:52.473Z,8.892000198364258,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/146.csv
96,2,2,1,0201,430511.34,4812516.0,43.460448812603104,-3.860288652960266,5,2017-10-31T16:53:52.473Z,8.892000198364258,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/147.csv
96,1,2,1,0201,430340.2,4812565.5,43.46087855546672,-3.8624102696048888,5,2017-10-31T16:54:17.413Z,30.45599937438965,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/148.csv
96,0,2,1,0201,430340.2,4812565.5,43.46087855546672,-3.8624102696048888,5,2017-10-31T16:54:17.413Z,30.45599937438965,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/149.csv
95,4,13,1,1301,429638.28,4812138.5,43.456968424404764,-3.8710308807038336,5,2017-10-31T16:53:10.067Z,8.567999839782715,2017-10-31T16:54:20.633Z,http://datos.santander.es/api/datos/control_flotas_posiciones/140.csv
105,4,12,2,1202,430882.16,4810237.0,43.43996450220798,-3.8554163005702677,5,2017-10-31T16:53:22.617Z,12.779999732971191,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/180.csv
105,3,12,2,1202,430895.97,4810172.5,43.43938505921967,-3.85523749285004,5,2017-10-31T16:53:47.117Z,13.644000053405762,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/181.csv
105,2,12,2,1202,430895.97,4810172.5,43.43938505921967,-3.85523749285004,5,2017-10-31T16:53:47.117Z,13.644000053405762,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/182.csv
105,1,12,2,1202,431020.5,4810106.0,43.43879782260029,-3.8536904240325756,5,2017-10-31T16:54:12.617Z,19.871999740600586,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/183.csv
105,0,12,2,1202,431020.5,4810106.0,43.43879782260029,-3.8536904240325756,5,2017-10-31T16:54:12.617Z,19.871999740600586,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/184.csv
104,4,1,1,0101,429695.78,4811686.5,43.452904328397224,-3.8702619051484164,5,2017-10-31T16:53:23.397Z,0.14399999380111694,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/175.csv
104,3,1,1,0101,429879.28,4811785.0,43.45380838091884,-3.8680068100616465,5,2017-10-31T16:53:48.867Z,29.375999450683594,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/176.csv
104,2,1,1,0101,429879.28,4811785.0,43.45380838091884,-3.8680068100616465,5,2017-10-31T16:53:48.867Z,29.375999450683594,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/177.csv
104,1,1,1,0101,430028.5,4811835.0,43.454272521520714,-3.866169078818104,5,2017-10-31T16:54:13.553Z,24.191999435424805,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/178.csv
104,0,1,1,0101,430028.5,4811835.0,43.454272521520714,-3.866169078818104,5,2017-10-31T16:54:13.553Z,24.191999435424805,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/179.csv
103,4,52,1,5201,433196.1,4812266.5,43.45844711858217,-3.8270742587015385,5,2017-10-31T16:53:19.817Z,0.14399999380111694,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/170.csv
103,3,52,1,5201,433264.03,4812292.0,43.458682770872116,-3.8262377893379105,5,2017-10-31T16:53:44.520Z,10.47599983215332,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/171.csv
103,2,52,1,5201,433264.03,4812292.0,43.458682770872116,-3.8262377893379105,5,2017-10-31T16:53:44.520Z,10.47599983215332,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/172.csv
103,1,52,1,5201,433341.62,4812325.0,43.458986803879995,-3.825282835637319,5,2017-10-31T16:54:09.913Z,11.880000114440918,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/173.csv
103,0,52,1,5201,433341.62,4812325.0,43.458986803879995,-3.825282835637319,5,2017-10-31T16:54:09.913Z,11.880000114440918,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/174.csv
101,4,1,2,0102,429098.66,4811482.0,43.45100679124116,-3.877614744908179,5,2017-10-31T16:53:23.663Z,0.0,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/165.csv
101,3,1,2,0102,429098.66,4811482.0,43.45100679124116,-3.877614744908179,5,2017-10-31T16:53:49.147Z,0.0,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/166.csv
101,2,1,2,0102,429098.66,4811482.0,43.45100679124116,-3.877614744908179,5,2017-10-31T16:53:49.147Z,0.0,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/167.csv
101,1,1,2,0102,429098.66,4811482.0,43.45100679124116,-3.877614744908179,5,2017-10-31T16:54:13.567Z,0.0,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/168.csv
101,0,1,2,0102,429098.66,4811482.0,43.45100679124116,-3.877614744908179,5,2017-10-31T16:54:13.567Z,0.0,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/169.csv
100,4,72,2,7202,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:53:14.990Z,21.492000579833984,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/160.csv
100,3,72,2,7202,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:53:39.600Z,21.492000579833984,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/161.csv
100,2,72,2,7202,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:53:39.600Z,21.492000579833984,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/162.csv
100,1,72,2,7202,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:54:05.007Z,21.492000579833984,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/163.csv
100,0,72,2,7202,432164.0,4812067.0,43.45655803408004,-3.8398058138290856,5,2017-10-31T16:54:05.007Z,21.492000579833984,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/164.csv
99,4,12,1,1201,436877.1,4813171.0,43.46691056620598,-3.781682731763754,5,2017-10-31T16:53:22.473Z,12.67199993133545,2017-10-31T16:54:20.632Z,http://datos.santander.es/api/datos/control_flotas_posiciones/155.csv
111,2,16,1,1601,434670.0,4813257.5,43.46749975255801,-3.8089761381193847,5,2017-10-31T16:53:32.240Z,0.2879999876022339,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/212.csv
111,1,16,1,1601,434683.0,4813254.5,43.46747387813147,-3.808815077695363,5,2017-10-31T16:53:57.630Z,1.8359999656677246,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/213.csv
111,0,16,1,1601,434683.0,4813254.5,43.46747387813147,-3.808815077695363,5,2017-10-31T16:53:57.630Z,1.8359999656677246,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/214.csv
110,4,13,4,1304,433522.25,4812390.0,43.459588105569374,-3.823058217062821,5,2017-10-31T16:53:09.660Z,20.195999145507812,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/205.csv
110,3,13,4,1304,433691.25,4812450.0,43.46014331593549,-3.820976692605757,5,2017-10-31T16:53:35.163Z,25.128000259399414,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/206.csv
110,2,13,4,1304,433691.25,4812450.0,43.46014331593549,-3.820976692605757,5,2017-10-31T16:53:35.163Z,25.128000259399414,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/207.csv
110,1,13,4,1304,433837.47,4812497.5,43.460583930519654,-3.8191751757674717,5,2017-10-31T16:54:00.130Z,22.031999588012695,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/208.csv
110,0,13,4,1304,433837.47,4812497.5,43.460583930519654,-3.8191751757674717,5,2017-10-31T16:54:00.130Z,22.031999588012695,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/209.csv
109,4,1,5,0105,435803.0,4814761.5,43.48113911888568,-3.795147818570359,5,2017-10-31T16:53:23.583Z,28.47599983215332,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/200.csv
109,3,1,5,0105,435712.56,4814684.5,43.480438077424324,-3.796256957536942,5,2017-10-31T16:53:49.287Z,23.940000534057617,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/201.csv
109,2,1,5,0105,435712.56,4814684.5,43.480438077424324,-3.796256957536942,5,2017-10-31T16:53:49.287Z,23.940000534057617,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/202.csv
109,1,1,5,0105,435677.0,4814656.0,43.48017841882912,-3.796693261466954,5,2017-10-31T16:54:14.427Z,6.4079999923706055,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/203.csv
109,0,1,5,0105,435677.0,4814656.0,43.48017841882912,-3.796693261466954,5,2017-10-31T16:54:14.427Z,6.4079999923706055,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/204.csv
108,4,2,2,0202,435571.0,4812689.0,43.462459469714204,-3.797771070921823,5,2017-10-31T16:53:27.600Z,8.460000038146973,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/195.csv
108,3,2,2,0202,435446.0,4812672.0,43.462295629217735,-3.799314129011648,5,2017-10-31T16:53:51.757Z,18.61199951171875,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/196.csv
108,2,2,2,0202,435446.0,4812672.0,43.462295629217735,-3.799314129011648,5,2017-10-31T16:53:51.757Z,18.61199951171875,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/197.csv
108,1,2,2,0202,435214.0,4812645.0,43.4620324700242,-3.802178563393782,5,2017-10-31T16:54:17.787Z,32.220001220703125,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/198.csv
108,0,2,2,0202,435214.0,4812645.0,43.4620324700242,-3.802178563393782,5,2017-10-31T16:54:17.787Z,32.220001220703125,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/199.csv
107,4,51,2,5102,433317.8,4812508.5,43.46063680825549,-3.8255997088544715,5,2017-10-31T16:53:12.567Z,12.67199993133545,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/190.csv
107,3,51,2,5102,433377.84,4812591.0,43.461384942092856,-3.8248676971391866,5,2017-10-31T16:53:37.287Z,14.687999725341797,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/191.csv
107,2,51,2,5102,433377.84,4812591.0,43.461384942092856,-3.8248676971391866,5,2017-10-31T16:53:37.287Z,14.687999725341797,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/192.csv
107,1,51,2,5102,433396.56,4812617.0,43.461620698678814,-3.824639491852773,5,2017-10-31T16:54:02.693Z,4.5,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/193.csv
107,0,51,2,5102,433396.56,4812617.0,43.461620698678814,-3.824639491852773,5,2017-10-31T16:54:02.693Z,4.5,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/194.csv
106,4,2,4,0204,435991.12,4812726.5,43.46283318347096,-3.7925825433052465,5,2017-10-31T16:53:26.990Z,34.27199935913086,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/185.csv
106,3,2,4,0204,436078.38,4812741.5,43.46297570087735,-3.7915057107516135,5,2017-10-31T16:53:52.473Z,12.708000183105469,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/186.csv
106,2,2,4,0204,436078.38,4812741.5,43.46297570087735,-3.7915057107516135,5,2017-10-31T16:53:52.473Z,12.708000183105469,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/187.csv
106,1,2,4,0204,436122.53,4812766.0,43.46320005961101,-3.790962858858459,5,2017-10-31T16:54:17.913Z,7.056000232696533,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/188.csv
106,0,2,4,0204,436122.53,4812766.0,43.46320005961101,-3.790962858858459,5,2017-10-31T16:54:17.913Z,7.056000232696533,2017-10-31T16:54:20.631Z,http://datos.santander.es/api/datos/control_flotas_posiciones/189.csv
123,3,3,4,0304,430335.0,4811101.5,43.44769717309732,-3.8622873718505866,5,2017-10-31T16:53:43.897Z,16.992000579833984,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/239.csv
123,2,3,4,0304,430335.0,4811101.5,43.44769717309732,-3.8622873718505866,5,2017-10-31T16:53:43.897Z,16.992000579833984,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/240.csv
123,1,3,4,0304,430201.88,4811129.5,43.44793685946915,-3.863935971050883,5,2017-10-31T16:54:08.867Z,19.440000534057617,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/241.csv
123,0,3,4,0304,430201.88,4811129.5,43.44793685946915,-3.863935971050883,5,2017-10-31T16:54:08.867Z,19.440000534057617,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/242.csv
122,4,52,1,5201,432951.25,4812183.0,43.457673421298075,-3.830090248018501,5,2017-10-31T11:39:45.343Z,0.0,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/234.csv
122,3,52,1,5201,432951.25,4812183.0,43.457673421298075,-3.830090248018501,5,2017-10-31T11:39:45.343Z,0.0,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/235.csv
122,2,52,1,5201,432945.9,4812180.5,43.457650433095566,-3.830156063709336,5,2017-10-31T11:40:09.047Z,0.8999999761581421,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/236.csv
122,1,52,1,5201,432945.9,4812180.5,43.457650433095566,-3.830156063709336,5,2017-10-31T11:40:09.047Z,0.8999999761581421,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/237.csv
121,4,71,2,7102,431341.16,4811874.5,43.4547497997487,-3.8499512268846674,5,2017-10-31T16:53:28.740Z,9.432000160217285,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/229.csv
121,3,71,2,7102,431341.16,4811874.5,43.4547497997487,-3.8499512268846674,5,2017-10-31T16:53:52.693Z,9.432000160217285,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/230.csv
121,2,71,2,7102,431341.16,4811874.5,43.4547497997487,-3.8499512268846674,5,2017-10-31T16:53:52.693Z,9.432000160217285,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/231.csv
121,1,71,2,7102,431341.16,4811874.5,43.4547497997487,-3.8499512268846674,5,2017-10-31T16:54:17.710Z,9.432000160217285,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/232.csv
121,0,71,2,7102,431341.16,4811874.5,43.4547497997487,-3.8499512268846674,5,2017-10-31T16:54:17.710Z,9.432000160217285,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/233.csv
120,4,52,3,5203,436054.9,4813366.0,43.46859637127358,-3.791869274739588,5,2017-10-31T16:53:19.973Z,18.827999114990234,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/224.csv
120,3,52,3,5203,435953.0,4813367.5,43.46860115310684,-3.793129124014081,5,2017-10-31T16:53:44.507Z,14.9399995803833,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/225.csv
120,2,52,3,5203,435953.0,4813367.5,43.46860115310684,-3.793129124014081,5,2017-10-31T16:53:44.507Z,14.9399995803833,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/226.csv
120,1,52,3,5203,435952.0,4813367.5,43.46860106743072,-3.793141485867078,5,2017-10-31T16:54:10.037Z,0.1080000028014183,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/227.csv
120,0,52,3,5203,435952.0,4813367.5,43.46860106743072,-3.793141485867078,5,2017-10-31T16:54:10.037Z,0.1080000028014183,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/228.csv
116,4,61,1,6101,431870.84,4812693.0,43.46216750368528,-3.8435073412352345,5,2017-10-31T16:53:25.817Z,23.79599952697754,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/219.csv
116,3,61,1,6101,432035.0,4812738.0,43.46258759464724,-3.841483874629346,5,2017-10-31T16:53:51.240Z,24.479999542236328,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/220.csv
116,2,61,1,6101,432035.0,4812738.0,43.46258759464724,-3.841483874629346,5,2017-10-31T16:53:51.240Z,24.479999542236328,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/221.csv
116,1,61,1,6101,432227.0,4812755.0,43.462758079051355,-3.8391127770290834,5,2017-10-31T16:54:15.943Z,27.972000122070312,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/222.csv
116,0,61,1,6101,432227.0,4812755.0,43.462758079051355,-3.8391127770290834,5,2017-10-31T16:54:15.943Z,27.972000122070312,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/223.csv
115,4,52,4,5204,433019.84,4812214.5,43.4579631751153,-3.829246381704048,5,2017-10-31T13:38:46.030Z,16.416000366210938,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/215.csv
115,3,52,4,5204,433019.84,4812214.5,43.4579631751153,-3.829246381704048,5,2017-10-31T13:38:46.030Z,16.416000366210938,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/216.csv
115,2,52,4,5204,432921.75,4812169.5,43.45754922984606,-3.830453191438325,5,2017-10-31T13:39:09.107Z,16.667999267578125,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/217.csv
115,1,52,4,5204,432921.75,4812169.5,43.45754922984606,-3.830453191438325,5,2017-10-31T13:39:09.107Z,16.667999267578125,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/218.csv
111,4,16,1,1601,434668.0,4813258.0,43.4675040795052,-3.809000921272861,5,2017-10-31T16:53:07.567Z,0.25200000405311584,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/210.csv
111,3,16,1,1601,434670.0,4813257.5,43.46749975255801,-3.8089761381193847,5,2017-10-31T16:53:32.240Z,0.2879999876022339,2017-10-31T16:54:20.63Z,http://datos.santander.es/api/datos/control_flotas_posiciones/211.csv
2727,2,17,173,1703,433331.12,4812313.0,43.45887782679198,-3.8254111448885526,5,2017-10-31T16:53:51.163Z,10.404000282287598,2017-10-31T16:54:20.629Z,http://datos.santander.es/api/datos/control_flotas_posiciones/269.csv
