dc:modified,dc:title,dc:description,dc:source,dc:date,uri
2017-10-31T16:31:56.487Z,El Servicio de Mediación tramitó 110 casos en el último año y facilitó 77 acuerdos,"Creado en 2005\, este servicio municipal se amplió en 2015 para tratar de solucionar además de conflictos familiares\, otros de carácter vecinal\, comunitarios o civiles",http://santander.es/noticia/servicio-mediacion-tramito-110-casos-ultimo-ano-facilito-77-acuerdos,14-04-2017 11:08,http://datos.santander.es/api/datos/noticias_servicios_sociales/el-servicio-de-mediacion-tramito-110-casos-en-el-ultimo-ano-y-facilito-77-acuerdos.csv
2017-10-31T16:31:56.486Z,AMPROS elaborará los 2.500 menús que se prevé servir este año en el Centro de Acogida Princesa Letizia,"El Ayuntamiento y la entidad han renovado el convenio para prestar este servicio\, que desde noviembre pasado se amplió a las comidas",http://santander.es/contenido/noticia/ampros-elaborara-2500-menus-se-preve-servir-este-ano-centro-acogida-princesa-letizia,13-04-2017 11:12,http://datos.santander.es/api/datos/noticias_servicios_sociales/ampros-elaborara-los-2-500-menus-que-se-preve-servir-este-ano-en-el-centro-de-acogida-princesa-letizia.csv
2017-10-31T16:31:56.484Z,"El Año del Turismo y el Centenario de Gloria Fuertes\, dos de los ejes de El Veranuco 2017","El programa municipal de ocio vacacional y conciliación familiar\, que ofertará 1.717 plazas entre el 3 de julio y el 1 de septiembre\, fomentará también este año la convivencia intergeneracional y el deporte",http://santander.es/contenido/noticia/ano-del-turismo-centenario-gloria-fuertes-dos-ejes-veranuco-2017,01-05-2017 10:53,http://datos.santander.es/api/datos/noticias_servicios_sociales/el-ano-del-turismo-y-el-centenario-de-gloria-fuertes-dos-de-los-ejes-de-el-veranuco-2017.csv
2017-10-31T16:31:56.483Z,Escolares santanderinos se comprometen a combatir el acoso escolar,"La alcaldesa aboga por inculcar valores como la tolerancia y el respeto entre los menores\, y subraya la importancia de enseñarles a identificar\, prevenir y combatir el acoso",http://santander.es/contenido/noticia/escolares-santanderinos-se-comprometen-combatir-acoso-escolar,02-05-2017 15:06,http://datos.santander.es/api/datos/noticias_servicios_sociales/escolares-santanderinos-se-comprometen-a-combatir-el-acoso-escolar.csv
2017-10-31T16:31:56.481Z,"Ayuntamiento y UNATE renuevan su colaboración en actividades para mayores ","La alcaldesa ha visitado las instalaciones de la ‘Universidad Permanente’ para conocer de primera mano el trabajo que realiza ",http://santander.es/contenido/noticia/ayuntamiento-unate-renuevan-colaboracion-actividades-mayores,06-06-2017 11:23,http://datos.santander.es/api/datos/noticias_servicios_sociales/ayuntamiento-y-unate-renuevan-su-colaboracion-en-actividades-para-mayores.csv
2017-10-31T16:31:56.48Z,Santander recuerda a las mujeres asesinadas en Sevilla y Salou,"Miembros de la Corporación\, trabajadores y vecinos han guardado un minuto de silencio para reafirmar su condena a la violencia machista",http://santander.es/contenido/noticia/santander-recuerda-mujeres-asesinadas-sevilla-salou,27-06-2017 13:51,http://datos.santander.es/api/datos/noticias_servicios_sociales/santander-recuerda-a-las-mujeres-asesinadas-en-sevilla-y-salou.csv
2017-10-31T16:31:56.478Z,Los huertos del centro de acogida Princesa Letizia abren el jueves sus puertas a los vecinos,"Bajo el lema ‘Pasa un día con efecto’\, se dará a conocer entre los vecinos el programa de inserción laboral que se desarrolla con usuarios del centro",http://santander.es/contenido/noticia/huertos-del-centro-acogida-princesa-letizia-abren-jueves-puertas-vecinos,29-08-2017 09:57,http://datos.santander.es/api/datos/noticias_servicios_sociales/los-huertos-del-centro-de-acogida-princesa-letizia-abren-el-jueves-sus-puertas-a-los-vecinos.csv
2017-10-31T16:31:56.477Z,Santander recuerda a la mujer asesinada en Almería y condena la violencia machista,"•	Igual pide a la sociedad que “no se rinda ni se canse de denunciar y condenar"" la violencia de género\, recuerda a las víctimas que no están solas y las alienta a pedir ayuda",http://santander.es/contenido/noticia/santander-recuerda-mujer-asesinada-almeria-condena-violencia-machista,24-10-2017 12:40,http://datos.santander.es/api/datos/noticias_servicios_sociales/santander-recuerda-a-la-mujer-asesinada-en-almeria-y-condena-la-violencia-machista.csv
2017-10-31T16:31:56.475Z,Igual refrenda el compromiso de Santander con la infancia y la voluntad de dar voz a los niños,"La ciudad ha recibido hoy la visita de la Gira por la Infancia 2017\, un recorrido por 15 ciudades españolas en el que participan 150 personas con el objetivo de compartir experiencias y contribuir a la generación de una cultura de buen trato a los niños",http://santander.es/contenido/noticia/igual-refrenda-compromiso-santander-infancia-voluntad-dar-voz-ninos,26-10-2017 14:58,http://datos.santander.es/api/datos/noticias_servicios_sociales/igual-refrenda-el-compromiso-de-santander-con-la-infancia-y-la-voluntad-de-dar-voz-a-los-ninos.csv
2017-10-31T16:31:56.474Z,El Ayuntamiento adjudica a La Escueluca cuatro programas de intervención con menores,"Se dirigen a niños y adolescentes en riesgo de desprotección y se desarrollarán en el entorno de Peñacastillo\, General Dávila\, Castilla-Hermida y zona Centro",http://santander.es/contenido/noticia/ayuntamiento-adjudica-escueluca-cuatro-programas-intervencion-menores,29-10-2017 10:32,http://datos.santander.es/api/datos/noticias_servicios_sociales/el-ayuntamiento-adjudica-a-la-escueluca-cuatro-programas-de-intervencion-con-menores.csv
