dc:identifier,ayto:distrito,ayto:poblacion,dct:spatial,dc:modified,uri
5,05,18186,"POLYGON  (( 434899.83250000 4812596.58900000\, 434707.46620000 4812577.32050000\, 434672.73170000 4812577.00200000\, 434644.68920000 4812578.27600000\, 434622.97130000 4812579.84030000\, 434617.49280000 4812566.60800000\, 434616.91880000 4812565.22150000\, 434603.30060000 4812536.48780000\, 434601.78750000 4812530.43860000\, 434601.78750000 4812525.39770000\, 434610.48260000 4812476.01080000\, 434610.28530000 4812473.25010000\, 434609.00290000 4812470.58810000\, 434602.39350000 4812460.33430000\, 434599.53270000 4812457.17930000\, 434595.09350000 4812455.60180000\, 434591.44350000 4812454.81310000\, 434558.49500000 4812451.75670000\, 434554.64780000 4812451.65810000\, 434543.69780000 4812452.24970000\, 434540.06010000 4812452.50350000\, 434539.66790000 4812446.42640000\, 434539.20280000 4812439.22190000\, 434539.90040000 4812433.17960000\, 434542.69070000 4812430.15830000\, 434550.59670000 4812428.06670000\, 434558.73510000 4812426.43990000\, 434565.24590000 4812422.48910000\, 434566.40860000 4812417.60870000\, 434565.01340000 4812413.89030000\, 434561.52550000 4812411.56630000\, 434557.34000000 4812412.03110000\, 434544.55090000 4812416.91160000\, 434537.11000000 4812419.70030000\, 434529.20410000 4812420.16520000\, 434522.69330000 4812419.46790000\, 434517.81020000 4812417.60870000\, 434515.25240000 4812414.35510000\, 434515.01990000 4812409.70710000\, 434518.27530000 4812406.22110000\, 434524.08850000 4812405.52390000\, 434536.87750000 4812404.82670000\, 434548.50390000 4812404.12950000\, 434563.15320000 4812402.27030000\, 434568.50130000 4812400.64350000\, 434570.59410000 4812396.22790000\, 434572.91940000 4812388.79110000\, 434510.34200000 4812365.43950000\, 434499.21000000 4812397.87000000\, 434155.05000000 4812273.45000000\, 434109.06000000 4812253.49000000\, 434072.62500000 4812231.12000000\, 434052.91000000 4812216.04000000\, 433942.83960000 4812117.97970000\, 433932.21000000 4812108.51000000\, 433909.64510000 4812089.30920000\, 433876.44230000 4812066.81750000\, 433840.84500000 4812051.07500000\, 433600.55620000 4811961.77800000\, 433514.40820000 4811929.76350000\, 433486.01000000 4811919.21000000\, 433400.35750000 4811887.03380000\, 433085.53440000 4811768.76760000\, 433052.16910000 4811756.23360000\, 432984.41340000 4811730.78050000\, 432759.07030000 4811648.39430000\, 432528.38170000 4811564.66010000\, 432489.22620000 4811550.27260000\, 432450.07080000 4811533.87090000\, 432419.55250000 4811520.05900000\, 432376.94220000 4811499.05330000\, 432335.43700000 4811476.32880000\, 432244.82780000 4811426.73690000\, 432165.47560000 4811382.71890000\, 432173.59990000 4811370.06500000\, 432186.33950000 4811350.22230000\, 432254.76600000 4811245.28800000\, 432285.08140000 4811199.07670000\, 432307.27350000 4811165.20250000\, 432314.91690000 4811153.53560000\, 432324.09280000 4811140.05980000\, 432330.41440000 4811131.58100000\, 432342.75110000 4811116.42080000\, 432349.80060000 4811108.58630000\, 432393.79850000 4811048.48530000\, 432456.05000000 4810951.69000000\, 432465.60000000 4810936.90000000\, 432468.11000000 4810927.24000000\, 432468.33000000 4810921.78000000\, 432463.16790000 4810912.43100000\, 432506.15470000 4810886.67790000\, 432613.08550000 4810725.76060000\, 432525.65000000 4810564.07000000\, 432521.61000000 4810556.58000000\, 432512.22000000 4810538.45000000\, 432503.29680000 4810520.50400000\, 432496.61490000 4810506.87390000\, 432490.32700000 4810493.56020000\, 432481.53230000 4810474.51550000\, 432474.25140000 4810458.25680000\, 432465.55140000 4810438.47400000\, 432459.43980000 4810423.80920000\, 432451.94900000 4810405.46540000\, 432446.10570000 4810390.82890000\, 432438.06620000 4810369.31500000\, 432429.58000000 4810345.94000000\, 432424.13950000 4810330.43830000\, 432418.08010000 4810312.66890000\, 432409.55000000 4810286.30000000\, 432403.16000000 4810264.74000000\, 432400.60180000 4810255.90720000\, 432394.43320000 4810233.38440000\, 432384.72020000 4810195.89700000\, 432381.95870000 4810184.52440000\, 432378.48540000 4810169.93020000\, 432374.16010000 4810150.61440000\, 432369.03830000 4810125.97620000\, 432362.82980000 4810093.25940000\, 432358.27670000 4810066.38250000\, 432355.45020000 4810047.84570000\, 432351.82860000 4810022.73690000\, 432348.31360000 4809994.89410000\, 432346.45180000 4809978.03000000\, 432344.78120000 4809962.74110000\, 432343.16330000 4809946.25790000\, 432341.76440000 4809928.21660000\, 432340.60770000 4809909.27410000\, 432339.30050000 4809887.90440000\, 432338.26820000 4809862.54870000\, 432337.69400000 4809840.40280000\, 432337.33040000 4809815.07620000\, 432337.26220000 4809777.69840000\, 432337.75000000 4809750.00000000\, 432338.41130000 4809723.88820000\, 432339.49000000 4809697.79000000\, 432340.12880000 4809680.25650000\, 432340.76510000 4809670.08970000\, 432342.67690000 4809639.16960000\, 432344.50890000 4809613.25420000\, 432377.60000000 4809609.60000000\, 432408.20000000 4809607.41750000\, 432438.80000000 4809605.23500000\, 432594.26000000 4809594.15000000\, 432796.40000000 4809578.40000000\, 432951.43000000 4809566.21500000\, 432979.60000000 4809564.00000000\, 432982.40900000 4809567.35490000\, 432890.19000000 4809668.93000000\, 432884.16000000 4809679.80000000\, 432931.00000000 4809717.00000000\, 433160.00000000 4809945.00000000\, 433234.00000000 4809950.00000000\, 433409.00000000 4809942.00000000\, 433484.00000000 4809920.00000000\, 433524.00000000 4809927.00000000\, 433637.00000000 4809910.00000000\, 433679.07000000 4809910.55000000\, 433995.97000000 4809879.29000000\, 434118.96000000 4809870.51000000\, 434107.98000000 4810397.84000000\, 434017.93000000 4810384.66000000\, 433952.04000000 4810411.02000000\, 433927.88000000 4810382.46000000\, 433881.75000000 4810364.88000000\, 433754.36000000 4810404.43000000\, 433712.63000000 4810417.61000000\, 433662.11000000 4810411.02000000\, 433655.52000000 4810389.05000000\, 433572.06000000 4810404.43000000\, 433576.45000000 4810428.60000000\, 433605.01000000 4810430.80000000\, 433605.01000000 4810443.98000000\, 433128.39000000 4810496.72000000\, 433148.16000000 4810661.51000000\, 433400.74000000 4810824.10000000\, 434178.27000000 4810738.41000000\, 434204.62000000 4811006.47000000\, 434189.25000000 4811010.87000000\, 434187.05000000 4810993.29000000\, 434156.30000000 4811015.26000000\, 434151.91000000 4811063.60000000\, 434153.17000000 4811086.71000000\, 433687.00000000 4811129.00000000\, 433675.00000000 4811147.00000000\, 433443.00000000 4811171.00000000\, 433399.00000000 4811262.00000000\, 433412.00000000 4811267.00000000\, 433425.00000000 4811248.00000000\, 433437.00000000 4811254.00000000\, 433413.00000000 4811329.00000000\, 433398.00000000 4811322.00000000\, 433405.00000000 4811301.00000000\, 433389.00000000 4811295.00000000\, 433376.00000000 4811342.00000000\, 433345.00000000 4811411.00000000\, 433358.00000000 4811418.00000000\, 433369.00000000 4811400.00000000\, 433383.00000000 4811406.00000000\, 433363.00000000 4811464.00000000\, 433349.00000000 4811457.00000000\, 433355.00000000 4811438.00000000\, 433342.00000000 4811433.00000000\, 433320.00000000 4811496.00000000\, 433485.28080000 4811556.73920000\, 433603.00000000 4811600.00000000\, 433599.00000000 4811617.00000000\, 433899.00000000 4811718.00000000\, 433930.00000000 4811614.00000000\, 433669.00000000 4811514.00000000\, 433662.00000000 4811530.00000000\, 433591.00000000 4811503.00000000\, 433607.00000000 4811470.00000000\, 433624.00000000 4811477.00000000\, 433673.00000000 4811348.00000000\, 433649.00000000 4811340.00000000\, 433672.00000000 4811277.00000000\, 434205.00000000 4811245.00000000\, 434386.00000000 4811663.00000000\, 434556.90750000 4811902.64200000\, 434662.00000000 4812050.00000000\, 434791.86720000 4812185.04120000\, 434913.00000000 4812311.00000000\, 434944.00000000 4812292.00000000\, 435016.55480000 4812374.61720000\, 435010.11890000 4812379.26870000\, 434956.34480000 4812425.85390000\, 434930.61880000 4812451.47270000\, 434916.86310000 4812468.17120000\, 434899.83250000 4812596.58900000))",2017-10-31T02:00:00.304Z,http://datos.santander.es/api/datos/distritos/5.csv
7,07,28875,"POLYGON  (( 434558.96070000 4814052.79140000\, 434547.62730000 4814049.27800000\, 434485.42670000 4814024.06760000\, 434466.44270000 4814016.85490000\, 434447.07570000 4814011.54150000\, 434427.32550000 4814010.78400000\, 434410.23800000 4814011.54150000\, 434324.05360000 4814018.75420000\, 434301.64070000 4814018.75420000\, 434280.37720000 4814015.72440000\, 434259.49670000 4814009.65350000\, 434237.08380000 4814000.91470000\, 434198.13900000 4813983.87780000\, 434005.75180000 4813899.91460000\, 433988.54940000 4813892.21580000\, 433977.24710000 4813886.05450000\, 433969.52710000 4813878.86440000\, 433959.77660000 4813866.54180000\, 433952.84200000 4813853.43920000\, 433944.62390000 4813833.41780000\, 433933.57070000 4813809.53000000\, 433924.83540000 4813795.16120000\, 433913.93540000 4813787.10070000\, 433901.08150000 4813782.21680000\, 433887.72950000 4813779.14180000\, 433872.05960000 4813776.57560000\, 433860.75740000 4813772.98050000\, 433854.32090000 4813772.21180000\, 433834.55150000 4813770.15430000\, 433814.51400000 4813766.81920000\, 433787.54180000 4813760.39790000\, 433760.05250000 4813751.41030000\, 433738.21430000 4813740.88530000\, 433697.87100000 4813717.60800000\, 433630.51730000 4813680.47060000\, 433576.76460000 4813649.46060000\, 433543.73900000 4813629.81230000\, 433506.67150000 4813603.75400000\, 433397.28880000 4813519.90380000\, 433384.10920000 4813509.62740000\, 433370.75720000 4813511.42490000\, 433209.07770000 4813517.33750000\, 433192.66070000 4813516.97580000\, 433176.97160000 4813511.39100000\, 433161.99140000 4813501.65730000\, 433151.15790000 4813493.38200000\, 433133.29210000 4813479.73490000\, 433128.73600000 4813476.25470000\, 433103.33460000 4813452.52520000\, 433086.20890000 4813434.86660000\, 433066.49330000 4813413.32770000\, 433049.50530000 4813398.72400000\, 433022.32250000 4813375.35630000\, 433000.84820000 4813356.61240000\, 432975.50440000 4813338.52420000\, 432961.07960000 4813329.83060000\, 432947.22960000 4813319.78030000\, 432933.09220000 4813310.00130000\, 432912.15430000 4813290.97480000\, 432895.53000000 4813271.34000000\, 432886.59980000 4813261.08400000\, 432872.46240000 4813252.11910000\, 432862.40530000 4813247.22390000\, 432844.38000000 4813243.59000000\, 432815.09500000 4813241.49500000\, 432797.86760000 4813239.26510000\, 432778.84530000 4813235.19530000\, 432757.90740000 4813230.02880000\, 432729.90080000 4813219.97860000\, 432707.06650000 4813209.37430000\, 432685.32400000 4813196.61080000\, 432661.93410000 4813180.58020000\, 432629.62000000 4813157.97000000\, 432588.33550000 4813125.68240000\, 432655.88000000 4813057.11000000\, 432681.90000000 4813028.50000000\, 432706.56840000 4812999.46060000\, 432682.91000000 4812974.96000000\, 432664.69260000 4812958.58120000\, 432641.66670000 4812944.38200000\, 432610.25030000 4812926.57640000\, 432580.17480000 4812909.48300000\, 432562.14870000 4812899.48930000\, 432534.94670000 4812887.08760000\, 432505.12030000 4812877.68170000\, 432470.71550000 4812867.28100000\, 432409.77920000 4812851.19380000\, 432378.36270000 4812842.79400000\, 432356.14140000 4812835.40050000\, 432332.73230000 4812824.79630000\, 432299.51520000 4812804.79750000\, 432273.50090000 4812789.39990000\, 432263.41650000 4812781.60940000\, 432255.89620000 4812775.79980000\, 432249.28730000 4812767.19660000\, 432271.10640000 4812760.79790000\, 432360.73890000 4812724.03360000\, 432485.15940000 4812672.21090000\, 432537.70520000 4812645.16900000\, 432585.39590000 4812615.95180000\, 432666.81520000 4812563.69130000\, 432752.55590000 4812508.04620000\, 432766.47490000 4812503.03820000\, 432773.99110000 4812501.36880000\, 432783.45600000 4812500.25590000\, 432793.75600000 4812501.92530000\, 432802.74000000 4812505.09000000\, 432917.02720000 4812556.39840000\, 432934.72260000 4812560.71470000\, 432942.12290000 4812578.24170000\, 432952.78670000 4812587.81950000\, 432954.21800000 4812589.10490000\, 432974.21000000 4812607.33000000\, 432987.27960000 4812616.00750000\, 433001.48140000 4812624.30960000\, 433018.09480000 4812632.34390000\, 433020.25230000 4812633.31050000\, 433033.63640000 4812639.30700000\, 433049.98180000 4812644.93100000\, 433069.27490000 4812651.09070000\, 433092.05130000 4812657.78600000\, 433120.72290000 4812666.35590000\, 433153.41380000 4812676.80050000\, 433178.86980000 4812684.83480000\, 433206.61540000 4812694.22230000\, 433212.61810000 4812696.25330000\, 433240.82030000 4812706.03230000\, 433263.84250000 4812713.51040000\, 433302.98020000 4812733.64380000\, 433322.99090000 4812744.34130000\, 433327.72910000 4812746.87420000\, 433351.32680000 4812757.22850000\, 433438.36660000 4812789.66360000\, 433554.29240000 4812832.86300000\, 433686.29970000 4812882.05510000\, 433716.10950000 4812893.52830000\, 433751.83570000 4812907.09130000\, 433837.69520000 4812946.94140000\, 433849.04410000 4812952.20880000\, 433904.98740000 4812977.67390000\, 433912.46500000 4812982.93300000\, 433930.46660000 4812999.26390000\, 433965.08500000 4813029.98810000\, 433986.47160000 4813048.49420000\, 434117.54700000 4813161.91550000\, 434165.56810000 4813202.95200000\, 434189.99080000 4813223.82240000\, 434211.31570000 4813241.53730000\, 434229.04030000 4813254.26980000\, 434239.28740000 4813260.08250000\, 434252.30390000 4813265.34160000\, 434266.98210000 4813268.38640000\, 434275.58550000 4813269.00050000\, 434282.49110000 4813269.49350000\, 434301.60050000 4813269.49350000\, 434311.35740000 4813269.35040000\, 434564.05370000 4813265.64410000\, 434591.19450000 4813265.64410000\, 434593.42750000 4813265.50650000\, 434608.83810000 4813264.55700000\, 434629.88610000 4813261.78910000\, 434660.62720000 4813256.80680000\, 434721.55560000 4813241.58310000\, 434733.91470000 4813238.60150000\, 434749.24410000 4813234.90330000\, 434753.68150000 4813233.83280000\, 434803.25500000 4813221.93070000\, 434814.05590000 4813220.54670000\, 434824.30300000 4813220.82350000\, 434835.38090000 4813221.65390000\, 434847.01270000 4813223.86820000\, 434867.23170000 4813228.12620000\, 434891.27170000 4813233.41210000\, 434900.57000000 4813235.12120000\, 434912.18650000 4813237.25640000\, 434934.06300000 4813240.86040000\, 434959.54540000 4813243.98390000\, 434968.58220000 4813244.90380000\, 434985.50870000 4813246.62680000\, 435010.51030000 4813247.82820000\, 435042.24320000 4813249.26980000\, 435050.94000000 4813249.63870000\, 435077.97880000 4813250.78580000\, 435114.51850000 4813250.78580000\, 435147.59100000 4813251.85200000\, 435181.19680000 4813252.65170000\, 435207.60150000 4813255.58400000\, 435218.49410000 4813258.04640000\, 435230.00540000 4813260.64870000\, 435255.60990000 4813269.17880000\, 435287.80850000 4813279.31760000\, 435304.20630000 4813285.59140000\, 435395.11570000 4813320.37350000\, 435401.00600000 4813322.61620000\, 435424.45750000 4813331.54520000\, 435439.82700000 4813337.13100000\, 435454.63770000 4813339.92400000\, 435489.28890000 4813343.27550000\, 435562.30750000 4813351.10240000\, 435597.33580000 4813354.90770000\, 435620.75140000 4813356.62010000\, 435639.02700000 4813356.42980000\, 435656.68350000 4813355.63370000\, 435667.44350000 4813354.97910000\, 435677.85210000 4813354.34590000\, 435702.15000000 4813351.77020000\, 435736.20390000 4813346.98700000\, 435752.95470000 4813344.77930000\, 435766.57620000 4813344.22730000\, 435784.43150000 4813344.41130000\, 435821.00240000 4813347.24520000\, 435870.47600000 4813351.57450000\, 435909.91790000 4813354.53680000\, 435928.15700000 4813355.90390000\, 435967.59810000 4813359.36010000\, 435993.31220000 4813361.60880000\, 435999.80150000 4813362.12360000\, 436013.56200000 4813363.21510000\, 436027.38330000 4813362.89380000\, 436044.74030000 4813360.00260000\, 436105.16850000 4813347.79510000\, 436172.98940000 4813335.26640000\, 436368.57770000 4813296.75630000\, 436386.30000000 4813288.43000000\, 436386.56870000 4813307.11830000\, 436386.87370000 4813347.95680000\, 436386.26380000 4813386.05240000\, 436385.65400000 4813398.85260000\, 436384.73920000 4813410.12890000\, 436386.26380000 4813420.18610000\, 436391.14270000 4813434.20530000\, 436397.21220000 4813443.91260000\, 436403.29810000 4813451.95020000\, 436413.51370000 4813462.37740000\, 436424.16400000 4813470.84950000\, 436434.81430000 4813478.88720000\, 436441.11760000 4813485.83860000\, 436443.50840000 4813494.52800000\, 436441.33490000 4813505.17240000\, 436433.51020000 4813537.75750000\, 436430.90200000 4813551.44320000\, 436428.51550000 4813567.22670000\, 436426.12470000 4813584.60530000\, 436423.73380000 4813602.85290000\, 436421.99500000 4813609.80440000\, 436418.51730000 4813617.19040000\, 436409.38850000 4813633.70010000\, 436400.69430000 4813646.73410000\, 436395.37690000 4813653.96190000\, 436389.82670000 4813661.50600000\, 436381.53190000 4813674.02720000\, 436376.53280000 4813683.15100000\, 436372.83770000 4813693.14370000\, 436369.79480000 4813704.00540000\, 436369.14270000 4813715.95320000\, 436370.01220000 4813730.29060000\, 436373.48980000 4813746.80040000\, 436378.27160000 4813762.87570000\, 436381.09440000 4813772.15270000\, 436382.18120000 4813784.10050000\, 436379.79030000 4813794.31050000\, 436374.57380000 4813808.43070000\, 436346.31790000 4813877.94540000\, 436089.93970000 4813815.16960000\, 435988.72980000 4813789.73810000\, 435986.23000000 4813789.11000000\, 435976.05820000 4813787.52570000\, 435944.87660000 4813785.99800000\, 435914.95000000 4813775.52000000\, 435804.04960000 4813744.96350000\, 435782.51000000 4813741.19000000\, 435029.24160000 4813556.66870000\, 434972.07230000 4813547.95670000\, 434587.49670000 4813489.35140000\, 434598.11640000 4813506.50170000\, 434607.88000000 4813529.05030000\, 434621.21070000 4813555.46770000\, 434637.16100000 4813579.60780000\, 434653.56710000 4813604.20330000\, 434678.17610000 4813635.17540000\, 434697.56000000 4813658.62000000\, 434738.31740000 4813695.71170000\, 434690.21270000 4813873.63850000\, 434609.32970000 4813983.64960000\, 434558.96070000 4814052.79140000))",2017-10-31T02:00:00.304Z,http://datos.santander.es/api/datos/distritos/7.csv
