dc:identifier,dc:modified,ayto:distrito,ayto:seccion,ayto:desSec,ayto:poblacion,ayto:fecha,dct:spatial,uri
103,2017-10-31T02:00:00.179Z,03,001,03001,1329,2017-01-03,"POLYGON  (( 434576.40530000 4812872.71650000\, 434571.56930000 4812872.86000000\, 434567.40360000 4812873.81710000\, 434564.14760000 4812874.72640000\, 434560.65230000 4812876.49700000\, 434558.25820000 4812879.22470000\, 434557.20490000 4812881.56960000\, 434556.67810000 4812884.34520000\, 434556.91840000 4812886.20710000\, 434565.50480000 4812912.55850000\, 434573.26720000 4812934.86300000\, 434580.25330000 4812953.09450000\, 434594.61370000 4812980.24790000\, 434610.05320000 4813010.72230000\, 434639.89150000 4813087.99100000\, 434653.93750000 4813110.78690000\, 434655.87040000 4813113.74910000\, 434658.44760000 4813115.68100000\, 434662.44230000 4813116.71130000\, 434686.28180000 4813119.15830000\, 434691.56510000 4813121.34780000\, 434691.91560000 4813121.63440000\, 434695.81750000 4813124.82510000\, 434697.87930000 4813127.56190000\, 434733.91470000 4813238.60150000\, 434721.55560000 4813241.58310000\, 434660.62720000 4813256.80680000\, 434629.88610000 4813261.78910000\, 434608.83810000 4813264.55700000\, 434593.42750000 4813265.50650000\, 434591.19450000 4813265.64410000\, 434564.05370000 4813265.64410000\, 434311.35740000 4813269.35040000\, 434301.60050000 4813269.49350000\, 434282.49110000 4813269.49350000\, 434275.58550000 4813269.00050000\, 434285.90650000 4813258.33040000\, 434306.32460000 4813243.12520000\, 434424.10580000 4813160.58610000\, 434425.66990000 4813158.59490000\, 434426.59950000 4813155.60110000\, 434426.44460000 4813152.19440000\, 434424.99850000 4813149.56190000\, 434422.26130000 4813148.11660000\, 434418.90440000 4813148.11660000\, 434415.75400000 4813148.99410000\, 434361.50070000 4813164.25300000\, 434356.46120000 4813165.01610000\, 434350.65810000 4813164.25300000\, 434346.68760000 4813161.96350000\, 434343.17520000 4813157.99520000\, 434341.18990000 4813153.56900000\, 434341.03720000 4813147.46380000\, 434342.25890000 4813141.96920000\, 434345.92400000 4813136.32190000\, 434348.22860000 4813134.88230000\, 434350.81080000 4813133.26940000\, 434358.90460000 4813130.67470000\, 434406.39820000 4813114.34350000\, 434412.96490000 4813112.35930000\, 434420.90590000 4813110.83300000\, 434428.08340000 4813110.22250000\, 434435.87180000 4813110.37510000\, 434449.15780000 4813111.44350000\, 434454.80810000 4813110.98560000\, 434459.38950000 4813108.84880000\, 434461.83290000 4813103.96470000\, 434461.52750000 4813098.47010000\, 434459.54220000 4813094.95960000\, 434456.33530000 4813092.36490000\, 434451.29570000 4813091.14390000\, 434431.90120000 4813089.77020000\, 434427.94640000 4813088.86780000\, 434424.08620000 4813086.77800000\, 434421.51270000 4813083.88440000\, 434421.19100000 4813080.50860000\, 434421.67360000 4813076.97200000\, 434423.76450000 4813072.31020000\, 434441.82430000 4813029.18980000\, 434454.04270000 4812998.79060000\, 434462.36150000 4812979.04410000\, 434464.28310000 4812975.58730000\, 434470.16050000 4812965.01380000\, 434481.85890000 4812947.86550000\, 434493.55740000 4812929.93780000\, 434498.32620000 4812923.09910000\, 434502.59420000 4812916.80220000\, 434504.01680000 4812910.70850000\, 434501.78120000 4812900.55220000\, 434474.90070000 4812777.10230000\, 434474.61930000 4812775.47930000\, 434531.17960000 4812781.14540000\, 434527.48800000 4812838.59690000\, 434577.61190000 4812838.31610000\, 434579.04380000 4812868.68820000\, 434581.43040000 4812871.39150000\, 434585.56710000 4812872.82260000\, 434581.14550000 4812872.90790000\, 434576.40530000 4812872.71650000))",http://datos.santander.es/api/datos/secciones/103.csv
322,2017-10-31T02:00:00.179Z,08,029,08029,1454,2017-01-03,"POLYGON  (( 431238.81700000 4810444.30820000\, 431257.72660000 4810487.29620000\, 431270.15170000 4810512.13280000\, 431290.38690000 4810546.19440000\, 431308.84720000 4810577.41750000\, 431330.50240000 4810607.22140000\, 431370.22650000 4810666.87440000\, 431398.97470000 4810701.64410000\, 431407.67570000 4810710.34030000\, 431416.97680000 4810718.88660000\, 431429.42820000 4810728.48240000\, 431439.17940000 4810734.47980000\, 431455.08120000 4810742.42640000\, 431473.68340000 4810748.42380000\, 431495.58600000 4810752.47200000\, 431508.78750000 4810753.67150000\, 431518.68870000 4810754.12130000\, 431525.14540000 4810753.60020000\, 431435.81190000 4810794.94270000\, 431406.49930000 4810809.23360000\, 431377.90160000 4810819.95190000\, 431357.88320000 4810828.16910000\, 431341.79710000 4810832.45640000\, 431328.77260000 4810835.65560000\, 431305.17950000 4810841.72920000\, 431276.58190000 4810848.51740000\, 431257.63590000 4810853.16200000\, 431247.62670000 4810857.44930000\, 431238.32630000 4810863.84410000\, 431170.05560000 4810777.77720000\, 431161.83380000 4810765.62990000\, 431156.47170000 4810757.41260000\, 431152.89700000 4810740.97800000\, 431149.67970000 4810719.18430000\, 431147.17750000 4810698.81970000\, 431142.88780000 4810682.38510000\, 431140.38550000 4810673.09600000\, 431134.18450000 4810662.84720000\, 431128.84610000 4810654.60150000\, 431118.89740000 4810642.96060000\, 431110.40450000 4810632.77480000\, 431104.33820000 4810627.19690000\, 431098.51460000 4810622.58900000\, 431091.23500000 4810620.16390000\, 431080.31570000 4810617.49610000\, 431060.66080000 4810613.37330000\, 431039.30740000 4810609.00800000\, 431021.35110000 4810606.34030000\, 431055.45070000 4810575.56240000\, 431080.10760000 4810552.54290000\, 431098.84690000 4810536.75820000\, 431121.53120000 4810522.28880000\, 431153.74950000 4810500.25590000\, 431190.89930000 4810477.23640000\, 431222.13130000 4810454.54580000\, 431238.81700000 4810444.30820000))",http://datos.santander.es/api/datos/secciones/322.csv
72,2017-10-31T02:00:00.178Z,05,015,05015,756,2017-01-03,"POLYGON  (( 433517.45350000 4811756.58260000\, 433430.00110000 4811725.06780000\, 433466.79880000 4811621.72410000\, 433554.69320000 4811653.46650000\, 433517.45350000 4811756.58260000))",http://datos.santander.es/api/datos/secciones/72.csv
61,2017-10-31T02:00:00.178Z,05,002,05002,1134,2017-01-03,"POLYGON  (( 434563.16190000 4812219.45160000\, 434563.61510000 4812219.61550000\, 434721.40420000 4812276.04400000\, 434617.49280000 4812566.60800000\, 434616.91880000 4812565.22150000\, 434603.30060000 4812536.48780000\, 434601.78750000 4812530.43860000\, 434601.78750000 4812525.39770000\, 434610.48260000 4812476.01080000\, 434610.28530000 4812473.25010000\, 434609.00290000 4812470.58810000\, 434602.39350000 4812460.33430000\, 434599.53270000 4812457.17930000\, 434595.09350000 4812455.60180000\, 434591.44350000 4812454.81310000\, 434558.49500000 4812451.75670000\, 434554.64780000 4812451.65810000\, 434543.69780000 4812452.24970000\, 434540.06010000 4812452.50350000\, 434539.66790000 4812446.42640000\, 434539.20280000 4812439.22190000\, 434539.90040000 4812433.17960000\, 434542.69070000 4812430.15830000\, 434550.59670000 4812428.06670000\, 434558.73510000 4812426.43990000\, 434565.24590000 4812422.48910000\, 434566.40860000 4812417.60870000\, 434565.01340000 4812413.89030000\, 434561.52550000 4812411.56630000\, 434557.34000000 4812412.03110000\, 434544.55090000 4812416.91160000\, 434537.11000000 4812419.70030000\, 434529.20410000 4812420.16520000\, 434522.69330000 4812419.46790000\, 434517.81020000 4812417.60870000\, 434515.25240000 4812414.35510000\, 434515.01990000 4812409.70710000\, 434518.27530000 4812406.22110000\, 434524.08850000 4812405.52390000\, 434536.87750000 4812404.82670000\, 434548.50390000 4812404.12950000\, 434563.15320000 4812402.27030000\, 434568.50130000 4812400.64350000\, 434570.59410000 4812396.22790000\, 434572.91940000 4812388.79110000\, 434510.34200000 4812365.43950000\, 434563.16190000 4812219.45160000))",http://datos.santander.es/api/datos/secciones/61.csv
144,2017-10-31T02:00:00.177Z,08,005,08005,2357,2017-01-03,"POLYGON  (( 432144.08350000 4812746.36140000\, 432208.11120000 4812750.39970000\, 432231.29000000 4812752.26000000\, 432240.76000000 4812758.38000000\, 432249.28730000 4812767.19660000\, 432255.89620000 4812775.79980000\, 432263.41650000 4812781.60940000\, 432277.83180000 4812883.49610000\, 432254.68660000 4812886.33700000\, 432205.22290000 4812984.94130000\, 432188.71920000 4813019.85120000\, 432134.98000000 4813000.00000000\, 432134.51100000 4813025.27520000\, 432135.70590000 4813070.68290000\, 432139.58950000 4813113.40210000\, 432138.70720000 4813121.96520000\, 432135.21020000 4813130.53170000\, 432131.02740000 4813136.63110000\, 432124.46910000 4813144.60530000\, 432133.04780000 4813153.06440000\, 432097.93590000 4813184.59730000\, 432102.56500000 4813186.10500000\, 432102.20000000 4813186.01000000\, 432096.82000000 4813215.25000000\, 432093.30000000 4813235.42000000\, 432098.69000000 4813238.01000000\, 432100.26000000 4813238.97000000\, 432101.94000000 4813240.15000000\, 432103.52000000 4813241.12000000\, 432105.22000000 4813241.80000000\, 432106.13000000 4813241.85500000\, 432107.59000000 4813241.90000000\, 432103.08000000 4813269.22000000\, 432100.21000000 4813294.60000000\, 432114.64000000 4813296.60000000\, 432111.37000000 4813327.46000000\, 432109.79000000 4813340.29000000\, 432108.01000000 4813354.77000000\, 432123.58000000 4813357.36000000\, 432145.02180000 4813363.40490000\, 432145.71000000 4813363.53000000\, 432164.93000000 4813367.04000000\, 432156.67000000 4813390.84000000\, 432150.34000000 4813408.96000000\, 432135.36000000 4813443.02320000\, 432128.19000000 4813461.30000000\, 432127.78000000 4813462.46000000\, 432126.63110000 4813464.56240000\, 432149.39790000 4813473.84080000\, 432171.28050000 4813483.22970000\, 432187.52670000 4813491.73490000\, 432197.03130000 4813496.59500000\, 432202.89830000 4813500.69110000\, 432208.24890000 4813504.70190000\, 432217.34510000 4813510.04960000\, 432226.17370000 4813514.59520000\, 432233.21750000 4813520.06070000\, 432233.11510000 4813522.28690000\, 432233.11510000 4813526.73930000\, 432233.86430000 4813533.98240000\, 432235.73570000 4813541.07000000\, 432237.90250000 4813549.92960000\, 432238.59200000 4813555.44220000\, 432237.50860000 4813562.62830000\, 432234.15980000 4813568.83000000\, 432229.53050000 4813572.96450000\, 432222.83290000 4813574.44110000\, 432214.65790000 4813573.85050000\, 432209.53630000 4813572.86610000\, 432203.92490000 4813571.14660000\, 432200.08900000 4813570.05540000\, 432197.13830000 4813569.61310000\, 432194.74820000 4813569.64260000\, 432193.12540000 4813569.74940000\, 432188.44500000 4813571.86550000\, 432184.76750000 4813575.76370000\, 432181.98160000 4813579.88470000\, 432178.52690000 4813586.01040000\, 432163.75450000 4813623.23960000\, 432161.89640000 4813627.72220000\, 432157.60360000 4813631.94870000\, 432152.47780000 4813633.99790000\, 432145.68620000 4813634.76630000\, 432138.25380000 4813634.70230000\, 432131.71840000 4813633.99790000\, 432125.11900000 4813632.46100000\, 432118.90400000 4813630.66790000\, 432115.48210000 4813629.47880000\, 432118.16420000 4813636.18030000\, 432121.65090000 4813644.75830000\, 432127.55150000 4813657.62520000\, 432132.37920000 4813668.88380000\, 432133.45210000 4813676.65750000\, 432131.57460000 4813682.82300000\, 432124.86940000 4813690.59670000\, 432114.94570000 4813702.65950000\, 432107.16760000 4813714.72230000\, 432100.46190000 4813730.72330000\, 432090.85350000 4813753.98410000\, 432082.73980000 4813774.47070000\, 432081.88570000 4813785.35420000\, 432082.52620000 4813796.23770000\, 432081.45860000 4813805.84080000\, 432079.11950000 4813811.41060000\, 432071.01700000 4813820.85830000\, 432063.30040000 4813831.27000000\, 432059.24910000 4813840.33210000\, 432049.02460000 4813865.01170000\, 432026.64630000 4813919.57690000\, 432020.31300000 4813929.60870000\, 432012.96890000 4813943.37150000\, 432005.85410000 4813943.60090000\, 431996.67390000 4813944.51840000\, 431985.88700000 4813945.43600000\, 431974.64120000 4813947.50040000\, 431959.03470000 4813949.79420000\, 431950.54300000 4813950.48230000\, 431945.72340000 4813950.71170000\, 431935.62500000 4813949.33540000\, 431925.29720000 4813948.87670000\, 431915.88750000 4813950.02360000\, 431908.08420000 4813953.46430000\, 431901.42850000 4813958.96940000\, 431895.92040000 4813966.76830000\, 431889.49420000 4813977.77860000\, 431883.98600000 4813983.74250000\, 431874.57620000 4813989.93580000\, 431868.96510000 4813995.07240000\, 431838.94020000 4814036.37800000\, 431810.02020000 4814074.44620000\, 431799.17750000 4814089.08530000\, 431788.52490000 4814101.82320000\, 431782.05740000 4814112.46990000\, 431776.92130000 4814119.69440000\, 431768.55150000 4814124.82760000\, 431757.32830000 4814127.86950000\, 431743.82250000 4814129.58060000\, 431730.31660000 4814129.96080000\, 431719.47390000 4814129.58060000\, 431711.29430000 4814131.48170000\, 431698.16890000 4814136.99520000\, 431686.18480000 4814140.98770000\, 431679.14650000 4814145.36040000\, 431673.25010000 4814151.78650000\, 431660.08420000 4814165.87030000\, 431643.59250000 4814183.34320000\, 431622.13630000 4814205.30640000\, 431612.79250000 4814217.23910000\, 431600.85320000 4814236.78110000\, 431590.29820000 4814255.97730000\, 431579.57010000 4814275.69220000\, 431572.70560000 4814291.15320000\, 431565.99640000 4814307.64230000\, 431564.89650000 4814312.91890000\, 431565.55640000 4814318.30530000\, 431567.97610000 4814322.26270000\, 431572.04570000 4814325.78040000\, 431577.54520000 4814329.29810000\, 431585.46430000 4814333.47530000\, 431591.40370000 4814336.66330000\, 431593.94990000 4814338.99370000\, 431596.67760000 4814347.51310000\, 431594.29080000 4814357.05480000\, 431589.51730000 4814374.77520000\, 431586.10770000 4814389.76930000\, 431590.15260000 4814400.13470000\, 431602.39810000 4814411.68070000\, 431620.88180000 4814427.84510000\, 431644.67960000 4814444.70220000\, 431668.47740000 4814463.17570000\, 431687.19220000 4814481.88020000\, 431713.21290000 4814511.52340000\, 431742.75050000 4814541.52860000\, 431835.67890000 4814642.92900000\, 431844.15910000 4814650.98770000\, 431849.58090000 4814656.82330000\, 431852.36130000 4814662.65890000\, 431852.63930000 4814670.57860000\, 431851.80520000 4814677.80360000\, 431851.94420000 4814685.44550000\, 431853.89050000 4814693.36520000\, 431856.80990000 4814702.39650000\, 431855.82000000 4814709.02000000\, 431855.75000000 4814710.91000000\, 431855.25000000 4814712.47000000\, 431854.72500000 4814713.40500000\, 431851.41000000 4814719.25000000\, 431845.35000000 4814728.74000000\, 431832.35000000 4814749.12000000\, 431819.60000000 4814768.61000000\, 431792.34000000 4814811.63500000\, 431778.55000000 4814832.85000000\, 431770.09580000 4814843.95590000\, 431747.12460000 4814870.90120000\, 431741.17000000 4814875.96000000\, 431740.35000000 4814876.38000000\, 431732.42040000 4814882.45100000\, 431727.86920000 4814884.42300000\, 431722.99000000 4814884.85000000\, 431676.84000000 4814924.17000000\, 431650.15280000 4814950.15280000\, 431615.00000000 4814915.00000000\, 431595.00000000 4814883.00000000\, 431556.00000000 4814848.00000000\, 431507.00000000 4814819.00000000\, 431387.00000000 4814707.00000000\, 431338.00000000 4814638.00000000\, 431281.00000000 4814619.00000000\, 431266.00000000 4814620.00000000\, 431281.00000000 4814658.00000000\, 431277.00000000 4814670.00000000\, 431257.00000000 4814672.00000000\, 431233.00000000 4814652.00000000\, 431210.00000000 4814620.00000000\, 431196.50080000 4814612.53990000\, 431196.81230000 4814612.26960000\, 431226.99080000 4814571.46180000\, 431238.32000000 4814560.48000000\, 431258.34500000 4814537.55000000\, 431287.25010000 4814504.94750000\, 431326.40990000 4814466.23320000\, 431346.92310000 4814441.58240000\, 431366.88590000 4814419.38440000\, 431393.75770000 4814389.17880000\, 431439.23570000 4814334.74100000\, 431396.80490000 4814319.08900000\, 431362.53400000 4814306.60120000\, 431330.04800000 4814295.18390000\, 431315.37980000 4814288.36170000\, 431295.32580000 4814279.93120000\, 431272.88110000 4814271.04290000\, 431253.18900000 4814262.78950000\, 431245.53920000 4814260.13530000\, 431223.01010000 4814251.49980000\, 431224.66000000 4814246.74000000\, 431226.25000000 4814241.07000000\, 431230.01500000 4814229.22500000\, 431232.66500000 4814221.16500000\, 431235.86000000 4814211.06000000\, 431237.79000000 4814203.33000000\, 431238.99000000 4814203.63000000\, 431246.65770000 4814181.17070000\, 431252.66510000 4814163.75910000\, 431256.87010000 4814151.35080000\, 431259.67360000 4814141.34410000\, 431262.07650000 4814130.33680000\, 431265.44390000 4814107.26360000\, 431267.99680000 4814088.72270000\, 431269.69880000 4814075.79510000\, 431268.67760000 4814070.01170000\, 431265.10350000 4814060.99640000\, 431260.33810000 4814053.34190000\, 431250.48710000 4814035.17890000\, 431242.73700000 4814020.65540000\, 431235.63280000 4814002.90460000\, 431234.01810000 4813990.96310000\, 431234.98690000 4813974.50310000\, 431237.89320000 4813959.33420000\, 431247.25790000 4813937.06490000\, 431255.00810000 4813923.83240000\, 431257.59140000 4813912.85910000\, 431257.91430000 4813899.30390000\, 431255.97680000 4813887.68510000\, 431249.84130000 4813873.48440000\, 431244.99750000 4813857.67000000\, 431237.37220000 4813826.56770000\, 431230.81970000 4813795.69430000\, 431230.81970000 4813788.83350000\, 431232.70090000 4813786.31390000\, 431237.74800000 4813783.28730000\, 431243.25390000 4813780.26070000\, 431249.03510000 4813774.66620000\, 431255.91740000 4813769.25500000\, 431263.16690000 4813764.02730000\, 431270.78330000 4813761.27590000\, 431277.29870000 4813759.34980000\, 431283.17160000 4813758.43270000\, 431288.58570000 4813758.70790000\, 431288.80000000 4813757.23000000\, 431293.89500000 4813730.10500000\, 431298.72000000 4813707.24000000\, 431301.52000000 4813690.53000000\, 431299.24000000 4813688.26000000\, 431311.78000000 4813677.42000000\, 431298.33000000 4813674.79000000\, 431285.35000000 4813668.94000000\, 431281.84000000 4813668.93000000\, 431262.20000000 4813660.71000000\, 431261.67000000 4813659.71000000\, 431270.00500000 4813636.05000000\, 431277.04000000 4813616.22000000\, 431284.21000000 4813595.19000000\, 431286.71000000 4813589.53000000\, 431289.09000000 4813585.65000000\, 431291.47000000 4813583.19000000\, 431294.20000000 4813581.26000000\, 431297.39000000 4813579.81000000\, 431300.62000000 4813577.80000000\, 431303.48000000 4813576.21000000\, 431306.33000000 4813574.36500000\, 431307.54000000 4813573.12000000\, 431323.71500000 4813514.31500000\, 431324.12000000 4813512.09500000\, 431330.99090000 4813486.63710000\, 431335.33960000 4813469.40180000\, 431344.93670000 4813424.29030000\, 431340.28480000 4813424.40030000\, 431333.90950000 4813424.95920000\, 431326.19220000 4813426.18890000\, 431317.02080000 4813427.97740000\, 431307.29030000 4813431.44270000\, 431301.58610000 4813433.45480000\, 431301.36240000 4813429.43060000\, 431303.04010000 4813403.60840000\, 431305.72440000 4813381.47520000\, 431315.37000000 4813292.82000000\, 431327.82000000 4813296.23000000\, 431342.18000000 4813217.64000000\, 431342.51920000 4813215.97660000\, 431328.46970000 4813214.86800000\, 431328.62000000 4813213.19000000\, 431334.70000000 4813167.25000000\, 431340.92000000 4813121.45000000\, 431347.24000000 4813070.07000000\, 431347.74000000 4813062.35000000\, 431347.83170000 4813057.11490000\, 431344.14790000 4813057.30470000\, 431356.65730000 4812850.91830000\, 431373.81000000 4812735.00000000\, 431387.13000000 4812673.30000000\, 431413.67000000 4812575.95000000\, 431415.95700000 4812566.39050000\, 431538.57780000 4812600.04030000\, 431896.89560000 4812700.03530000\, 431908.49060000 4812704.60970000\, 431951.81940000 4812726.26220000\, 431963.71950000 4812731.44660000\, 431983.55310000 4812735.10610000\, 432014.79240000 4812737.29640000\, 432144.08350000 4812746.36140000))",http://datos.santander.es/api/datos/secciones/144.csv
147,2017-10-31T02:00:00.177Z,08,014,08014,780,2017-01-03,"POLYGON  (( 431897.18500000 4812509.89000000\, 431825.61350000 4812508.76640000\, 431755.26000000 4812497.35000000\, 431709.72000000 4812486.38000000\, 431661.96500000 4812474.78000000\, 431609.54500000 4812462.08000000\, 431590.84000000 4812458.09000000\, 431575.89680000 4812463.47340000\, 431473.26000000 4812437.32000000\, 431456.00000000 4812432.92000000\, 431447.23910000 4812430.89160000\, 431441.65530000 4812436.95830000\, 431439.30090000 4812442.94820000\, 431432.49700000 4812430.78520000\, 431425.64700000 4812418.53990000\, 431418.37350000 4812406.67890000\, 431412.07220000 4812391.69390000\, 431409.24750000 4812378.66340000\, 431408.16110000 4812369.32500000\, 431406.82820000 4812357.86870000\, 431410.59910000 4812336.34470000\, 431480.29410000 4812354.23130000\, 431508.97120000 4812360.05350000\, 431531.40320000 4812364.53030000\, 431576.65050000 4812375.30410000\, 431633.94630000 4812389.56520000\, 431639.76970000 4812391.01030000\, 431674.46280000 4812399.54230000\, 431693.56170000 4812404.29050000\, 431710.84070000 4812408.22470000\, 431726.93210000 4812411.51440000\, 431744.24940000 4812414.35200000\, 431768.94190000 4812417.54010000\, 431790.05220000 4812419.64280000\, 431807.82930000 4812420.75070000\, 431821.44950000 4812421.29340000\, 431848.05760000 4812421.66650000\, 431883.77150000 4812421.67320000\, 431889.77150000 4812421.69310000\, 431909.74110000 4812421.77120000\, 431909.41830000 4812448.46270000\, 431910.06490000 4812470.43570000\, 431903.59870000 4812484.97670000\, 431901.97370000 4812510.53760000\, 431897.18500000 4812509.89000000))",http://datos.santander.es/api/datos/secciones/147.csv
141,2017-10-31T02:00:00.176Z,08,019,08019,1032,2017-01-03,"POLYGON  (( 436325.33520000 4814808.65110000\, 436334.33010000 4814815.34570000\, 436351.17140000 4814824.52680000\, 436371.84030000 4814834.66430000\, 436381.40930000 4814840.59380000\, 436389.44720000 4814849.39240000\, 436395.37990000 4814864.88550000\, 436402.87050000 4814890.25540000\, 436408.51900000 4814914.98760000\, 436411.20870000 4814942.40800000\, 436409.59490000 4814969.02190000\, 436406.89400000 4814983.98790000\, 436402.05240000 4814998.50460000\, 436393.98320000 4815011.94600000\, 436382.95520000 4815021.08610000\, 436367.08560000 4815028.34450000\, 436348.79530000 4815032.64570000\, 436328.64950000 4815036.77040000\, 436308.43720000 4815039.91860000\, 436287.70000000 4815042.27980000\, 436272.47520000 4815044.37860000\, 436258.30040000 4815042.27980000\, 436244.65060000 4815038.08220000\, 436228.11330000 4815032.04810000\, 436212.88850000 4815022.86580000\, 436198.45110000 4815012.37170000\, 436183.07410000 4815001.23110000\, 436163.75410000 4814985.55640000\, 436146.93440000 4814972.83500000\, 436132.38760000 4814961.93090000\, 436118.29540000 4814954.43430000\, 436092.38390000 4814943.53020000\, 435940.56470000 4814880.87460000\, 435918.48430000 4814870.42120000\, 435844.68920000 4814833.83440000\, 435784.83970000 4814803.63570000\, 435745.68570000 4814784.61980000\, 435720.38230000 4814771.53950000\, 435724.03350000 4814763.49440000\, 435726.52060000 4814758.54370000\, 435731.84870000 4814753.42880000\, 435821.73710000 4814753.40340000\, 435832.78500000 4814753.40340000\, 435840.01640000 4814753.20270000\, 435849.05560000 4814752.39960000\, 435859.90260000 4814749.58900000\, 435868.94180000 4814746.57760000\, 435876.92380000 4814743.03760000\, 435891.03080000 4814740.43470000\, 435905.57180000 4814738.69940000\, 435929.87930000 4814737.18100000\, 435988.47750000 4814734.79500000\, 436045.73790000 4814734.06720000\, 436082.83650000 4814734.06720000\, 436107.10660000 4814735.45330000\, 436127.90950000 4814738.57200000\, 436161.88760000 4814743.76990000\, 436187.19780000 4814750.00730000\, 436224.98980000 4814763.52170000\, 436251.68690000 4814775.99660000\, 436276.30370000 4814787.43190000\, 436291.96820000 4814794.82520000\, 436300.61440000 4814798.25630000\, 436305.95480000 4814799.40010000\, 436318.30580000 4814799.61110000\, 436325.33520000 4814808.65110000))",http://datos.santander.es/api/datos/secciones/141.csv
