dc:identifier,dc:modified,ayto:parada,ayto:numero,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,vivo:address1,ayto:sentido,uri
147,2017-10-30T23:20:00.106Z,Jose Maria Cossio 1,6,432073.2,4812420,43.45972798941811,-3.840972048079019,Jose Mª cossio 1,A.Odriozola,http://datos.santander.es/api/datos/paradas_bus/147.csv
121,2017-10-30T23:20:00.105Z,Camarreal 136,353,429254.07,4810730.56,43.44425604653375,-3.8755966604578242,Camarreal nº 136,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/121.csv
122,2017-10-30T23:20:00.105Z,Las Esclavas,131,437057.11,4813233,43.46748396153073,-3.7794646967522536,Perez Galdos 41,General Dávila,http://datos.santander.es/api/datos/paradas_bus/122.csv
123,2017-10-30T23:20:00.105Z,Avenida Vicente Trueba 8,440,430832.9,4812008,43.455904919805924,-3.856249677792737,Avenida Vicente Trueba.8,Complejo Deportivo,http://datos.santander.es/api/datos/paradas_bus/123.csv
124,2017-10-30T23:20:00.105Z,Virgen del Mar 18,388,429713.7,4813395,43.468288179800254,-3.870260889310453,Virgen del Mar. 18,Ciriego,http://datos.santander.es/api/datos/paradas_bus/124.csv
125,2017-10-30T23:20:00.105Z,Virgen del Mar 37,389,429693.27,4813496.96,43.46920423564458,-3.870526600892107,Virgen del Mar. 37,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/125.csv
126,2017-10-30T23:20:00.105Z,San Pedro del Mar 51,387,432950,4813695,43.47128645658597,-3.830291851462754,San Pedro del Mar.51,Estaciones,http://datos.santander.es/api/datos/paradas_bus/126.csv
127,2017-10-30T23:20:00.105Z,Camping,276,436105,4815444,43.487309864835275,-3.791493925007867,Avenida del Faro S/N,El Faro,http://datos.santander.es/api/datos/paradas_bus/127.csv
129,2017-10-30T23:20:00.105Z,San Fernando,11,433779.8,4812456,43.46020518323775,-3.8198829398165284,San Fernando frente nº 22,A.Odriozola,http://datos.santander.es/api/datos/paradas_bus/129.csv
130,2017-10-30T23:20:00.105Z,Los Peligros,426,436813,4812836,43.46388897575968,-3.7824362345174083,Playa de los Peligros,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/130.csv
131,2017-10-30T23:20:00.105Z,Calle Alta 28,434,434385,4812459,43.46028554193849,-3.8124029820509624,C/ Alta nº 28,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/131.csv
105,2017-10-30T23:20:00.104Z,Puente la Marga,108,433131.4,4811629,43.452701653569726,-3.82779569033466,Jeronimo saiz de la Maza,Canalejas,http://datos.santander.es/api/datos/paradas_bus/105.csv
106,2017-10-30T23:20:00.104Z,Jeronimo Saiz de la Maza 9,109,433194.6,4812001,43.456056575822494,-3.827060241700295,Jeronimo Saiz de la Maza 9,Canalejas,http://datos.santander.es/api/datos/paradas_bus/106.csv
107,2017-10-30T23:20:00.104Z,Plaza de San Martin,324,436376.4,4812820,43.4637078943988,-3.787831139816456,Reina Victoria 49,Bº Pesquero,http://datos.santander.es/api/datos/paradas_bus/107.csv
108,2017-10-30T23:20:00.104Z,Barrio Las Tejeras,90,429030,4810145,43.4389628390366,-3.8782891957651007,Barrio Las Tejeras,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/108.csv
109,2017-10-30T23:20:00.104Z,Barrio La Torre nº 1,160,434164,4813964,43.473816285865006,-3.815316526960278,Barrio La Torre nº 1,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/109.csv
110,2017-10-30T23:20:00.104Z,Avenida del faro,279,436009,4815192,43.485032777645934,-3.7926513849181283,Avenida del Faro,Estaciones,http://datos.santander.es/api/datos/paradas_bus/110.csv
111,2017-10-30T23:20:00.104Z,Avenida de Parayas ( Chrysler ),293,432879.33,4811245.64,43.44922752411838,-3.830863682369408,Avenida de Parayas,Carrefour,http://datos.santander.es/api/datos/paradas_bus/111.csv
112,2017-10-30T23:20:00.104Z,Avenida de Parayas ( Ecrimesa ),295,432612.63,4810767.4,43.44489775053381,-3.834100380364889,Avenida de Parayas (,Carrefour,http://datos.santander.es/api/datos/paradas_bus/112.csv
113,2017-10-30T23:20:00.104Z,Emilio Diaz Caneja s/n,441,432686.4,4812547,43.460926869268576,-3.833408642055734,Emilio Diaz Caneja s/n,Plaza las Estaciones,http://datos.santander.es/api/datos/paradas_bus/113.csv
114,2017-10-30T23:20:00.104Z,"Francisco Caceres ",354,435640.2,4814395,43.477825348376804,-3.797117395521915,Francisco Caceres,Grupo Ateca,http://datos.santander.es/api/datos/paradas_bus/114.csv
116,2017-10-30T23:20:00.104Z,Estación de autobuses,439,434562.8,4812330,43.45913967608432,-3.810189858641715,Plaza de las Estaciones,Corban - Ciriego,http://datos.santander.es/api/datos/paradas_bus/116.csv
117,2017-10-30T23:20:00.104Z,General Davila 15,281,436073.7,4813349,43.46844491994978,-3.791634875851115,General Davila . 15,Plaza Italia,http://datos.santander.es/api/datos/paradas_bus/117.csv
118,2017-10-30T23:20:00.104Z,Catedral,146,434805.97,4812579.96,43.46141142064784,-3.8072142234463904,Calvo Sotelo,General Dávila,http://datos.santander.es/api/datos/paradas_bus/118.csv
119,2017-10-30T23:20:00.104Z,General Davila 125,191,433039.9,4812639,43.46178692083199,-3.8290506297391813,General Davila nº 125,Tunel de Puertochico,http://datos.santander.es/api/datos/paradas_bus/119.csv
120,2017-10-30T23:20:00.104Z,Camarreal 135,352,429272.06,4810743.26,43.44437208954452,-3.875376012164925,Camarreal nº 135,Piquio,http://datos.santander.es/api/datos/paradas_bus/120.csv
100,2017-10-30T23:20:00.103Z,Nuevo Parque,307,431458,4810890,43.445896683845085,-3.8483834036096156,Francisco Rivas Moreno,Canalejas,http://datos.santander.es/api/datos/paradas_bus/100.csv
101,2017-10-30T23:20:00.103Z,San Martin Del Pino 8,308,431126.8,4810668,43.443867517887305,-3.852448011443797,San Martin Del Pino.8,Canalejas,http://datos.santander.es/api/datos/paradas_bus/101.csv
102,2017-10-30T23:20:00.103Z,Santiago el Mayor 9,309,431509,4810211,43.4397880469475,-3.84766789642104,Santiago el Mayor 9,Canalejas,http://datos.santander.es/api/datos/paradas_bus/102.csv
103,2017-10-30T23:20:00.103Z,Francisco Tomas y Valiente 23,310,431791.3,4810126.64,43.43905430298255,-3.8441692951255306,Francisco Tomas Y Valiente,Canalejas,http://datos.santander.es/api/datos/paradas_bus/103.csv
104,2017-10-30T23:20:00.103Z,Francisco Tomas y Valiente 11,311,431943.82,4810143.93,43.43922385782502,-3.8422869641896256,Francisco Tomas y Valiente 11c,Canalejas,http://datos.santander.es/api/datos/paradas_bus/104.csv
