dc:identifier,dc:modified,ayto:parada,ayto:numero,gn:coordX,gn:coordY,wgs84_pos:lat,wgs84_pos:long,vivo:address1,ayto:sentido,uri
42064,2017-10-30T23:20:00.223Z,Ortega y Gasset.28,500,430744.13,4810658.9,43.44375026592359,-3.8571753633683796,Ortega y Gasset.28,Centro,http://datos.santander.es/api/datos/paradas_bus/42064.csv
50693,2017-10-30T23:20:00.223Z,Avenida de Cantabria nº 35,505,434901.67,4814192.02,43.47593386282703,-3.8062240806383896,Avenida de Cantabria nº 35,Puertochico,http://datos.santander.es/api/datos/paradas_bus/50693.csv
50694,2017-10-30T23:20:00.223Z,Avenida de Cantabria nº 76,506,434868.33,4814190.43,43.47591664260901,-3.806636083030331,Avenida de Cantabria nº 76,Albericia,http://datos.santander.es/api/datos/paradas_bus/50694.csv
27853,2017-10-30T23:20:00.222Z,Ojaiz 89,446,428443.6,4810351,43.440761683356854,-3.8855615104988055,Ojaiz 89,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/27853.csv
29519,2017-10-30T23:20:00.222Z,General Davila. 77,470,434429.06,4813260.58,43.467506389373405,-3.8119549066586558,General Davila. 77,Alto de Miranda,http://datos.santander.es/api/datos/paradas_bus/29519.csv
29520,2017-10-30T23:20:00.222Z,Calle Arriba Fte . 103,471,434748.01,4814533.04,43.47899081372329,-3.808164713857812,Calle Arriba Fte . 103,Lluja,http://datos.santander.es/api/datos/paradas_bus/29520.csv
29521,2017-10-30T23:20:00.222Z,Ricardo Leon,473,431429.33,4811975.58,43.45566794936998,-3.848874267092121,Ricardo Leon,LLuja - Cueto,http://datos.santander.es/api/datos/paradas_bus/29521.csv
30589,2017-10-30T23:20:00.222Z,Marques de Hazas - 1,479,434829.58,4814282.99,43.47674662282613,-3.8071262443397753,C/ Marques de Hazas,Monte,http://datos.santander.es/api/datos/paradas_bus/30589.csv
30590,2017-10-30T23:20:00.222Z,Marques de Hazas - 2,480,434828.59,4814297.28,43.476875195606866,-3.807140195361195,C/ Marques de Hazas,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/30590.csv
30597,2017-10-30T23:20:00.222Z,Jeronimo Sainz de la Maza ( Mercado Mexico ),481,433258.82,4812216.52,43.458002727560945,-3.8262929362908453,C/ Jeronimo Sainz de la Maza,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/30597.csv
28284,2017-10-30T23:20:00.222Z,La Pereda,463,435031.38,4814426.15,43.47805312555713,-3.8046483849416797,C/ La Pereda,Bº La Torre,http://datos.santander.es/api/datos/paradas_bus/28284.csv
41658,2017-10-30T23:20:00.222Z,C/ Adarzo.48,490,430280.58,4811722.26,43.45328102335236,-3.8630392699566842,C/ Adarzo. 48,Lluja,http://datos.santander.es/api/datos/paradas_bus/41658.csv
42063,2017-10-30T23:20:00.222Z,Camarreal Peñacastillo,499,429986.36,4811045.72,43.44716242117678,-3.866588480444409,Avda severo Ochoa,Centro,http://datos.santander.es/api/datos/paradas_bus/42063.csv
34897,2017-10-30T23:20:00.221Z,Pctcan - 2,486,429594.59,4811685.3,43.45288400701219,-3.871512297660159,Avda Severo Ochoa,Lluja,http://datos.santander.es/api/datos/paradas_bus/34897.csv
42035,2017-10-30T23:20:00.221Z,Centro de Salud Nueva Montaña,492,430882.9,4810226.7,43.439871835691996,-3.855405851731732,Carmen Bravo Villasante,Centro,http://datos.santander.es/api/datos/paradas_bus/42035.csv
42036,2017-10-30T23:20:00.221Z,Gertrudis Gomez de Avellaneda,493,431031.6,4810089.12,43.43864686839228,-3.8535511421044575,Gertrudis Gomez de Avellaneda,Centro,http://datos.santander.es/api/datos/paradas_bus/42036.csv
42037,2017-10-30T23:20:00.221Z,Eusebio Santamaria.1,494,431214.96,4810372.49,43.441215035723104,-3.851321369429373,Eusebio Santamaria.1,Centro,http://datos.santander.es/api/datos/paradas_bus/42037.csv
42038,2017-10-30T23:20:00.221Z,Eusebio Santamaria.2,495,431198.55,4810377.51,43.441258724154714,-3.851524766370175,Eusebio Santamaria.2,Centro,http://datos.santander.es/api/datos/paradas_bus/42038.csv
42039,2017-10-30T23:20:00.221Z,Eusebio Santamaria,496,431056.73,4810106.58,43.438806383097365,-3.8532428540851553,Eusebio Santamaria s/n,Carrefour,http://datos.santander.es/api/datos/paradas_bus/42039.csv
42040,2017-10-30T23:20:00.221Z,Carmen Bravo Villasante,497,430885.55,4810202.89,43.43965770984218,-3.85537009105759,Carmen Bravo Villasante s/n,Carrefour,http://datos.santander.es/api/datos/paradas_bus/42040.csv
27847,2017-10-30T23:20:00.221Z,El Mazo S/N,443,429880.26,4813212.99,43.46666512750817,-3.86817851181443,Corban,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/27847.csv
27852,2017-10-30T23:20:00.221Z,Ojaiz 166,447,428421.5,4810362,43.44085860625788,-3.8858360196020816,Ojaiz 166,Ojaiz,http://datos.santander.es/api/datos/paradas_bus/27852.csv
29511,2017-10-30T23:20:00.22Z,Bº La Sierra,466,430643.78,4812565.33,43.460905242460115,-3.8586579772490195,Bº La Sierra,Consuelo Berges,http://datos.santander.es/api/datos/paradas_bus/29511.csv
29512,2017-10-30T23:20:00.22Z,Vicente Trueba,467,430790,4812465,43.460015483585174,-3.8568379382318847,Vicente Trueba,Consuelo Berges,http://datos.santander.es/api/datos/paradas_bus/29512.csv
29514,2017-10-30T23:20:00.22Z,Vicente Trueba,468,430801,4812461,43.45998048813603,-3.856701471143607,Avenida de Vicente Trueba,Corban,http://datos.santander.es/api/datos/paradas_bus/29514.csv
29515,2017-10-30T23:20:00.22Z,Bº La Sierra nº 10,469,430700.4,4812610.31,43.461315462100224,-3.857963871869228,Bº La Sierra nº 10,Corban,http://datos.santander.es/api/datos/paradas_bus/29515.csv
41659,2017-10-30T23:20:00.219Z,C/ Adarzo.117,491,430295.92,4811715.91,43.45322528174538,-3.862848878099827,C/ adarzo . 117,Cueto,http://datos.santander.es/api/datos/paradas_bus/41659.csv
42041,2017-10-30T23:20:00.219Z,Carmen Bravo Villasante.1,498,431053.56,4810521.18,43.442538895911696,-3.8533344443100264,Carmen Bravo Villasante.1,Carrefour,http://datos.santander.es/api/datos/paradas_bus/42041.csv
50669,2017-10-30T23:20:00.219Z,Tetuan . 41,504,435915.29,4813077.82,43.46598979279549,-3.793561195733062,C/ Tetuan,Puertochico,http://datos.santander.es/api/datos/paradas_bus/50669.csv
50836,2017-10-30T23:20:00.219Z,Virgen del Mar,507,429134.14,4814193.03,43.47541835800871,-3.8775290153310893,C/ Virgen del Mar,Estaciones,http://datos.santander.es/api/datos/paradas_bus/50836.csv
51025,2017-10-30T23:20:00.219Z,Calle Rucandial,508,429993.42,4811879.78,43.45467240841975,-3.866608375322345,C/ Rucandial s/n,Lluja,http://datos.santander.es/api/datos/paradas_bus/51025.csv
26398,2017-10-30T23:20:00.219Z,Campo de Futbol,453,436187.69,4814251.57,43.47658093036815,-3.7903315557106905,Avenida de Pontejos,Alisal,http://datos.santander.es/api/datos/paradas_bus/26398.csv
26414,2017-10-30T23:20:00.219Z,Pctcan - 1,454,429706.9,4811675,43.452801835162845,-3.8701229961950556,Pctcan,Valdenoja,http://datos.santander.es/api/datos/paradas_bus/26414.csv
26416,2017-10-30T23:20:00.219Z,Adarzo,455,430062.6,4811870,43.454590827509264,-3.865752139138853,Joaquin Rodrigo,Pctcan,http://datos.santander.es/api/datos/paradas_bus/26416.csv
27854,2017-10-30T23:20:00.219Z,Valdecilla Sur,448,433142,4811851,43.45470136191628,-3.827691928994386,Jeronimo Sainz de la Maza,Carrefour,http://datos.santander.es/api/datos/paradas_bus/27854.csv
27855,2017-10-30T23:20:00.219Z,Valdecilla Sur,449,433159.7,4811840,43.45460390621078,-3.8274718267970034,Jeronimo Sainz de la Maza,Puertochico,http://datos.santander.es/api/datos/paradas_bus/27855.csv
27860,2017-10-30T23:20:00.219Z,Hermanos Calderon,451,430952.7,4810525.9,43.44257209182277,-3.854581304043007,Hermanos Calderon,San Martin,http://datos.santander.es/api/datos/paradas_bus/27860.csv
27861,2017-10-30T23:20:00.219Z,Cervantes 29,456,434489.52,4812852.88,43.463840985157354,-3.811158479288463,Cervantes 29,Miranda,http://datos.santander.es/api/datos/paradas_bus/27861.csv
29510,2017-10-30T23:20:00.219Z,Avenida del Deporte . 9,465,431437.01,4812565.2,43.4609772211122,-3.848853555513574,Avenida del Deporte . 9,Estaciones,http://datos.santander.es/api/datos/paradas_bus/29510.csv
31907,2017-10-30T23:20:00.218Z,Jose Ortega y Gasset - 2,477,430278.01,4810933.95,43.446183351964635,-3.8629701883836987,Jose Ortega y Gasset,Camarreal - Peñacastillo,http://datos.santander.es/api/datos/paradas_bus/31907.csv
27862,2017-10-30T23:20:00.218Z,Calle del Monte 12,457,434240.42,4812863.5,43.46391473486838,-3.8142388422604183,Calle del Monte 12,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/27862.csv
27864,2017-10-30T23:20:00.218Z,Veridiano Rojo,459,434581.7,4814404.88,43.477822394210904,-3.8102055514298283,Veridiano Rojo,Lluja,http://datos.santander.es/api/datos/paradas_bus/27864.csv
27867,2017-10-30T23:20:00.218Z,Menendez Pelayo 25,461,435549,4813061,43.465806867051896,-3.798087029036312,Menendez Pelayo,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/27867.csv
27868,2017-10-30T23:20:00.218Z,Jorge Sepulveda 2,462,434496.4,4814033,43.4744667274433,-3.811215416454199,Jorge Sepulveda,Corban,http://datos.santander.es/api/datos/paradas_bus/27868.csv
32214,2017-10-30T23:20:00.218Z,Luis Quintanilla Isasi,482,431344.29,4811864.69,43.45466176395936,-3.8499113076040925,Luis Quintanilla Isasi,Avenida de los Castros,http://datos.santander.es/api/datos/paradas_bus/32214.csv
32215,2017-10-30T23:20:00.218Z,Gerardo Diego - 1,483,431702.27,4811984.02,43.45576891138493,-3.845502044995381,Gerardo Diego,Avenida de los Castros,http://datos.santander.es/api/datos/paradas_bus/32215.csv
34904,2017-10-30T23:20:00.218Z,Pctcan - 3,487,429354.35,4811405.64,43.45034348779647,-3.874445027220079,Avda Abert Einstein,Lluja,http://datos.santander.es/api/datos/paradas_bus/34904.csv
41656,2017-10-30T23:20:00.218Z,Albert Einstein.14,489,429713.84,4811697.39,43.45300407184483,-3.8700401167692964,Avda Albert Einstein. 14,Pctcan,http://datos.santander.es/api/datos/paradas_bus/41656.csv
41657,2017-10-30T23:20:00.218Z,Pctcan,488,429159.27,4811516.02,43.451318826120286,-3.876870148285486,C/ isabel Torres,Odriozola,http://datos.santander.es/api/datos/paradas_bus/41657.csv
28285,2017-10-30T23:20:00.217Z,La Pereda,464,435044.61,4814423.24,43.4780280755881,-3.804484465257525,C/ La Pereda,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/28285.csv
50667,2017-10-30T23:20:00.217Z,Barrio Camino . 27,502,436336.37,4813121.74,43.46642120199236,-3.7883612213928206,Barrio Camino . 27,Centro de Salud,http://datos.santander.es/api/datos/paradas_bus/50667.csv
50668,2017-10-30T23:20:00.217Z,Centro de Salud,503,436110.42,4813106.4,43.466263813233866,-3.7911524836836126,C/ Tetuan,Puertochico,http://datos.santander.es/api/datos/paradas_bus/50668.csv
26963,2017-10-30T23:20:00.217Z,LLuja - Cementerio,445,429490,4811445,43.45071065653161,-3.8727737726056257,Barrio LLuja,Cueto,http://datos.santander.es/api/datos/paradas_bus/26963.csv
27631,2017-10-30T23:20:00.217Z,Consuelo Bergés 16,200,435554.5,4814589,43.479564632868474,-3.798199940852188,Consuelo Bergés 16,Pctcan,http://datos.santander.es/api/datos/paradas_bus/27631.csv
31903,2017-10-30T23:20:00.217Z,Peñacastillo - Camarreal,478,430005.74,4811044.78,43.44715577136567,-3.866348876103682,Avenida del Voluntariado,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/31903.csv
31904,2017-10-30T23:20:00.217Z,Avenida del Voluntariado,474,430243.62,4810783.14,43.44482235017138,-3.8633758505729623,Avenida del Voluntariado nº 6,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/31904.csv
31905,2017-10-30T23:20:00.217Z,Ricardo Lopez Aranda,475,430482.8,4810629.15,43.44345818216035,-3.860400716312878,Ricardo Lopez Aranda,Plaza de las Estaciones,http://datos.santander.es/api/datos/paradas_bus/31905.csv
31906,2017-10-30T23:20:00.217Z,Jose Ortega y Gasset - 1,476,430633.09,4810747.16,43.4445346176235,-3.858558668826107,Jose Ortega y Gasset,Camarreal - Peñacastillo,http://datos.santander.es/api/datos/paradas_bus/31906.csv
92,2017-10-30T23:20:00.216Z,Bartolome Darnis,299,431904.4,4810232,43.44001320262224,-3.8427850244517403,Bartolome Darnis 2,Carrefour,http://datos.santander.es/api/datos/paradas_bus/92.csv
93,2017-10-30T23:20:00.216Z,Colegio Nueva Montaña,300,431741.83,4810152.83,43.43928559177768,-3.8447838087066293,Francisco Tomas Y Valiente,Carrefour,http://datos.santander.es/api/datos/paradas_bus/93.csv
94,2017-10-30T23:20:00.216Z,Santiago el Mayor 10,301,431528.55,4810197.97,43.43967252162358,-3.8474247040725853,Santiago el Mayor 10,Carrefour,http://datos.santander.es/api/datos/paradas_bus/94.csv
95,2017-10-30T23:20:00.216Z,San Martin del Pino 1,302,431157,4810741,43.44452754424975,-3.8520840592665184,San Martin Del Pino.1,Carrefour,http://datos.santander.es/api/datos/paradas_bus/95.csv
96,2017-10-30T23:20:00.216Z,San Martin del Pino 23,303,431460.8,4810865,43.445671855550586,-3.848345660621049,Francisco Rivas Moreno,Carrefour,http://datos.santander.es/api/datos/paradas_bus/96.csv
97,2017-10-30T23:20:00.216Z,Institutos,304,431217.48,4810993.69,43.44680817187386,-3.8513686048810487,Francisco Rivas Moreno,Carrefour,http://datos.santander.es/api/datos/paradas_bus/97.csv
98,2017-10-30T23:20:00.216Z,Carrefour Peñacastillo,305,431039.2,4810821,43.445236966890626,-3.853549805691487,Peña Castillo,Canalejas,http://datos.santander.es/api/datos/paradas_bus/98.csv
99,2017-10-30T23:20:00.216Z,Francisco Rivas Moreno,306,431243.94,4810991.37,43.44678971615504,-3.8510413398317023,Francisco Rivas Moreno,Canalejas,http://datos.santander.es/api/datos/paradas_bus/99.csv
392,2017-10-30T23:20:00.215Z,La Gloria 157,421,431584,4813045,43.46531049950339,-3.847097010045192,La Gloria. 157,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/392.csv
393,2017-10-30T23:20:00.215Z,La Gloria 123,422,431826,4813058,43.46544964824,-3.844107270002661,La Gloria. 123,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/393.csv
394,2017-10-30T23:20:00.215Z,La Gloria 43,423,432085.7,4812881.24,43.46388184561577,-3.840875059672282,La Torre,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/394.csv
395,2017-10-30T23:20:00.215Z,La Gloria 1,424,432206.9,4812784,43.46301735516766,-3.8393648331429975,La Albericia,Corban,http://datos.santander.es/api/datos/paradas_bus/395.csv
80,2017-10-30T23:20:00.215Z,Perez Galdos 4,265,436491.4,4813155,43.46673384411504,-3.7864487085516463,Perez Galdos 4,Carrefour,http://datos.santander.es/api/datos/paradas_bus/80.csv
81,2017-10-30T23:20:00.215Z,Perez Galdos 36,267,437002.3,4813207,43.467245253440176,-3.780139231372383,Perez Galdos 36,Carrefour,http://datos.santander.es/api/datos/paradas_bus/81.csv
82,2017-10-30T23:20:00.215Z,Calle Alta Mercado,268,433345.72,4812226.92,43.458104113401596,-3.825220159952032,C/ Alta,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/82.csv
83,2017-10-30T23:20:00.215Z,Calle Alta 109,269,433624,4812253,43.458363673667165,-3.821783901358928,C/ Alta 109,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/83.csv
84,2017-10-30T23:20:00.215Z,Calle Alta 81,270,433940.7,4812300,43.458814877667514,-3.817875287289337,C/ Alta 81,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/84.csv
85,2017-10-30T23:20:00.215Z,Calle Alta 45,271,434156.8,4812394,43.45968025962116,-3.8152156985715027,C/ Alta 45,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/85.csv
86,2017-10-30T23:20:00.215Z,Monte Caloca,272,434400.4,4812513,43.460773079426374,-3.812219139843282,Monte Caloca 2,Valdecilla,http://datos.santander.es/api/datos/paradas_bus/86.csv
87,2017-10-30T23:20:00.215Z,Jeronimo Saiz de la Maza,92,433190,4812029,43.45630826080579,-3.827120527493969,Jeronimo Saiz de la Maza 12,Carrefour,http://datos.santander.es/api/datos/paradas_bus/87.csv
88,2017-10-30T23:20:00.215Z,Candina,93,433086.3,4811683,43.45318380544031,-3.8283596899136247,Jeronimo Saiz de la Maza,Carrefour,http://datos.santander.es/api/datos/paradas_bus/88.csv
89,2017-10-30T23:20:00.215Z,Avenida Parayas Mercedes,294,432754.5,4811018,43.44716677390687,-3.8323782203345664,Avenida Parayas S/N,Carrefour,http://datos.santander.es/api/datos/paradas_bus/89.csv
90,2017-10-30T23:20:00.215Z,Abilio Garcia baron 1 ( hote4l expres),296,432332.8,4810543,43.44285212769933,-3.8375303571223194,Abilio Garcia Baron,Carrefour,http://datos.santander.es/api/datos/paradas_bus/90.csv
91,2017-10-30T23:20:00.215Z,Francisco Tomas y Valiente 7,298,432049.19,4810160.4,43.43938171918218,-3.840987094078633,Francisco Tomas y Valiente,Carrefour,http://datos.santander.es/api/datos/paradas_bus/91.csv
391,2017-10-30T23:20:00.214Z,La Gloria 163,420,431261.39,4813055.99,43.465379856646585,-3.851086181406464,La Gloria. 163,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/391.csv
385,2017-10-30T23:20:00.212Z,La Albericia 1,413,432516.85,4812646.25,43.46180517478544,-3.835516603678195,La Albericia. 1,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/385.csv
386,2017-10-30T23:20:00.212Z,La Gloria 8,414,432206.8,4812789,43.4630623630291,-3.8393666915606293,La Albericia,Corban,http://datos.santander.es/api/datos/paradas_bus/386.csv
387,2017-10-30T23:20:00.212Z,La Gloria 60,415,432055.5,4812926,43.46428209323151,-3.841253938214138,C/ La Gloria,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/387.csv
388,2017-10-30T23:20:00.212Z,La Gloria 120,416,431829,4813067,43.465530952115564,-3.844071313470441,La Gloria. 120,Corban,http://datos.santander.es/api/datos/paradas_bus/388.csv
389,2017-10-30T23:20:00.212Z,La Gloria144,417,431584,4813054,43.46539152977969,-3.8470981407110174,La Gloria .144,Corban,http://datos.santander.es/api/datos/paradas_bus/389.csv
390,2017-10-30T23:20:00.212Z,La Gloria 234,418,431355,4813060,43.46542456035033,-3.8499295718207627,La Gloria .234,Corban,http://datos.santander.es/api/datos/paradas_bus/390.csv
371,2017-10-30T23:20:00.211Z,Barrio El Somo 78,399,430611,4813193,43.46655332696107,-3.859143108404753,Bº El Somo. 78,Corban,http://datos.santander.es/api/datos/paradas_bus/371.csv
372,2017-10-30T23:20:00.211Z,Barrio El Somo 30,400,430237.5,4813135,43.46599637700175,-3.863752593549777,Bº El Somo. 30,Corban,http://datos.santander.es/api/datos/paradas_bus/372.csv
373,2017-10-30T23:20:00.211Z,Corban,401,429920.8,4813116,43.465795697031744,-3.867664906427198,Corban,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/373.csv
374,2017-10-30T23:20:00.211Z,Ciriego,402,429759.1,4813776,43.471722705202374,-3.86974882728742,Ciriego,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/374.csv
375,2017-10-30T23:20:00.211Z,Corban,403,429918.2,4813044,43.465147214628715,-3.867687779713349,corban,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/375.csv
376,2017-10-30T23:20:00.211Z,El Mazo 30,404,430096.77,4813353.64,43.46795171831621,-3.8655202373561015,El Mazo. 30,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/376.csv
377,2017-10-30T23:20:00.211Z,El Mazo 2,405,430546.8,4813489,43.46921235154671,-3.859974453786183,El Mazo. 2,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/377.csv
378,2017-10-30T23:20:00.211Z,Barrio El Somo 43,406,430602,4813185,43.466480464960135,-3.859253339961448,El Somo. 43,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/378.csv
379,2017-10-30T23:20:00.211Z,Barrio El Somo 37,407,430811.2,4813135,43.46604968673443,-3.856661019860225,Bº El Somo. 37,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/379.csv
380,2017-10-30T23:20:00.211Z,El Somo,408,431032.99,4813071.48,43.46549828555909,-3.8539113978069777,El Somo,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/380.csv
381,2017-10-30T23:20:00.211Z,Corceño 69,409,430773.57,4812706.88,43.46219169251086,-3.8570717516889124,Corceño,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/381.csv
383,2017-10-30T23:20:00.211Z,Maria Blanchar,411,431778.1,4812664,43.46189795043087,-3.8446500109304504,Avda El Deporte,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/383.csv
384,2017-10-30T23:20:00.211Z,La cavaduca,412,431974.5,4812734,43.46254607965756,-3.8422311838988574,Avenida el Deporte,Las Estaciones,http://datos.santander.es/api/datos/paradas_bus/384.csv
370,2017-10-30T23:20:00.21Z,Ambulatorio,398,430815.31,4813139.18,43.46608770102398,-3.8566107466394484,Bº el Somo,Corban,http://datos.santander.es/api/datos/paradas_bus/370.csv
357,2017-10-30T23:20:00.207Z,Aviche 37,379,433533,4813862,43.4728420922897,-3.823105018759077,Aviche. 37,Puertochico,http://datos.santander.es/api/datos/paradas_bus/357.csv
358,2017-10-30T23:20:00.207Z,Canteros de Transmiera 2,380,433375.04,4813673.83,43.47113385877367,-3.825034789256332,Canteros de Transmiera. 2,Puertochico,http://datos.santander.es/api/datos/paradas_bus/358.csv
359,2017-10-30T23:20:00.207Z,Caleruco 5,382,432894.81,4812702.14,43.46234238939117,-3.8308517720765303,Caleruco,El Castillo,http://datos.santander.es/api/datos/paradas_bus/359.csv
360,2017-10-30T23:20:00.207Z,Corbanera 39,385,433067.06,4814514.91,43.478678917503885,-3.8289455456407144,Corbanera. 57,Puertochico,http://datos.santander.es/api/datos/paradas_bus/360.csv
361,2017-10-30T23:20:00.207Z,Corbanera 53,383,433039.08,4814485.59,43.478412431755814,-3.8292878770539085,Corbanera Fte. 33,Corbanera,http://datos.santander.es/api/datos/paradas_bus/361.csv
362,2017-10-30T23:20:00.207Z,Corbanera,384,433224,4814605,43.47950407248199,-3.827016225202378,Corbanera,Puertochico,http://datos.santander.es/api/datos/paradas_bus/362.csv
363,2017-10-30T23:20:00.207Z,Corbanera 93,386,432835.48,4814255.15,43.47631942240525,-3.8317766953408285,Corbanera. 93,El Castillo,http://datos.santander.es/api/datos/paradas_bus/363.csv
364,2017-10-30T23:20:00.207Z,La Albericia 18,390,432511.82,4812668.47,43.462004776288836,-3.835581529353134,La Albericia. 18,Corban,http://datos.santander.es/api/datos/paradas_bus/364.csv
366,2017-10-30T23:20:00.207Z,Maria Blanchar,393,431792.5,4812676,43.46200730456904,-3.844473524902095,Maria Blanchar,Corban,http://datos.santander.es/api/datos/paradas_bus/366.csv
367,2017-10-30T23:20:00.207Z,Instituto La Albericia,394,431424.3,4812566,43.46098325835676,-3.849010753439039,Avenida El Deporte,Corban,http://datos.santander.es/api/datos/paradas_bus/367.csv
368,2017-10-30T23:20:00.207Z,Casa Del Deporte,395,431233.1,4812517,43.46052453544417,-3.8513678228740487,Avenida El Deporte,Corban,http://datos.santander.es/api/datos/paradas_bus/368.csv
369,2017-10-30T23:20:00.207Z,Corceño,396,430787.46,4812750.14,43.46258246301806,-3.856905563567707,Corceño,Corban,http://datos.santander.es/api/datos/paradas_bus/369.csv
348,2017-10-30T23:20:00.206Z,El Castillo,371,432603.51,4814376.05,43.47738704817455,-3.8346595816347087,Corbanera,Puertochico,http://datos.santander.es/api/datos/paradas_bus/348.csv
349,2017-10-30T23:20:00.206Z,Corbanera 162,372,432490.2,4814288,43.47658407449995,-3.83604956950954,Corbanera. 162,Puertochico,http://datos.santander.es/api/datos/paradas_bus/349.csv
350,2017-10-30T23:20:00.206Z,El Parque,373,432717.21,4813921.08,43.47330102503983,-3.8331976088274633,Corbanera,Puertochico,http://datos.santander.es/api/datos/paradas_bus/350.csv
351,2017-10-30T23:20:00.206Z,San Pedro Del Mar 91,374,432853,4813941,43.473492583313444,-3.8315213360635303,San Pedro Del Mar. 91,Puertochico,http://datos.santander.es/api/datos/paradas_bus/351.csv
352,2017-10-30T23:20:00.206Z,Barrio Bolado 23,375,433094,4813931,43.4734241605481,-3.8285406867980085,Bº Bolado. 23,Puertochico,http://datos.santander.es/api/datos/paradas_bus/352.csv
353,2017-10-30T23:20:00.206Z,Barrio Bolado 37,376,433240.1,4813984.44,43.473918365501866,-3.8267410457313655,Bº Bolado. 37,Puertochico,http://datos.santander.es/api/datos/paradas_bus/353.csv
354,2017-10-30T23:20:00.206Z,Barrio Bolado 58,377,433339.3,4814054,43.474553495729474,-3.825523170967145,Bº Bolado. 58,Puertochico,http://datos.santander.es/api/datos/paradas_bus/354.csv
355,2017-10-30T23:20:00.206Z,Barrio El Somo,397,431028,4813081,43.465583537128474,-3.8539742850720526,Bº El Somo,Corban,http://datos.santander.es/api/datos/paradas_bus/355.csv
356,2017-10-30T23:20:00.206Z,Cruce Aviche,378,433613.56,4814154.65,43.475484098754634,-3.82214477732206,Cruce Aviche,Puertochico,http://datos.santander.es/api/datos/paradas_bus/356.csv
339,2017-10-30T23:20:00.205Z,Avenida de Cantabria nº 28,290,435683.5,4814410,43.47796412804231,-3.7965838190960897,Avenida de Cantabria nº 28,Complejo,http://datos.santander.es/api/datos/paradas_bus/339.csv
340,2017-10-30T23:20:00.205Z,Perez Galdos nº 18,266,436700.98,4813119.09,43.466428302845955,-3.783853811310898,Perez Galdos nº 18,Carrefour,http://datos.santander.es/api/datos/paradas_bus/340.csv
341,2017-10-30T23:20:00.205Z,General Davila 89,121,433959.3,4813013,43.465235970704754,-3.8177318470687673,General Davila 89,Plaza de los Remedios,http://datos.santander.es/api/datos/paradas_bus/341.csv
342,2017-10-30T23:20:00.205Z,General Davila 266,143,433748.1,4812918,43.4643619601676,-3.8203309512903596,General Davila 266,General Dávila,http://datos.santander.es/api/datos/paradas_bus/342.csv
343,2017-10-30T23:20:00.205Z,Cruce con Rucandial,334,430059.3,4812800,43.462963616102975,-3.865912319815802,Julio Jaurena,Corban,http://datos.santander.es/api/datos/paradas_bus/343.csv
344,2017-10-30T23:20:00.205Z,Autonomia 8,297,435780.3,4814791.7,43.48140907266339,-3.7954320549176663,Autonomia . 8,Lluja,http://datos.santander.es/api/datos/paradas_bus/344.csv
345,2017-10-30T23:20:00.205Z,Autonomia 3,336,436007.97,4814912.91,43.48251991444738,-3.7926312934048023,Autonomia . 3,Cueto,http://datos.santander.es/api/datos/paradas_bus/345.csv
346,2017-10-30T23:20:00.205Z,Autonomia 9,335,436042.1,4814915.85,43.48254930685143,-3.792209632037368,Autonomia frente numero 3,Lluja,http://datos.santander.es/api/datos/paradas_bus/346.csv
347,2017-10-30T23:20:00.205Z,Corbanera 93,370,432849.37,4814262.54,43.476387205513845,-3.8316058807497093,Corbanera. 93,El Castillo,http://datos.santander.es/api/datos/paradas_bus/347.csv
333,2017-10-30T23:20:00.131Z,Caleruco,365,432931.2,4812663,43.461993260895234,-3.8303971552134004,Bajada del Caleruco,El Castillo,http://datos.santander.es/api/datos/paradas_bus/333.csv
