,,29, ,39, ,01008,2,25,VITORIA-GASTEIZ,8,SAN MARTIN
ADURTZA,30,1, ,15, ,01006,4,23,VITORIA-GASTEIZ,18,ADURTZA
,,2, ,20, ,01006,4,23,VITORIA-GASTEIZ,18,ADURTZA
,,17, ,17, ,01006,4,24,VITORIA-GASTEIZ,18,ADURTZA
AGIRRELANDA,50,1, ,21, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,10, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,23, ,37, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,39, ,39, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
AIZKORRI,55,1, ,50, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
AJANALDE,4615,1, ,5, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ALAVA,60,1, ,37, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,2, ,10, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,12, ,20, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,39, ,45, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
ALBA,4783,21, ,39, ,01006,3,39,VITORIA-GASTEIZ,30,SALBURUA
ALBERT EINSTEIN,4522,2, ,2, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,5, ,15, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,21, ,29, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,28, ,30, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,31, ,37, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,34, ,40, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,44, ,46, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,48, ,50, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
ALBERTIA,85,3, ,3, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
,,4, ,22, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
ALBERTO SCHOMMER,1760,1, ,7, ,01006,4,21,VITORIA-GASTEIZ,18,ADURTZA
,,2, ,8, ,01006,4,27,VITORIA-GASTEIZ,19,SAN CRISTOBAL
,,10, ,10, ,01006,4,27,VITORIA-GASTEIZ,19,SAN CRISTOBAL
ALBOKA,90,2, ,8, ,01006,4,26,VITORIA-GASTEIZ,19,SAN CRISTOBAL
ALDABE,100,1, ,21, ,01012,1,20,VITORIA-GASTEIZ,4,CORONACION
,,2, ,20,B,01012,1,23,VITORIA-GASTEIZ,4,CORONACION
,,22, ,34, ,01012,1,23,VITORIA-GASTEIZ,4,CORONACION
ALDAPA,4944,1, ,5, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,2, ,8, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,7, ,11, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,10, ,10, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
ALFONSO XI,116,1, ,21, ,01010,5,19,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,4, ,01010,5,26,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,26, ,32, ,01010,5,18,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,31, ,41, ,01010,5,20,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
ALFREDO DONNAY,117,2, ,8, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
ALIBARRA,120,4, ,18, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,22, ,28, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,30, ,64, ,01010,5,7,VITORIA-GASTEIZ,23,SANSOMENDI
"ALTO DEL PRADO, CAMINO DEL",3180,2, ,10, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,5, ,5, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,12, ,14, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
"AMADEO GARCIA DE SALAZAR, PLAZA",130,1, ,4, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
AMADIS,4562,1, ,3, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,2, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
"AMARICA, PLAZA",135,1, ,5, ,01005,1,17,VITORIA-GASTEIZ,2,ENSANCHE
AMARITA,6050,1, ,999, ,01520,6,3,AMARITA,27,ZONA RURAL NOROESTE
AMATIERRA,4958,1, ,5, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,4, ,8, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,12, ,14, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
AMIZKARRA,150,1, ,7, ,01002,3,20,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,2, ,12, ,01002,3,28,VITORIA-GASTEIZ,12,SANTIAGO
ANBOTO,165,1, ,45, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
"ANCORA, PASAJE DEL",170,1, ,5, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
ANDALUCIA,190,1, ,11, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
,,2, ,14, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
,,13, ,25, ,01003,3,31,VITORIA-GASTEIZ,14,ARANA
,,16, ,26, ,01003,3,31,VITORIA-GASTEIZ,14,ARANA
,,27, ,27, ,01003,3,31,VITORIA-GASTEIZ,14,ARANA
,,28, ,62, ,01002,3,34,VITORIA-GASTEIZ,11,ARANTZABELA
,,35, ,49, ,01002,3,15,VITORIA-GASTEIZ,13,ARANBIZKARRA
ANDOIN,4897,1, ,3, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,2, ,12, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
ANDOLLU,6060,1, ,999, ,01193,6,1,ANDOLLU,26,ZONA RURAL ESTE
ANDRA MARI DE ANGOSTO,192,1, ,5, ,01193,6,1,VILLAFRANCA,26,ZONA RURAL ESTE
ANDRA MARI DE ESKOLUNBE,194,1, ,10, ,01193,6,1,VILLAFRANCA,26,ZONA RURAL ESTE
ANDRA MARI DE IBERNALO,191,1, ,16, ,01193,6,1,VILLAFRANCA,26,ZONA RURAL ESTE
ANDRA MARI DE LA ENCINA,193,1, ,15, ,01193,6,1,VILLAFRANCA,26,ZONA RURAL ESTE
ANDRA MARI DE TOLOÑO,4185,1, ,17, ,01193,6,1,VILLAFRANCA,26,ZONA RURAL ESTE
ANGELA FIGUERA AYMERICH,4561,1, ,1, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,8, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,3, ,5, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,10, ,18, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
ANGLO-VASCO,195,1, ,7, ,01002,3,21,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,2, ,4, ,01002,3,21,VITORIA-GASTEIZ,13,ARANBIZKARRA
ANGULEMA,1310,1, ,13, ,01004,4,4,VITORIA-GASTEIZ,15,DESAMPARADOS
,,2, ,12, ,01004,4,4,VITORIA-GASTEIZ,15,DESAMPARADOS
"ANORBIN, CANTON DE",200,1, ,3,A,01001,1,3,VITORIA-GASTEIZ,1,CASCO VIEJO
,,9, ,9, ,01001,1,1,VITORIA-GASTEIZ,1,CASCO VIEJO
ANTEZANA/ANDETXA,6070,1, ,999, ,01196,6,3,ANTEZANA/ANDETXA,27,ZONA RURAL NOROESTE
ANTONI TAPIES,4850,2, ,2, ,01015,2,43,VITORIA-GASTEIZ,29,ZABALGANA
ANTONIA MARIA DE OVIEDO,210,1, ,6, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,20, ,32, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
ANTONIO AMAT MAIZ,4871,1, ,3, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,2, ,4, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,6, ,6, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,8, ,12, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,14, ,16, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,18, ,20, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,22, ,24, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,26, ,28, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,30, ,32, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,45, ,51, ,01006,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,59, ,61, ,01006,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
ANTONIO DE SUCRE,215,1, ,1, ,01003,3,29,VITORIA-GASTEIZ,12,SANTIAGO
ANTONIO MACHADO,4546,9, ,9, ,01010,5,8,VITORIA-GASTEIZ,23,SANSOMENDI
,,11, ,25, ,01010,5,8,VITORIA-GASTEIZ,23,SANSOMENDI
,,12, ,54, ,01010,5,6,VITORIA-GASTEIZ,23,SANSOMENDI
,,27, ,35, ,01010,5,10,VITORIA-GASTEIZ,23,SANSOMENDI
,,56, ,58, ,01010,5,7,VITORIA-GASTEIZ,23,SANSOMENDI
,,60, ,60, ,01010,5,11,VITORIA-GASTEIZ,23,SANSOMENDI
,,62, ,70, ,01010,5,12,VITORIA-GASTEIZ,23,SANSOMENDI
ANTONIO MIRANDA,4541,1, ,12, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
ANTZUOLA,4701,2, ,14, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
ARAGON,240,1, ,11, ,01003,3,31,VITORIA-GASTEIZ,14,ARANA
,,6, ,6, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
ARAKA,230,1, ,33, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
,,2, ,16, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
,,18, ,28, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
ARAMANGELU,245,1, ,7, ,01010,5,38,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,8, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,9, ,15, ,01010,5,38,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,12, ,18, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,17, ,21, ,01010,5,38,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,20, ,20, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,22, ,22, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,30, ,34, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
ARANA,260,1, ,1, ,01002,3,25,VITORIA-GASTEIZ,10,EL ANGLO
,,2, ,22, ,01002,3,26,VITORIA-GASTEIZ,10,EL ANGLO
,,3, ,13, ,01002,3,25,VITORIA-GASTEIZ,10,EL ANGLO
,,15, ,31, ,01002,3,22,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,24, ,26, ,01002,3,28,VITORIA-GASTEIZ,12,SANTIAGO
,,26,A,38, ,01002,3,28,VITORIA-GASTEIZ,12,SANTIAGO
,,35, ,39, ,01002,3,28,VITORIA-GASTEIZ,12,SANTIAGO
ARANBALTZA,4773,4, ,4, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,10, ,10, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARANBIZKARRA,250,2, ,2, ,01003,3,31,VITORIA-GASTEIZ,14,ARANA
ARANETA,4606,1, ,7, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARANGIZ,6090,1, ,999, ,01196,6,3,ARANGIZ,27,ZONA RURAL NOROESTE
ARANGUTXI,283,3, ,15, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,4, ,16, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,17, ,33, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARANTZABELA,290,1, ,5, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
,,6, ,7, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
ARANZABAL,285,1, ,1, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
,,2, ,2, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
,,4, ,8, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
,,7, ,11, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
ARATZ,295,1, ,32, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
ARCA,300,1, ,11, ,01005,1,16,VITORIA-GASTEIZ,2,ENSANCHE
,,2, ,2, ,01005,1,16,VITORIA-GASTEIZ,2,ENSANCHE
ARCENA,4910,3, ,15, ,01195,6,2,ARIÑIZ/ARIÑEZ,28,ZONA RURAL SUROESTE
AREITIO,320,1, ,1, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,2, ,2, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
ARENAL,4612,1, ,1, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,2, ,2, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARETXABALETA,6120,1, ,999, ,01194,6,2,ARETXABALETA,28,ZONA RURAL SUROESTE
ARGANDOÑA,6130,1, ,999, ,01193,6,1,ARGANDOÑA,26,ZONA RURAL ESTE
ARGENTINA,330,1, ,3, ,01009,2,14,VITORIA-GASTEIZ,7,TXAGORRITXU
,,2, ,10, ,01009,2,13,VITORIA-GASTEIZ,7,TXAGORRITXU
,,5, ,7, ,01009,2,10,VITORIA-GASTEIZ,7,TXAGORRITXU
,,12, ,30, ,01009,2,10,VITORIA-GASTEIZ,7,TXAGORRITXU
ARIZNABARRA,340,1, ,3, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,2,A,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,4, ,8, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,5, ,7, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,9, ,19,C,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
,,10, ,10, ,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
,,21, ,41, ,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
,,43, ,47, ,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
ARIZNABARRETA,349,1, ,3, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
ARKAIA,6110,1, ,999, ,01193,6,1,ARKAIA,26,ZONA RURAL ESTE
ARKAMU,4913,1, ,3, ,01195,6,2,ARIÑIZ/ARIÑEZ,28,ZONA RURAL SUROESTE
,,6, ,6, ,01195,6,2,ARIÑIZ/ARIÑEZ,28,ZONA RURAL SUROESTE
ARKATXA,310,1, ,1, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
ARKAUTI/ARCAUTE,6100,1, ,999, ,01192,6,1,ARKAUTI/ARCAUTE,26,ZONA RURAL ESTE
ARMENTIA,6150,35, ,35, ,01007,6,2,ARMENTIA,28,ZONA RURAL SUROESTE
,,50, ,50, ,01007,6,2,ARMENTIA,28,ZONA RURAL SUROESTE
"ARMENTIA, ALTO DE",350,1, ,25, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,2, ,26, ,01007,2,37,VITORIA-GASTEIZ,29,ZABALGANA
,,28, ,28, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,30, ,42, ,01015,2,40,VITORIA-GASTEIZ,29,ZABALGANA
,,44, ,44, ,01015,2,40,VITORIA-GASTEIZ,29,ZABALGANA
,,46, ,50, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
"ARMENTIA, CAMINO DE",367,2, ,12, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,3, ,5, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,7, ,7, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,18, ,20, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,22, ,30, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,32, ,34, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
,,36, ,36, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
ARRIAGA,6160,1, ,4, ,01013,5,20,ARRIAGA,24,ARRIAGA-LAKUA
,,5, ,5, ,01013,5,20,ARRIAGA,24,ARRIAGA-LAKUA
,,7, ,7, ,01013,5,20,ARRIAGA,24,ARRIAGA-LAKUA
,,10, ,10, ,01013,5,20,ARRIAGA,24,ARRIAGA-LAKUA
,,14, ,999, ,01013,5,20,ARRIAGA,24,ARRIAGA-LAKUA
ARRIAGANA,400,1, ,7, ,01013,5,25,VITORIA-GASTEIZ,25,ABETXUKO
,,2, ,4, ,01013,5,25,VITORIA-GASTEIZ,25,ABETXUKO
,,6, ,10, ,01013,5,25,VITORIA-GASTEIZ,25,ABETXUKO
,,12, ,14, ,01013,5,25,VITORIA-GASTEIZ,25,ABETXUKO
,,16, ,20, ,01013,5,25,VITORIA-GASTEIZ,25,ABETXUKO
"ARRIETA, PASAJE DE",411,2, ,10, ,01002,3,28,VITORIA-GASTEIZ,12,SANTIAGO
ARRIURDINA,4623,1, ,13, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,2, ,10, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,12, ,26, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,15, ,21, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARROXETA,4614,1, ,7, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,2, ,4, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ARTANDI,4925,1, ,3, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,2, ,2, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,5, ,7, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,9, ,13,B,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
ARTAPADURA,420,1, ,7, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,4, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,7,B,9, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,10, ,10, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,11, ,15,C,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,12, ,14, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
ARTATZA FORONDA,6170,1, ,999, ,01196,6,3,ARTATZA FORONDA,27,ZONA RURAL NOROESTE
ARTETXO,4934,1, ,1, ,01194,6,2,BERROSTEGIETA,28,ZONA RURAL SUROESTE
ARTZARANA,430,8, ,16, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
ARTZUA,4804,2, ,4, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,3, ,3, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
ASESTADERO,4676,2,A,2,G,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,4, ,8, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
ASKARRA,4774,4, ,4, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,10, ,12, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,14, ,14, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,20, ,20, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
ASKARTZA,6180,1, ,999, ,01193,6,1,ASKARTZA,26,ZONA RURAL ESTE
ASPARRENA,4888,1, ,17, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,2, ,16, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,18, ,42, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,25, ,27, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,33, ,33, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,58, ,66, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
,,86, ,100, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
ASTEGUIETA,6190,1, ,999, ,01191,6,3,ASTEGUIETA,27,ZONA RURAL NOROESTE
ASTURIAS,440,1, ,3, ,01003,3,32,VITORIA-GASTEIZ,14,ARANA
"ATENAS ,PASEO DE",4699,1, ,3, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,2, ,6, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,7, ,9, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,8, ,8, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
ATXO APELLANIZ,4540,1, ,13, ,01007,2,35,VITORIA-GASTEIZ,20,MENDIZORROTZA
AZEDUIA,460,1, ,41, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
,,2, ,12, ,01013,5,23,VITORIA-GASTEIZ,25,ABETXUKO
AZKOITIA,4702,1, ,1, ,01013,6,1,BETOÑO,26,ZONA RURAL ESTE
,,3, ,3, ,01013,6,1,BETOÑO,26,ZONA RURAL ESTE
AZPEITIA,4669,2, ,4, ,01013,6,1,BETOÑO,26,ZONA RURAL ESTE
AZUCARERA,4618,2, ,28, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
BADAIA,480,1, ,23, ,01012,1,19,VITORIA-GASTEIZ,4,CORONACION
,,2, ,18,A,01012,1,20,VITORIA-GASTEIZ,4,CORONACION
,,20, ,22, ,01012,1,20,VITORIA-GASTEIZ,4,CORONACION
,,23,A,35, ,01012,1,21,VITORIA-GASTEIZ,4,CORONACION
,,24, ,26, ,01012,1,21,VITORIA-GASTEIZ,4,CORONACION
,,37, ,37, ,01012,1,22,VITORIA-GASTEIZ,4,CORONACION
BAIONA,4548,3, ,9, ,01010,5,9,VITORIA-GASTEIZ,23,SANSOMENDI
,,6, ,8, ,01010,5,8,VITORIA-GASTEIZ,23,SANSOMENDI
,,10, ,14, ,01010,5,9,VITORIA-GASTEIZ,23,SANSOMENDI
,,11, ,17, ,01010,5,33,VITORIA-GASTEIZ,23,SANSOMENDI
,,21, ,25, ,01010,5,33,VITORIA-GASTEIZ,23,SANSOMENDI
,,24, ,34, ,01010,5,10,VITORIA-GASTEIZ,23,SANSOMENDI
,,33, ,35, ,01010,5,30,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,36, ,60, ,01010,5,27,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,39, ,41, ,01010,5,37,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,43, ,47, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,49, ,51, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,64, ,68, ,01010,5,27,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
