,,74, ,78, ,01010,5,27,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,80, ,88, ,01010,5,27,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
BARCELONA,4598,1, ,3, ,01010,5,30,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,5, ,5, ,01010,5,37,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,12, ,18, ,01010,5,37,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,13, ,15, ,01010,5,37,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,17, ,21, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,23, ,23, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,26, ,36, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
BAROA,4649,1, ,3,A,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,6, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,5, ,7, ,01010,5,34,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
BARRATXI,490,1, ,35, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,2, ,22, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,37, ,41, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
BARRENKALE,500,1, ,29, ,01001,1,4,VITORIA-GASTEIZ,1,CASCO VIEJO
,,2, ,22, ,01001,1,7,VITORIA-GASTEIZ,1,CASCO VIEJO
BARRUNDIA,4885,3, ,3, ,01006,4,32,VITORIA-GASTEIZ,31,ARETXABALETA-GARDELEGI
BARTOLOME DE LAS CASAS,4705,1, ,31, ,01015,2,37,VITORIA-GASTEIZ,29,ZABALGANA
,,2, ,20, ,01015,2,37,VITORIA-GASTEIZ,29,ZABALGANA
BASABURUA,4874,2, ,4, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,6, ,8, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,10, ,12, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,16, ,18, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,20, ,22, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,24, ,26, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
,,28, ,30, ,01510,6,3,MIÑAO/MIÑANO MAYOR,27,ZONA RURAL NOROESTE
BASALDEA,505,3, ,7, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,4, ,4, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,9, ,19, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,21, ,27, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
BASOA,510,1, ,15, ,01012,1,29,VITORIA-GASTEIZ,4,CORONACION
,,2, ,14, ,01012,1,32,VITORIA-GASTEIZ,5,EL PILAR
BASTITURRI,520,1, ,11, ,01008,2,4,VITORIA-GASTEIZ,3,LOVAINA
,,2, ,4, ,01008,2,6,VITORIA-GASTEIZ,3,LOVAINA
BASTOBI,4923,2, ,4, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,3, ,7, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,6, ,6,A,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
"BATAN, PASEO DEL",530,1, ,17, ,01007,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,2, ,28, ,01007,2,34,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,60, ,62, ,01007,2,34,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,93, ,93, ,01007,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,95, ,95, ,01007,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
BEATO TOMAS DE ZUMARRAGA,540,1, ,3, ,01008,2,5,VITORIA-GASTEIZ,3,LOVAINA
,,2, ,18, ,01008,1,19,VITORIA-GASTEIZ,4,CORONACION
,,5, ,15, ,01008,2,6,VITORIA-GASTEIZ,3,LOVAINA
,,17, ,21, ,01008,2,6,VITORIA-GASTEIZ,3,LOVAINA
,,20, ,26, ,01008,1,21,VITORIA-GASTEIZ,4,CORONACION
,,23, ,23, ,01008,2,20,VITORIA-GASTEIZ,8,SAN MARTIN
,,27, ,27,A,01008,2,18,VITORIA-GASTEIZ,8,SAN MARTIN
,,28, ,30, ,01008,1,22,VITORIA-GASTEIZ,4,CORONACION
,,29, ,33, ,01008,2,17,VITORIA-GASTEIZ,8,SAN MARTIN
,,32, ,40, ,01009,2,12,VITORIA-GASTEIZ,7,TXAGORRITXU
,,35, ,35, ,01008,2,17,VITORIA-GASTEIZ,8,SAN MARTIN
,,48, ,60, ,01009,2,13,VITORIA-GASTEIZ,7,TXAGORRITXU
,,64, ,74, ,01009,2,14,VITORIA-GASTEIZ,7,TXAGORRITXU
,,67, ,71, ,01008,2,17,VITORIA-GASTEIZ,8,SAN MARTIN
,,76, ,76, ,01009,2,16,VITORIA-GASTEIZ,7,TXAGORRITXU
,,78, ,88, ,01009,2,16,VITORIA-GASTEIZ,7,TXAGORRITXU
,,90, ,100, ,01009,2,16,VITORIA-GASTEIZ,7,TXAGORRITXU
BECERRO DE BENGOA,550,2, ,4, ,01005,2,1,VITORIA-GASTEIZ,3,LOVAINA
BEETHOVEN,570,2, ,12, ,01012,1,25,VITORIA-GASTEIZ,4,CORONACION
BEHENAFARROA,4582,1, ,1, ,01002,3,4,VITORIA-GASTEIZ,9,ZARAMAGA
,,2, ,2, ,01002,3,4,VITORIA-GASTEIZ,9,ZARAMAGA
BEKOLARRA,560,1, ,13,E,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,2, ,10, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
BEKOLASA,4952,1, ,1, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,2, ,4, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,3, ,3, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
BELATE,4568,5, ,9,A,01010,5,9,VITORIA-GASTEIZ,23,SANSOMENDI
,,11, ,17, ,01010,5,33,VITORIA-GASTEIZ,23,SANSOMENDI
BENITO GUINEA,580,1, ,1, ,01003,4,7,VITORIA-GASTEIZ,16,JUDIMENDI
,,2, ,18, ,01003,4,10,VITORIA-GASTEIZ,16,JUDIMENDI
,,3, ,11, ,01003,4,12,VITORIA-GASTEIZ,16,JUDIMENDI
"BENITO PEREZ GALDOS, PLAZA",3030,1, ,4, ,01002,3,18,VITORIA-GASTEIZ,13,ARANBIZKARRA
"BERLIN ,PASEO DE",4695,1, ,5, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,6, ,8, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,7, ,11, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,10, ,10, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,12, ,18, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,13, ,17, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,20, ,22, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,24, ,28, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,30, ,34, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
BERNAL DIAZ DE LUCO,600,1, ,3, ,01013,3,2,VITORIA-GASTEIZ,9,ZARAMAGA
,,2, ,8, ,01013,3,4,VITORIA-GASTEIZ,9,ZARAMAGA
,,5, ,11, ,01013,3,3,VITORIA-GASTEIZ,9,ZARAMAGA
BETOÑO,6210,1, ,999, ,01013,6,1,BETOÑO,26,ZONA RURAL ESTE
BIAK BAT,615,16, ,22, ,01007,2,35,ARMENTIA,20,MENDIZORROTZA
BIDEGANA,4775,1, ,7, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,6, ,8, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
,,9, ,9, ,01015,6,2,VITORIA-GASTEIZ,28,ZONA RURAL SUROESTE
BIDEZARRA,4955,1, ,5, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
,,2, ,2, ,01194,6,2,LASARTE,28,ZONA RURAL SUROESTE
"BILBAO, PLAZA DE",620,1, ,1, ,01002,1,8,VITORIA-GASTEIZ,1,CASCO VIEJO
,,2, ,2, ,01002,3,23,VITORIA-GASTEIZ,10,EL ANGLO
,,5, ,5, ,01002,1,7,VITORIA-GASTEIZ,1,CASCO VIEJO
BIZENTA MOGEL,623,2, ,8, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
,,10, ,16, ,01008,2,2,VITORIA-GASTEIZ,3,LOVAINA
BIZKAIA,4220,1, ,9, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,2, ,10, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,11, ,19, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
,,12, ,20, ,01006,2,33,VITORIA-GASTEIZ,20,MENDIZORROTZA
BLAS DE OTERO,4547,1, ,23, ,01010,5,28,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,8, ,8, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,12, ,12, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,14, ,18, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,24, ,28, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,25, ,33, ,01010,5,28,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
BOLIVAR,6220,1, ,999, ,01194,6,1,BOLIVAR,26,ZONA RURAL ESTE
BOLIVIA,630,1, ,23, ,01009,2,10,VITORIA-GASTEIZ,7,TXAGORRITXU
,,2, ,22, ,01009,2,11,VITORIA-GASTEIZ,7,TXAGORRITXU
BORINBIZKARRA,4671,3,A,3,E,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,6, ,10, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,7,A,11,E,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,12, ,12, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,13, ,15, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,14, ,18, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
BRASIL,2110,1, ,7, ,01012,1,38,VITORIA-GASTEIZ,5,EL PILAR
,,6, ,16, ,01012,1,37,VITORIA-GASTEIZ,5,EL PILAR
,,9, ,9, ,01012,1,38,VITORIA-GASTEIZ,5,EL PILAR
"BRATISLAVA , AVENIDA DE",4736,1, ,1, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,2, ,2, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
BREMEN,4650,1, ,15, ,01010,2,45,VITORIA-GASTEIZ,29,ZABALGANA
,,2, ,12,A,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,17, ,19, ,01010,2,45,VITORIA-GASTEIZ,29,ZABALGANA
BRUNO VILLARREAL,640,1, ,3, ,01012,1,25,VITORIA-GASTEIZ,4,CORONACION
,,2, ,16, ,01012,1,29,VITORIA-GASTEIZ,4,CORONACION
,,5, ,19, ,01012,1,25,VITORIA-GASTEIZ,4,CORONACION
"BRUSELAS , AVENIDA DE",4681,1, ,5, ,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,4, ,6, ,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,7, ,9, ,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,8, ,8,A,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,11, ,11, ,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,13, ,15, ,01003,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,16, ,20, ,01003,3,40,VITORIA-GASTEIZ,30,SALBURUA
,,34, ,40, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
BUCAREST,4741,1, ,5, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
"BUDAPEST , AVENIDA DE",4734,2, ,20, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,5, ,7, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,9, ,15, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,17, ,19, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,21, ,27, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,29, ,33, ,01003,3,39,VITORIA-GASTEIZ,30,SALBURUA
,,44, ,50, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,52, ,60, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
BUENO MONREAL,650,1, ,11, ,01001,1,8,VITORIA-GASTEIZ,1,CASCO VIEJO
,,2, ,22, ,01001,1,8,VITORIA-GASTEIZ,1,CASCO VIEJO
BULEVAR DE MARITURRI,4764,2, ,4,B,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,6, ,10, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,12, ,14, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,16, ,18, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,20, ,20, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,22, ,22, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,24, ,26, ,01015,2,41,VITORIA-GASTEIZ,29,ZABALGANA
,,28, ,30, ,01015,2,43,VITORIA-GASTEIZ,29,ZABALGANA
,,32, ,36, ,01015,2,43,VITORIA-GASTEIZ,29,ZABALGANA
,,38, ,44, ,01015,2,43,VITORIA-GASTEIZ,29,ZABALGANA
,,46, ,52, ,01015,2,43,VITORIA-GASTEIZ,29,ZABALGANA
,,58, ,58, ,01015,2,46,VITORIA-GASTEIZ,29,ZABALGANA
,,60, ,66, ,01015,2,46,VITORIA-GASTEIZ,29,ZABALGANA
BULEVAR DE SALBURUA,4680,1, ,1, ,01003,3,40,VITORIA-GASTEIZ,30,SALBURUA
,,2,A,2,A,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,3, ,5, ,01003,3,40,VITORIA-GASTEIZ,30,SALBURUA
,,4, ,6, ,01002,3,35,VITORIA-GASTEIZ,30,SALBURUA
,,7, ,13, ,01003,3,40,VITORIA-GASTEIZ,30,SALBURUA
,,8, ,10, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,14, ,18, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,15, ,23, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,22, ,26, ,01003,3,38,VITORIA-GASTEIZ,30,SALBURUA
,,25, ,31, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,28, ,34, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,36, ,42, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,44, ,56, ,01003,3,41,VITORIA-GASTEIZ,30,SALBURUA
,,64, ,64, ,01006,3,39,VITORIA-GASTEIZ,30,SALBURUA
,,66, ,72, ,01006,3,39,VITORIA-GASTEIZ,30,SALBURUA
BURGOS,660,1, ,1, ,01002,3,13,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,2, ,4, ,01002,3,13,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,3, ,11, ,01002,3,14,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,6, ,12, ,01002,3,16,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,15, ,15, ,01002,3,14,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,17, ,21, ,01002,3,15,VITORIA-GASTEIZ,13,ARANBIZKARRA
,,23, ,23, ,01002,3,15,VITORIA-GASTEIZ,13,ARANBIZKARRA
BURUBIZKARRA,670,1, ,4, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,3,A,4,A,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
,,9, ,10, ,01010,5,1,VITORIA-GASTEIZ,22,ALI-GOBEO
BUSTALDEA,680,13, ,17, ,01194,6,2,ARETXABALETA,28,ZONA RURAL SUROESTE
BUSTURBI,4921,1, ,5, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,2, ,4, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,6, ,6, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,7, ,7, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
,,8, ,8, ,01013,6,3,GAMARRA MAYOR,27,ZONA RURAL NOROESTE
BUZTINZURI,685,1, ,3, ,01008,2,25,VITORIA-GASTEIZ,8,SAN MARTIN
,,4, ,6, ,01008,2,24,VITORIA-GASTEIZ,8,SAN MARTIN
,,8, ,8, ,01008,2,24,VITORIA-GASTEIZ,8,SAN MARTIN
,,10, ,12, ,01008,2,24,VITORIA-GASTEIZ,8,SAN MARTIN
,,14, ,14, ,01008,2,24,VITORIA-GASTEIZ,8,SAN MARTIN
CABALLO DE PICA,4565,1, ,1, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,6, ,01010,5,31,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
CAMINO DE PAUSETA,4849,1, ,1,B,01194,6,2,MENDIOLA,28,ZONA RURAL SUROESTE
,,2, ,14, ,01194,6,2,MENDIOLA,28,ZONA RURAL SUROESTE
,,16, ,30, ,01194,6,2,MENDIOLA,28,ZONA RURAL SUROESTE
,,32, ,38, ,01194,6,2,MENDIOLA,28,ZONA RURAL SUROESTE
,,40, ,48, ,01194,6,2,MENDIOLA,28,ZONA RURAL SUROESTE
CAMPO DE LOS PALACIOS,740,1, ,5, ,01006,4,22,VITORIA-GASTEIZ,18,ADURTZA
,,2, ,8, ,01006,4,28,VITORIA-GASTEIZ,19,SAN CRISTOBAL
,,9, ,40,F,01006,4,24,VITORIA-GASTEIZ,18,ADURTZA
,,12, ,26, ,01006,4,24,VITORIA-GASTEIZ,18,ADURTZA
,,13, ,19, ,01006,4,24,VITORIA-GASTEIZ,18,ADURTZA
CANAL DE SANTO TOMAS,750,1, ,3,A,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,2, ,6, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,11, ,11, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
CANCILLER AYALA,760,1, ,7, ,01004,4,1,VITORIA-GASTEIZ,15,DESAMPARADOS
,,2, ,10, ,01004,4,4,VITORIA-GASTEIZ,15,DESAMPARADOS
,,9, ,13, ,01004,4,1,VITORIA-GASTEIZ,15,DESAMPARADOS
,,12, ,12, ,01004,4,4,VITORIA-GASTEIZ,15,DESAMPARADOS
"CANTABRICO, AVENIDA DEL",3960,1, ,3, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,2, ,4, ,01013,5,22,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,8, ,10, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,11, ,16, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
,,21, ,21, ,01013,6,1,VITORIA-GASTEIZ,26,ZONA RURAL ESTE
"CAPITAL DE EUSKADI, AVENIDA",4763,1, ,3, ,01003,3,39,VITORIA-GASTEIZ,30,SALBURUA
,,2, ,4, ,01003,3,39,VITORIA-GASTEIZ,30,SALBURUA
,,8, ,10, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,9, ,11, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,12, ,18, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,13, ,15, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,23, ,23, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
,,25, ,29, ,01003,3,42,VITORIA-GASTEIZ,30,SALBURUA
CARACAS,780,1, ,1, ,01012,1,33,VITORIA-GASTEIZ,5,EL PILAR
,,2, ,8, ,01012,1,33,VITORIA-GASTEIZ,5,EL PILAR
CARTA DE AALBORG,4708,2, ,36, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,27, ,35, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
CARTA DE ATENAS,4728,1, ,39, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,2, ,20, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
,,34, ,40, ,01002,3,37,VITORIA-GASTEIZ,30,SALBURUA
"CASERIO, SENDA DEL",4940,11, ,23, ,01194,6,2,BERROSTEGIETA,28,ZONA RURAL SUROESTE
,,25, ,25, ,01194,6,2,BERROSTEGIETA,28,ZONA RURAL SUROESTE
,,27, ,27, ,01194,6,2,BERROSTEGIETA,28,ZONA RURAL SUROESTE
CASTILLO DE ARLUZEA,851,1, ,1, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,4, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE ASSA,852,1, ,1, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,4, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,5, ,9, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,11, ,15, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE ASTULEZ,853,2, ,2, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,4, ,6, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE BERNEDO,856,2, ,4, ,01007,2,26,VITORIA-GASTEIZ,21,ARIZNABARRA
,,6, ,10, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,24, ,28, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,30, ,32, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE BURADON,857,4, ,6, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE EL TORO,859,1, ,5, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,7, ,7, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,9, ,9, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE ESKIBEL,860,2, ,8, ,01007,2,26,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE FONTECHA,870,1, ,3, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,2, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,11, ,15, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
,,17, ,19, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE GEBARA,880,1, ,5, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,8,A,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,7, ,15, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,10, ,20, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE LANTARON,885,1, ,3, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,6, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
,,8, ,18, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
,,11, ,23, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,37, ,37, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE OCIO,890,1, ,7, ,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,20, ,01007,2,29,VITORIA-GASTEIZ,21,ARIZNABARRA
,,7,A,9, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,11, ,15, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,17, ,21, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE PORTILLA,895,2, ,6, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,3, ,5, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,8, ,8, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,10, ,14, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE QUEJANA,900,1, ,3, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,2, ,12, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,5, ,5, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,9, ,9, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,14, ,16, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
,,21, ,23, ,01007,2,32,VITORIA-GASTEIZ,21,ARIZNABARRA
,,22, ,30, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,32, ,38, ,01007,2,28,VITORIA-GASTEIZ,21,ARIZNABARRA
,,40, ,42, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,44, ,56, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,58, ,68, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE SAN ADRIAN,901,1, ,3, ,01007,2,27,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE VILLAMONTE,902,2, ,4, ,01007,2,30,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO DE ZAITEGI,905,1, ,1, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,3, ,7, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
,,9, ,9, ,01007,2,31,VITORIA-GASTEIZ,21,ARIZNABARRA
CASTILLO/GAZTELU,6230,1, ,999, ,01194,6,2,CASTILLO/GAZTELU,28,ZONA RURAL SUROESTE
CASTRO URDIALES,910,1, ,3, ,01006,4,26,VITORIA-GASTEIZ,19,SAN CRISTOBAL
,,2, ,8, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
,,5, ,11, ,01006,4,26,VITORIA-GASTEIZ,19,SAN CRISTOBAL
,,10, ,12, ,01006,4,25,VITORIA-GASTEIZ,18,ADURTZA
"CATALUÑA, PLAZA DE",4597,1, ,3, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,4, ,7, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,8, ,10, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
,,11, ,14, ,01010,5,29,VITORIA-GASTEIZ,24,ARRIAGA-LAKUA
