20059,CAMPS ELISIS 2,,1,,,1,,1,,,,,
20060,GARRIGUES / DRA.CASTELLS,,,,,,,1,,,,,
20061,GARRIGUES / BLOCS LA CAIXA 2,,,,,,,1,,,,,
20062,GARRIGUES / CANAL 2,,,,,,,1,,,,,
20063,GARRIGUES / SÍCORIS 2,,,,,,,1,,,,,
20064,AV. ARTESA 2,,,,,,,1,,,,,
20067,PLA D'URGELL 2,,,,,,,1,,,,,
20069,CENTRE / IES MARIA RÚBIES,,,,,,,1,,,,,
20071,PALAUET / GARRIGUES,,,,,,,,,1,,,
20072,GARRIGUES / SÍCORIS,,,,,,,1,,1,,,
20073,GARRIGUES / CANAL,,,,,,,1,,,,,
20074,GARRIGUES / BLOCS LA CAIXA,,,,,,,1,,1,,,
20075,GARRIGUES / ALACANT,,,,,,,1,,1,,,
20076,CAMPS ELISIS,,,1,,,,1,,,,,
20077,PONT VELL / AV. SEGRE,,,1,,1,,,,1,,,
20078,PALAUET / BOQUÉ 2,,,,,,1,1,,,,,
20079,PALAUET / ASTURIES 2,,,,,,,1,,,,,
20080,PALAUET / ALMERIA 2,,,,,,,1,,,,,
20082,CEMENTIRI 2,,,,,,,1,,,,,
20083,MECANOVA,,,,,,,1,,,,,
20084,JOAN GAVARRA,,,,,,,1,,,,,
20085,LOCAL SOCIAL MAGRANERS,,,,,,,1,,,,,
20086,FLORIDA / LA MAGRANA,,,,,,,1,,,,,
20087,COSTA MAGRANERS / PLA STA.MARIA,,,,,,,1,,,,,
20088,CEMENTIRI 3,,,,,,,1,,,,,
20089,PALAUET / ALMERIA,,,,,,,1,,1,,,
20090,PALAUET / ASTÚRIES,,,,,,,1,,1,,,
20091,PALAUET / BOQUÉ,,,,,,,1,,1,,,
20093,PRAT DE LA RIBA / SANT RUF,,,,1,,,1,,,,1,
20094,CAP BALÀFIA - PARDINYES 2,,,,,1,,1,,,,,
20097,TORRE VICENS 2,,,,,,,1,,,,,
20098,LLIBERTAT / POBLA DE SEGUR 2,,,,,,,1,,,,,
20099,LLIBERTAT / LA CREU 2,,,,,,,1,,,,,
20100,LOCAL SOCIAL SECÀ 2,,,,,,,1,,,,,
20101,ESCOLA TERRES DE PONENT,,,,,,,1,,,,,
20102,LA LLUM,,,,,,,1,,,,,
20104,A.E.M.,,,,,,,1,,,,,
20105,MARIMUNT / PICABAIX,,,,,,,1,,,,,
20106,LOCAL SOCIAL SECÀ,,,,,,,1,,,,,
20107,LLIBERTAT / LA CREU,,,,,,,1,,,,,
20108,LLIBERTAT / POBLA DE SEGUR,,,,,,,1,,,,,
20109,TORRE VICENS,,,,,,,1,,,,,
20111,BARÓ DE MAIALS / SABADELL,,,,,1,,1,,,,,
20112,CAP BALÀFIA - PARDINYES,,,,,1,,1,,1,1,,
20114,ENSENYANÇA / ALCALDE PORQUERES,,,,,,,,1,,,,
20115,CLOT DE LES GRANOTES 2,,,,,,,,1,,,,
20116,ALCALDE PORQUERES / PL. EUROPA 2,,,,,1,,,1,,,,
20117,MERCAT BALÀFIA 2,,,,,1,,,1,,,,
20118,CANTÀBRIA 2,,,,,,,,1,,,,
20119,LAUREÀ FIGUEROLA 2,,,,,,,,1,,,,
20120,COMERCIAL URGELL 2,,,,,,,,1,,,,
20121,GUALDA / CN LLEIDA  ,,,,,,,,1,,,,
20122,GUALDA / CAMÍ DE MONTCADA 2,,,,,,,,1,,,,
20124,ESC. SANT JORDI / IES,,,,,,,,1,,,,
20125,GUALDA / CAMÍ DE MONTCADA,,,,,,,,1,,,,
20126,COMERCIAL URGELL,,,,,,,,1,,,,
20127,LAUREÀ FIGUEROLA,,,,,,,,1,,,,
20128,CANTÀBRIA,,,,,,,,1,,,,
20132,ESTACIÓ D'AUTOBUSOS / PL. ESPANYA,,,,,,1,,,,,,
20133,RICARD VIÑES / SANITAT,,,,,,1,,,,,,
20135,HOSPITAL SANTA MARIA 2,,1,1,,1,1,,,,,,
20138,ARNAU DE VILANOVA 2,,1,1,,1,1,,,,,,
20139,ARNAU DE VILANOVA,,1,1,,1,1,,,,,,
20140,ONZE DE SETEMBRE,,1,1,,1,1,,,,,,
20141,HOSPITAL SANTA MARIA,,1,1,,1,1,,,,,,
20142,DRA. CASTELLS / GARRIGUES,,1,,,1,,,,1,,,
20143,CAP CAPPONT,,1,,,1,,,,1,,,
20144,DRA.CASTELLS / ESTUDI GENERAL,,1,,,1,,,,1,,,
20145,PONT UNIVERSITAT,,1,,,1,1,,,1,,,
20146,EST. D'AUTOBUSOS / PONT UNIVERSITAT,,,,,1,,1,1,,1,,
20147,CAVALLERS 2,,,,,1,,1,1,,1,,
20148,PONT VELL / BLONDEL,,,,,,,1,1,,1,,
20150,AUDIÈNCIA 2,,,1,,,,,1,,1,,
20151,ESTACIÓ RENFE,,,1,,,,,1,,1,,
20152,P. VIANA / PRAT DE LA RIBA 2,,,1,,,,,,,,,
20153,P. VIANA / CORTS CATALANES,,,1,,,,,,,,,
20154,RONDA / PLAÇA EUROPA 2,,,1,,1,,,,,,,
20155,RONDA / ROVIRA ROURE,,,1,,1,,,,,,,
20156,MERCAT FLEMING 2,,,1,,,,,,,,,
20157,RONDA / SEGRIÀ 2,,,1,,,,,,,,,
20158,RONDA / PIUS XII 2,,,1,,,,,,,,,
20159,PLAÇA PAGESOS 2,,,1,,,,,,,,,
20160,RONDA / UNIÓ 2,,,1,,,,,,,,,
20162,PASSAREL·LA MARISTES,,,1,,,,,,,1,,
20178,ALCALDE RECASENS / AMB. ESPENS 2,,,,,,,,,,1,,
20179,CTRA. ALBESA 2,,,,,,,,,,1,,
20180,DEL VERDEROL,,,,,,,,,,1,,
20181,C.E.I.P. LLÍVIA,,,,,,,,,,1,,
20182,ANTONI VILAPLANA,,,,,,,,,,1,,
20183,LLÍVIA,,,,,,,,,,1,,
20184,CTRA. ALBESA,,,,,,,,,,1,,
20185,ALCALDE RECASENS / AMB. ESPENS ,,,,,,,,,,1,,
20194,RICARD VIÑES / BALMES,,,,1,,1,1,1,,,,
20195,HISENDA 2,,,,1,,1,1,1,,,,
20196,UNIVERSITAT 2,,,,1,,1,1,1,,,,
20197,ESTACIÓ D'AUTOBUSOS / CATALUNYA,,,,,,1,,,,,,
20206,ONZE DE SETEMBRE 2,,1,1,,1,1,,,,,,
20207,CIUTAT JARDÍ 2,,,,,,1,,,,,,
20209,AGRÒNOMS,,,,,,1,,,,,,
20216,CIUTAT JARDÍ,,,,,,1,,,,,,
20217,CAPARRELLA,,,,,,,,,,1,,
20218,COMPLEX CAPARRELLA,,,,,,,,,,1,,
20219,CAPARRELLA 2,,,,,,,,,,1,,
20220,PASSAREL·LA CAMPS ELISIS 2,,,,,1,,,,1,,,
20221,PALAU DE CONGRESSOS,,,,,,,,,1,,,
20222,CIUTAT DEL TRANSPORT,,,,,,,,,1,,,
20223,AV. INDUSTRIA P.203,,,,,,,,,1,,,
20224,AV. INDUSTRIA P.208,,,,,,,,,1,,,
20225,SEGRE AV. IND. / PAU AGUSTIN,,,,,,,,,1,,,
20226,AV. INDUSTRIA / E. MIES,,,,,,,,,1,,,
20227,AV. INDUSTRIA P.503,,,,,,,,,1,,,
20228,GROS MERCAT,,,,,,,,,1,,,
20229,J. SEGÚRA I FARRÉ P.714,,,,,,,,,1,,,
20230,J. SEGúRA I FARRÉ P.708,,,,,,,,,1,,,
20231,J. SEGÚRA I FARRÉ P.702,,,,,,,,,1,,,
20236,ELS FRARES,,,,,,,,,1,,,
20240,BARÓ DE MAIALS / CAMÍ DE CORBINS,,,,,,,,,1,,1,
20241,GERMANETES DELS POBRES,,,,,,,,1,,,,
20243,CREU DEL BATLLE,,,,,,,,,,1,,
20244,MERCAT TORREFARRERA,,,,,,,,1,,,,
20252,MIQUEL BATLLORI / FONTANET,,,,,,1,,,,,,
20253,MUSEU DE L'AIGUA,,,,,,1,,,,,,
20254,MIQUEL BATLLORI / LL11,,,,,,1,,,,,,
20255,ESTUDI GENERAL / JOAN FUSTER,,,,,,1,,,,,,
20256,TANATORI,,,,,,1,,,,,,
20262,PONT UNIVERSITAT 2,,,1,,,1,,,,,,
20263,ESTUDI GENERAL / JOAN FUSTER 2,,,,,,1,,,,,,
20264,MIQUEL BATLLORI / LL11 2,,,,,,1,,,,,,
20265,MUSEU DE L'AIGUA 2,,,,,,1,,,,,,
20266,MIQUEL BATLLORI / FONTANET 2,,,,,,1,,,,,,
20270,BARÓ DE MAIALS / COMTES D'URGELL,,,,1,,,,,,,,
20272,BARÓ DE MAIALS / SABADELL 2,,,,,1,,1,,,,,
20273,BARÓ DE MAIALS / VIC 2,,,,,1,,1,,,,,
20274,JARDINS DE LES MAGNÒLIES,,,,,1,,,,,,,
20276,ALCALDE PORQUERES / PL. EUROPA ,,,,,1,,,1,,,,
20285,BARÓ DE MAIALS / VIC,,,,,1,,1,,,,,
20289,CAMÍ DE RUFEA 2,,,,,,,,,,1,,
20292,SEGON PASSEIG DE RONDA,,,,,,,,,1,,,
20293,COBRIMENT DE VIES 2,,,,1,,,1,,,,1,
20294,COBRIMENT DE VIES,,,,1,,,1,,,,,
20297,PRAT DE LA RIBA / P. VIANA,,,,1,,,1,1,,,,
20298,AMBULATORI / PALLARS,,,,1,,,1,1,,,,
20299,CAMÍ DE RUFEA,,,1,,,,,,,1,,
20300,TON SIRERA,,,1,,,,,,,1,,
20302,GARDENY,,,,1,,,,,,,,
20304,SANT RUF / ALCALDE RECASENS,,,,,,,,,,1,,
20305,CAP BALÀFIA-PARDINYES / A.RECASENS,,,,,,,,,,1,,
20311,AMBULATORI / GUÀRDIA URBANA,1,,,,,,,,,,,
20312,ALCARRÀS,,,,,,,,,1,,,
20313,ELS FRARES SUD,,,,,,,,,1,,,
20314,NEOPARC,,,,,,,,,1,,,
20315,CTRA. TARRAGONA,,,,,,,,,1,,,
20316,CEMENTIRI,,,,,,,,,1,,,
20318,ESTACIÓ D'AUTOBUSOS / AV. MADRID,,1,,,,,,,1,,,1
20319,AV. MADRID / COS-GAYÓN,,1,,,,,,,1,1,,1
20320,INSTITUTS / CAMÍ DE RUFEA,,1,,,,,,,,,,
20321,P. VIANA / PRAT DE LA RIBA,,1,,,,,,,,,,1
20322,PONT VELL / FRANCESC MACIÀ,1,1,,,1,,,,,,1,1
20323,EST. D'AUTOBUSOS / ALCALDE ARENY,,,1,,,,,,,,,
20324,DRA. CASTELLS / ESTUDI GENERAL 2,,,1,,,,,,,,,
20325,CAP CAPPONT 2,,,1,,,,,,,,,
20326,DRA. CASTELLS / GARRIGUES 2,,,1,,,,,,,,,
20327,INSTITUTS,,,1,,,,,,,,,
20330,PARTIDA MARIOLA,,,,1,,,,,,,,
20331,PARC CIENTÍFIC,,,,1,,,,,,,,
20332,LA LLOTJA 2,,,,,1,,,,,,,
20333,JERONI PUJADES / BARÓ DE MAIALS 2,,,,,1,,,,,,,
20338,BARRIS NORD 2,,,,,1,,,,,,,
20339,MERCAT BALÀFIA,,,,,1,,,1,,,,
20340,BARRIS NORD,,,,1,1,,,,,,,
20341,ESCOLA LA MITJANA ,,,,1,,,,,,,,
20342,RECORRIDO,,,,1,,,,,,,,
20344,LA LLOTJA,,,,,1,,,,,,,
20345,RAMBLA CORREGIDOR ESCOFET 2,,,,,1,,,,,,,
20346,IES MARIA RÚBIES / CENTRE,,,,,,1,1,,,,,
20347,PLA D'URGELL,,,,,,1,1,,,,,
20348,EXTREMADURA,,,,,,1,,,,,,
20349,MERCAT BORDETA,,,,,,,1,,,,,
20350,AV. ARTESA,,,,,,1,1,,,,,
20351,VILA MONTCADA,,,,,,1,,,,,,
20352,GARCIA LORCA - N240,,,,,,,1,,,,,
20353,PARC JOAN ORÓ,,,,,,1,,,,,,
20354,MERCAT BORDETA / AV. ARTESA,,,,,,1,,,,,,
20355,ENSENYANÇA / HUMBERT TORRES,,,,1,,,1,1,,,,
20356,CLOT DE LES GRANOTES ,,,,,,,,1,,,,
20357,RAMBLA CORREGIDOR ESCOFET ,,,,,1,,,,,,,
20358,ENRIC GRANADOS / ROVIRA ROURE 2,,,,,,1,,,,,,
20359,ENRIC GRANADOS / ROVIRA ROURE,,,,,,1,,,,,,
20360,MERCAT BORDETA / PL. SANT JORDI 2,,,,,,,1,,,,,
20361,MERCAT BORDETA / PL. SANT JORDI,,,,,,1,,,,,,
20362,PL. EUROPA/P. VIANA,,1,,,,,,,,,,1
20364,PARC JOAN ORÓ 2,,,,,,1,,,,,,
20365,ACADÈMIA / CATALUNYA,,,,1,,,,,,,,
20366,ACADÈMIA / TEMPLERS,,,,1,,,,,,,,
20367,PUJADA GARDENY,,,,1,,,,,,,,
20368,GERMANS IZQUIERDO / CAP,,,,1,,,,,,,,
20369,MARIOLA / VENUS,,,,1,,,,,,,,
20370,ESCORXADOR,,,,1,,,,,,,,
20371,ELS FRARES / CARRER C,,,,,,,,,1,,,
20372,ROVIRA ROURE / CARLES FONTSERÉ,,,,,,1,,,,,,
20373,PLAÇA MISSIONS,,,,,,,,,,,1,
20374,C. BISBE / SANT LLORENÇ,,,,,,,,,,,1,
20375,PL. JOSEP SOLANS / ERETA,,,,,,,,,,,1,
20376,SEU VELLA / MERCAT DEL PLA,,,,,,,,,,,1,
20377,EMPORDÀ / CAP EIXAMPLE,,,,,,,,,,,1,
21454,PONT PRINCEP DE VIANA,,,,,,,,,,,1,
