BARRI;PAIS;TOTAL
BUTSENIT;INDIA;5
BUTSENIT;ITALIA;1
BUTSENIT;MALI;4
BUTSENIT;MARRUECOS;4
BUTSENIT;PAKISTAN;3
BUTSENIT;PORTUGAL;2
BUTSENIT;REINO UNIDO G.B.;1
BUTSENIT;RUMANIA;31
BUTSENIT;RUSIA;2
BUTSENIT;SENEGAL;1
BUTSENIT;UCRANIA;1
BUTSENIT;VENEZUELA;2
TORRES DE SANUI;ALEMANIA;1
TORRES DE SANUI;ARGENTINA;2
TORRES DE SANUI;BELGICA;3
TORRES DE SANUI;BOLIVIA;1
TORRES DE SANUI;BRASIL;13
TORRES DE SANUI;CHILE;1
TORRES DE SANUI;COLOMBIA;2
TORRES DE SANUI;COSTA RICA;1
TORRES DE SANUI;E.E.UNIDOS AMERI;1
TORRES DE SANUI;ESLOVAQUIA;1
TORRES DE SANUI;FRANCIA;7
TORRES DE SANUI;GAMBIA;3
TORRES DE SANUI;GRECIA;1
TORRES DE SANUI;GUINEA ECUATORIA;2
TORRES DE SANUI;IRLANDA;1
TORRES DE SANUI;ITALIA;6
TORRES DE SANUI;LITUANIA;3
TORRES DE SANUI;MALI;2
TORRES DE SANUI;MARRUECOS;6
TORRES DE SANUI;MEXICO;1
TORRES DE SANUI;NICARAGUA;1
TORRES DE SANUI;PARAGUAY;1
TORRES DE SANUI;PERU;1
TORRES DE SANUI;PORTUGAL;2
TORRES DE SANUI;RUMANIA;28
TORRES DE SANUI;RUSIA;5
TORRES DE SANUI;SENEGAL;1
TORRES DE SANUI;SIRIA;1
BASSES D,ALPICAT;ALEMANIA;1
BASSES D,ALPICAT;ARGELIA;3
BASSES D,ALPICAT;AUSTRALIA;1
BASSES D,ALPICAT;BELGICA;1
BASSES D,ALPICAT;BRASIL;1
BASSES D,ALPICAT;BULGARIA;5
BASSES D,ALPICAT;CHINA;2
BASSES D,ALPICAT;CROACIA;4
BASSES D,ALPICAT;CUBA;1
BASSES D,ALPICAT;DINAMARCA;2
BASSES D,ALPICAT;EGIPTO;1
BASSES D,ALPICAT;ESLOVENIA;3
BASSES D,ALPICAT;FILIPINAS;1
BASSES D,ALPICAT;GAMBIA;3
BASSES D,ALPICAT;GRECIA;3
BASSES D,ALPICAT;ITALIA;2
BASSES D,ALPICAT;LIBERIA;1
BASSES D,ALPICAT;MARRUECOS;1
BASSES D,ALPICAT;MAURITANIA;8
BASSES D,ALPICAT;MEXICO;3
BASSES D,ALPICAT;PARAGUAY;1
BASSES D,ALPICAT;POLONIA;1
BASSES D,ALPICAT;PORTUGAL;4
BASSES D,ALPICAT;REINO UNIDO G.B.;4
BASSES D,ALPICAT;RUMANIA;21
BASSES D,ALPICAT;RUSIA;1
BASSES D,ALPICAT;SERBIA;3
BASSES D,ALPICAT;SUECIA;1
BASSES D,ALPICAT;UCRANIA;4
LLIVIA;ARGELIA;5
LLIVIA;BOLIVIA;2
LLIVIA;BRASIL;8
LLIVIA;BULGARIA;1
LLIVIA;CAMERUN;4
LLIVIA;CHINA;3
LLIVIA;COLOMBIA;3
LLIVIA;FRANCIA;1
LLIVIA;GAMBIA;1
LLIVIA;GUINEA;1
LLIVIA;ITALIA;1
LLIVIA;LITUANIA;5
LLIVIA;MALI;1
LLIVIA;MARRUECOS;3
LLIVIA;MEXICO;2
LLIVIA;PERU;4
LLIVIA;PORTUGAL;1
LLIVIA;REP.CHECA;8
LLIVIA;REP.DOMINICANA;2
LLIVIA;RUMANIA;44
LLIVIA;RUSIA;3
LLIVIA;SENEGAL;4
RAIMAT - SUCHS;BOLIVIA;2
RAIMAT - SUCHS;BRASIL;1
RAIMAT - SUCHS;COLOMBIA;1
RAIMAT - SUCHS;GHANA;1
RAIMAT - SUCHS;MARRUECOS;5
RAIMAT - SUCHS;POLONIA;23
RAIMAT - SUCHS;PORTUGAL;4
RAIMAT - SUCHS;RUMANIA;10
RAIMAT - SUCHS;UCRANIA;2
;;
