NOM BARRI,PAIS,TOTAL
BUTSENIT,GUINEA,2
BUTSENIT,INDIA,4
BUTSENIT,LITUANIA,1
BUTSENIT,MALI,9
BUTSENIT,MARRUECOS,8
BUTSENIT,MOLDAVIA,1
BUTSENIT,NIGERIA,1
BUTSENIT,PAKISTAN,3
BUTSENIT,POLONIA,1
BUTSENIT,REINO UNIDO G.B.,1
BUTSENIT,RUMANIA,19
BUTSENIT,RUSIA,3
BUTSENIT,UCRANIA,1
BUTSENIT,VENEZUELA,1
TORRES DE SANUI,ARGENTINA,2
TORRES DE SANUI,AUSTRALIA,1
TORRES DE SANUI,BANGLADESH,1
TORRES DE SANUI,BELGICA,2
TORRES DE SANUI,BOLIVIA,1
TORRES DE SANUI,BRASIL,9
TORRES DE SANUI,BULGARIA,3
TORRES DE SANUI,CHINA,1
TORRES DE SANUI,COLOMBIA,7
TORRES DE SANUI,CROACIA,1
TORRES DE SANUI,E.E.UNIDOS AMERI,1
TORRES DE SANUI,ECUADOR,3
TORRES DE SANUI,ESLOVAQUIA,1
TORRES DE SANUI,FRANCIA,3
TORRES DE SANUI,GAMBIA,1
TORRES DE SANUI,GUINEA,3
TORRES DE SANUI,GUINEA ECUATORIA,1
TORRES DE SANUI,ISRAEL,1
TORRES DE SANUI,ITALIA,10
TORRES DE SANUI,KAZAJSTAN,1
TORRES DE SANUI,LITUANIA,2
TORRES DE SANUI,MALI,1
TORRES DE SANUI,MARRUECOS,6
TORRES DE SANUI,MEXICO,1
TORRES DE SANUI,POLONIA,3
TORRES DE SANUI,PORTUGAL,3
TORRES DE SANUI,REINO UNIDO G.B.,5
TORRES DE SANUI,REP.CHECA,1
TORRES DE SANUI,RUMANIA,40
TORRES DE SANUI,RUSIA,4
TORRES DE SANUI,SENEGAL,1
TORRES DE SANUI,TURQUIA,1
"BASSES D,ALPICAT",ALEMANIA,2
"BASSES D,ALPICAT",BELGICA,1
"BASSES D,ALPICAT",BRASIL,6
"BASSES D,ALPICAT",BULGARIA,10
"BASSES D,ALPICAT",BURKINA FASSO,1
"BASSES D,ALPICAT",CROACIA,4
"BASSES D,ALPICAT",DINAMARCA,2
"BASSES D,ALPICAT",ESLOVENIA,1
"BASSES D,ALPICAT",GAMBIA,4
"BASSES D,ALPICAT",GRECIA,2
"BASSES D,ALPICAT",GUINEA,1
"BASSES D,ALPICAT",GUINEA ECUATORIA,1
"BASSES D,ALPICAT",HONDURAS,1
"BASSES D,ALPICAT",INDIA,1
"BASSES D,ALPICAT",IRLANDA,5
"BASSES D,ALPICAT",ISRAEL,1
"BASSES D,ALPICAT",ITALIA,1
"BASSES D,ALPICAT",MARRUECOS,5
"BASSES D,ALPICAT",MAURITANIA,4
"BASSES D,ALPICAT",MEXICO,1
"BASSES D,ALPICAT",NEPAL,1
"BASSES D,ALPICAT",NICARAGUA,1
"BASSES D,ALPICAT",PARAGUAY,1
"BASSES D,ALPICAT",POLONIA,2
"BASSES D,ALPICAT",PORTUGAL,1
"BASSES D,ALPICAT",RUMANIA,15
"BASSES D,ALPICAT",RUSIA,1
"BASSES D,ALPICAT",SENEGAL,1
"BASSES D,ALPICAT",UCRANIA,4
LLIVIA,ARGELIA,5
LLIVIA,BOLIVIA,1
LLIVIA,BRASIL,5
LLIVIA,BULGARIA,2
LLIVIA,CAMERUN,2
LLIVIA,CHINA,5
LLIVIA,COLOMBIA,9
LLIVIA,E.E.UNIDOS AMERI,1
LLIVIA,ECUADOR,1
LLIVIA,EGIPTO,1
LLIVIA,ESLOVAQUIA,1
LLIVIA,FRANCIA,1
LLIVIA,ITALIA,2
LLIVIA,KENYA,1
LLIVIA,LITUANIA,2
LLIVIA,MARRUECOS,7
LLIVIA,MEXICO,3
LLIVIA,PARAGUAY,2
LLIVIA,PERU,3
LLIVIA,POLONIA,1
LLIVIA,PORTUGAL,1
LLIVIA,REP.CHECA,6
LLIVIA,REP.COREA,1
LLIVIA,REP.DOMINICANA,3
LLIVIA,RUMANIA,70
LLIVIA,RUSIA,4
LLIVIA,SENEGAL,2
LLIVIA,UCRANIA,1
LLIVIA,VENEZUELA,1
RAIMAT - SUCHS,ARGENTINA,1
RAIMAT - SUCHS,BOLIVIA,1
RAIMAT - SUCHS,FRANCIA,1
RAIMAT - SUCHS,GHANA,1
RAIMAT - SUCHS,MARRUECOS,6
RAIMAT - SUCHS,PARAGUAY,1
RAIMAT - SUCHS,POLONIA,4
RAIMAT - SUCHS,PORTUGAL,3
RAIMAT - SUCHS,REINO UNIDO G.B.,1
RAIMAT - SUCHS,RUMANIA,9
RAIMAT - SUCHS,SENEGAL,1
,,25430
