coditram;Nom_Trajecte;COD_liniaATM;COD_paradaATM;COD_trajecte;sentit;ordre;buidat;principal;SCHED;TIME_A;TIME_D;SCHED;TIME_A;TIME_D;NOM;COORX;COORY
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20332;0;1;5;0;0;;;;;;;LA LLOTJA 2;303073;4610225
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20333;0;1;6;0;0;;;;;;;JERONI PUJADES / BAR‡ DE MAIALS 2;303057;4610551
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20345;0;1;7;0;0;;;;;;;RAMBLA CORREGIDOR ESCOFET 2;303226;4610937
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20338;0;1;8;0;0;;;;;;;BARRIS NORD 2;302884;4610886
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20094;0;1;9;0;0;;;;;;;CAP BAL∑FIA - PARDINYES 2;302617;4610974
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20272;0;1;10;0;0;;;;;;;BAR‡ DE MAIALS / SABADELL 2;302454;4611177
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20273;0;1;11;0;0;;;;;;;BAR‡ DE MAIALS / VIC 2;302259;4611377
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20274;0;1;12;0;0;;;;;;;JARDINS DE LES MAGN„LIES;302120;4611593
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20339;0;1;13;0;0;;;;;;;MERCAT BAL∑FIA;301951;4611277
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20276;0;1;14;0;0;;;;;;;ALCALDE PORQUERES / PL. EUROPA ;301951;4611107
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20154;0;1;15;0;0;;;;;;;RONDA / PLAÄA EUROPA 2;301924;4610884
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20155;0;1;16;0;0;;;;;;;RONDA / ROVIRA ROURE;301566;4610544
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20135;0;1;17;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20206;0;1;18;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20138;0;1;19;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20138;0;2;1;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20139;0;2;2;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20140;0;2;3;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20141;0;2;4;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20022;0;2;5;0;0;;;;;;;RONDA / ENRIC GRANADOS;301576;4610524
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20024;0;2;6;0;0;;;;;;;RONDA / PLAÄA EUROPA;301932;4610868
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20116;0;2;7;0;0;;;;;;;ALCALDE PORQUERES / PL. EUROPA 2;301973;4611047
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20117;0;2;8;0;0;;;;;;;MERCAT BAL∑FIA 2;301950;4611316
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20285;0;2;9;0;0;;;;;;;BAR‡ DE MAIALS / VIC;302248;4611357
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20111;0;2;10;0;0;;;;;;;BAR‡ DE MAIALS / SABADELL;302440;4611164
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20112;0;2;11;0;0;;;;;;;CAP BAL∑FIA - PARDINYES;302606;4610970
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20340;0;2;12;0;0;;;;;;;BARRIS NORD;302877;4610939
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20357;0;2;13;0;0;;;;;;;RAMBLA CORREGIDOR ESCOFET ;303221;4610900
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20039;0;2;14;0;0;;;;;;;JERONI PUJADES / BAR‡ DE MAIALS;303050;4610555
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20344;0;2;15;0;0;;;;;;;LA LLOTJA;303078;4610172
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20043;0;2;16;0;0;;;;;;;PASSAREL˙LA CAMPS ELISIS;302647;4609911
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20322;0;2;17;0;0;;;;;;;PONT VELL / FRANCESC MACI∑;302393;4609807
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20059;0;2;18;0;0;;;;;;;CAMPS ELISIS 2;302567;4609554
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20142;0;2;19;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20143;0;2;20;0;0;;;;;;;CAP CAPPONT;302474;4609231
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20144;0;2;21;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20145;0;2;22;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
40270;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20146;0;2;23;0;0;;;;;;;EST. D'AUTOBUSOS / PONT UNIVERSITAT;301925;4609280
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20142;10;2;1;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20143;10;2;2;0;0;;;;;;;CAP CAPPONT;302474;4609231
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20144;10;2;3;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20145;10;2;4;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20146;10;2;5;0;0;;;;;;;EST. D'AUTOBUSOS / PONT UNIVERSITAT;301925;4609280
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20112;20;2;1;0;0;;;;;;;CAP BAL∑FIA - PARDINYES;302606;4610970
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20340;20;2;2;0;0;;;;;;;BARRIS NORD;302877;4610939
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20357;20;2;6;0;0;;;;;;;RAMBLA CORREGIDOR ESCOFET ;303221;4610900
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20039;20;2;7;0;0;;;;;;;JERONI PUJADES / BAR‡ DE MAIALS;303050;4610555
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20344;20;2;8;0;0;;;;;;;LA LLOTJA;303078;4610172
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20043;20;2;9;0;0;;;;;;;PASSAREL˙LA CAMPS ELISIS;302647;4609911
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20322;20;2;10;0;0;;;;;;;PONT VELL / FRANCESC MACI∑;302393;4609807
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20059;20;2;11;0;0;;;;;;;CAMPS ELISIS 2;302567;4609554
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20142;20;2;12;0;0;;;;;;;DRA. CASTELLS / GARRIGUES;302632;4609401
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20143;20;2;13;0;0;;;;;;;CAP CAPPONT;302474;4609231
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20144;20;2;14;0;0;;;;;;;DRA.CASTELLS / ESTUDI GENERAL;302267;4608993
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20145;20;2;15;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402720;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20146;20;2;16;0;0;;;;;;;EST. D'AUTOBUSOS / PONT UNIVERSITAT;301925;4609280
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20146;10;1;1;0;0;;;;;;;EST. D'AUTOBUSOS / PONT UNIVERSITAT;301925;4609280
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20147;10;1;2;0;0;;;;;;;CAVALLERS 2;302132;4609508
402710;5 DOCTORA CASTELLS - ARNAU DE VILANOVA;4027;20077;10;1;3;0;0;;;;;;;PONT VELL / AV. SEGRE;302390;4609799
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20347;0;1;1;0;0;;;;;;;PLA D'URGELL;303824;4608342
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20348;0;1;2;0;0;;;;;;;EXTREMADURA;303642;4608053
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20349;0;1;3;0;0;;;;;;;MERCAT BORDETA;303536;4608336
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20252;0;1;4;0;0;;;;;;;MIQUEL BATLLORI / FONTANET;303316;4608390
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20253;0;1;5;0;0;;;;;;;MUSEU DE L'AIGUA;303063;4608507
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20353;0;1;6;0;0;;;;;;;PARC JOAN OR‡;302816;4608625
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20254;0;1;7;0;0;;;;;;;MIQUEL BATLLORI / LL11;302507;4608769
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20255;0;1;8;0;0;;;;;;;ESTUDI GENERAL / JOAN FUSTER;302301;4608922
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20145;0;1;9;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20132;0;1;10;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / PL. ESPANYA;301877;4609290
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20002;0;1;11;0;0;;;;;;;CATALUNYA;301718;4609420
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20003;0;1;12;0;0;;;;;;;UNIVERSITAT;301704;4609586
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20004;0;1;13;0;0;;;;;;;HISENDA;301758;4609959
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20133;0;1;14;0;0;;;;;;;RICARD VI•ES / SANITAT;301650;4610271
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20358;0;1;15;0;0;;;;;;;ENRIC GRANADOS / ROVIRA ROURE 2;301561;4610455
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20135;0;1;16;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20206;0;1;17;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20138;0;1;18;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20207;0;1;19;0;0;;;;;;;CIUTAT JARD÷ 2;300670;4611143
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20209;0;1;20;0;0;;;;;;;AGR„NOMS;299835;4611494
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20209;0;2;1;0;0;;;;;;;AGR„NOMS;299835;4611494
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20216;0;2;2;0;0;;;;;;;CIUTAT JARD÷;300666;4611132
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20139;0;2;3;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20140;0;2;4;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20141;0;2;5;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20359;0;2;6;0;0;;;;;;;ENRIC GRANADOS / ROVIRA ROURE;301562;4610497
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20194;0;2;7;0;0;;;;;;;RICARD VI•ES / BALMES;301673;4610153
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20195;0;2;8;0;0;;;;;;;HISENDA 2;301736;4609965
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20196;0;2;9;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20197;0;2;10;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / CATALUNYA;301832;4609291
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20262;0;2;11;0;0;;;;;;;PONT UNIVERSITAT 2;302057;4609105
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20263;0;2;12;0;0;;;;;;;ESTUDI GENERAL / JOAN FUSTER 2;302286;4608907
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20264;0;2;13;0;0;;;;;;;MIQUEL BATLLORI / LL11 2;302501;4608760
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20364;0;2;14;0;0;;;;;;;PARC JOAN OR‡ 2;302811;4608615
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20265;0;2;15;0;0;;;;;;;MUSEU DE L'AIGUA 2;303058;4608497
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20266;0;2;16;0;0;;;;;;;MIQUEL BATLLORI / FONTANET 2;303310;4608379
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20354;0;2;17;0;0;;;;;;;MERCAT BORDETA / AV. ARTESA;303492;4608364
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20350;0;2;18;0;0;;;;;;;AV. ARTESA;303550;4608744
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20078;0;2;19;0;0;;;;;;;PALAUET / BOQUê 2;303728;4608831
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20346;0;2;20;0;0;;;;;;;IES MARIA RÈBIES / CENTRE;303924;4608655
40280;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20347;0;2;21;0;0;;;;;;;PLA D'URGELL;303824;4608342
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20347;10;1;1;0;0;;;;;;;PLA D'URGELL;303824;4608342
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20348;10;1;2;0;0;;;;;;;EXTREMADURA;303642;4608053
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20349;10;1;3;0;0;;;;;;;MERCAT BORDETA;303536;4608336
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20252;10;1;4;0;0;;;;;;;MIQUEL BATLLORI / FONTANET;303316;4608390
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20253;10;1;5;0;0;;;;;;;MUSEU DE L'AIGUA;303063;4608507
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20353;10;1;6;0;0;;;;;;;PARC JOAN OR‡;302816;4608625
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20254;10;1;7;0;0;;;;;;;MIQUEL BATLLORI / LL11;302507;4608769
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20255;10;1;8;0;0;;;;;;;ESTUDI GENERAL / JOAN FUSTER;302301;4608922
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20145;10;1;9;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20132;10;1;10;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / PL. ESPANYA;301877;4609290
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20002;10;1;11;0;0;;;;;;;CATALUNYA;301718;4609420
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20003;10;1;12;0;0;;;;;;;UNIVERSITAT;301704;4609586
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20004;10;1;13;0;0;;;;;;;HISENDA;301758;4609959
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20133;10;1;14;0;0;;;;;;;RICARD VI•ES / SANITAT;301650;4610271
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20358;10;1;15;0;0;;;;;;;ENRIC GRANADOS / ROVIRA ROURE 2;301561;4610455
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20135;10;1;16;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20206;10;1;17;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20138;10;1;18;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20256;10;1;19;0;0;;;;;;;TANATORI;300985;4611588
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20256;10;2;1;0;0;;;;;;;TANATORI;300985;4611588
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20351;10;2;2;0;0;;;;;;;VILA MONTCADA;301229;4611497
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20139;10;2;3;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20140;10;2;4;0;0;;;;;;;ONZE DE SETEMBRE;301201;4610853
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20141;10;2;5;0;0;;;;;;;HOSPITAL SANTA MARIA;301318;4610433
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20359;10;2;6;0;0;;;;;;;ENRIC GRANADOS / ROVIRA ROURE;301562;4610497
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20194;10;2;7;0;0;;;;;;;RICARD VI•ES / BALMES;301673;4610153
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20195;10;2;8;0;0;;;;;;;HISENDA 2;301736;4609965
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20196;10;2;9;0;0;;;;;;;UNIVERSITAT 2;301663;4609568
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20197;10;2;10;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / CATALUNYA;301832;4609291
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20262;10;2;11;0;0;;;;;;;PONT UNIVERSITAT 2;302057;4609105
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20263;10;2;12;0;0;;;;;;;ESTUDI GENERAL / JOAN FUSTER 2;302286;4608907
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20264;10;2;13;0;0;;;;;;;MIQUEL BATLLORI / LL11 2;302501;4608760
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20364;10;2;14;0;0;;;;;;;PARC JOAN OR‡ 2;302811;4608615
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20265;10;2;15;0;0;;;;;;;MUSEU DE L'AIGUA 2;303058;4608497
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20266;10;2;16;0;0;;;;;;;MIQUEL BATLLORI / FONTANET 2;303310;4608379
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20354;10;2;17;0;0;;;;;;;MERCAT BORDETA / AV. ARTESA;303492;4608364
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20350;10;2;18;0;0;;;;;;;AV. ARTESA;303550;4608744
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20078;10;2;19;0;0;;;;;;;PALAUET / BOQUê 2;303728;4608831
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20346;10;2;20;0;0;;;;;;;IES MARIA RÈBIES / CENTRE;303924;4608655
402810;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20347;10;2;21;0;0;;;;;;;PLA D'URGELL;303824;4608342
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20347;50;1;1;0;0;;;;;;;PLA D'URGELL;303824;4608342
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20348;50;1;2;0;0;;;;;;;EXTREMADURA;303642;4608053
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20349;50;1;3;0;0;;;;;;;MERCAT BORDETA;303536;4608336
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20252;50;1;4;0;0;;;;;;;MIQUEL BATLLORI / FONTANET;303316;4608390
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20253;50;1;5;0;0;;;;;;;MUSEU DE L'AIGUA;303063;4608507
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20353;50;1;6;0;0;;;;;;;PARC JOAN OR‡;302816;4608625
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20254;50;1;7;0;0;;;;;;;MIQUEL BATLLORI / LL11;302507;4608769
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20255;50;1;8;0;0;;;;;;;ESTUDI GENERAL / JOAN FUSTER;302301;4608922
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20145;50;1;9;0;0;;;;;;;PONT UNIVERSITAT;302073;4609121
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20132;50;1;10;0;0;;;;;;;ESTACI‡ D'AUTOBUSOS / PL. ESPANYA;301877;4609290
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20002;50;1;11;0;0;;;;;;;CATALUNYA;301718;4609420
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20003;50;1;12;0;0;;;;;;;UNIVERSITAT;301704;4609586
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20004;50;1;13;0;0;;;;;;;HISENDA;301758;4609959
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20133;50;1;14;0;0;;;;;;;RICARD VI•ES / SANITAT;301650;4610271
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20358;50;1;15;0;0;;;;;;;ENRIC GRANADOS / ROVIRA ROURE 2;301561;4610455
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20135;50;1;16;0;0;;;;;;;HOSPITAL SANTA MARIA 2;301329;4610445
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20206;50;1;17;0;0;;;;;;;ONZE DE SETEMBRE 2;301160;4610927
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20138;50;1;18;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20138;50;2;1;0;0;;;;;;;ARNAU DE VILANOVA 2;300974;4611023
402850;6 MERCAT BORDETA - ARNAU DE VILANOVA - AGR„NOMS - TANAT„RI;4028;20139;50;2;2;0;0;;;;;;;ARNAU DE VILANOVA;300967;4610980
