city,description,publisher,url,title,tag,date_extraction,frequency,formats,licenses,date_actualization,lenguage,date_creation,categories,geography
ZAR,,,https://www.zaragoza.es/sede/servicio/catalogo/?&start=100,not-found,,2017/10/20_11:29:52,,,,solares ,,,not-found,
ZAR,,Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/1;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Galacho de Juslibol. Cartografía,,2017/10/20_11:29:52,,[[u'WMS']],http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,30 agosto 2007,Medio Ambiente,Zaragoza
ZAR,Mapa del municipio de Zaragoza suministrados por el Servicio de Información Geográfica del Ayuntamiento de Zaragoza.,IDEZar,https://www.zaragoza.es/sede/servicio/catalogo/3;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Cartografía Base del Municipio de Zaragoza,,2017/10/20_11:29:52,,"[[u'DWG', u'WMS']]",http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,16 noviembre 2006,Urbanismo e Infraestructuras,Zaragoza
ZAR,"Aplicación que les permite a los turistas definir sus visitas en función de sus gustos e intereses, obteniendo como resultado una ruta propuesta turística completa, personalizada un única para sus días de estancia en Zaragoza. El visitante puede obtener información sobre los monumentos, eventos disponibles durante los días de su estancia, restaurantes de acuerdo con sus gustos gastronómicos,zonas comerciales y ocio. Descripción semántica,  Existe un SPARQL endpoint para la consulta de los datos existentes en este servicio.",Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/8;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Planifica tu visita,,2017/10/20_11:29:53,,[[u'WMS']],http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,26 febrero 2007,Turismo,Zaragoza
ZAR,,Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/11;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Antenas de Telefonía Móvil,,2017/10/20_11:29:53,,"[[u'API', u'JSON', u'geoRSS'], [u'geojson', u'georss', u'json', u'xml', u'csv', u'jsonld', u'rdf', u'ttl', u'n3', u'geojson', u'georss', u'json', u'xml', u'csv', u'jsonld', u'rdf', u'ttl', u'n3']]",http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,16 noviembre 2010,Ciencia y Tecnología,Zaragoza
ZAR,"Catálogo de monumentos, esculturas y vestigios históricos monumentalizados que se elevan en los espacios zaragozanos al aire libre de acceso público. Este catálogo ha sido realizado y descrito por un largo elenco de especialistas bajo la coordinación de los profesores Manuel García Guatas y Jesús Pedro Lorente, que lideran respectivamente el equipo consolidado de la Universidad de Zaragoza ""Observatorio Aragonés de Arte Público"", y un proyecto estatal de investigación subvencionado por la Dirección General de Investigación titulado ""Arte público para todos: su musealización virtual y difusión social"" Universidad de Zaragoza. Observatorio Aragonés de Arte Público El buscador le permite hacer búsquedas por los siguientes filtros: Solr permite exportar los resultados de las consultas en formato .csv, .xml y .json  para la utilización del buscador facetado Solr",Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/13;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Arte Público,,2017/10/20_11:29:53,Trimestral,"[[u'JSON', u'geoRSS', u'SOLR']]",http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,16 enero 2009,Cultura y Ocio,Zaragoza
ZAR,"Relación de infraestructuras del Fondo Estatal de Inversión Local, en proceso (pendientes, Iniciadas o Terminadas) para el año 2009",Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/14;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Fondo Estatal de Invesión Local 2009,,2017/10/20_11:29:53,Anual,"[[u'JSON', u'geoRSS']]",http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,01 febrero 2010,es,01 enero 2009,Urbanismo e Infraestructuras,Zaragoza
ZAR,Información sobre carriles bicis y vías ciclables ejecutados  en la ciudad de Zaragoza.,Ayuntamiento de Zaragoza.Servicio de Movilidad Urbana,https://www.zaragoza.es/sede/servicio/catalogo/16;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Carril Bici,,2017/10/20_11:29:53,Anual,[[u'JSON']],http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,17 noviembre 2008,Transporte,Zaragoza
ZAR,"Datos sobre los niveles de polinización de las diferentes plantas y árboles de la ciudad de Zaragoza como moreras, robles y encinas (quercus), olivos, plátanos de paseo, llantenes, urticáceas (ortigas y parietaria), cupresáceas (cipreses, tuyas y enebros), árbol del cielo, chopos, pinos, gramíneas,cenizos y maleza. Fuera del periodo de má;xima polinización (marzo a agosto) la información polínica es de periodicidad semanal.",Ayuntamiento de Zaragoza. Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/20;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Información polínica,,2017/10/20_11:29:53,Diario,[[u'SPARQL']],http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,08 mayo 2015,es,17 noviembre 2005,Medio Ambiente,Zaragoza
ZAR,"Se muestran todos los puntos recogidos en la Sede Electrónica: Alojamientos, Restaurantes, Actividades, Dependencias Municipales ...",Unidad de Gestión de la Web Municipal,https://www.zaragoza.es/sede/servicio/catalogo/23;jsessionid=snrWZpCP0hyGtn3Xdshy7nQr7sbgJncQhLpQXLbqcrTjN0TkXb4h!1697134113,Puntos de interés,,2017/10/20_11:29:55,,"[[u'API', u'SPARQL'], [u'geojson', u'georss', u'json', u'xml', u'csv', u'jsonld', u'rdf', u'ttl', u'n3', u'geojson', u'georss', u'json', u'xml', u'csv', u'jsonld', u'rdf', u'ttl', u'n3']]",http://www.zaragoza.es/ciudad/servicios/avisolegal.htm#condiciones,,es,17 noviembre 2010,Urbanismo e Infraestructuras,Zaragoza
